,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,NFA_x,npv_per_nfa,NFA_y
82,w99055201,sfh,23915.67348956297,26572.970543958854,29894.59186195371,r1,-42882.3080002942,-54556.935326070714,-11674.627325776513,119.5810925271362,-97.62937500447424,119.5810925271362
83,w99055202,ab,183212.87097097567,203569.8566344174,229016.08871371957,r2,-302403.3797558206,-384732.1284948169,-82328.74873899628,635.4450178422034,-129.56077461833297,635.4450178422034
84,w99055209,other,71166.34004527405,79073.7111614156,88957.92505659255,nr2,-109774.35942143192,-139666.8469142351,-29892.48749280318,191.61494707558305,-156.00290034269614,191.61494707558305
85,w99055216,education,97615.7064420698,108461.89604674422,122019.63305258725,nr2,-150572.61111547577,-191574.80796955564,-41002.19685407987,463.1840371862054,-88.52247392454181,463.1840371862054
86,w99055219,other,280358.9009157519,311509.889906391,350448.6261446898,nr2,-432454.7073313647,-550215.7855853345,-117761.07825396984,773.0541430711745,-152.3322516403973,773.0541430711745
87,w99055224,ab,88079.81530757781,97866.46145286423,110099.76913447226,r2,-145380.80046515714,-184960.44869076431,-39579.648225607176,318.955577952601,-124.09141260256932,318.955577952601
88,w99055226,ab,69321.04823838189,77023.38693153542,86651.31029797735,r2,-114418.3766369988,-145568.56347974358,-31150.186842744777,262.56915004737675,-118.63612628187349,262.56915004737675
89,w99055235,trade,455420.4985622041,506022.7761802268,569275.6232027551,nr2,-702487.9102290586,-893781.3159118043,-191293.40568274574,1694.7837025728077,-112.87186995741588,1694.7837025728077
90,w99055245,ab,110594.87925706254,122883.19917451392,138243.59907132815,r2,-182543.20831160824,-232240.25185401714,-49697.04354240891,424.4345906373113,-117.08999369675816,424.4345906373113
91,w99055249,sfh,33446.903939437485,37163.22659937498,41808.62992429685,r1,-59972.404164705855,-76299.7778790354,-16327.373714329551,70.42309986636974,-231.84684777170142,70.42309986636974
92,w99055257,trade,36946.07902516493,41051.19891684992,46182.59878145616,nr1,-61907.345443702216,-78765.23975656318,-16857.894312860968,137.79457132667304,-122.34077257583345,137.79457132667304
93,w99055287,mfh,65413.202259158345,72681.33584350927,81766.50282394793,r2,-107968.25211561841,-137362.4047451055,-29394.1526294871,226.3710821658373,-129.8494151649336,226.3710821658373
94,w99055292,trade,26638.013577625854,29597.792864028725,33297.51697203232,nr1,-44635.01275360984,-56789.50463596373,-12154.49188235389,58.725108856521544,-206.9726581869777,58.725108856521544
95,w99055300,other,253934.7967876531,282149.7742085034,317418.49598456634,nr2,-391695.422786144,-498357.40276338335,-106661.97997723933,847.1402418442303,-125.90829086933168,847.1402418442303
96,w99389931,mfh,99582.28350232905,110646.9816692545,124477.85437791131,r2,-164366.28570531614,-209114.69641395862,-44748.41070864248,488.4274571448564,-91.61731195503025,488.4274571448564
97,w99389943,ab,624462.3880690951,693847.0978545501,780577.9850863689,r2,-1030711.0831334601,-1311320.2279595276,-280609.1448260675,3490.8252122399163,-80.38475940936968,3490.8252122399163
98,w99389949,ab,683124.5893772031,759027.3215302257,853905.7367215039,r2,-1127536.4199423487,-1434506.0797604923,-306969.6598181436,2474.179022271931,-124.06930018195155,2474.179022271931
99,w99389956,education,46899.24791118664,52110.27545687404,58624.0598889833,nr1,-78585.00869632402,-99984.37191700398,-21399.363220679967,671.7147096479312,-31.8578153988858,671.7147096479312
100,w99389960,ab,196619.69517326806,218466.32797029783,245774.61896658505,r2,-324532.1141022608,-412885.3689542216,-88353.25485196081,693.6997662768932,-127.36526541756716,693.6997662768932
101,w99389971,education,309303.5674613809,343670.63051264547,386629.4593267261,nr2,-477101.96931915294,-607020.8750256537,-129918.90570650081,1612.9015118613836,-80.5498071339562,1612.9015118613836
102,w99389974,education,43366.28216826591,48184.7579647399,54207.85271033239,nr1,-72665.12392211602,-92452.4523971184,-19787.328475002374,235.12884147074072,-84.15525867108352,235.12884147074072
103,w99389975,mfh,203599.25388206367,226221.39320229297,254499.0673525796,r2,-336052.2771320642,-427541.8746012233,-91489.59746915905,1082.0712234761565,-84.55043945744023,1082.0712234761565
104,w99389979,ab,58414.06986123536,64904.52206803929,73017.58732654419,r2,-96415.7815862653,-122664.7959428477,-26249.01435658241,163.53384786918758,-160.51120118924413,163.53384786918758
105,w99389992,other,222880.7619206125,247645.2910229028,278600.9524007656,nr2,-343794.45186630293,-437412.5919007613,-93618.14003445837,2569.363114476204,-36.436321322976404,2569.363114476204
106,w99390006,education,83282.49698597375,92536.10776219305,104103.12123246718,nr2,-128463.57915605236,-163445.29941789067,-34981.7202618383,431.6004564465955,-81.05116604798307,431.6004564465955
107,w99390011,ab,487902.76263553556,542114.1807061506,609878.4532944195,r2,-805311.5680751572,-1024556.1208252017,-219244.5527500445,2554.974828636646,-85.81084646811767,2554.974828636646
108,w99390014,trade,125980.24566648666,139978.05074054073,157475.30708310832,nr2,-194325.02442861776,-247241.37386474136,-52916.34943612359,587.280543653667,-90.10403972676063,587.280543653667
109,w99390021,other,203329.9608709738,225922.17874552644,254162.45108871724,nr2,-313637.2643527311,-399043.34689654404,-85406.08254381292,1617.1983746248297,-52.811135531611015,1617.1983746248297
110,w99390022,education,501507.8998853299,557230.9998725888,626884.8748566624,nr2,-773577.9080345666,-984229.722014703,-210651.81398013642,5590.431437242403,-37.68077944339208,5590.431437242403
111,w99390025,education,22880.136119028128,25422.373465586807,28600.170148785157,nr1,-38338.262892655606,-48778.096475421764,-10439.833582766158,237.89438336268066,-43.884321416912826,237.89438336268066
112,w99390027,mfh,27759.268305341284,30843.631450379202,34699.0853816766,r1,-49774.1154499347,-63325.02433161559,-13550.908881680887,116.0190749399364,-116.7989736920093,116.0190749399364
113,w99390046,mfh,211796.0789351003,235328.97659455586,264745.09866887535,r2,-349581.60826567287,-444754.5405719126,-95172.93230623973,1095.085822885856,-86.90910823357439,1095.085822885856
114,w99390052,education,313307.17899148044,348119.0877683116,391633.9737393505,nr2,-483277.55585078214,-614878.1260564465,-131600.57020566432,1678.6958267321402,-78.39452991424102,1678.6958267321402
115,w99390065,education,348951.4029727128,387723.781080792,436189.253715891,nr2,-538258.9115327604,-684831.370399157,-146572.4588663967,2581.633286331594,-56.77508871706205,2581.633286331594
116,w99390082,education,39827.93660519214,44253.26289465793,49784.92075649017,nr1,-66736.22464911878,-84909.06365410055,-18172.839004981768,124.21957990797236,-146.29609131221545,124.21957990797236
117,w99390107,education,26712.358260262183,29680.39806695798,33390.44782532773,nr1,-44759.58570076169,-56947.99985134199,-12188.414150580305,332.09000708311794,-36.702140656492865,332.09000708311794
118,w99390110,mfh,239891.65743218464,266546.2860357607,299864.5717902308,r2,-395954.97629754676,-503752.9704267063,-107797.99412915955,1066.5973296171287,-101.06718921549829,1066.5973296171287
119,w99390116,ab,158097.7549469809,175664.1721633121,197622.1936837261,r2,-260949.43643641943,-331992.4274350779,-71042.99099865847,694.0162199864862,-102.36502973956689,694.0162199864862
120,w99390122,other,98676.7039395479,109640.78215505321,123345.87992443486,nr2,-152209.2039283042,-193657.05886179468,-41447.85493349048,307.42072394330467,-134.82453102652377,307.42072394330467
121,w99390129,trade,195071.71625481176,216746.35139423527,243839.6453185147,nr2,-300898.8895521167,-382836.2047862142,-81937.31523409754,1196.3697846690193,-68.4882853814014,1196.3697846690193
122,w99390130,education,164651.07624751102,182945.64027501224,205813.84530938877,nr2,-253974.93269460523,-323134.45718714164,-69159.52449253641,964.417538562417,-71.71118496624106,964.417538562417
123,w99390133,education,680645.1328091653,756272.3697879614,850806.4160114565,nr2,-1049897.7943773482,-1335793.8529155788,-285896.0585382306,9252.387912133521,-30.899705162956728,9252.387912133521
124,w99390139,ab,193561.77819765167,215068.6424418352,241952.22274706457,r2,-319484.84627910896,-406463.9920031684,-86979.14572405943,1249.1388426542283,-69.63128737494233,1249.1388426542283
125,w99390141,other,30821.618759402736,34246.24306600304,38527.023449253415,nr1,-51645.11769632692,-65708.52050676856,-14063.402810441643,112.67489476799965,-124.81398664182053,112.67489476799965
126,w99758761,trade,71706.83112597434,79674.25680663815,89633.53890746791,nr2,-110608.06903919684,-140727.58271965449,-30119.513680457647,171.36210507287177,-175.76531093411415,171.36210507287177
127,w99758765,trade,64055.628922168136,71172.92102463126,80069.53615271016,nr2,-98806.05954717645,-125711.78611933708,-26905.726572160624,309.03573338240386,-87.06348058095668,309.03573338240386
128,w99758770,mfh,123602.56527583835,137336.18363982037,154503.20659479793,r2,-204013.14213248855,-259555.33458960018,-55542.19245711164,601.7205038767308,-92.30563376063728,601.7205038767308
129,w99758771,mfh,175271.79498964516,194746.4388773835,219089.74373705644,r2,-289296.1771726979,-368056.51477485965,-78760.33760216174,976.6668764967471,-80.64196656762942,976.6668764967471
130,w99758774,ab,62183.884482976144,69093.20498108461,77729.85560372018,r2,-102638.07741420371,-130581.1000527428,-27943.022638539085,197.5460334163159,-141.45068951929252,197.5460334163159
131,w99758775,sfh,41468.16576899654,46075.73974332949,51835.20721124567,r1,-74355.03154403793,-94598.04838601958,-20243.016841981647,265.071225726977,-76.36821683101857,265.071225726977
132,w99758777,ab,105954.58460251115,117727.31622501239,132443.23075313892,r2,-174884.13512989104,-222496.01047060755,-47611.875340716506,337.6781565959565,-140.9977945292024,337.6781565959565
133,w99758783,th,46165.858494498185,51295.3983272202,57707.32311812273,r1,-82778.2903091995,-105314.52343401662,-22536.233124817125,333.3155570875853,-67.61230505330202,333.3155570875853
134,w99758786,mfh,58859.38042021428,65399.31157801586,73574.22552526784,r2,-97150.79227280986,-123599.91189998106,-26449.119627171196,182.17889552428386,-145.18212744157083,182.17889552428386
135,w99758788,other,107247.06333366054,119163.40370406726,134058.82916707566,nr2,-165429.01700147404,-210476.73896247163,-45047.72196099759,349.08404515869915,-129.04549086601244,349.08404515869915
136,w99758792,sfh,22560.840147597835,25067.600163997595,28201.050184497293,r1,-40453.00653468541,-51466.26112668204,-11013.254591996629,60.93018751584459,-180.75202196173592,60.93018751584459
137,w99758793,ab,45544.688375520156,50605.2093061335,56930.86046940019,r1,-81664.49318472295,-103897.49714695172,-22233.003962228773,126.39461716674268,-175.90150957851696,126.39461716674268
138,w99758796,ab,179322.33204421046,199247.03560467827,224152.91505526306,r2,-295981.8215198178,-376562.3131627738,-80580.49164295598,906.0679207786917,-88.93427280120855,906.0679207786917
139,w99758800,ab,99487.39834212833,110541.55371347592,124359.24792766041,r2,-164209.6722917426,-208915.44529446508,-44705.773002722475,420.9761067721993,-106.1955115350855,420.9761067721993
140,w99758801,mfh,71440.53956745433,79378.37729717146,89300.6744593179,r2,-117916.71896348412,-150019.32289440022,-32102.6039309161,293.7319820257835,-109.29216392955863,293.7319820257835
141,w99758803,mfh,131384.60978199245,145982.8997577694,164230.76222749054,r2,-216857.85412023985,-275896.99514557916,-59039.14102533931,512.6721141899004,-115.1596495912989,512.6721141899004
142,w99758805,sfh,58159.717102174254,64621.90789130473,72699.64637771781,r2,-95995.95773009918,-122130.67583510913,-26134.718105009946,165.76912949401884,-157.65732850731365,165.76912949401884
143,w99758807,other,42605.10553834061,47339.006153711794,53256.381922925764,nr1,-71389.686154001,-90829.70212604573,-19440.015972044726,110.8734177275095,-175.33522796078958,110.8734177275095
144,w99758813,other,17306.7893226752,19229.765914083553,21633.486653343996,nr1,-28999.48826478882,-36896.29444814285,-7896.8061833540305,43.0509613757953,-183.42926455049806,43.0509613757953
145,w99758814,th,18715.5754116606,20795.083790734,23394.46926457575,r1,-33558.20481308256,-42694.3626642908,-9136.157851208241,84.92593946289271,-107.5779427226727,84.92593946289271
146,w99758818,mfh,91711.52463429667,101901.69403810741,114639.40579287084,r2,-151375.14556149318,-192586.74291309752,-41211.597351604345,424.19755738042295,-97.15189688055071,424.19755738042295
147,w99758821,sfh,16591.68554566197,18435.206161846632,20739.606932077462,r1,-29749.93658964306,-37849.30061284774,-8099.364023204682,35.03456762442365,-231.1820745165518,35.03456762442365
148,w99758824,ab,169348.0416963535,188164.4907737261,211685.05212044186,r2,-279518.68169851333,-355617.1146326758,-76098.43293416244,478.7830200769007,-158.94137791674345,478.7830200769007
149,w99758826,ab,106368.10829847213,118186.78699830236,132960.13537309016,r2,-175566.67977102342,-223364.37660060124,-47797.69682957782,392.0728006519377,-121.91025939595893,392.0728006519377
150,w99758837,mfh,81068.34105236304,90075.9345026256,101335.4263154538,r2,-133807.95899058756,-170236.9229919463,-36428.96400135875,194.723237061128,-187.08072313897944,194.723237061128
