,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,27974.42320393324,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-5195708.774105346,-6771369.157244797,-1575660.383139451,0.13735728528216112
1,w24853840,937.1926232803613,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-417538.5745038599,-544162.1053601553,-126623.53085629543,0.13735728528216112
2,w24853841,8998.296452549099,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-1834977.1117649244,-2391455.7106782175,-556478.5989132931,0.13735728528216112
3,w25538793,404.8852469230536,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-173921.53374292093,-226665.30411345322,-52743.77037053229,0.13735728528216112
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-480925.39638454583,-111908.69626684149,0.13735728528216112
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-1211404.2918489277,-281887.1200648163,0.13735728528216112
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-651634.2018425191,-151631.6969727481,0.13735728528216112
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-5422244.5046617575,-1261726.4921305007,0.13735728528216112
8,w30213059,1747.46707642246,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-585394.8598899484,-762886.6107458672,-177491.75085591886,0.13735728528216112
9,w50930444,8762.936898044496,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-1670249.912742452,-2176773.0324689946,-506523.1197265426,0.13735728528216112
10,w50930445,4934.112452852726,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-1024589.1751075892,-1335308.0091301037,-310718.8340225145,0.13735728528216112
11,w50930458,1974.6456010334193,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-520232.89098216186,-677999.6927729041,-157766.8017907422,0.13735728528216112
12,w50930471,4724.4749339554455,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-1243237.0308080602,-1620263.423445606,-377026.3926375457,0.13735728528216112
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-2127816.9609783744,-495131.3109843796,0.13735728528216112
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1368807.446360379,-318513.9689317872,0.13735728528216112
15,w50930479,4489.048651921749,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-934099.6680345847,-1217376.484503045,-283276.81646846025,0.13735728528216112
16,w50930480,4441.97852948606,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-882012.7152975801,-1149493.544832518,-267480.829534938,0.13735728528216112
17,w50930481,1370.623297881335,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-338407.55095482233,-441033.65926409233,-102626.10830927,0.13735728528216112
18,w50930482,1573.369959426485,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-357213.39819830074,-465542.60299762065,-108329.20479931991,0.13735728528216112
19,w50930483,704.9254127380437,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-237768.69971492764,-309874.8813312948,-72106.18161636713,0.13735728528216112
20,w50930486,509.32494937628496,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-163623.66946556754,-213244.49021012377,-49620.82074455623,0.13735728528216112
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-455541.38368652185,-106001.97603868908,0.13735728528216112
22,w98916062,151.14776481509907,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-74779.72132959885,-97457.55980824723,-22677.83847864838,0.14921045203239838
23,w98916065,222.67857759937178,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-114708.68993059207,-149495.462281316,-34786.77235072393,0.13735728528216112
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-6099969.3829270005,-1419429.3460958637,0.13735728528216112
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-987297.6908239332,-229738.74583870918,0.13735728528216112
26,w98916075,67.06430839556852,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-25770.898517721274,-33584.63623981275,-7813.737722091479,0.1492164057382111
27,w98916076,98.82164086105185,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-54735.2996005342,-71331.04518249654,-16595.745581962343,0.1492164057382111
28,w98916079,3334.9361924076916,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-777293.7327178841,-1013017.2872808607,-235723.55456297658,0.13735728528216112
29,w98916080,2976.303781049745,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-594496.188718355,-774784.2174006794,-180288.02868232434,0.13735728528216112
30,w98916086,294.4025758753764,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-129979.58776117284,-169397.44121608342,-39417.85345491058,0.13735728528216112
31,w98916091,1116.7099465291947,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-101069.01020281287,-131719.38770922172,-30650.37750640884,0.13735728528216112
32,w98916094,150.05011938810347,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-77544.98685809471,-101061.42494490961,-23516.438086814902,0.14921045203239838
33,w98916098,15131.85493721813,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-2143767.6849395363,-2793890.6919580433,-650123.007018507,0.13735728528216112
34,w98916102,1892.1415951219387,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-438439.1417877663,-571401.0178605067,-132961.87607274036,0.13735728528216112
35,w98916109,81.43322088830173,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-69427.1486342374,-90477.46357950616,-21050.314945268765,0.1492164057382111
