,fid,full_id,osm_id,building_usage,age_code,roof_area,roof_u_value,roof_slope,walls_area,walls_u_value,ground_contact_area,ground_contact_u_value,door_area,door_u_value,windows_area,windows_shgc,window_u_value,windows,available_angles,available_cardinals,volume,building_height,ceiling_height,n_floors,GFA,NFA,n_people,people_id,geometry,dhw_volume_path,dhw_energy_path,space_heating_path,yearly_dhw_volume,yearly_dhw_energy,yearly_space_heating,specific_ued,needs_insulation,insulation_thickness,costs_walls,costs_roof,cost_ground_contact,cost_windows,cost_door,total_cost
373,378,w155463479,155463479,mfh,5,107.087841629982,0.2241694787158508,32.62732580538546,298.57688,0.3004050370021895,88.59617149084806,0.2921353493202901,2.0,0.8,74.30010238280113,0.75,0.8,"{""east"": {""area"": 37.150051191400564, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 37.150051191400564, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 54.36388205 234.36388205],['east' 'west'],1448.686050415039,15.4163950869912,2.6,5.0,442.9808574542403,376.5337288361043,13,"['w155463479_0' 'w155463479_1' 'w155463479_2' 'w155463479_3'
 'w155463479_4' 'w155463479_5' 'w155463479_6' 'w155463479_7'
 'w155463479_8' 'w155463479_9' 'w155463479_10' 'w155463479_11'
 'w155463479_12']","MULTIPOLYGON (((471767.2322944591 5549650.227834816, 471759.3492641359 5549644.57662388, 471764.68857437954 5549637.165440963, 471772.57160980796 5549642.816659733, 471767.2322944591 5549650.227834816)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463479.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463479.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463479.csv,613435.1894192602,22606.13074058259,14515.285100431865,38.54976058930967,False,50.0,38346.2286984,20863.924184769392,1733.8270760758967,22858.727171706705,2749.98,114391.27071108273
374,379,w155463480,155463480,mfh,11,195.31923905014992,0.20015637821094404,5.0,474.91843,0.27878184558767205,195.31923905014992,0.34947659729806385,48.0,1.8,96.97412375574946,0.6,1.2879768483503717,"{""east"": {""area"": 48.48706187787473, ""u_value"": 1.2879768483503717, ""shgc"": 0.6}, ""west"": {""area"": 48.48706187787473, ""u_value"": 1.2879768483503717, ""shgc"": 0.6}}",[ 78.37178392 258.37178392],['east' 'west'],2460.9780807495117,13.3010005461864,2.7,4.0,781.2769562005997,664.0854127705097,24,"['w155463480_0' 'w155463480_1' 'w155463480_2' 'w155463480_3'
 'w155463480_4' 'w155463480_5' 'w155463480_6' 'w155463480_7'
 'w155463480_8' 'w155463480_9' 'w155463480_10' 'w155463480_11'
 'w155463480_12' 'w155463480_13' 'w155463480_14' 'w155463480_15'
 'w155463480_16' 'w155463480_17' 'w155463480_18' 'w155463480_19'
 'w155463480_20' 'w155463480_21' 'w155463480_22' 'w155463480_23']","MULTIPOLYGON (((472055.6150792283 5549492.557481181, 472044.02279565507 5549490.171977176, 472046.9959322928 5549474.701143295, 472059.0401190335 5549475.96128108, 472055.6150792283 5549492.557481181)))",building_analysis/results/renovated_whole_buildingstock/dhw_volume\dhw_volume_w155463480.csv,building_analysis/results/renovated_whole_buildingstock/dhw_energy\dhw_energy_w155463480.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463480.csv,1120084.8043659856,41279.85402343594,31893.01173227866,48.0254664821256,False,,,,,29834.481603098277,65999.52,
375,380,w155463484,155463484,mfh,10,208.28074657963592,0.20106218700206346,5.0,485.18305,0.24750005817377682,208.28074657963592,0.3194660213022867,2.0,3.0,88.20730707806601,0.6,1.4006302850703964,"{""north"": {""area"": 29.40243569268867, ""u_value"": 1.4006302850703964, ""shgc"": 0.6}, ""east"": {""area"": 29.40243569268867, ""u_value"": 1.4006302850703964, ""shgc"": 0.6}, ""south"": {""area"": 29.40243569268867, ""u_value"": 1.4006302850703964, ""shgc"": 0.6}}",[  0.46366668  90.46366668 180.46366668],['north' 'east' 'south'],2226.2580795288086,10.4000233736905,2.7,3.0,624.8422397389078,531.1159037780716,19,"['w155463484_0' 'w155463484_1' 'w155463484_2' 'w155463484_3'
 'w155463484_4' 'w155463484_5' 'w155463484_6' 'w155463484_7'
 'w155463484_8' 'w155463484_9' 'w155463484_10' 'w155463484_11'
 'w155463484_12' 'w155463484_13' 'w155463484_14' 'w155463484_15'
 'w155463484_16' 'w155463484_17' 'w155463484_18']","MULTIPOLYGON (((472059.22173475975 5549410.8591598375, 472059.3229209983 5549423.367394839, 472042.6725153723 5549423.498985315, 472042.5712901443 5549410.990750485, 472059.22173475975 5549410.8591598375)))",building_analysis/results/renovated_whole_buildingstock/dhw_volume\dhw_volume_w155463484.csv,building_analysis/results/renovated_whole_buildingstock/dhw_energy\dhw_energy_w155463484.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463484.csv,891538.2313813881,32855.417455529125,35229.80210039809,66.33166480196189,False,,,,,27137.33497512913,2749.98,
376,381,w155463485,155463485,mfh,4,210.79065467417243,0.2927058736979119,5.0,582.43176,0.29958749337012525,210.79065467417243,0.307235174366819,2.0,0.8,124.55467083897265,0.75,0.8,"{""north"": {""area"": 41.51822361299089, ""u_value"": 0.8, ""shgc"": 0.75}, ""east"": {""area"": 41.51822361299089, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 41.51822361299089, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.71121575  90.71121575 270.71121575],['north' 'east' 'west'],2901.965187072754,12.5407329652368,2.7,4.0,843.1626186966897,716.6882258921862,26,"['w155463485_0' 'w155463485_1' 'w155463485_2' 'w155463485_3'
 'w155463485_4' 'w155463485_5' 'w155463485_6' 'w155463485_7'
 'w155463485_8' 'w155463485_9' 'w155463485_10' 'w155463485_11'
 'w155463485_12' 'w155463485_13' 'w155463485_14' 'w155463485_15'
 'w155463485_16' 'w155463485_17' 'w155463485_18' 'w155463485_19'
 'w155463485_20' 'w155463485_21' 'w155463485_22' 'w155463485_23'
 'w155463485_24' 'w155463485_25']","MULTIPOLYGON (((472081.55995872244 5549252.253572229, 472093.93343170796 5549252.099971721, 472094.15115600586 5549269.132986428, 472081.77772247413 5549269.286586579, 472081.55995872244 5549252.253572229)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463485.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463485.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463485.csv,1186457.015491901,43717.130345529076,30508.983551225152,42.56939412287027,False,50.0,74801.71093680001,31121.13225609482,4125.173111973554,38319.748524718925,2749.98,199722.8674355949
377,382,w155463490,155463490,mfh,7,202.00392866134644,0.20738273615496977,34.97876206024273,553.05926,0.26707314775409474,186.0141437612474,0.24849474675595065,2.0,0.8,122.9845425720899,0.75,0.8,"{""east"": {""area"": 61.49227128604495, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 61.49227128604495, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 54.3391327 234.3391327],['east' 'west'],2851.342155456543,14.4148112329943,2.8,5.0,930.070718806237,790.5601109853014,28,"['w155463490_0' 'w155463490_1' 'w155463490_2' 'w155463490_3'
 'w155463490_4' 'w155463490_5' 'w155463490_6' 'w155463490_7'
 'w155463490_8' 'w155463490_9' 'w155463490_10' 'w155463490_11'
 'w155463490_12' 'w155463490_13' 'w155463490_14' 'w155463490_15'
 'w155463490_16' 'w155463490_17' 'w155463490_18' 'w155463490_19'
 'w155463490_20' 'w155463490_21' 'w155463490_22' 'w155463490_23'
 'w155463490_24' 'w155463490_25' 'w155463490_26' 'w155463490_27']","MULTIPOLYGON (((471756.00688363326 5549665.786940949, 471748.1310160309 5549660.135708656, 471759.3492641359 5549644.57662388, 471767.2322944591 5549650.227834816, 471756.00688363326 5549665.786940949)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463490.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463490.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463490.csv,1304773.4090427163,48078.80299970619,25400.213256981377,32.12938890291877,False,50.0,71029.4007618,39356.42542109012,3640.2967934076114,37836.69220950225,2749.98,204342.0567952678
378,383,w155463491,155463491,mfh,4,200.45663323625922,0.29234504640405035,5.0,544.98737,0.3005199207647922,200.45663323625922,0.3074042960546062,2.0,0.8,116.54708266895919,0.75,0.8,"{""east"": {""area"": 38.84902755631973, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 38.84902755631973, ""u_value"": 0.8, ""shgc"": 0.75}, ""north"": {""area"": 38.84902755631973, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 78.37178392 258.37178392 348.37178392],['east' 'west' 'north'],2505.9001083374023,11.9224846579812,2.7,4.0,801.8265329450369,681.5525530032813,24,"['w155463491_0' 'w155463491_1' 'w155463491_2' 'w155463491_3'
 'w155463491_4' 'w155463491_5' 'w155463491_6' 'w155463491_7'
 'w155463491_8' 'w155463491_9' 'w155463491_10' 'w155463491_11'
 'w155463491_12' 'w155463491_13' 'w155463491_14' 'w155463491_15'
 'w155463491_16' 'w155463491_17' 'w155463491_18' 'w155463491_19'
 'w155463491_20' 'w155463491_21' 'w155463491_22' 'w155463491_23']","MULTIPOLYGON (((472052.1971554648 5549509.142527965, 472040.60496437876 5549506.768150039, 472044.02279565507 5549490.171977176, 472055.6150792283 5549492.557481181, 472052.1971554648 5549509.142527965)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463491.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463491.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463491.csv,1124518.0534709617,41443.64857077143,26982.405156260967,39.5896179060033,False,50.0,69992.72792910002,29595.417331001314,3922.9363124335932,35856.18161953934,2749.98,187827.46761057767
379,384,w155463494,155463494,mfh,3,216.41524803638458,0.3048516425209691,35.40078755093916,323.18488,0.32419829637617237,208.2358571169898,0.26267236127266586,2.0,0.8,71.02087472853968,0.75,0.8,"{""north"": {""area"": 35.51043736426984, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 35.51043736426984, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.43108359 180.43108359],['north' 'south'],2406.5110778808594,9.70031364291322,2.8,3.0,624.7075713509694,531.001435648324,19,"['w155463494_0' 'w155463494_1' 'w155463494_2' 'w155463494_3'
 'w155463494_4' 'w155463494_5' 'w155463494_6' 'w155463494_7'
 'w155463494_8' 'w155463494_9' 'w155463494_10' 'w155463494_11'
 'w155463494_12' 'w155463494_13' 'w155463494_14' 'w155463494_15'
 'w155463494_16' 'w155463494_17' 'w155463494_18']","MULTIPOLYGON (((472042.5712901443 5549410.990750485, 472042.6725153723 5549423.498985315, 472026.0221101046 5549423.63062769, 472025.92799823993 5549411.122355577, 472042.5712901443 5549410.990750485)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463494.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463494.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463494.csv,869640.7482246899,32043.16107020096,24080.948221645576,45.35006236328541,False,50.0,41506.634138400004,42164.182774928806,4075.1757237794905,21849.85951367196,2749.98,148480.4565267622
380,385,w155463495,155463495,mfh,2,217.89695370197296,0.3063217607246917,35.80668619261359,600.23622,0.3389623702833554,210.72324449568987,0.27543546684188647,2.0,0.8,222.4162978355679,0.75,0.8,"{""east"": {""area"": 74.13876594518929, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 74.13876594518929, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 74.13876594518929, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 90.71121575 180.71121575 270.71121575],['east' 'south' 'west'],3046.6331100463867,12.8458317902129,3.0,4.0,842.8929779827595,716.4590312853455,26,"['w155463495_0' 'w155463495_1' 'w155463495_2' 'w155463495_3'
 'w155463495_4' 'w155463495_5' 'w155463495_6' 'w155463495_7'
 'w155463495_8' 'w155463495_9' 'w155463495_10' 'w155463495_11'
 'w155463495_12' 'w155463495_13' 'w155463495_14' 'w155463495_15'
 'w155463495_16' 'w155463495_17' 'w155463495_18' 'w155463495_19'
 'w155463495_20' 'w155463495_21' 'w155463495_22' 'w155463495_23'
 'w155463495_24' 'w155463495_25']","MULTIPOLYGON (((472081.342252457 5549235.231676929, 472093.7157067904 5549235.066957468, 472093.93343170796 5549252.099971721, 472081.55995872244 5549252.253572229, 472081.342252457 5549235.231676929)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463495.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463495.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463495.csv,1212300.2776352945,44670.85657532336,34368.12092278261,47.969415447419706,False,50.0,77088.3377346,42452.863489755386,4123.853894780651,68427.27409136355,2749.98,257510.88819633276
381,386,w155463496,155463496,mfh,5,158.15214097499847,0.22410544795820644,35.25959961778588,466.4485,0.2993636600433622,143.98627992719412,0.29196205336352166,2.0,0.8,116.07453097608901,0.75,0.8,"{""east"": {""area"": 58.037265488044504, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 58.037265488044504, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 54.3391327 234.3391327],['east' 'west'],2377.1761016845703,15.3395001220703,2.6,5.0,719.9313996359706,611.941689690575,22,"['w155463496_0' 'w155463496_1' 'w155463496_2' 'w155463496_3'
 'w155463496_4' 'w155463496_5' 'w155463496_6' 'w155463496_7'
 'w155463496_8' 'w155463496_9' 'w155463496_10' 'w155463496_11'
 'w155463496_12' 'w155463496_13' 'w155463496_14' 'w155463496_15'
 'w155463496_16' 'w155463496_17' 'w155463496_18' 'w155463496_19'
 'w155463496_20' 'w155463496_21']","MULTIPOLYGON (((471748.1310160309 5549660.135708656, 471756.00688363326 5549665.786940949, 471747.3234269214 5549677.83016868, 471739.44041558634 5549672.178986955, 471748.1310160309 5549660.135708656)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463496.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463496.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463496.csv,1014652.9155092791,37388.64379004919,23096.690410564297,37.74328632887067,False,50.0,59905.98085500001,30812.78162615895,2817.8114981751887,35710.79917893118,2749.98,174452.64218577754
382,387,w155463500,155463500,mfh,5,260.71189007535577,0.22434013723166252,5.0,766.43553,0.3001255014666689,260.71189007535577,0.29260072641333384,2.0,0.8,190.7255456243512,0.75,0.8,"{""east"": {""area"": 63.57518187478374, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 63.57518187478374, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 63.57518187478374, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 53.49574007 143.49574007 233.49574007],['east' 'south' 'west'],3373.9281158447266,13.3117961883545,2.6,5.0,1303.5594503767788,1108.025532820262,40,"['w155463500_0' 'w155463500_1' 'w155463500_2' 'w155463500_3'
 'w155463500_4' 'w155463500_5' 'w155463500_6' 'w155463500_7'
 'w155463500_8' 'w155463500_9' 'w155463500_10' 'w155463500_11'
 'w155463500_12' 'w155463500_13' 'w155463500_14' 'w155463500_15'
 'w155463500_16' 'w155463500_17' 'w155463500_18' 'w155463500_19'
 'w155463500_20' 'w155463500_21' 'w155463500_22' 'w155463500_23'
 'w155463500_24' 'w155463500_25' 'w155463500_26' 'w155463500_27'
 'w155463500_28' 'w155463500_29' 'w155463500_30' 'w155463500_31'
 'w155463500_32' 'w155463500_33' 'w155463500_34' 'w155463500_35'
 'w155463500_36' 'w155463500_37' 'w155463500_38' 'w155463500_39']","MULTIPOLYGON (((471896.7064506389 5549607.571190016, 471906.313606705 5549614.6812302, 471893.2955779367 5549632.184161185, 471883.6884354799 5549625.074144272, 471896.7064506389 5549607.571190016)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463500.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463500.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463500.csv,1842801.6691520608,67899.53956904486,33007.45291075721,29.78943348601652,False,50.0,98433.3151179,38491.503450725526,5102.1316887747125,58677.485929159775,2749.98,268892.9711003658
383,388,w155463502,155463502,mfh,4,233.83287239074707,0.292124814452423,37.82787902716777,457.19377,0.299693905790817,211.82600143551826,0.3078183669316281,2.0,0.8,97.77217425776878,0.75,0.8,"{""east"": {""area"": 32.590724752589594, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 32.590724752589594, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 32.590724752589594, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 84.02750743 174.02750743 264.02750743],['east' 'south' 'west'],2516.2261352539062,9.68980047052557,2.7,3.0,635.4780043065548,540.1563036605716,19,"['w155463502_0' 'w155463502_1' 'w155463502_2' 'w155463502_3'
 'w155463502_4' 'w155463502_5' 'w155463502_6' 'w155463502_7'
 'w155463502_8' 'w155463502_9' 'w155463502_10' 'w155463502_11'
 'w155463502_12' 'w155463502_13' 'w155463502_14' 'w155463502_15'
 'w155463502_16' 'w155463502_17' 'w155463502_18']","MULTIPOLYGON (((472020.1249328995 5549476.220566294, 472008.08073678205 5549474.960516216, 472008.36345569434 5549457.93599371, 472020.4235562015 5549458.128546741, 472020.1249328995 5549476.220566294)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463502.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463502.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463502.csv,881506.6212848707,32485.741147766457,27123.730696418057,50.214596242983625,False,50.0,58717.3958811,45557.658527889245,4145.434848093092,30080.005069552153,2749.98,186681.9134375403
384,389,w155463507,155463507,mfh,5,298.1644384339452,0.22381585894125675,5.0,1040.53402,0.3000133340551792,298.1644384339452,0.2916852496432405,2.0,0.8,258.9342624880655,0.75,0.8,"{""east"": {""area"": 86.31142082935516, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 86.31142082935516, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 86.31142082935516, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 85.55867688 175.55867688 265.55867688],['east' 'south' 'west'],4916.171234130859,15.4395790947808,2.6,5.0,1490.822192169726,1267.198863344267,45,"['w155463507_0' 'w155463507_1' 'w155463507_2' 'w155463507_3'
 'w155463507_4' 'w155463507_5' 'w155463507_6' 'w155463507_7'
 'w155463507_8' 'w155463507_9' 'w155463507_10' 'w155463507_11'
 'w155463507_12' 'w155463507_13' 'w155463507_14' 'w155463507_15'
 'w155463507_16' 'w155463507_17' 'w155463507_18' 'w155463507_19'
 'w155463507_20' 'w155463507_21' 'w155463507_22' 'w155463507_23'
 'w155463507_24' 'w155463507_25' 'w155463507_26' 'w155463507_27'
 'w155463507_28' 'w155463507_29' 'w155463507_30' 'w155463507_31'
 'w155463507_32' 'w155463507_33' 'w155463507_34' 'w155463507_35'
 'w155463507_36' 'w155463507_37' 'w155463507_38' 'w155463507_39'
 'w155463507_40' 'w155463507_41' 'w155463507_42' 'w155463507_43'
 'w155463507_44']","MULTIPOLYGON (((472363.4418191221 5549329.454070629, 472365.1795609471 5549307.262886974, 472378.53179878544 5549308.294603129, 472376.79405942536 5549330.496900877, 472368.40775448177 5549329.83978149, 472363.4418191221 5549329.454070629)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463507.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463507.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463507.csv,2072221.072399823,76356.21190824662,48473.07310713941,38.25214377103688,False,50.0,133635.78418860002,44020.997690387674,5835.078060152307,79662.17369562977,2749.98,351428.6963827951
385,390,w155463508,155463508,mfh,4,234.11057043075562,0.2922750191952474,36.65511499325075,443.3408,0.30032045970783644,208.09827984962612,0.3074599779279492,2.0,0.8,94.8096776410112,0.75,0.8,"{""north"": {""area"": 31.603225880337067, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 31.603225880337067, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 31.603225880337067, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.43108359 180.43108359 270.43108359],['north' 'south' 'west'],2478.374168395996,9.68308718451138,2.7,3.0,624.2948395488784,530.6506136165466,19,"['w155463508_0' 'w155463508_1' 'w155463508_2' 'w155463508_3'
 'w155463508_4' 'w155463508_5' 'w155463508_6' 'w155463508_7'
 'w155463508_8' 'w155463508_9' 'w155463508_10' 'w155463508_11'
 'w155463508_12' 'w155463508_13' 'w155463508_14' 'w155463508_15'
 'w155463508_16' 'w155463508_17' 'w155463508_18']","MULTIPOLYGON (((472025.92799823993 5549411.122355577, 472026.0221101046 5549423.63062769, 472009.3787992719 5549423.75116589, 472009.28470669396 5549411.254012526, 472025.92799823993 5549411.122355577)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463508.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463508.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463508.csv,875373.299432766,32250.479568784453,27154.2228097606,51.171565834431526,False,50.0,56938.258944,45611.76243702411,4072.4833366571834,29168.580996935518,2749.98,183101.057611131
386,391,w155463511,155463511,mfh,3,293.67006653547287,0.3048752628105266,5.0,1325.87386,0.32425309375110895,293.67006653547287,0.26283998247059853,2.0,0.8,291.3648723817319,0.75,0.8,"{""east"": {""area"": 97.12162412724398, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 97.12162412724398, ""u_value"": 0.8, ""shgc"": 0.75}, ""north"": {""area"": 97.12162412724398, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 89.03078839 269.03078839 359.03078839],['east' 'west' 'north'],6012.405342102051,19.7578995137275,2.8,7.0,2055.69046574831,1747.3368958860635,62,"['w155463511_0' 'w155463511_1' 'w155463511_2' 'w155463511_3'
 'w155463511_4' 'w155463511_5' 'w155463511_6' 'w155463511_7'
 'w155463511_8' 'w155463511_9' 'w155463511_10' 'w155463511_11'
 'w155463511_12' 'w155463511_13' 'w155463511_14' 'w155463511_15'
 'w155463511_16' 'w155463511_17' 'w155463511_18' 'w155463511_19'
 'w155463511_20' 'w155463511_21' 'w155463511_22' 'w155463511_23'
 'w155463511_24' 'w155463511_25' 'w155463511_26' 'w155463511_27'
 'w155463511_28' 'w155463511_29' 'w155463511_30' 'w155463511_31'
 'w155463511_32' 'w155463511_33' 'w155463511_34' 'w155463511_35'
 'w155463511_36' 'w155463511_37' 'w155463511_38' 'w155463511_39'
 'w155463511_40' 'w155463511_41' 'w155463511_42' 'w155463511_43'
 'w155463511_44' 'w155463511_45' 'w155463511_46' 'w155463511_47'
 'w155463511_48' 'w155463511_49' 'w155463511_50' 'w155463511_51'
 'w155463511_52' 'w155463511_53' 'w155463511_54' 'w155463511_55'
 'w155463511_56' 'w155463511_57' 'w155463511_58' 'w155463511_59'
 'w155463511_60' 'w155463511_61']","MULTIPOLYGON (((472028.6112058731 5549262.41524584, 472040.6574996132 5549262.619039586, 472040.53814243217 5549269.880305488, 472049.66583274305 5549270.03268189, 472049.4794812867 5549280.896821467, 472037.51911778725 5549280.703677308, 472037.562661538 5549278.090507993, 472028.3491540898 5549277.938601723, 472028.6112058731 5549262.41524584)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463511.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463511.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463511.csv,2869574.4279696383,105738.68281356306,59055.38880649148,33.79736840991094,False,50.0,170281.9798398,43357.44862329722,5747.123202099204,89639.58206785528,2749.98,412054.98072321445
387,392,w155463513,155463513,mfh,9,157.61958777904513,0.31601946797723257,35.9684168420989,462.71874,0.39868488363415877,144.0492210611701,0.4038282037471132,2.0,2.0,108.23363632098204,0.6,1.9135484145024209,"{""east"": {""area"": 54.11681816049102, ""u_value"": 1.9135484145024209, ""shgc"": 0.6}, ""west"": {""area"": 54.11681816049102, ""u_value"": 1.9135484145024209, ""shgc"": 0.6}}",[ 54.36397698 234.36397698],['east' 'west'],2420.8201751708984,15.1415003967285,2.7,5.0,720.2461053058505,612.2091895099729,22,"['w155463513_0' 'w155463513_1' 'w155463513_2' 'w155463513_3'
 'w155463513_4' 'w155463513_5' 'w155463513_6' 'w155463513_7'
 'w155463513_8' 'w155463513_9' 'w155463513_10' 'w155463513_11'
 'w155463513_12' 'w155463513_13' 'w155463513_14' 'w155463513_15'
 'w155463513_16' 'w155463513_17' 'w155463513_18' 'w155463513_19'
 'w155463513_20' 'w155463513_21']","MULTIPOLYGON (((471739.44041558634 5549672.178986955, 471747.3234269214 5549677.83016868, 471738.6328576442 5549689.873448737, 471730.74985458975 5549684.222279761, 471739.44041558634 5549672.178986955)))",building_analysis/results/renovated_whole_buildingstock/dhw_volume\dhw_volume_w155463513.csv,building_analysis/results/renovated_whole_buildingstock/dhw_energy\dhw_energy_w155463513.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463513.csv,1015940.9574935264,37438.65706092442,44424.67701941281,72.56453803800528,False,,,,,33298.51620817888,2749.98,
388,393,w155463514,155463514,mfh,5,195.31924749538305,0.2242351007331994,5.0,521.56402,0.30009302257903253,195.31924749538305,0.2925927357870542,2.0,0.8,129.78988890628548,0.75,0.8,"{""east"": {""area"": 64.89494445314274, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 64.89494445314274, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 78.37220119 258.37220119],['east' 'west'],2521.4341201782227,13.7872714480838,2.6,5.0,976.5962374769152,830.106801855378,30,"['w155463514_0' 'w155463514_1' 'w155463514_2' 'w155463514_3'
 'w155463514_4' 'w155463514_5' 'w155463514_6' 'w155463514_7'
 'w155463514_8' 'w155463514_9' 'w155463514_10' 'w155463514_11'
 'w155463514_12' 'w155463514_13' 'w155463514_14' 'w155463514_15'
 'w155463514_16' 'w155463514_17' 'w155463514_18' 'w155463514_19'
 'w155463514_20' 'w155463514_21' 'w155463514_22' 'w155463514_23'
 'w155463514_24' 'w155463514_25' 'w155463514_26' 'w155463514_27'
 'w155463514_28' 'w155463514_29']","MULTIPOLYGON (((472016.7000139446 5549492.816791792, 472005.1077128034 5549490.431372172, 472008.08073678205 5549474.960516216, 472020.1249328995 5549476.220566294, 472016.7000139446 5549492.816791792)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w155463514.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w155463514.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w155463514.csv,1379599.6026703892,50835.388775281346,23818.58712997361,28.693400748839192,False,50.0,66984.46708860001,28836.933700218357,3822.3976734846465,39930.3845487252,2749.98,188100.9405876747
