,fid,full_id,osm_id,building_usage,age_code,roof_area,roof_u_value,roof_slope,walls_area,walls_u_value,ground_contact_area,ground_contact_u_value,door_area,door_u_value,windows_area,windows_shgc,window_u_value,windows,available_angles,available_cardinals,volume,building_height,ceiling_height,n_floors,GFA,NFA,n_people,people_id,geometry,dhw_volume_path,dhw_energy_path,space_heating_path,yearly_dhw_volume,yearly_dhw_energy,yearly_space_heating,specific_ued,needs_insulation,insulation_thickness,costs_walls,costs_roof,cost_ground_contact,cost_windows,cost_door,total_cost
81,86,w99055199,99055199,ab,5,349.53119076415896,0.22381929166158762,5.0,519.98151,0.2999832670709447,349.53119076415896,0.2921545297118337,2.0,0.8,109.99978336246616,0.75,0.8,"{""north"": {""area"": 27.49994584061654, ""u_value"": 0.8, ""shgc"": 0.75}, ""east"": {""area"": 27.49994584061654, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 27.49994584061654, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 27.49994584061654, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],2962.12508392334,6.11847662547278,2.5,2.0,699.0623815283179,594.2030242990702,21,"['w99055199_0' 'w99055199_1' 'w99055199_2' 'w99055199_3' 'w99055199_4'
 'w99055199_5' 'w99055199_6' 'w99055199_7' 'w99055199_8' 'w99055199_9'
 'w99055199_10' 'w99055199_11' 'w99055199_12' 'w99055199_13'
 'w99055199_14' 'w99055199_15' 'w99055199_16' 'w99055199_17'
 'w99055199_18' 'w99055199_19' 'w99055199_20']","MULTIPOLYGON (((471206.6969067059 5549606.420416109, 471213.12627852807 5549577.120764783, 471224.7347917081 5549577.169407087, 471217.5946174552 5549608.629944446, 471206.6969067059 5549606.420416109)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055199.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055199.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055199.csv,975538.1362332805,35952.047955822214,33547.28842759345,56.45761979614001,False,50.0,66781.2253293,51604.78500442043,6840.325403254591,33841.87849263985,2749.98,213864.98184732726
82,87,w99055201,99055201,sfh,10,152.38675606250763,0.15348193277252917,37.01243907875486,245.03063,0.17182887633964525,140.68363826721907,0.16412673694846214,2.0,0.8,36.560125695469864,0.6,0.8,"{""north"": {""area"": 9.140031423867466, ""u_value"": 0.8, ""shgc"": 0.6}, ""east"": {""area"": 9.140031423867466, ""u_value"": 0.8, ""shgc"": 0.6}, ""south"": {""area"": 9.140031423867466, ""u_value"": 0.8, ""shgc"": 0.6}, ""west"": {""area"": 9.140031423867466, ""u_value"": 0.8, ""shgc"": 0.6}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],735.5320663452148,4.10905686864313,2.5,1.0,140.68363826721907,119.5810925271362,4,['w99055201_0' 'w99055201_1' 'w99055201_2' 'w99055201_3'],"MULTIPOLYGON (((471148.8984246496 5549798.289098851, 471172.8341284707 5549797.8818904115, 471172.93733070564 5549803.75212574, 471149.0017132487 5549804.170452421, 471148.8984246496 5549798.289098851)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055201.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055201.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055201.csv,184711.82854809327,6804.630062541241,9381.51087329643,78.45312896073023,False,50.0,31469.2838109,29689.51168365836,2753.1788008894773,11247.870619751664,3224.82,103596.10684698881
83,88,w99055202,99055202,ab,2,187.26331627368927,0.3052941414615066,42.93130568514533,675.9369,0.3240218455587825,186.895593483001,0.2749032458564386,2.0,0.8,301.8446090815113,0.75,0.8,"{""north"": {""area"": 75.46115227037782, ""u_value"": 0.8, ""shgc"": 0.75}, ""east"": {""area"": 75.46115227037782, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 75.46115227037782, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 75.46115227037782, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],2674.831069946289,12.1189997355143,3.0,4.0,747.582373932004,635.4450178422034,23,"['w99055202_0' 'w99055202_1' 'w99055202_2' 'w99055202_3' 'w99055202_4'
 'w99055202_5' 'w99055202_6' 'w99055202_7' 'w99055202_8' 'w99055202_9'
 'w99055202_10' 'w99055202_11' 'w99055202_12' 'w99055202_13'
 'w99055202_14' 'w99055202_15' 'w99055202_16' 'w99055202_17'
 'w99055202_18' 'w99055202_19' 'w99055202_20' 'w99055202_21'
 'w99055202_22']","MULTIPOLYGON (((471221.49102163274 5549685.329507269, 471232.40442637383 5549687.828071977, 471228.67276407324 5549704.092915812, 471217.75223866693 5549701.594397321, 471221.49102163274 5549685.329507269)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055202.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055202.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055202.csv,1059848.51989233,39050.20458254444,35174.45004157893,55.354041740734225,False,50.0,86810.57606700002,36484.51190960288,3657.5467644623295,92863.71547237439,2749.98,294151.9919779962
84,89,w99055209,99055209,other,3,225.42934950068593,0.3016571768486525,5.0,332.85352,0.30736667946563545,225.42934950068593,0.27718916229856755,0.0,0.8,66.19937660733025,0.65,0.8,"{""north"": {""area"": 16.549844151832563, ""u_value"": 0.8, ""shgc"": 0.65}, ""east"": {""area"": 16.549844151832563, ""u_value"": 0.8, ""shgc"": 0.65}, ""south"": {""area"": 16.549844151832563, ""u_value"": 0.8, ""shgc"": 0.65}, ""west"": {""area"": 16.549844151832563, ""u_value"": 0.8, ""shgc"": 0.65}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],1089.1270141601562,4.55663350423177,2.8,1.0,225.42934950068593,191.61494707558305,0,,"MULTIPOLYGON (((470923.5668297584 5549818.157428144, 470924.1832527964 5549789.500590865, 470932.04428731895 5549789.669064246, 470931.43491345237 5549818.314742942, 470923.5668297584 5549818.157428144)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055209.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055209.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055209.csv,0.0,0.0,19092.937557201116,99.64221397441325,False,50.0,42748.3775736,33282.38916028127,4411.652369728424,20366.506105303914,0.0,133232.84852172207
85,90,w99055216,99055216,education,3,284.7920764684677,0.2641568500423547,38.09564340684344,473.23269,0.3075543398169318,272.4611983448267,0.2700425414386173,0.0,0.8,70.98481216609083,0.65,0.8,"{""north"": {""area"": 17.74620304152271, ""u_value"": 0.8, ""shgc"": 0.65}, ""east"": {""area"": 17.74620304152271, ""u_value"": 0.8, ""shgc"": 0.65}, ""south"": {""area"": 17.74620304152271, ""u_value"": 0.8, ""shgc"": 0.65}, ""west"": {""area"": 17.74620304152271, ""u_value"": 0.8, ""shgc"": 0.65}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],2583.315055847168,7.0070381884305,2.8,2.0,544.9223966896534,463.1840371862054,0,,"MULTIPOLYGON (((471253.3684352528 5549535.1636250345, 471266.38696650154 5549538.040095053, 471261.9525205466 5549557.989052464, 471248.9340352696 5549555.112593334, 471253.3684352528 5549535.1636250345)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055216.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055216.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055216.csv,0.0,0.0,30329.625776782435,65.48072330176088,False,50.0,60777.2743767,55486.04025835156,5332.065651608258,21838.764720398543,0.0,189567.93433681395
86,91,w99055219,99055219,other,2,915.3624248504639,0.2982627583461855,18.358810222121924,916.68874,0.3054754054236804,909.4754624366759,0.27901947009114386,0.0,0.8,220.60044951424638,0.65,0.8,"{""north"": {""area"": 55.150112378561595, ""u_value"": 0.8, ""shgc"": 0.65}, ""east"": {""area"": 55.150112378561595, ""u_value"": 0.8, ""shgc"": 0.65}, ""south"": {""area"": 55.150112378561595, ""u_value"": 0.8, ""shgc"": 0.65}, ""west"": {""area"": 55.150112378561595, ""u_value"": 0.8, ""shgc"": 0.65}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],7034.479461669922,5.88594149304675,3.0,1.0,909.4754624366759,773.0541430711745,0,,"MULTIPOLYGON (((471212.30972199346 5549292.870034046, 471273.43511607917 5549292.54099299, 471273.5251574012 5549309.285593618, 471236.4823976504 5549309.484913587, 471236.4568949298 5549304.7483931, 471212.3744308403 5549304.878113911, 471212.30972199346 5549292.870034046)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055219.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055219.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055219.csv,0.0,0.0,89363.99007406665,115.59861734786534,False,50.0,117730.33487820001,135144.1084049225,17798.43479988575,67868.62100703215,0.0,447429.1157564276
87,92,w99055224,99055224,ab,5,199.33987414836884,0.22408622936835884,47.377802893836446,383.50947,0.2994063865705553,187.62092820741236,0.29214036685917955,2.0,0.8,81.1297282810195,0.75,0.8,"{""north"": {""area"": 20.282432070254874, ""u_value"": 0.8, ""shgc"": 0.75}, ""east"": {""area"": 20.282432070254874, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 20.282432070254874, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 20.282432070254874, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],1682.9770431518555,6.99587440490723,2.5,2.0,375.2418564148247,318.955577952601,11,"['w99055224_0' 'w99055224_1' 'w99055224_2' 'w99055224_3' 'w99055224_4'
 'w99055224_5' 'w99055224_6' 'w99055224_7' 'w99055224_8' 'w99055224_9'
 'w99055224_10']","MULTIPOLYGON (((471213.8005958576 5549781.872078439, 471210.2698313427 5549795.578503402, 471197.4284719928 5549792.2898188485, 471200.9592059324 5549778.58338535, 471213.8005958576 5549781.872078439)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055224.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055224.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055224.csv,501383.9885416628,18470.053240544843,20856.720771049306,65.39067573274657,False,50.0,49254.121232100006,38837.3876803267,3671.74156501906,24959.889217054486,2749.98,157900.1464968249
88,93,w99055226,99055226,ab,4,106.73494005203247,0.29271224493862547,45.72508885041632,339.94239,0.2998601666805513,102.96829413622618,0.30585828805016113,2.0,0.8,72.8553856056954,0.75,0.8,"{""north"": {""area"": 18.21384640142385, ""u_value"": 0.8, ""shgc"": 0.75}, ""east"": {""area"": 18.21384640142385, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 18.21384640142385, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 18.21384640142385, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],903.8580169677734,8.23693776130676,2.7,3.0,308.90488240867853,262.56915004737675,9,"['w99055226_0' 'w99055226_1' 'w99055226_2' 'w99055226_3' 'w99055226_4'
 'w99055226_5' 'w99055226_6' 'w99055226_7' 'w99055226_8']","MULTIPOLYGON (((471165.6771672425 5549689.655558762, 471177.8633680837 5549689.445243332, 471178.00193984766 5549697.894876995, 471165.8229102572 5549698.105153577, 471165.6771672425 5549689.655558762)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055226.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055226.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055226.csv,421244.5502870878,15524.914752135925,13286.306702880054,50.60117192169276,False,50.0,43658.801147700004,20795.168370337484,2015.0895162459462,22414.25420882837,2749.98,121105.989900253
89,94,w99055235,99055235,trade,1,2102.785299539566,0.28910490015963053,11.28900878346976,707.94431,0.3103395868462404,1993.8631794974208,0.2813213678410315,0.0,0.8,187.14216161794278,0.65,0.8,"{""north"": {""area"": 62.38072053931426, ""u_value"": 0.8, ""shgc"": 0.65}, ""east"": {""area"": 62.38072053931426, ""u_value"": 0.8, ""shgc"": 0.65}, ""west"": {""area"": 62.38072053931426, ""u_value"": 0.8, ""shgc"": 0.65}}",[  1.02166473  89.76465654 269.76465654],['north' 'east' 'west'],11217.609428405762,4.86694528174213,2.6,1.0,1993.8631794974208,1694.7837025728077,0,,"MULTIPOLYGON (((471270.4189014629 5549368.766255007, 471270.860609208 5549399.029568077, 471215.4538750874 5549399.828183725, 471215.39894167054 5549396.270426283, 471203.5909673136 5549396.445254245, 471203.20382004353 5549369.73970262, 471208.40338399063 5549369.667200674, 471245.02843344427 5549369.014055054, 471257.9177396022 5549369.066998411, 471270.4189014629 5549368.766255007)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055235.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055235.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055235.csv,0.0,0.0,149404.7926523063,88.15566990967562,False,50.0,90921.2877333,310455.22162402153,39019.90242276453,57575.043338543524,0.0,658137.7126129256
90,95,w99055245,99055245,ab,3,138.59012818336487,0.2474695987169796,47.39111966865007,547.15839,0.31147230331554315,124.83370312862098,0.26378183034550684,2.0,0.8,122.49486460357724,0.75,0.8,"{""north"": {""area"": 30.62371615089431, ""u_value"": 0.8, ""shgc"": 0.75}, ""east"": {""area"": 30.62371615089431, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 30.62371615089431, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 30.62371615089431, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],1796.2161254882812,11.4941879908244,2.8,4.0,499.33481251448393,424.4345906373113,15,"['w99055245_0' 'w99055245_1' 'w99055245_2' 'w99055245_3' 'w99055245_4'
 'w99055245_5' 'w99055245_6' 'w99055245_7' 'w99055245_8' 'w99055245_9'
 'w99055245_10' 'w99055245_11' 'w99055245_12' 'w99055245_13'
 'w99055245_14']","MULTIPOLYGON (((471169.8632221351 5549814.587431708, 471170.0368247275 5549825.549754941, 471159.3239656301 5549825.707659743, 471159.1174186762 5549812.621799803, 471162.5858709972 5549812.569715823, 471162.6187919917 5549814.693252807, 471169.8632221351 5549814.587431708)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055245.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055245.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055245.csv,690108.1054558262,25426.697336385485,22468.559049778396,52.93762465505144,False,50.0,70271.55202770002,27001.514673964975,2442.9955702271127,37686.040800887,2749.98,185230.23844706477
91,96,w99055249,99055249,sfh,5,109.70032811164856,0.11416088821067445,45.096256387934964,163.50121,0.11977456794621288,82.85070572514087,0.1185512573725491,3.0,0.8,28.989576316507648,0.75,0.8,"{""north"": {""area"": 7.247394079126912, ""u_value"": 0.8, ""shgc"": 0.75}, ""east"": {""area"": 7.247394079126912, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 7.247394079126912, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 7.247394079126912, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],381.0690155029297,4.28159912109375,2.5,1.0,82.85070572514087,70.42309986636974,3,['w99055249_0' 'w99055249_1' 'w99055249_2'],"MULTIPOLYGON (((470954.01473758847 5549714.574611568, 470954.7153546199 5549707.943921009, 470967.07416353753 5549709.2332408205, 470966.3735313731 5549715.863929713, 470954.01473758847 5549714.574611568)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055249.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055249.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055249.csv,130110.49541100599,4791.537333062881,4736.382007278725,67.25608523717605,False,100.0,23655.355062799998,23166.515290617943,2391.899874284817,8918.760467223947,4837.2300000000005,83223.1924973885
92,97,w99055257,99055257,trade,2,162.1112603843212,0.28830697540030337,5.0,168.70604,0.3099778894571773,162.1112603843212,0.2811524511538899,0.0,0.8,44.58178609090008,0.65,0.8,"{""east"": {""area"": 14.86059536363336, ""u_value"": 0.8, ""shgc"": 0.65}, ""south"": {""area"": 14.86059536363336, ""u_value"": 0.8, ""shgc"": 0.65}, ""west"": {""area"": 14.86059536363336, ""u_value"": 0.8, ""shgc"": 0.65}}",[ 76.28126929 166.28126929 256.28126929],['east' 'south' 'west'],226.20995330810547,3.05750045776367,3.0,1.0,162.1112603843212,137.79457132667304,0,,"MULTIPOLYGON (((470922.3548087288 5549763.681271908, 470927.84824868955 5549741.457987565, 470934.7234657282 5549743.14400548, 470929.237150951 5549765.367243784, 470926.98837298265 5549764.8124180315, 470922.3548087288 5549763.681271908)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055257.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055257.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055257.csv,0.0,0.0,8302.741753787854,60.25449097050664,False,50.0,21666.9167172,23934.106483141186,3172.5173657211662,13715.766902027437,0.0,82588.20753092566
93,98,w99055287,99055287,mfh,5,137.89661872386932,0.2235382812113468,41.77588145535692,292.05325,0.2995892239744162,133.15946009755135,0.2912142619982676,2.0,0.8,72.6767135359905,0.75,0.8,"{""east"": {""area"": 24.2255711786635, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 24.2255711786635, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 24.2255711786635, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 77.11518771 167.11518771 257.11518771],['east' 'south' 'west'],1240.023048400879,6.98713985709257,2.6,2.0,266.3189201951027,226.3710821658373,8,"['w99055287_0' 'w99055287_1' 'w99055287_2' 'w99055287_3' 'w99055287_4'
 'w99055287_5' 'w99055287_6' 'w99055287_7']","MULTIPOLYGON (((471284.92461506353 5549455.293498839, 471282.2899447207 5549466.793503138, 471275.0713568444 5549465.142239532, 471271.2830746841 5549464.284217222, 471273.91772269877 5549452.784207454, 471284.92461506353 5549455.293498839)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055287.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055287.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055287.csv,373342.46995261975,13756.78025029781,15570.378460959706,68.78254197483137,False,50.0,37508.3988975,26866.398225971458,2605.93063410908,22359.285023543183,2749.98,121709.58110253778
94,99,w99055292,99055292,trade,2,69.08836336061358,0.28866612740739317,5.0,175.85724,0.309654332083413,69.08836336061358,0.28113776055980616,0.0,0.8,46.47154219384248,0.65,0.8,"{""north"": {""area"": 11.61788554846062, ""u_value"": 0.8, ""shgc"": 0.65}, ""east"": {""area"": 11.61788554846062, ""u_value"": 0.8, ""shgc"": 0.65}, ""south"": {""area"": 11.61788554846062, ""u_value"": 0.8, ""shgc"": 0.65}, ""west"": {""area"": 11.61788554846062, ""u_value"": 0.8, ""shgc"": 0.65}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],68.89399719238281,4.65064688289867,3.0,1.0,69.08836336061358,58.725108856521544,0,,"MULTIPOLYGON (((470930.98850486596 5549725.774326763, 470934.19743077527 5549712.191772052, 470939.01698771905 5549713.3219168205, 470935.8080503032 5549726.904468617, 470930.98850486596 5549725.774326763)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055292.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055292.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055292.csv,0.0,0.0,5742.2884325185605,97.78250810140248,False,50.0,22585.3453332,10200.20596656099,1352.0592709672078,14297.15801446051,0.0,64013.20292545407
95,100,w99055300,99055300,other,1,998.8643869161606,0.29780554519516705,19.850975876536015,740.26235,0.30445355285454073,996.635578640271,0.2792672178893944,0.0,0.8,178.93419950762095,0.65,0.8,"{""north"": {""area"": 44.733549876905236, ""u_value"": 0.8, ""shgc"": 0.65}, ""east"": {""area"": 44.733549876905236, ""u_value"": 0.8, ""shgc"": 0.65}, ""south"": {""area"": 44.733549876905236, ""u_value"": 0.8, ""shgc"": 0.65}, ""west"": {""area"": 44.733549876905236, ""u_value"": 0.8, ""shgc"": 0.65}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],5531.736389160156,4.85505200247479,2.6,1.0,996.635578640271,847.1402418442303,0,,"MULTIPOLYGON (((471015.4420719432 5549679.827856036, 471015.4288142611 5549669.476208205, 471061.5031588073 5549669.426535472, 471061.50144425733 5549671.750400022, 471071.7576653415 5549671.739320904, 471071.76880758273 5549685.682392051, 471061.2980535738 5549685.694633666, 471061.3016840854 5549687.684901566, 471013.7970392023 5549687.7312200535, 471013.78990008525 5549679.825702529, 471015.4420719432 5549679.827856036)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99055300.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99055300.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99055300.csv,0.0,0.0,76273.07353797425,90.03594655346231,False,50.0,95071.8936105,147472.33808430197,19504.158273990102,55049.830579765636,0.0,419088.87628054986
96,101,w99389931,99389931,mfh,6,144.3957657814026,0.22394648085665617,54.66575575537152,475.69869,0.28576912069227983,143.65513445436954,0.2634418153702533,2.0,0.8,114.96051690856623,0.75,0.8,"{""east"": {""area"": 38.32017230285541, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 38.32017230285541, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 38.32017230285541, ""u_value"": 0.8, ""shgc"": 0.75}}",[ 55.22210333 145.22210333 235.22210333],['east' 'south' 'west'],2280.1761016845703,11.2563182551686,2.5,4.0,574.6205378174782,488.4274571448564,17,"['w99389931_0' 'w99389931_1' 'w99389931_2' 'w99389931_3' 'w99389931_4'
 'w99389931_5' 'w99389931_6' 'w99389931_7' 'w99389931_8' 'w99389931_9'
 'w99389931_10' 'w99389931_11' 'w99389931_12' 'w99389931_13'
 'w99389931_14' 'w99389931_15' 'w99389931_16']","MULTIPOLYGON (((471647.61236251023 5549795.974378743, 471654.9446309947 5549785.461444617, 471657.0622746082 5549786.929022991, 471657.65854627 5549786.080821423, 471661.0036976241 5549788.398044523, 471660.40742569824 5549789.24624572, 471663.88183795905 5549791.6628550235, 471656.5424088531 5549802.1758149015, 471647.61236251023 5549795.974378743)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99389931.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99389931.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99389931.csv,780865.4553475425,28774.698299545675,23107.954224503843,47.3109238362301,False,50.0,61093.9827567,28132.627047190665,2811.330981272012,35368.06824292589,2749.98,172019.02643478368
97,102,w99389943,99389943,ab,5,373.35029007913545,0.22421757355572933,5.0,2896.75288,0.30067864843726644,373.35029007913545,0.29112637967691973,2.0,0.8,612.7952304584829,0.75,0.8,"{""north"": {""area"": 153.19880761462073, ""u_value"": 0.8, ""shgc"": 0.75}, ""east"": {""area"": 153.19880761462073, ""u_value"": 0.8, ""shgc"": 0.75}, ""south"": {""area"": 153.19880761462073, ""u_value"": 0.8, ""shgc"": 0.75}, ""west"": {""area"": 153.19880761462073, ""u_value"": 0.8, ""shgc"": 0.75}}",[  0.  90. 180. 270.],['north' 'east' 'south' 'west'],12946.859764099121,29.9818652117694,2.5,11.0,4106.85319087049,3490.8252122399163,125,"['w99389943_0' 'w99389943_1' 'w99389943_2' 'w99389943_3' 'w99389943_4'
 'w99389943_5' 'w99389943_6' 'w99389943_7' 'w99389943_8' 'w99389943_9'
 'w99389943_10' 'w99389943_11' 'w99389943_12' 'w99389943_13'
 'w99389943_14' 'w99389943_15' 'w99389943_16' 'w99389943_17'
 'w99389943_18' 'w99389943_19' 'w99389943_20' 'w99389943_21'
 'w99389943_22' 'w99389943_23' 'w99389943_24' 'w99389943_25'
 'w99389943_26' 'w99389943_27' 'w99389943_28' 'w99389943_29'
 'w99389943_30' 'w99389943_31' 'w99389943_32' 'w99389943_33'
 'w99389943_34' 'w99389943_35' 'w99389943_36' 'w99389943_37'
 'w99389943_38' 'w99389943_39' 'w99389943_40' 'w99389943_41'
 'w99389943_42' 'w99389943_43' 'w99389943_44' 'w99389943_45'
 'w99389943_46' 'w99389943_47' 'w99389943_48' 'w99389943_49'
 'w99389943_50' 'w99389943_51' 'w99389943_52' 'w99389943_53'
 'w99389943_54' 'w99389943_55' 'w99389943_56' 'w99389943_57'
 'w99389943_58' 'w99389943_59' 'w99389943_60' 'w99389943_61'
 'w99389943_62' 'w99389943_63' 'w99389943_64' 'w99389943_65'
 'w99389943_66' 'w99389943_67' 'w99389943_68' 'w99389943_69'
 'w99389943_70' 'w99389943_71' 'w99389943_72' 'w99389943_73'
 'w99389943_74' 'w99389943_75' 'w99389943_76' 'w99389943_77'
 'w99389943_78' 'w99389943_79' 'w99389943_80' 'w99389943_81'
 'w99389943_82' 'w99389943_83' 'w99389943_84' 'w99389943_85'
 'w99389943_86' 'w99389943_87' 'w99389943_88' 'w99389943_89'
 'w99389943_90' 'w99389943_91' 'w99389943_92' 'w99389943_93'
 'w99389943_94' 'w99389943_95' 'w99389943_96' 'w99389943_97'
 'w99389943_98' 'w99389943_99' 'w99389943_100' 'w99389943_101'
 'w99389943_102' 'w99389943_103' 'w99389943_104' 'w99389943_105'
 'w99389943_106' 'w99389943_107' 'w99389943_108' 'w99389943_109'
 'w99389943_110' 'w99389943_111' 'w99389943_112' 'w99389943_113'
 'w99389943_114' 'w99389943_115' 'w99389943_116' 'w99389943_117'
 'w99389943_118' 'w99389943_119' 'w99389943_120' 'w99389943_121'
 'w99389943_122' 'w99389943_123' 'w99389943_124']","MULTIPOLYGON (((471952.8716508159 5549325.256099055, 471953.11043558 5549317.60504092, 471953.9974596243 5549317.622621793, 471954.2492672963 5549309.726879613, 471955.80880168953 5549309.774286921, 471956.16968770896 5549298.1309025595, 471961.74253895396 5549298.301790792, 471961.6081762253 5549302.683343118, 471972.53214093746 5549303.026299993, 471972.3122181793 5549310.188026214, 471970.88863970776 5549310.151019656, 471970.766358059 5549314.109990129, 471972.9053587519 5549314.176599887, 471972.69764110434 5549320.937981731, 471960.142657104 5549320.547991024, 471959.98975710355 5549325.485585949, 471952.8716508159 5549325.256099055)))",building_analysis/results/unrenovated_whole_buildingstock/dhw_volumes\dhw_volume_w99389943.csv,building_analysis/results/unrenovated_whole_buildingstock/dhw_energy\dhw_energy_w99389943.csv,building_analysis/results/renovated_whole_buildingstock/space_heating\space_heating_w99389943.csv,5770189.67045742,212619.43022040228,117031.57893947011,33.52547659193049,False,50.0,372029.97237840004,55121.43682728356,7306.465176848681,188528.93247716548,2749.98,826997.1569022905
