,full_id,building_usage,yearly_demand_unrenovated,consumer_size,initial_gas_price,renovation_costs,yearly_demand_renovated,npv_savings_30years_ir_0.03,npv_unrenovated_30years_ir_0.03,npv_renovated_30years_ir_0.03
39,w98916126,trade,194117.59848031573,nr2,0.0985,362642.5674750345,54455.49615433791,-63045.093841344,-416413.1938727389,-479458.2877140829
40,w99055014,mfh,138482.6158739089,r2,0.1054,199635.7106437056,51250.231128429565,600.0755775132566,-317877.0768263354,-317277.00124882214
41,w99055018,mfh,74738.71105496878,r2,0.1054,145074.4595160931,39011.950831555296,-63066.20142083458,-171557.43950961655,-234623.64093045113
42,w99055022,sfh,8121.358728508361,r1,0.1145,35338.703052930745,3912.1656857345315,-24842.610012798526,-20251.51518604131,-45094.125198839836
43,w99055023,sfh,23689.428722857134,r1,0.1145,47565.21960337154,7638.842228320924,-7541.289248226305,-59072.236748455856,-66613.52599668216
44,w99055025,trade,357208.00610134704,nr2,0.0985,665555.2142279259,131771.14343422168,-181957.20593406726,-766268.1171725815,-948225.3231066487
45,w99055028,ab,43794.80756460522,r1,0.1145,81516.32377013542,18863.996140229203,-19348.560586767824,-109207.24476201745,-128555.80534878527
46,w99055030,other,116326.93155687526,nr2,0.0985,224134.52283918517,33719.73290267432,-46928.91295233194,-249539.81237268372,-296468.72532501566
47,w99055036,other,328535.37354705296,nr2,0.0985,609812.1898281269,94056.81089942587,-106818.29369928828,-704760.749514292,-811579.0432135803
48,w99055038,other,86262.38089475907,nr2,0.0985,183242.0372077386,24561.514626422148,-50883.84305813251,-185046.55848138293,-235930.40153951544
49,w99055039,other,312686.9164410429,nr2,0.0985,507578.3413448143,95255.37369289662,-41153.02044010605,-670763.2825502754,-711916.3029903815
50,w99055040,trade,35391.70019666166,nr1,0.107,78680.49896911689,7536.8851086504455,-13771.1282698734,-82472.38333778581,-96243.51160765921
51,w99055041,ab,64982.981209910264,r2,0.1054,115379.16727394843,21595.11692946048,-15785.38519400105,-149163.84977357148,-164949.23496757253
52,w99055043,sfh,86320.99151306404,r2,0.1054,144050.0203850705,29155.98911223378,-12831.789524297172,-198143.7473416004,-210975.53686589756
53,w99055048,sfh,24285.63485393199,r1,0.1145,53271.60942864447,5769.180841789516,-7098.762968577801,-60558.94333550636,-67657.70630408416
54,w99055050,trade,65308.77244341692,nr2,0.0985,131271.9759710697,16984.909900636445,-27609.58729925155,-140097.72804720164,-167707.3153464532
55,w99055053,ab,49059.40863841541,r1,0.1145,103517.54699700828,14174.508663259385,-16528.152090651143,-122335.11562190966,-138863.2677125608
56,w99055057,ab,87681.8017174346,r2,0.1054,149672.76712959094,36040.58788819037,-31134.003312834568,-201267.3911805832,-232401.39449341776
57,w99055067,sfh,33001.382887256914,r1,0.1145,106776.6960379724,21931.666176569037,-79173.12087699126,-82292.63464937448,-161465.75552636574
58,w99055068,ab,132493.30677667502,r2,0.1054,249403.11300566737,40200.04013772175,-37550.4293687786,-304129.04025132157,-341679.46962010016
59,w99055094,other,66091.27134448045,nr2,0.0985,145254.6561859577,16614.595860209945,-39119.29997970772,-141776.31293154336,-180895.61291125108
60,w99055100,sfh,15744.323611141372,r1,0.1145,78189.77479789442,12089.433153049305,-69075.89717104519,-39260.22964429997,-108336.12681534517
61,w99055110,sfh,52473.960066172556,r1,0.1145,101143.33323755147,12604.978915374657,-1725.575172864439,-130849.68102954359,-132575.25620240803
62,w99055113,education,153671.86244078857,nr2,0.0985,259582.97918405,39333.930829421224,-14309.888769631332,-329650.6424368829,-343960.5312065142
63,w99055118,other,24020.58101149931,nr1,0.107,52737.51389603183,6219.479772060365,-11256.058156524203,-55974.55206075612,-67230.61021728032
64,w99055131,th,174492.9614592318,r2,0.1054,308868.1276129755,69240.53713621371,-67268.6115903316,-400536.2851170798,-467804.8967074114
65,w99055135,ab,134760.33544465396,r2,0.1054,206120.8517545714,68880.52212837798,-54898.387139155006,-309332.8446531304,-364231.2317922854
66,w99055142,sfh,30373.370700461764,r1,0.1145,56648.721787205526,9032.758360397225,-3433.5210638143326,-75739.39269945772,-79172.91376327205
67,w99055146,sfh,45007.11390865703,r1,0.1145,69490.6103327228,17342.70904751041,-506.32655866944697,-112230.26605161004,-112736.59261027949
68,w99055147,sfh,9628.24002989865,r1,0.1145,58894.9463847953,7330.462267285426,-53165.18086041779,-24009.092037257684,-77174.27289767547
69,w99055152,other,264252.3847284261,nr2,0.0985,441479.4925417329,76892.01538215307,-39561.6323608642,-566863.4908669036,-606425.1232277678
70,w99055158,trade,144743.79539184985,nr2,0.0985,261049.5155928794,39120.40099323338,-34470.496722172014,-310498.5153548268,-344969.0120769988
71,w99055160,ab,101699.20767706775,r2,0.1054,204444.64469409877,41269.65009818708,-65732.85768847467,-233443.35783905062,-299176.2155275253
72,w99055171,sfh,36534.23113964701,r1,0.1145,83484.7060351858,16885.70894548665,-34488.92110556329,-91102.18640357931,-125591.1075091426
73,w99055172,sfh,34959.915482691984,r1,0.1145,72021.54829796894,9019.499646113589,-7336.223734897823,-87176.45445400651,-94512.67818890433
74,w99055173,ab,103778.03118873315,r2,0.1054,169623.03877472834,46033.80958093352,-37075.251079754846,-238215.15057964792,-275290.40165940276
75,w99055181,other,55355.73112876553,nr1,0.107,118410.79949877606,15209.502381678169,-24859.058599124866,-128994.05940451488,-153853.11800363974
76,w99055182,sfh,41072.2949799907,r1,0.1145,83705.87063840784,9995.399856476368,-6212.16120286168,-102418.35551396964,-108630.51671683132
77,w99055185,education,27137.63133712484,nr1,0.107,106312.81431006464,10840.570650859518,-68336.18621002178,-63238.13555376973,-131574.32176379152
78,w99055186,sfh,8077.381808901094,r1,0.1145,44139.130997065135,5137.404922484948,-36807.970220621704,-20141.853824558082,-56949.82404517978
79,w99055192,ab,56573.984423398244,r2,0.1054,113071.2167321274,18121.209085465063,-24805.583221770314,-129861.59078120576,-154667.17400297607
80,w99055193,other,37451.259490311946,nr1,0.107,77151.70060445656,9055.86994602939,-10982.642929665308,-87271.7222400985,-98254.36516976381
81,w99055199,ab,144875.40265854934,r2,0.1054,213864.9818473273,69499.33638341566,-40844.53838586091,-332551.26797337306,-373395.806359234
82,w99055201,sfh,23915.67348956297,r1,0.1145,103596.1068469888,16186.140935837673,-84321.65399671817,-59636.40334691211,-143958.0573436303
83,w99055202,ab,183212.87097097567,r2,0.1054,294151.9919779962,74224.65462412336,-43977.22886983503,-420552.2223398943,-464529.4512097293
84,w99055209,other,71166.34004527405,nr2,0.0985,133232.84852172207,19092.937557201116,-21527.098936746042,-152663.1443335676,-174190.24327031363
85,w99055216,education,97615.7064420698,nr2,0.0985,189567.93433681395,30329.625776782435,-45228.564942378085,-209401.25166347504,-254629.81660585312
86,w99055219,other,280358.9009157519,nr2,0.0985,447429.1157564276,89363.99007406665,-37714.58466979815,-601414.5356986652,-639129.1203684633
87,w99055224,ab,88079.81530757781,r2,0.1054,157900.1464968249,39326.77401159415,-45990.979012065305,-202181.0033027508,-248171.9823148161
88,w99055226,ab,69321.04823838189,r2,0.1054,121105.989900253,28811.221455015977,-28118.539891636523,-159121.57665058866,-187240.11654222518
89,w99055235,trade,455420.4985622041,nr2,0.0985,658137.7126129256,149404.7926523063,-1685.2401387045393,-976949.5699826158,-978634.8101213203
90,w99055245,ab,110594.87925706254,r2,0.1054,185230.2384470648,47895.25638616388,-41307.67668333941,-253862.74449210567,-295170.4211754451
91,w99055249,sfh,33446.903939437485,r1,0.1145,83223.1924973885,9527.919340341607,-23578.532528988537,-83403.59115992294,-106982.12368891148
92,w99055257,trade,36946.07902516493,nr1,0.107,82588.20753092566,8302.741753787854,-15841.363542308172,-86094.51298637931,-101935.87652868748
93,w99055287,mfh,65413.202259158345,r2,0.1054,121709.58110253778,29327.158711257514,-38876.61347807391,-150151.39184635167,-189028.00532442558
94,w99055292,trade,26638.013577625854,nr1,0.107,64013.20292545407,5742.2884325185605,-15320.423411830925,-62073.88893225104,-77394.31234408196
95,w99055300,other,253934.7967876531,nr2,0.0985,419088.87628054986,76273.07353797425,-37976.1580803229,-544730.6199622811,-582706.778042604
96,w99389931,mfh,99582.28350232905,r2,0.1054,172019.02643478368,51882.65252404952,-62527.88803170592,-228584.10771380994,-291111.99574551586
97,w99389943,ab,624462.3880690951,r2,0.1054,826997.1569022905,329651.0091598724,-150278.43122387724,-1433409.3651735808,-1583687.796397458
98,w99389949,ab,683124.5893772031,r2,0.1054,1006487.2600099074,284257.7582638273,-90916.5833789229,-1568064.3105206431,-1658980.893899566
99,w99389956,education,46899.24791118664,nr1,0.107,,46899.24791118664,,-109288.13056429758,
100,w99389960,ab,196619.69517326806,r2,0.1054,300217.9103505393,80098.50062143736,-32751.72711369343,-451326.6416419505,-484078.36875564395
101,w99389971,education,309303.5674613809,nr2,0.0985,518041.6782537013,79005.85520261421,-24016.372696551378,-663505.4596344929,-687521.8323310443
102,w99389974,education,43366.28216826591,nr1,0.107,98918.88190946844,10047.192716967635,-21276.25094163927,-101055.34989961205,-122331.60084125132
103,w99389975,mfh,203599.25388206367,r2,0.1054,304137.1676756233,111466.82540481444,-92653.67669415905,-467347.72635275545,-560001.4030469145
104,w99389979,ab,58414.06986123536,r2,0.1054,119552.16006050487,21228.517390207166,-34195.3472571889,-134085.37711279088,-168280.72436997978
105,w99389992,other,222880.7619206125,nr2,0.0985,,222880.7619206125,,-478114.7647134277,
106,w99390006,education,83282.49698597375,nr2,0.0985,182388.13368558517,13943.155864366083,-33644.19329314359,-178654.23246075626,-212298.42575389985
107,w99390011,ab,487902.76263553556,r2,0.1054,629465.7223720058,247425.31787724234,-77466.71007695398,-1119946.3772643686,-1197413.0873413226
108,w99390014,trade,125980.24566648666,nr2,0.0985,276040.06911488244,43622.5019390578,-99369.57981265243,-270247.71001467766,-369617.2898273301
109,w99390021,other,203329.9608709738,nr2,0.0985,395641.1523367224,56431.07453005592,-80519.62334370322,-436175.17978354247,-516694.8031272457
110,w99390022,education,501507.8998853299,nr2,0.0985,,501507.8998853299,,-1075814.3928142437,
111,w99390025,education,22880.136119028128,nr1,0.107,,22880.136119028128,,-53317.002188190934,
112,w99390027,mfh,27759.268305341284,r1,0.1145,43005.242229265205,12111.38188864718,-3985.48950183783,-69220.83636887526,-73206.32587071309
113,w99390046,mfh,211796.0789351003,r2,0.1054,260996.550013116,104637.32667388588,-15021.19267174683,-486162.9600965243,-501184.1527682711
114,w99390052,education,313307.17899148044,nr2,0.0985,610673.4152316173,80452.87476272321,-111163.81234136852,-672093.8445997206,-783257.6569410891
115,w99390065,education,348951.4029727128,nr2,0.0985,591860.5133245982,86800.34062073754,-29504.693936140742,-748556.387240569,-778061.0811767097
116,w99390082,education,39827.93660519214,nr1,0.107,76189.95861246825,9140.033185312222,-4678.713868255218,-92810.03277616683,-97488.74664442205
117,w99390107,education,26712.358260262183,nr1,0.107,,26712.358260262183,,-62247.132464814866,
118,w99390110,mfh,239891.65743218464,r2,0.1054,339382.2529382528,111016.92938734422,-43559.404928337666,-550654.3788066517,-594213.7837349894
119,w99390116,ab,158097.7549469809,r2,0.1054,256130.8202584741,76366.64546448652,-68522.82336936152,-362902.2450089426,-431425.06837830413
120,w99390122,other,98676.7039395479,nr2,0.0985,213959.8059809563,23978.9127918091,-53721.13606858929,-211677.26043380104,-265398.39650239033
121,w99390129,trade,195071.71625481176,nr2,0.0985,311131.63481122284,62972.859261591475,-27758.52810620115,-418459.928599106,-446218.4567053071
122,w99390130,education,164651.07624751102,nr2,0.0985,299041.5196498404,49512.76423577884,-52051.485684511135,-353202.8062966299,-405254.291981141
123,w99390133,education,680645.1328091653,nr2,0.0985,,680645.1328091653,,-1460092.3144829648,
124,w99390139,ab,193561.77819765167,r2,0.1054,380911.4808396672,101272.3942615666,-169067.70967334497,-444307.4089155004,-613375.1185888454
125,w99390141,other,30821.618759402736,nr1,0.107,76309.57173276505,7161.259483685899,-21174.435267048873,-71822.83821607196,-92997.27348312084
126,w99758761,trade,71706.83112597434,nr2,0.0985,147416.62292215816,18702.739494504167,-33714.3967593821,-153822.58386370869,-187536.98062309079
127,w99758765,trade,64055.628922168136,nr2,0.0985,130669.75960374592,17633.22369336,-31086.299989996565,-137409.53542505234,-168495.8354150489
128,w99758770,mfh,123602.56527583835,r2,0.1054,238927.0954647812,67803.20632134694,-110843.60280901473,-283720.9702472294,-394564.5730562441
129,w99758771,mfh,175271.79498964516,r2,0.1054,275236.714111744,93790.2658837786,-88201.6113729548,-402324.0425508905,-490525.65392384527
130,w99758774,ab,62183.884482976144,r2,0.1054,130843.76720821336,21548.287941595398,-37567.62159128094,-142738.72067200879,-180306.34226328973
131,w99758775,sfh,41468.16576899654,r1,0.1145,142344.6131308223,27414.764697100116,-107300.8877226588,-103405.50354710846,-210706.39126976725
132,w99758777,ab,105954.58460251115,r2,0.1054,194421.6524650764,38785.81336494016,-40240.47585835509,-243211.27541713734,-283451.7512754924
133,w99758783,th,46165.858494498185,r1,0.1145,,46165.858494498185,,-115119.72511398733,
134,w99758786,mfh,58859.38042021428,r2,0.1054,87174.14659345584,24975.758120688377,-9396.681596203241,-135107.55609081514,-144504.23768701838
135,w99758788,other,107247.06333366054,nr2,0.0985,186934.922415374,29695.324703960447,-20574.080193992588,-230062.04757251876,-250636.12776651134
136,w99758792,sfh,22560.840147597835,r1,0.1145,65656.23519383156,7098.129910688255,-27098.239955804973,-56257.97506704208,-83356.21502284706
137,w99758793,ab,45544.688375520156,r1,0.1145,87242.23468394688,14533.912444621437,-9913.400841033173,-113570.76803449761,-123484.16887553078
138,w99758796,ab,179322.33204421046,r2,0.1054,238973.1194068585,92578.39928517047,-39858.54026740603,-411621.7646538173,-451480.3049212233
139,w99758800,ab,99487.39834212833,r2,0.1054,162142.48591438754,43617.35169245246,-33896.73464030272,-228366.305521322,-262263.0401616247
140,w99758801,mfh,71440.53956745433,r2,0.1054,115037.82033027172,30453.792851169546,-20955.634255328332,-163986.71949752735,-184942.35375285568
141,w99758803,mfh,131384.60978199245,r2,0.1054,180158.43728528672,56071.10035591353,-7281.588658359717,-301584.1045022978,-308865.69316065754
142,w99758805,sfh,58159.717102174254,r2,0.1054,130631.27777948511,21149.48042883679,-45676.89002381664,-133501.52829521312,-179178.41831902976
143,w99758807,other,42605.10553834061,nr1,0.107,86596.42010490455,10633.353902934445,-12093.456353408517,-99281.59926140777,-111375.05561481629
144,w99758813,other,17306.7893226752,nr1,0.107,39834.174224576665,4335.785169212401,-9608.171492972935,-40329.57318904395,-49937.744682016884
145,w99758814,th,18715.5754116606,r1,0.1145,51568.75471696933,9884.973779293656,-29548.663124166807,-46669.377912624215,-76218.04103679102
146,w99758818,mfh,91711.52463429667,r2,0.1054,163784.3579989407,42981.25264898336,-51927.45586078486,-210517.33589854365,-262444.7917593285
147,w99758821,sfh,16591.68554566197,r1,0.1145,56613.26023083853,4362.174934958981,-26117.60942537368,-41373.22128260542,-67490.8307079791
148,w99758824,ab,169348.0416963535,r2,0.1054,305447.25736247265,54415.092655594315,-41626.77966892498,-388726.484699828,-430353.264368753
149,w99758826,ab,106368.10829847213,r2,0.1054,202676.09635711528,50422.93344994148,-74257.89360174903,-244160.48989319964,-318418.3834949487
150,w99758827,sfh,17210.492876546752,r1,0.1145,40021.478315696506,3795.7217732095596,-6570.248072306131,-42916.28648604936,-49486.53455835549
151,w99758830,sfh,11908.02434708663,r1,0.1145,26340.762547064543,3481.3122633490875,-5327.814660257882,-29693.988895509257,-35021.80355576714
152,w99758837,mfh,81068.34105236304,r2,0.1054,122394.151770129,27818.768765056746,-163.51455893015373,-186086.6587063133,-186250.17326524344
153,w99758838,ab,109862.70524728548,r2,0.1054,202668.63456033808,49879.55482966044,-64981.54370591525,-252182.09069677253,-317163.6344026878
154,w99758842,sfh,28836.13150330949,r1,0.1145,51504.67548119529,9098.77198804681,-2287.364767829771,-71906.11504402962,-74193.47981185939
155,w99758845,th,68631.03812160477,r2,0.1054,143254.83618438517,20597.68337727332,-32997.658415639715,-157537.70709759416,-190535.36551323388
156,w99758846,other,132388.56970357036,nr2,0.0985,246476.9924129136,39110.73926488373,-46381.17629641632,-283994.58665308857,-330375.7629495049
157,w99758847,sfh,141765.98617754248,r2,0.1054,232226.6783693829,48245.97195129891,-17558.082174872805,-325413.8217648319,-342971.9039397047
158,w99758850,ab,51542.08490718524,r1,0.1145,103560.61137288332,22322.486341848085,-30698.278374493428,-128525.94622547926,-159224.2245999727
159,w99758852,other,94738.4325839545,nr2,0.0985,191483.76410782372,27630.39919965029,-47526.33451438992,-203229.04055905095,-250755.37507344087
160,w99758858,sfh,9200.09663478349,r1,0.1145,60066.55161922242,6590.511049374096,-53559.25845820485,-22941.468655773286,-76500.72711397814
161,w99758862,sfh,153965.21116104606,r2,0.1054,295448.882504444,47385.93913186298,-50803.681161893415,-353416.28223852615,-404219.96340041957
162,w99758864,other,39005.52169932354,nr1,0.107,86460.48905189324,10686.907379847416,-20470.338740576888,-90893.58013324176,-111363.91887381865
163,w99758865,other,19191.6289905496,nr1,0.107,46095.1439724514,4034.3888558582253,-10774.610859180626,-44721.76736890608,-55496.37822808671
164,w99758868,ab,107761.9123396737,r2,0.1054,179815.1408345952,49002.607042031916,-44937.30012881692,-247359.86875739804,-292297.16888621496
165,w99758869,other,36782.57152472311,nr1,0.107,80855.11395053397,8736.207849217513,-15499.38242522483,-85713.49559585811,-101212.87802108294
166,w99758874,ab,145140.5559918637,r2,0.1054,262684.028880534,73910.07250364788,-99179.47829653096,-333159.90874732746,-432339.3870438584
167,w99758876,sfh,19767.0966607297,r1,0.1145,96279.9893085814,12352.210694951837,-77790.14287295975,-49291.46360737584,-127081.6064803356
168,w99758878,other,165946.20228490618,nr2,0.0985,288056.76199549687,50045.05270888446,-39430.31984750548,-355981.058108529,-395411.3779560345
169,w99758879,other,63241.62786203879,nr2,0.0985,147528.65435724755,12063.985867794016,-37744.453828617494,-135663.3733876179,-173407.8272162354
170,w99758882,other,173463.4893925074,nr2,0.0985,277691.60680973256,53874.88809445505,-21154.992885234242,-372106.8373178366,-393261.83020307083
171,w99758886,sfh,28508.101772463415,r1,0.1145,79706.949099994,9862.178496867567,-33211.25656914021,-71088.13626759862,-104299.39283673883
172,w99758887,sfh,35123.0717850301,r1,0.1145,93011.0365137457,11592.59887534742,-34335.173841601965,-87583.30291926394,-121918.4767608659
173,w99758888,other,23233.64309960051,nr1,0.107,52196.40469834659,5611.650315189278,-11132.320859030355,-54140.7705590899,-65273.09141812025
174,w99758891,trade,394777.7044394887,nr2,0.0985,709494.460569012,109673.71393623555,-97900.95126974338,-846861.1092572603,-944762.0605270037
175,w99758895,other,11343.022479982455,nr1,0.107,,11343.022479982455,,-26432.35823597068,
176,w99758899,th,51555.465518172896,r1,0.1145,107658.63200631508,20589.83452385864,-30442.372105690665,-128559.31227365833,-159001.684379349
177,w99758900,sfh,14105.077346915961,r1,0.1145,77431.54213510276,10694.216001383687,-68926.17835969728,-35172.58597242393,-104098.76433212121
178,w99758903,trade,111219.17925647758,nr2,0.0985,207686.9736647084,29613.781724427085,-32630.386886351276,-238582.8694392736,-271213.2563256249
179,w99758905,sfh,42224.87349281815,r1,0.1145,67407.2932453374,14100.026680676654,2725.153967197126,-105292.43878450598,-102567.28481730886
180,w99758908,ab,62155.14284179054,r2,0.1054,117261.89707079256,27512.151103074764,-37741.35308822733,-142672.74626196738,-180414.0993501947
181,w99758913,ab,66297.76659895918,r2,0.1054,131226.0361082689,22300.78576510543,-30234.069944198796,-152181.8468953574,-182415.9168395562
182,w99758915,ab,27065.001520575188,r1,0.1145,56772.316768067176,10013.713282288307,-14253.024831475457,-67489.6045879788,-81742.62941945426
183,w99758919,ab,208080.77592565658,r2,0.1054,302850.09455819003,94696.69321739217,-42584.93028113997,-477634.74409834156,-520219.6743794815
184,w99758922,th,29500.748365313924,r1,0.1145,58709.757675393805,11677.410484752485,-14265.273713972929,-73563.41143047479,-87828.68514444772
185,w99758926,sfh,13125.615217519764,r1,0.1145,31612.092507989662,4556.491211661925,-10244.024585250023,-32730.187741941794,-42974.21232719182
186,w99758928,sfh,50451.804126083465,r1,0.1145,80112.9592386388,17308.899478423707,2532.5757289906905,-125807.20930797003,-123274.63357897934
187,w99758931,th,29795.3796286822,r1,0.1145,73506.30445843402,8611.439252918039,-20681.78277907007,-74298.10739747355,-94979.89017654362
188,w99758935,ab,97740.68299085365,r2,0.1054,174874.68634435855,44548.24205703894,-52775.19012532267,-224356.84363755432,-277132.033762877
189,w99758936,th,46648.143097256325,r1,0.1145,109302.02638336696,12820.809152675898,-24949.790509680315,-116322.35564457392,-141272.14615425424
190,w99758945,mfh,72696.76550898828,r2,0.1054,,72696.76550898828,,-166870.2975380506,
191,w99758951,ab,88176.77832572878,r2,0.1054,134371.10281777606,38846.362119594094,-21136.611952074658,-202403.57507160117,-223540.18702367583
192,w99758953,other,115621.89938143763,nr2,0.0985,235265.39594810648,30960.182478675506,-53652.51689838062,-248027.40596411788,-301679.9228624985
193,w99758954,sfh,15454.106966036949,r1,0.1145,41407.47011351964,3643.787391156788,-11957.118981620348,-38536.542021077126,-50493.661002697474
194,w99758959,sfh,5386.67163386435,r0,0.1405,31033.95207393244,3902.3905445980445,-26492.279514711405,-16482.38930076856,-42974.66881547996
195,w99758962,mfh,21723.95521923704,r1,0.1145,,21723.95521923704,,-54171.10901393022,
196,w99758966,th,53966.642471051426,r1,0.1145,115110.82264685286,21851.717362183943,-35028.66948967264,-134571.85134622076,-169600.5208358934
197,w99758967,ab,36490.03724639751,r1,0.1145,79947.48968062033,10128.948163735615,-14213.169387128451,-90991.9839940821,-105205.15338121055
198,w99758970,th,114162.05294071334,r2,0.1054,190461.807705125,48443.52710272418,-39609.56711965607,-262050.94007127645,-301660.5071909325
199,w99758974,sfh,52549.96407185974,r1,0.1145,81367.38669856788,20363.139486646123,-1105.944165586392,-131039.20550775323,-132145.14967333962
200,w99758975,sfh,48769.161981762925,r1,0.1145,93258.47856015874,19017.06701210734,-19068.30629508161,-121611.35316153931,-140679.65945662092
201,w99758979,trade,118383.22027633703,nr2,0.0985,236603.84038708144,40567.1544633245,-69675.97421994637,-253950.87947787653,-323626.8536978229
202,w99758981,other,27092.453379920906,nr1,0.107,,27092.453379920906,,-63132.858503381176,
203,w99758984,ab,99044.44301429484,r2,0.1054,161548.42503679666,41356.19257743753,-29129.115216778067,-227349.53281026514,-256478.6480270432
204,w99758985,ab,308773.6475480953,r2,0.1054,406615.83685237344,159203.44292933436,-63287.98212857789,-708768.1285062021,-772056.11063478
205,w99758989,education,178962.42487789664,nr2,0.0985,490127.42729992414,66773.88157928629,-249465.11745972867,-383902.93054327014,-633368.0480029988
206,w99758991,ab,108571.37632794297,r2,0.1054,202610.0597963972,38927.20383955835,-42746.77422159168,-249217.93624668862,-291964.7104682803
207,w99758995,sfh,14153.006730026627,r1,0.1145,38909.32811517024,4605.429916486004,-15101.378818387137,-35292.10324316288,-50393.482061550014
208,w99758997,other,183323.21692341135,nr2,0.0985,355051.861428227,49421.63020499519,-67811.6120816574,-393257.5246537662,-461069.1367354236
209,w99759000,other,34496.09632156219,nr1,0.107,,34496.09632156219,,-80385.38029199891,
210,w99759001,other,81574.80850317713,nr2,0.0985,154428.7736005804,21620.245901575137,-25816.679201999737,-174990.9684350933,-200807.64763709303
211,w99759005,th,50791.008241442374,r1,0.1145,99715.93000805148,21517.100210125434,-26718.170289601272,-126653.05266041854,-153371.22295001982
212,w99759006,sfh,107306.25960596674,r2,0.1054,174479.76976736842,50992.01233528256,-45214.387299580965,-246313.95004677394,-291528.3373463549
213,w99759010,ab,91918.43252307092,r2,0.1054,167716.47254960993,42845.86231337848,-55073.84898149807,-210992.27836291594,-266066.127344414
214,w99759011,health,269958.28428687295,nr2,0.0985,453233.2197625147,81096.3879180279,-48094.34475326189,-579103.5550220904,-627197.8997753523
215,w99759013,other,171785.6852225,nr2,0.0985,305013.69916333025,48346.56544700629,-40217.109276786505,-368507.67990709527,-408724.7891838818
216,w99759015,mfh,34217.03964154063,r1,0.1145,,34217.03964154063,,-85324.01056113797,
217,w99759016,other,39579.42093353886,nr1,0.107,108500.92381982051,8362.91554321064,-35757.89128079466,-92230.92299550786,-127988.81427630252
218,w99759020,other,23783.079223761644,nr1,0.107,60576.687629996,5363.4306045502435,-17653.846584506726,-55421.10765506582,-73074.95423957254
219,w99759023,th,17153.126364166834,r1,0.1145,33989.93768629314,6763.263251708072,-8081.653415553272,-42773.23667930285,-50854.89009485612
220,w99759028,trade,117384.63411857742,nr2,0.0985,218662.3321091513,33061.024403090545,-37774.74687527123,-251808.75298051033,-289583.49985578156
221,w99759036,mfh,84448.21047114403,r2,0.1054,142476.0917011106,42631.70476229463,-46489.25238603074,-193844.91055703707,-240334.16294306781
222,w99759038,ab,40682.52312775101,r1,0.1145,87373.50941198834,12476.366237759883,-17038.306437592255,-101446.41586093903,-118484.72229853128
223,w99759041,sfh,3930.669455100764,r0,0.1405,23007.917123536143,2961.8556526925477,-20043.495429282142,-12027.245871887893,-32070.741301170037
224,w99759044,trade,91754.0768965997,nr2,0.0985,216686.52004078357,30727.523085082063,-85774.83360614264,-196827.12186052706,-282601.9554666697
225,w99759045,trade,131494.20155201256,nr2,0.0985,295925.700616983,46874.11717738663,-114402.12997693208,-282076.02439287165,-396478.1543698037
226,w99759047,mfh,92497.8685975063,r2,0.1054,136709.20031487668,44840.233894655554,-27314.461399826047,-212322.33300108762,-239636.79440091367
227,w99759050,trade,87689.82726981034,nr2,0.0985,172828.30075995816,22511.684368925235,-33010.79390571194,-188108.65851131632,-221119.45241702825
228,w99759051,th,29950.586920623486,r1,0.1145,62386.39557374386,11301.573718027325,-15882.997964754468,-74685.13411736215,-90568.13208211662
229,w99759055,other,63025.800446954905,nr2,0.0985,122056.58209363776,18027.259599334837,-25527.53856196397,-135200.38917627404,-160727.927738238
230,w99759057,th,63544.9103105719,r2,0.1054,110075.72309680266,26936.28423283178,-26043.20413560589,-145862.859458896,-171906.0635945019
231,w99759061,trade,95523.08154318364,nr2,0.0985,190125.42290809477,25116.553078843055,-39092.19554050529,-204912.23766090805,-244004.43320141334
232,w99759062,th,51134.694142143744,r1,0.1145,99844.63862655323,17570.109600664895,-16147.597739926656,-127510.0718452564,-143657.66958518306
233,w99759063,sfh,62796.75246680318,r2,0.1054,151711.900122144,23409.161696221272,-61300.463723624445,-144145.51590005946,-205445.9796236839
234,w99759067,other,53063.728204032785,nr1,0.107,113516.6195363221,14604.042087206286,-23894.986247932597,-123653.06299096264,-147548.04923889524
235,w99759073,sfh,16322.376591394783,r1,0.1145,47095.52447098929,3369.323871661266,-14795.64059337406,-40701.66932197918,-55497.30991535324
236,w99759074,mfh,260161.20526083146,r2,0.1054,329078.74695918005,115106.04981104136,3885.1308675698237,-597181.6961287663,-593296.5652611965
237,w99759077,sfh,52914.64659119377,r1,0.1145,112707.8234601875,25996.152531155218,-45583.55159067505,-131948.58210657924,-177532.1336972543
238,w99759078,sfh,11104.95300452491,r1,0.1145,32409.58715619421,3179.6726544807325,-12647.015309791721,-27691.440795734547,-40338.45610552627
239,w99759083,trade,45059.565495100775,nr1,0.107,120726.93053338092,15755.53024255659,-52440.4787590246,-105001.16518551849,-157441.6439445431
240,w99759085,other,63311.391095623374,nr2,0.0985,141480.15884526036,16124.762320599133,-40257.31789667101,-135813.02664491802,-176070.34454158903
241,w99759087,other,172965.5863999473,nr2,0.0985,284771.5220562271,51137.99563470979,-23431.918797546765,-371038.7560259089,-394470.6748234557
242,w99759088,ab,88658.67471107052,r2,0.1054,148235.10194636922,38269.47653436571,-32570.25174872318,-203509.73423344927,-236079.98598217245
243,w99759091,sfh,11524.131641001168,r1,0.1145,,11524.131641001168,,-28736.70955014433,
