,full_id,building_usage,yearly_demand_unrenovated,consumer_size,initial_gas_price,renovation_costs,yearly_demand_renovated,npv_savings_30years_ir_0.03,npv_unrenovated_30years_ir_0.03,npv_renovated_30years_ir_0.03
244,w99759093,sfh,54665.253714504965,r1,0.1145,129561.66863875223,24764.95217261122,-55001.92673038173,-136313.91652015218,-191315.84325053392
245,w99759094,other,127766.57717581006,nr2,0.0985,227506.8653010764,37582.71276836215,-34048.0995441968,-274079.6758690682,-308127.775413265
246,w99759096,mfh,47013.13833967629,r1,0.1145,89994.13367622832,23598.463882924807,-31607.027381736596,-117232.51205334747,-148839.53943508407
247,w99759099,th,24989.00373869263,r1,0.1145,67984.85967349379,7134.781015914094,-23463.36090801283,-62312.87221948944,-85776.23312750227
248,w99759102,other,404928.3339724756,nr2,0.0985,595552.9504648134,128159.99370613102,-1840.739746049745,-868635.8277616141,-870476.5675076639
249,w99759105,mfh,53255.998957558084,r1,0.1145,88868.73682942183,22334.256335775855,-11761.917488257372,-132799.78236288016,-144561.69985113753
250,w99759110,th,21502.86142041705,r1,0.1145,56152.178011946016,4375.3120568172735,-13442.720440636404,-53619.786929286274,-67062.50736992268
251,w99759111,th,34535.9950545772,r1,0.1145,,34535.9950545772,,-86119.36151246412,
252,w99759113,th,212224.98925564316,r2,0.1054,351883.7375512078,86670.32318175596,-63681.85761406389,-487147.4934840142,-550829.3510980781
253,w99759120,th,23237.39167444857,r1,0.1145,,23237.39167444857,,-57945.03187344344,
254,w99759121,ab,17191.860563128615,r1,0.1145,43453.47739449611,3818.7156608234063,-10106.046733234434,-42869.82473121836,-52975.87146445279
255,w99759126,ab,74661.4219255084,r2,0.1054,134736.08505736443,34300.81502744586,-42091.15877019317,-171380.02776455184,-213471.186534745
256,w99759127,other,32860.8525520517,nr1,0.107,66567.36070153542,8496.79167350324,-9792.406198775061,-76574.81311776307,-86367.21931653813
257,w99759131,ab,66274.46957377039,r2,0.1054,125381.94409378164,20787.501022478882,-20969.816221056884,-152128.37021729915,-173098.18643835603
258,w99759132,ab,44301.10147182197,r1,0.1145,86496.79689878871,17695.00512599379,-20151.52362605142,-110469.74517523135,-130621.26880128277
259,w99759137,mfh,26131.587467902093,r1,0.1145,181086.31309783863,21055.671207008436,-168428.94889599382,-65162.03238060685,-233590.98127660065
260,w99759138,mfh,114243.39084343535,r2,0.1054,180753.59672215223,56330.74901759959,-47819.212296246435,-262237.64548978186,-310056.8577860283
261,w99759140,ab,54087.72543979606,r1,0.1145,104079.19114225816,17634.05521702537,-13177.892383968428,-134873.78525436047,-148051.6776383289
262,w99759142,sfh,50447.45984022519,r1,0.1145,71251.33358937546,17650.096411774208,10532.555749469568,-125796.3763459039,-115263.82059643434
263,w99759148,ab,122067.53269869335,r2,0.1054,197255.16403727545,59352.94618142581,-53298.25427877554,-280197.4112403694,-333495.6655191449
264,w99759152,ab,44876.1750923536,r1,0.1145,86740.3921325536,16837.00273483737,-16821.58374289349,-111903.75548663488,-128725.33922952837
265,w99759159,sfh,34070.300398334104,r1,0.1145,83812.11099609593,9767.034283888204,-23209.202142997878,-84958.09986669301,-108167.30200969089
266,w99759161,mfh,71934.50220725962,r2,0.1054,132895.89336423276,32388.127737790874,-42119.980184773594,-165120.57589539973,-207240.55608017332
267,w99759162,mfh,155025.33407488256,r2,0.1054,242156.88866962795,77904.36715681193,-65131.148859382316,-355849.71961115487,-420980.8684705372
268,w99759164,mfh,71961.73720566227,r2,0.1054,,71961.73720566227,,-165183.09191320435,
269,w99759165,mfh,63770.821559896285,r2,0.1054,100524.00445507634,22755.65774251579,-6376.588928976358,-146381.4227970034,-152758.01172597977
270,w99759170,sfh,47013.36803003878,r1,0.1145,92359.21581033588,11619.451405943726,-4100.531030136437,-117233.0848119239,-121333.61584206033
271,w99759172,other,61730.81695510983,nr2,0.0985,128207.105579008,17169.669362300792,-32616.34030566906,-132422.44314730357,-165038.78345297262
272,w99759176,sfh,14493.422515544977,r1,0.1145,29276.39792888057,4163.668093659857,-3518.001392528313,-36140.96803050361,-39658.96942303192
273,w99759177,ab,106008.57950246714,r2,0.1054,168013.84000423367,44758.280247853094,-27418.098373220244,-243335.21690144006,-270753.3152746603
274,w99759180,education,74374.97687321722,nr2,0.0985,126433.12150195452,19069.298725020304,-7793.6253548612585,-159546.1818322877,-167339.80718714895
275,w99759183,sfh,42546.20900035321,r1,0.1145,113982.96782426463,18376.72489710795,-53713.65936021709,-106093.72476733259,-159807.38412754968
276,w99759189,ab,57837.994960024385,r2,0.1054,112785.2089057442,18363.415474169808,-22174.096047090978,-132763.03781067443,-154937.1338577654
277,w99759190,other,75198.04717388457,nr2,0.0985,146354.5284299195,20710.457907946584,-29469.963350386097,-161311.7988364433,-190781.7621868294
278,w99759195,sfh,51261.17835256776,r1,0.1145,94884.4582911014,22818.050116989565,-23958.340795596,-127825.47435286945,-151783.81514846545
279,w155463247,mfh,186269.900882997,r2,0.1054,248041.6628401508,90574.02742084471,-28378.535244486295,-427569.4188744312,-455947.9541189175
280,w155463249,trade,87242.84372721925,nr2,0.0985,185265.89079725152,23648.752708879776,-48846.42775168066,-187149.80755686364,-235996.2353085443
281,w155463253,mfh,85711.09171490726,r2,0.1054,,85711.09171490726,,-196743.765374394,
282,w155463254,mfh,87014.59305688317,r2,0.1054,,87014.59305688317,,-199735.86076204738,
283,w155463255,mfh,71073.4939418158,r2,0.1054,,71073.4939418158,,-163144.19215354582,
284,w155463260,mfh,121068.10069432911,r2,0.1054,156054.41931434232,66389.32398774149,-30543.144168039144,-277903.28556958295,-308446.4297376221
285,w155463261,mfh,156542.2147043533,r2,0.1054,259824.38183042157,96812.24176736335,-122718.44202484825,-359331.6121024817,-482050.05412732996
286,w155463268,mfh,159567.24377622348,r2,0.1054,224152.29159567697,88048.47049851796,-59985.99213450577,-366275.35296564037,-426261.34510014614
287,w155463269,mfh,131879.48496798522,r2,0.1054,211335.70840017687,65800.13973759115,-59655.23234994488,-302720.0555855768,-362375.2879355217
288,w155463275,mfh,123394.95860740752,r2,0.1054,138756.18996345758,56742.54191479465,14239.7312065328,-283244.4237834441,-269004.6925769113
289,w155463277,mfh,151532.00259406594,r2,0.1054,221260.8102066009,75825.75026506544,-47482.44794825418,-347831.0236001083,-395313.47154836246
290,w155463281,mfh,129551.36276085915,r2,0.1054,238771.4212593501,81167.2147222987,-127709.02222701052,-297376.0152739065,-425085.03750091704
291,w155463286,sfh,21335.71807363871,r1,0.1145,75768.27856656839,11379.481362010443,-50941.290164543345,-53202.99632334428,-104144.28648788763
292,w155463289,mfh,189460.16018468578,r2,0.1054,246339.9094139929,92029.85106537899,-22695.507106261794,-434892.4340755754,-457587.9411818372
293,w155463294,mfh,73954.39748668816,r2,0.1054,,73954.39748668816,,-169757.10303541762,
294,w155463296,mfh,149851.71086067607,r2,0.1054,204264.16289790123,59600.264491446156,2901.6663302335073,-343974.03244598577,-341072.36611575226
295,w155463300,mfh,145780.16516082495,r2,0.1054,234263.6152462946,82377.16016846654,-88726.4894360241,-334628.08647965634,-423354.57591568044
296,w155463302,mfh,162906.195564221,r2,0.1054,206427.5722683709,73694.19011571503,-1647.706356485549,-373939.681281038,-375587.3876375235
297,w155463304,mfh,132782.97083749846,r2,0.1054,,132782.97083749846,,-304793.94367140176,
298,w155463308,mfh,147385.4815572954,r2,0.1054,215845.44152423705,74398.41232336155,-48308.772262232844,-338312.97703628795,-386621.7492985208
299,w155463310,mfh,78437.63363840502,r2,0.1054,,78437.63363840502,,-180048.0553952972,
300,w155463313,mfh,118627.44188251636,r2,0.1054,203530.46603983152,75098.58684319264,-103613.04961771378,-272300.9254196571,-375913.97503737087
301,w155463314,mfh,201931.4964824973,r2,0.1054,272715.9539478168,104359.84119134728,-48747.10147251352,-463519.5068778117,-512266.6083503252
302,w155463317,mfh,143289.21159194486,r2,0.1054,207285.25801584948,74649.75970721088,-49728.23771845951,-328910.27826243785,-378638.51598089735
303,w155463319,mfh,145828.4042201316,r2,0.1054,187495.76709043945,78474.43739685023,-32889.487079545215,-334738.8158377385,-367628.3029172837
304,w155463321,mfh,143438.5743173969,r2,0.1054,200705.56709382872,75955.85291213829,-45803.74002174818,-329253.1298633692,-375056.8698851174
305,w155463324,mfh,160134.95033012077,r2,0.1054,213741.7457253475,76230.77521241456,-21145.62994843244,-367578.4833167622,-388724.11326519464
306,w155463327,mfh,144237.2233375608,r2,0.1054,239784.94618603052,78934.78481367027,-89887.80468123336,-331086.3723562108,-420974.17703744414
307,w155463330,mfh,92798.36038612344,r2,0.1054,,92798.36038612344,,-213012.09070658116,
308,w155463331,mfh,161247.17579186105,r2,0.1054,229435.18253559337,75620.8436945795,-32885.97688491468,-370131.5184130353,-403017.49529795
309,w155463336,mfh,82538.53583434132,r2,0.1054,95289.54739550268,37646.38639526564,7757.215160872351,-189461.38712772107,-181704.17196684872
310,w155463337,trade,59172.9222938284,nr2,0.0985,114750.62793124311,16347.364508861188,-22882.97947366089,-126935.35133371803,-149818.33080737892
311,w155463339,mfh,96284.55889755068,r2,0.1054,,96284.55889755068,,-221014.41348952046,
312,w155463342,mfh,125130.04950329757,r2,0.1054,223794.58789778725,72192.16091602764,-102279.39863531996,-287227.2025498108,-389506.60118513077
313,w155463343,mfh,182362.7691744811,r2,0.1054,262994.0151353282,87271.28425516972,-44718.218809030484,-418600.8736282224,-463319.09243725287
314,w155463347,mfh,195710.88465394767,r2,0.1054,226214.2621662775,101563.78341079073,-10106.231956210686,-449240.53119806905,-459346.76315427973
315,w155463348,mfh,144820.76491530155,r2,0.1054,194022.92729044092,73742.38733091138,-30867.525079834857,-332425.850887637,-363293.37596747186
316,w155463352,mfh,38492.77211566138,r1,0.1145,,38492.77211566138,,-95986.02710612197,
317,w155463353,mfh,96023.96050529758,r2,0.1054,,96023.96050529758,,-220416.22826148805,
318,w155463354,mfh,187294.1777654443,r2,0.1054,252893.40432805143,75225.69127239037,4351.901632950758,-429920.5742104165,-425568.67257746577
319,w155463358,mfh,190927.28764734967,r2,0.1054,231746.227406557,87470.73329689098,5730.995766295819,-438260.1216818515,-432529.1259155557
320,w155463359,mfh,200634.12279915024,r2,0.1054,268801.9697980326,103923.56216152417,-46809.699362327694,-460541.47709832445,-507351.17646065215
321,w155463364,mfh,143564.7779021287,r2,0.1054,208465.90936250443,74624.72489312779,-50218.88038734865,-329542.8212903139,-379761.70167766255
322,w155463365,mfh,105728.02317289257,r2,0.1054,146548.51038700892,57345.292217422895,-35489.36416894989,-242691.21963602526,-278180.58380497515
323,w155463369,mfh,174449.9518470026,r2,0.1054,216163.1805755917,76517.50006263371,8633.854801008478,-400437.55958590336,-391803.7047848949
324,w155463370,mfh,133103.75935795248,r2,0.1054,168653.1226322755,67777.64861111336,-18701.64320942707,-305530.29109319084,-324231.9343026179
325,w155463373,mfh,171854.26793553864,r2,0.1054,231686.21823242548,87284.13642326384,-37561.446525209525,-394479.35025446926,-432040.7967796788
326,w155463376,mfh,156453.43080105938,r2,0.1054,248372.09857202723,78349.89022816702,-69090.9302432611,-359127.8149148694,-428218.7451581305
327,w155463378,mfh,149021.482669433,r2,0.1054,216136.68471485475,75289.53058162499,-46890.1894023146,-342068.30219337804,-388958.49159569264
328,w155463380,mfh,140684.60308128386,r2,0.1054,220704.20015315944,80794.44802773364,-83230.573597515,-322931.58314304636,-406162.15674056136
329,w155463382,mfh,150368.7714173962,r2,0.1054,182248.30817133916,67195.36451178146,8670.380719671492,-345160.9084829177,-336490.5277632462
330,w155463388,mfh,81045.45395849762,r2,0.1054,,81045.45395849762,,-186034.12299669313,
331,w155463390,mfh,127909.41103823822,r2,0.1054,174821.5702714492,67307.170216775,-35713.40106274036,-293607.03091018,-329320.43197292037
332,w155463392,mfh,126699.30992433419,r2,0.1054,212588.24813818463,74500.89326832342,-92770.46453505161,-290829.329158053,-383599.7936931046
333,w155463395,mfh,81203.21252281987,r2,0.1054,,81203.21252281987,,-186396.24665354792,
334,w155463397,mfh,108201.45876259069,r2,0.1054,179271.34790698843,69115.7372055503,-89552.83099571933,-248368.8165676672,-337921.64756338653
335,w155463400,mfh,132263.3739372203,r2,0.1054,,132263.3739372203,,-303601.24563673406,
336,w155463402,mfh,124641.24892632537,r2,0.1054,187798.58083336544,57328.60677905928,-33287.15870141616,-286105.19530306413,-319392.3540044803
337,w155463405,mfh,123848.16417723722,r2,0.1054,173732.94342953616,66453.3492473543,-41987.1941182171,-284284.7252019994,-326271.9193202165
338,w155463406,mfh,161116.41015993198,r2,0.1054,259925.4498615239,87329.94975847227,-90553.83455975621,-369831.3551285347,-460385.18968829094
339,w155463408,mfh,81123.65596148898,r2,0.1054,,81123.65596148898,,-186213.63017855838,
340,w155463411,mfh,157728.79737860002,r2,0.1054,227596.2795590624,86630.34371086476,-64394.79411521013,-362055.32893525565,-426450.1230504658
341,w155463413,trade,59864.86027475999,nr2,0.0985,117130.65512480497,16616.663351011164,-24356.378339789007,-128419.6686076657,-152776.0469474547
342,w155463416,mfh,103424.16434320562,r2,0.1054,221182.9879169492,71360.79474582999,-147583.7846054205,-237402.874195842,-384986.6588012625
343,w155463417,mfh,134317.1610003945,r2,0.1054,199658.12349878813,74807.01169807202,-63056.77334126894,-308315.5689757732,-371372.3423170421
344,w155463421,mfh,62634.51134401355,r2,0.1054,,62634.51134401355,,-143773.1028464214,
345,w155463422,mfh,126316.10423077179,r2,0.1054,179506.72956009535,66828.4486191273,-42957.012082928326,-289949.7075180073,-332906.71960093564
346,w155463424,mfh,151693.48439581433,r2,0.1054,226075.98234894636,75354.80212003247,-50845.92175639619,-348201.69368585525,-399047.61544225144
347,w155463427,mfh,91584.2108942519,r2,0.1054,169552.3583079381,55711.525451732596,-87209.1391651005,-210225.09618838315,-297434.23535348364
348,w155463430,mfh,65819.9805171453,r2,0.1054,,65819.9805171453,,-151085.12264533612,
349,w155463434,mfh,121424.36431178215,r2,0.1054,171366.63330913614,64418.57211226843,-40513.858235546446,-278721.0635742868,-319234.92180983326
350,w155463435,mfh,133111.18185755896,r2,0.1054,202150.74451174957,73569.89609015193,-65477.922794848506,-305547.3289174893,-371025.25171233783
351,w155463436,mfh,147370.27277477682,r2,0.1054,178967.58472916018,74986.73881598086,-12816.288120696147,-338278.0663487725,-351094.35446946864
352,w155463437,mfh,122154.47621327543,r2,0.1054,174843.94660291015,64166.464939277284,-41736.55692495406,-280396.983945506,-322133.54087046004
353,w155463439,mfh,190314.9551668896,r2,0.1054,242264.85616749027,77902.86750022264,15769.162051530322,-436854.5556640078,-421085.39361247746
354,w155463441,mfh,36817.49098632539,r1,0.1145,,36817.49098632539,,-91808.52647281752,
355,w155463442,mfh,140478.59578651958,r2,0.1054,201345.70454220488,68711.68346108304,-36609.81939952832,-322458.7079287003,-359068.52732822864
356,w155463445,mfh,129101.85554045986,r2,0.1054,217532.58268020747,73907.62346345419,-90838.11608890642,-296344.20315560466,-387182.3192445111
357,w155463446,mfh,100434.10414036695,r2,0.1054,149871.66761479707,52013.41474555332,-38725.39047663374,-230539.40190500562,-269264.79238163936
358,w155463447,mfh,128549.57621013428,r2,0.1054,195581.75306832168,59085.19228162839,-36131.15945127857,-295076.484908028,-331207.64435930655
359,w155463448,mfh,106011.60874297086,r2,0.1054,164837.03240346798,51268.34796637681,-39177.73862286788,-243342.170309348,-282519.9089322159
360,w155463452,mfh,40700.76121869014,r1,0.1145,,40700.76121869014,,-101491.89457798199,
361,w155463453,mfh,157513.59483929275,r2,0.1054,223083.9232920362,83117.14823153104,-52312.12767925946,-361561.3466856504,-413873.47436490987
362,w155463454,mfh,128563.67585865571,r2,0.1054,186001.01139635668,73765.5043705863,-60215.67395070824,-295108.84965668607,-355324.5236073943
363,w155463458,mfh,110066.935375623,r2,0.1054,148170.02646721338,58960.56636749198,-30858.961211885005,-252650.88655093886,-283509.84776282386
364,w155463459,mfh,159939.53149426932,r2,0.1054,220018.3011133381,75283.97896378927,-25697.4514840286,-367129.9131629905,-392827.3646470191
365,w155463463,mfh,37000.96483362116,r1,0.1145,,37000.96483362116,,-92266.03900599858,
366,w155463464,mfh,147409.13455167686,r2,0.1054,195392.2438388796,69179.35495120153,-15821.302726603928,-338367.27081651974,-354188.57354312367
367,w155463468,mfh,161158.33487353215,r2,0.1054,208005.6149090313,81699.0096870192,-25612.338630367536,-369927.59035143175,-395539.9289817993
368,w155463469,mfh,100679.18201464991,r2,0.1054,,100679.18201464991,,-231101.9608787818,
369,w155463470,mfh,64367.74654988399,r2,0.1054,,64367.74654988399,,-147751.62200723967,
370,w155463473,mfh,43550.29606288637,r1,0.1145,,43550.29606288637,,-108597.52801932029,
371,w155463474,mfh,113607.86032097694,r2,0.1054,207642.84072330984,67276.75041664802,-101293.04591644739,-260778.83000281177,-362071.87591925915
372,w155463478,mfh,87684.85616685112,r2,0.1054,,87684.85616685112,,-201274.40245377237,
373,w155463479,mfh,73343.18571827096,r2,0.1054,114391.27071108272,37121.41584101446,-31246.75287107969,-168354.1095330186,-199600.8624040983
374,w155463480,mfh,73172.86575571459,r2,0.1054,,73172.86575571459,,-167963.15207253932,
375,w155463484,mfh,68085.21955592721,r2,0.1054,,68085.21955592721,,-156284.81907955516,
376,w155463485,mfh,156635.6177374834,r2,0.1054,199722.8674355949,74226.11389675422,-10557.664147900534,-359546.0121768214,-370103.67632472195
377,w155463490,mfh,123664.69792456762,r2,0.1054,204342.0567952678,73479.01625668757,-89144.36438853177,-283863.5913598427,-373007.95574837446
378,w155463491,mfh,145223.38843852136,r2,0.1054,187827.46761057767,68426.0537270324,-11544.60270304681,-333350.0447860191,-344894.6474890659
379,w155463494,mfh,121396.79106492685,r2,0.1054,148480.4565267622,56124.10929184654,1348.3804554513772,-278657.7711310176,-277309.3906755662
380,w155463495,mfh,194715.2919888105,r2,0.1054,257510.8881963328,79038.97749810597,8015.932454062626,-446955.21845966944,-438939.2860056068
381,w155463496,mfh,117319.52164410007,r2,0.1054,174452.64218577754,60485.334200613484,-43993.77372545586,-269298.6867669129,-313292.4604923688
382,w155463500,mfh,189211.96397521914,r2,0.1054,268892.9711003658,100906.99247980208,-66195.13764988811,-434322.71718333784,-500517.85483322595
383,w155463502,mfh,128339.86474938868,r2,0.1054,186681.9134375403,59609.47184418452,-28916.14444221271,-294595.1070419462,-323511.2514841589
384,w155463507,mfh,243694.52630388393,r2,0.1054,351428.6963827951,124829.28501538603,-78581.91919995856,-559383.5960651583,-637965.5152651168
385,w155463508,mfh,129287.7332827833,r2,0.1054,183101.057611131,59404.70237854505,-22689.489390682313,-296770.8724021666,-319460.3617928489
386,w155463511,mfh,363833.3623965188,r2,0.1054,412054.98072321445,164794.07162005454,44825.67195898236,-835153.8202875053,-790328.1483285229
387,w155463513,mfh,81863.33408033723,r2,0.1054,,81863.33408033723,,-187911.50912695992,
388,w155463514,mfh,139422.1532182098,r2,0.1054,188100.9405876747,74653.97590525495,-39430.15800830815,-320033.7185296339,-359463.87653794204
389,w155463518,mfh,147043.30734450815,r2,0.1054,192345.40180776655,72173.4858662746,-20487.00756945816,-337527.540266194,-358014.54783565213
390,w155463519,mfh,120511.05663182377,r2,0.1054,160086.53901329756,55562.18913504426,-11000.994861996907,-276624.6302153694,-287625.6250773663
391,w155463522,mfh,129564.6746402093,r2,0.1054,,129564.6746402093,,-297406.57175399753,
392,w155463523,mfh,52022.345619720814,r1,0.1145,,52022.345619720814,,-129723.52995971724,
393,w155463528,mfh,145299.12111785548,r2,0.1054,188800.2365865549,68495.57242516302,-12503.107923476258,-333523.88380960363,-346026.9917330799
394,w155463529,mfh,83645.16797269836,r2,0.1054,,83645.16797269836,,-192001.58314469492,
395,w155463531,mfh,113942.75365584018,r2,0.1054,154328.2460211821,54061.208972385146,-16874.383962756023,-261547.55403119,-278421.937993946
396,w155463534,mfh,122260.31843807886,r2,0.1054,153955.2962201434,62761.80582241785,-17380.657256058475,-280639.93730692967,-298020.59456298815
397,w155463535,mfh,116742.79895402241,r2,0.1054,187761.2600276785,63983.21967634138,-66655.36720827286,-267974.8605111449,-334630.2277194178
398,w155463536,mfh,136389.13351476841,r2,0.1054,179226.1021100131,70337.30683773482,-27608.79295799072,-313071.6357353251,-340680.42869331583
399,w155463537,mfh,116962.91242618492,r2,0.1054,191581.6453622431,56345.158000452444,-52437.86576919089,-268480.1154607252,-320917.9812299161
400,w155463538,mfh,67471.69315381986,r2,0.1054,,67471.69315381986,,-154876.51249878376,
401,w155463539,mfh,142524.36317914963,r2,0.1054,172907.3381517396,70101.74839593095,-6666.334267390659,-327154.62267967523,-333820.9569470659
402,w155463540,mfh,134223.12657489546,r2,0.1054,212079.09151936127,76273.68228195352,-79060.22962608619,-308099.7195847861,-387159.9492108723
403,w155463541,mfh,141763.63774080755,r2,0.1054,191502.9640951664,69091.86352939304,-24690.032317927747,-325408.43109395454,-350098.4634118823
404,w155463542,mfh,65685.4859572708,r2,0.1054,,65685.4859572708,,-150776.3998697577,
405,w155463543,mfh,137426.15151832922,r2,0.1054,202382.7902441609,64620.647257978446,-35262.890572277596,-315452.0374161276,-350714.9279884052
406,w155463544,mfh,98226.61890138821,r2,0.1054,,98226.61890138821,,-225472.27524455343,
407,w155463545,mfh,121865.120671904,r2,0.1054,198804.5125140325,68799.48875180824,-76996.09744147741,-279732.78871006647,-356728.8861515439
408,w155463546,mfh,129916.9711354388,r2,0.1054,162154.11207271382,65167.88665066121,-13527.155733709806,-298215.2435094594,-311742.39924316923
409,w155463547,mfh,65038.9578364076,r2,0.1054,,65038.9578364076,,-149292.34017136827,
410,w155463548,mfh,58521.66054916764,r2,0.1054,,58521.66054916764,,-134332.34394799842,
411,w155463549,mfh,150879.72380106986,r2,0.1054,205783.56695388904,71071.92574614852,-22590.39578543062,-346333.7636394632,-368924.15942489385
412,w155463551,mfh,118233.46909210505,r2,0.1054,144986.63403444816,58460.95059670617,-7783.033900510636,-271396.58866825514,-279179.6225687658
413,w155463552,mfh,140953.13018079853,r2,0.1054,206952.285720698,68669.64406031062,-41030.64186816622,-323547.968159344,-364578.6100275102
414,w155463553,mfh,145465.79989078068,r2,0.1054,223646.4772227849,76749.54752122253,-65913.1668296259,-333906.48317611683,-399819.65000574273
415,w155463556,mfh,111950.57145246182,r2,0.1054,160031.0981323147,64357.9958795773,-50785.69786113658,-256974.64030249522,-307760.3381636318
416,w155463558,mfh,170426.45641544508,r2,0.1054,199369.5531016577,77163.4124884325,14709.185896443727,-391201.909621202,-376492.72372475825
417,w155463561,mfh,66767.48224207119,r2,0.1054,,66767.48224207119,,-153260.04602258935,
418,w155463562,mfh,121242.91613734883,r2,0.1054,176024.00975644673,59654.3554106497,-34651.81277563475,-278304.5620883758,-312956.37486401055
419,w155463566,mfh,132855.68745823152,r2,0.1054,184144.6253621666,66481.29901255308,-31786.898422209662,-304960.8595452061,-336747.7579674158
420,w155463567,sfh,64165.75550151626,r2,0.1054,124785.92194310298,16572.97361038044,-15540.048082931695,-147287.96580320984,-162828.01388614153
421,w155463569,mfh,185351.85354723278,r2,0.1054,219479.32332917931,90690.7250070177,-2191.379715782823,-425462.10596992454,-427653.48568570736
422,w155463572,mfh,35890.06917924034,r1,0.1145,,35890.06917924034,,-89495.89659918325,
423,w155463574,mfh,143979.5524771122,r2,0.1054,221019.18445780696,80266.77887142508,-74771.00664526108,-330494.90707094123,-405265.9137162023
424,w155463577,mfh,104741.59050899002,r2,0.1054,,104741.59050899002,,-240426.9330343563,
425,w155463578,mfh,190645.967927451,r2,0.1054,260099.19304955527,95901.79540846782,-42620.627840428264,-437614.3721077935,-480234.9999482218
426,w155463581,sfh,46033.7954308567,r1,0.1145,102575.53282595985,20238.058157433414,-38250.98042143721,-114790.41111269064,-153041.39153412785
427,w155463583,mfh,203597.78521864722,r2,0.1054,289818.7184406477,98696.62464541465,-49025.50357914431,-467344.3551394755,-516369.8587186198
428,w155463586,mfh,101711.11223859426,r2,0.1054,,101711.11223859426,,-233470.68392034294,
429,w155463589,mfh,79863.38270239974,r2,0.1054,,79863.38270239974,,-183320.76180606568,
430,w155463591,mfh,190912.6672966541,r2,0.1054,231832.26009828303,72104.48386231158,40883.54480493226,-438226.56169808045,-397343.0168931482
431,w155463593,mfh,124635.87387943457,r2,0.1054,173302.5885479239,57403.922688774626,-18976.38681530353,-286092.8572620569,-305069.24407736043
432,w155463596,mfh,124750.0851810797,r2,0.1054,179598.40907794668,67296.75836170698,-47718.34985145717,-286355.0212490554,-334073.37110051257
433,w155463597,mfh,96345.81377389302,r2,0.1054,,96345.81377389302,,-221155.01973753353,
434,w155463600,mfh,64489.169061256325,r2,0.1054,,64489.169061256325,,-148030.33881752216,
435,w155463601,mfh,178349.14469125378,r2,0.1054,260282.86714133975,90872.07987539202,-59485.43507713912,-409387.88172916265,-468873.31680630177
436,w155463605,mfh,42998.73447932191,r1,0.1145,,42998.73447932191,,-107222.14759850685,
437,w155463606,mfh,150889.27825945674,r2,0.1054,206122.13920564597,72619.17804943162,-26458.64497817488,-346355.6952247637,-372814.3402029386
438,w155463610,mfh,121676.56395498163,r2,0.1054,168947.95797968455,66694.63523034648,-42740.818758870475,-279299.97006627487,-322040.78882514534
439,w155463611,mfh,112403.2420384642,r2,0.1054,,112403.2420384642,,-258013.7137034102,
440,w155463612,mfh,63516.22491576578,r2,0.1054,,63516.22491576578,,-145797.01415845135,
441,w155463616,mfh,122018.55650405756,r2,0.1054,149157.8358083968,57717.03913082603,-1558.238204668276,-280084.9898401333,-281643.22804480157
442,w155463618,mfh,105934.48935557003,r2,0.1054,209652.0438543668,78276.75754478379,-146165.67132899116,-243165.14819520814,-389330.8195241993
443,w155463621,mfh,34948.383067365656,r1,0.1145,87985.13425337954,25941.058157091844,-65524.363426239725,-87147.69708816166,-152672.06051440138
444,w155463623,mfh,22421.042859551795,r1,0.1145,41602.5231377901,9386.532258258556,-9099.51493325174,-55909.37491324101,-65008.88984649275
445,w155463625,sfh,20553.391514291106,r1,0.1145,36100.42431295221,7168.165529890833,-2722.868123969034,-51252.177657810294,-53975.04578177933
446,w155463626,mfh,25128.444148181297,r1,0.1145,40717.74628642172,11326.695090576788,-6301.543286687265,-62660.582456742595,-68962.12574342986
447,w155463629,mfh,111830.1906569181,r2,0.1054,153479.53817378523,60925.212855087026,-36630.75222733,-256698.3146774196,-293329.0669047496
448,w155463631,mfh,62732.02766693095,r2,0.1054,,62732.02766693095,,-143996.94468733566,
449,w155463632,mfh,67447.16411095476,r2,0.1054,,67447.16411095476,,-154820.20781105023,
450,w155463633,mfh,139780.5863489692,r2,0.1054,178915.2173038438,67343.37274848943,-12640.702864203835,-320856.4764991054,-333497.17936330923
451,w155463638,ab,74333.61459427596,r2,0.1054,140254.36314250823,31093.580676718997,-40999.91523332294,-170627.56915769473,-211627.48439101767
452,w155463639,other,56433.00137139599,nr2,0.0985,139735.10556733588,12733.875761949328,-45993.514866990765,-121057.78417236393,-167051.2990393547
453,w155463640,sfh,27046.591334301986,r1,0.1145,56688.86519837869,8149.209288913908,-9566.132135842112,-67443.6967319964,-77009.82886783851
454,w155463643,ab,75037.37822127706,r2,0.1054,148063.9486009917,28483.777730710135,-41203.4423468592,-172243.00892330043,-213446.45127015962
455,w155463644,mfh,22355.05352604927,r1,0.1145,42806.04519995966,11153.843250929993,-14874.576147578133,-55744.82313881289,-70619.39928639102
456,w155463645,mfh,20653.13311022937,r1,0.1145,44422.66091052197,11053.44919247696,-20484.776728761877,-51500.89446891892,-71985.6711976808
457,w155463647,mfh,20488.666846367254,r1,0.1145,41943.07317118077,9369.723502372359,-14216.745901186718,-51090.779468272114,-65307.52536945883
458,w155463653,mfh,49110.00769747382,r1,0.1145,,49110.00769747382,,-122461.2900278405,
