,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.06210526315789474,npv_DH_25years_ir_0.06210526315789474,savings_npv_25years_ir_0.06210526315789474,operator_selling_price
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1642238.0776998512,-5900976.560777564,-4258738.483077712,0.10454530406900284
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-120719.8107172788,-553658.1984942869,-432938.38777700806,0.10454530406900284
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-508023.6149571729,-2370034.4493093486,-1862010.8343521757,0.10454530406900284
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-45774.68670148964,-265751.2303309783,-219976.54362948865,0.11356698005465282
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-328109.7879431999,-348247.0817110443,-20137.293767844385,0.10454530406900284
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-826476.6392045884,-877200.5233662055,-50723.88416161714,0.10454530406900284
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-444575.3154032349,-471860.52315131,-27285.207748075074,0.10454530406900284
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-3699308.6827508607,-3926348.741962346,-227040.0592114851,0.10454530406900284
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-273766.2675846665,-761203.9078218535,-487437.64023718704,0.10454530406900284
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-452903.49285488506,-2277193.9940308672,-1824290.5011759822,0.10454530406900284
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-277245.791346487,-1572489.1363664984,-1295243.3450200115,0.10454530406900284
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-83051.34521829686,-838261.3371608866,-755209.9919425898,0.10454530406900284
