,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.052631578947368425,npv_DH_25years_ir_0.052631578947368425,savings_npv_25years_ir_0.052631578947368425,operator_selling_price
0,w24853838,27974.42320393324,trade,1197460.8634512746,1330512.0705014162,1496826.079314093,nr2,-1799338.5069259047,-5975396.709340628,-4176058.2024147236,0.09949137593133234
1,w24853840,937.1926232803613,trade,88132.8528706944,97925.39207854934,110166.066088368,nr2,-132430.91338987084,-559293.1677370378,-426862.2543471669,0.09949137593133234
2,w24853841,8998.296452549099,trade,370264.7062278559,411405.2291420621,462830.8827848198,nr2,-556370.2029903529,-2392801.4921801426,-1836431.2891897897,0.09949137593133234
3,w25538793,404.8852469230536,trade,30691.75479818213,34101.94977575792,38364.69349772766,nr1,-50098.04897767611,-267782.9108031113,-217684.86182543522,0.10807692613860466
4,w27689586,5481.69515059907,office,247077.21277456047,274530.2364161783,308846.5159682006,nr2,-371265.196799713,-1748503.9906534802,-1377238.7938537672,0.09949137593133234
5,w28994179,8336.082743907347,other,755590.8194729006,839545.3549698895,944488.5243411257,nr2,-1135372.101463766,-4210872.073422566,-3075499.9719588,0.09949137593133234
6,w28994181,1422.5013561584055,trade,126963.50101552144,141070.5566839127,158704.37626940178,nr2,-190778.94177929402,-892897.1498552448,-702118.2080759507,0.09949137593133234
7,w29249266,23411.247439788887,trade,2692049.9258480393,2991166.584275599,3365062.407310049,nr2,-4045150.235795163,-4085863.581809282,-40713.34601411875,0.09949137593133234
8,w30213059,1747.46707642246,ab,196743.8254561325,218604.25050681387,245929.7818201656,r2,-316342.13240023865,-904325.1610069441,-587983.0286067055,0.09949137593133234
9,w50930444,8762.936898044496,other,331711.8078293086,368568.67536589847,414639.75978663575,nr2,-498439.52921269514,-2237248.466961243,-1738808.937748548,0.09949137593133234
10,w50930445,4934.112452852726,other,203585.9606969704,226206.62299663379,254482.450871213,nr2,-305914.0133363268,-1602851.0331002185,-1296937.0197638916,0.09949137593133234
11,w50930458,1974.6456010334193,other,59309.24989752737,65899.1665528082,74136.56237190921,nr2,-89119.75365101748,-822764.7277114217,-733644.9740604042,0.09949137593133234
