,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.09526315789473684,npv_DH_25years_ir_0.09526315789473684,savings_npv_25years_ir_0.09526315789473684,operator_selling_price
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1234211.35896994,-5824466.480778722,-4590255.121808782,0.14231166936837705
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-90726.04250453749,-548033.9942447053,-457307.9517401678,0.14231166936837705
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-381801.22889569926,-2346366.1834534532,-1964564.954557754,0.14231166936837705
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-34401.61268176025,-263618.6376277582,-229217.02494599795,0.15459237180118116
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-246588.38006965813,-332960.8047303656,-86372.42466070745,0.14231166936837705
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-621132.1427026588,-838695.8786125751,-217563.73590991634,0.14231166936837705
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-334117.1488100164,-451148.24433565035,-117031.09552563395,0.14231166936837705
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-2780186.903827052,-3754001.987188456,-973815.083361404,0.14231166936837705
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-205746.9265534557,-748450.0412048417,-542703.1146513859,0.14231166936837705
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-340376.1263297317,-2256093.714515599,-1915717.5881858673,0.14231166936837705
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-208361.9357953919,-1559572.5574835069,-1351210.621688115,0.14231166936837705
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-62416.59783563374,-834392.0656143619,-771975.4677787281,0.14231166936837705
12,w50930471,4724.4749339554455,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-266081.2330057191,-1611372.5747568575,-1345291.3417511384,0.14231166936837705
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1091011.0828766807,-1473159.1489499614,-382148.06607328076,0.14231166936837705
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-701838.6081557694,-947671.3691714576,-245832.7610156882,0.14231166936837705
15,w50930479,4489.048651921749,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-191246.18759151502,-1226390.8470934024,-1035144.6595018874,0.14231166936837705
16,w50930480,4441.97852948606,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-173888.35447054633,-1159765.6685951364,-985877.31412459,0.14231166936837705
17,w50930481,1370.623297881335,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-63989.57043962584,-531046.732016546,-467057.16157692013,0.14231166936837705
18,w50930482,1573.369959426485,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-65328.73567833651,-515625.95874918764,-450297.2230708511,0.14231166936837705
19,w50930483,704.9254127380437,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-50524.860530693215,-344387.7869098018,-293862.9263791086,0.15459237180118116
20,w50930486,509.32494937628496,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-34112.73116882641,-248246.18650145212,-214133.45533262572,0.15459237180118116
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-233573.05041992513,-315386.60016816406,-81813.54974823893,0.14231166936837705
22,w98916062,151.14776481509907,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-12419.724698876953,-109754.7004154258,-97334.97571654886,0.15459237180118116
23,w98916065,222.67857759937178,other,20948.500685227787,23276.111872475318,26185.625856534734,nr1,-23455.967933587322,-169264.12804367623,-145808.1601100889,0.15459237180118116
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-3127681.7151235323,-4223213.683117593,-1095531.9679940604,0.14231166936837705
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-506224.3334559138,-683539.3516675844,-177315.01821167057,0.14231166936837705
26,w98916075,67.06430839556852,sfh,8538.96409194254,9487.737879936156,10673.705114928174,r1,-10231.21733448043,-88472.80988842729,-78241.59255394686,0.1545985402531231
