,south G(i) [kWh/m2],east G(i) [kWh/m2],north G(i) [kWh/m2],west G(i) [kWh/m2],T2m
4524,572.4164070972242,285.2106936152677,179.27520682318072,179.27520682318072,25.6
4525,240.4842579088605,172.30583564433692,172.30583564433692,189.90698228361828,25.1
4526,88.78633222321822,85.34402189050843,85.34402189050843,88.29211865447536,20.8
4527,74.62632740373105,73.14626439390985,73.14626439390985,75.7533555219342,18.7
4528,128.70129473840325,111.27359676099134,111.27359676099134,179.13441300201185,18.9
4529,113.03013606902316,103.69053565846417,103.69053565846417,387.59844955756137,19.4
4530,75.75054241221152,75.75054241221152,95.1487759167155,193.90129038495877,20.2
4531,28.533684925662733,28.533684925662733,50.15527253218265,87.65035117282747,20.4
4532,2.138639159636587,2.138639159636587,2.138639159636587,2.138639159636587,19.1
4533,0.0,0.0,0.0,0.0,18.2
4534,0.0,0.0,0.0,0.0,17.7
4535,0.0,0.0,0.0,0.0,17.8
4536,0.0,0.0,0.0,0.0,18.0
4537,0.0,0.0,0.0,0.0,17.5
4538,0.0,0.0,0.0,0.0,18.4
4539,0.0,0.0,0.0,0.0,18.1
4540,0.24999999999999997,0.24999999999999997,0.24999999999999997,0.24999999999999997,18.3
4541,12.259246194024442,18.99089908610417,16.344204892291856,12.259246194024442,18.3
4542,42.01262676667307,67.5862509671332,51.47567963265713,42.01262676667307,18.3
4543,77.80898544423349,125.40830560716532,85.80123872985776,77.80898544423349,18.5
4544,115.91795471730346,170.8987334148954,114.26648523361007,114.26648523361007,18.6
4545,160.28563712402865,201.9143991080171,146.23888881797598,146.23888881797598,19.8
4546,204.1356666065966,238.85221115575465,159.8594189473543,159.8594189473543,20.8
4547,429.7945981617562,400.92297112221564,207.58580354746783,207.58580354746783,21.6
4548,463.4073314371642,274.5922325681641,204.76607037346986,204.76607037346986,23.6
4549,454.00297448086513,214.62969207371333,214.62969207371333,275.9108839418043,24.0
4550,405.51151852350574,202.21758242142357,202.21758242142357,375.3641998160576,24.0
4551,260.7166231696751,171.42277512044538,171.42277512044538,327.7297607885662,24.3
4552,180.0200760902132,145.81872069920388,145.81872069920388,277.65506008248343,19.9
4553,121.51539420652051,109.41997456893981,109.41997456893981,453.97364950347395,22.2
4554,56.83901510831679,56.83901510831679,73.06796766081877,156.9482904111741,21.8
4555,19.036044977827192,19.036044977827192,19.036044977827192,19.036044977827192,21.1
4556,2.1386784001872807,2.1386784001872807,2.1386784001872807,2.1386784001872807,20.1
4557,0.0,0.0,0.0,0.0,18.8
4558,0.0,0.0,0.0,0.0,18.8
4559,0.0,0.0,0.0,0.0,18.7
4560,0.0,0.0,0.0,0.0,18.7
4561,0.0,0.0,0.0,0.0,17.9
4562,0.0,0.0,0.0,0.0,17.5
4563,0.0,0.0,0.0,0.0,17.4
4564,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994,17.1
4565,22.33654678219517,131.70442339036074,88.5847400219335,22.33654678219517,17.4
4566,62.6093187812541,318.65168901886483,157.07011431651836,62.6093187812541,17.9
4567,77.95255015008448,123.11609400990919,85.48371739725195,77.95255015008448,18.6
4568,116.49474818939551,169.48057673824098,114.83260542668994,114.83260542668994,19.5
4569,160.39390421471552,202.15465341183778,146.19557991706893,146.19557991706893,20.2
4570,293.0721029249524,382.0223776568058,178.83621724599024,178.83621724599024,21.8
4571,222.69847863656062,218.0871655439882,187.61606742581193,187.61606742581193,21.5
4572,464.7468660247505,281.77095652104515,213.96607401196354,213.96607401196354,22.6
