,south G(i) [kWh/m2],south_east G(i) [kWh/m2],east G(i) [kWh/m2],north_east G(i) [kWh/m2],north G(i) [kWh/m2],north_west G(i) [kWh/m2],west G(i) [kWh/m2],south_west G(i) [kWh/m2]
2212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,14.14,34.61,41.69,35.32,19.61,14.14,14.14,14.14
2214,65.57,82.69,87.04,76.08,46.06,46.06,46.06,46.06
2215,192.84,286.07,286.3,193.4,93.94,93.94,93.94,93.94
2216,500.6,747.3,632.1,222.49,83.45,83.45,83.45,83.45
2217,644.33,763.7,518.74,88.01,88.01,88.01,88.01,230.56
2218,504.94,483.66,307.91,157.32,157.32,157.32,157.32,359.29
2219,335.71,298.32,170.09,170.09,170.09,170.09,237.15,310.37
2220,375.4,277.88,162.79,162.79,162.79,162.79,295.39,382.65
2221,435.62,191.07,132.24,132.24,132.24,132.24,428.45,533.94
2222,371.06,98.5,98.5,98.5,98.5,256.58,533.59,581.01
2223,276.1,51.98,51.98,51.98,51.98,389.98,712.36,665.19
2224,81.15,38.3,38.3,38.3,38.3,242.64,348.54,281.65
2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,16.42,52.39,66.16,53.97,23.74,16.42,16.42,16.42
2238,122.37,288.67,331.57,225.95,56.54,56.54,56.54,56.54
2239,298.08,558.14,560.03,302.65,81.17,81.17,81.17,81.17
2240,417.62,591.08,511.46,225.4,110.81,110.81,110.81,110.81
2241,530.24,612.83,445.18,128.59,128.59,128.59,128.59,245.81
2242,343.33,334.63,262.75,168.27,168.27,168.27,168.27,283.76
2243,303.2,275.54,167.81,167.81,167.81,167.81,230.84,284.69
2244,336.61,262.85,163.71,163.71,163.71,163.71,277.12,342.52
2245,273.54,192.8,142.73,142.73,142.73,142.73,272.08,306.38
2246,139.55,96.67,96.67,96.67,96.67,133.82,148.23,150.6
2247,97.59,67.49,67.49,67.49,67.49,102.87,116.87,114.68
2248,59.89,38.76,38.76,38.76,38.76,110.17,142.21,121.39
2249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,19.15,211.35,295.41,222.21,39.32,19.15,19.15,19.15
2262,163.25,534.97,632.17,397.91,43.78,43.78,43.78,43.78
2263,350.14,720.74,725.22,360.94,60.19,60.19,60.19,60.19
2264,520.3,791.13,668.94,225.32,73.87,73.87,73.87,73.87
2265,167.07,169.0,165.13,120.84,120.84,120.84,120.84,160.49
2266,230.45,228.21,209.69,151.39,151.39,151.39,151.39,215.1
2267,249.96,236.23,159.15,159.15,159.15,159.15,214.34,240.89
2268,222.98,204.65,146.83,146.83,146.83,146.83,208.45,224.55
2269,266.55,192.42,143.19,143.19,143.19,143.19,266.03,297.04
2270,271.52,115.37,115.37,115.37,115.37,218.57,357.22,379.15
2271,213.3,74.33,74.33,74.33,74.33,287.11,470.8,440.23
2272,62.74,40.13,40.13,40.13,40.13,123.17,160.62,135.58
2273,0.0,0.0,0.0,0.0,2.41,19.04,24.15,15.17
2274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,19.61,236.84,333.18,250.69,43.03,19.61,19.61,19.61
2286,83.29,122.03,132.29,108.07,55.18,55.18,55.18,55.18
2287,354.36,737.78,744.23,369.95,58.37,58.37,58.37,58.37
2288,231.75,272.37,254.37,188.28,128.59,128.59,128.59,128.59
2289,150.16,150.96,149.36,111.72,111.72,111.72,111.72,147.42
2290,118.5,118.5,118.5,90.29,90.29,90.29,90.29,118.5
2291,614.67,469.73,141.82,141.82,141.82,141.82,241.47,520.12
2292,698.45,341.71,87.55,87.55,87.55,87.55,420.61,731.13
2293,433.53,134.98,134.98,134.98,134.98,190.55,434.54,535.19
2294,427.26,78.89,78.89,78.89,78.89,289.89,665.19,722.09
2295,244.3,65.21,65.21,65.21,65.21,352.81,607.22,562.28
2296,86.74,36.94,36.94,36.94,36.94,335.73,485.77,382.63
2297,1.37,1.37,1.37,1.37,1.8,1.8,1.8,1.8
2298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2309,21.43,203.84,284.9,216.66,43.53,21.43,21.43,21.43
2310,164.72,554.59,659.25,417.38,44.23,44.23,44.23,44.23
2311,346.68,716.36,724.34,365.95,62.47,62.47,62.47,62.47
2312,445.81,646.72,559.23,234.6,105.34,105.34,105.34,105.34
2313,144.15,144.68,143.64,108.07,108.07,108.07,108.07,142.36
2314,114.31,114.31,114.31,87.1,87.1,87.1,87.1,114.31
2315,134.66,134.66,102.6,102.6,102.6,102.6,134.66,134.66
2316,388.01,283.42,166.44,166.44,166.44,166.44,307.99,398.19
2317,428.17,136.35,136.35,136.35,136.35,194.06,431.81,528.79
2318,356.05,103.97,103.97,103.97,103.97,266.34,522.62,559.78
2319,228.2,71.14,71.14,71.14,71.14,326.87,545.4,504.53
2320,88.69,34.2,34.2,34.2,34.2,396.5,576.94,449.44
2321,2.74,2.74,2.74,2.74,3.59,3.59,3.59,3.59
2322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333,3.65,4.79,4.79,4.79,4.79,3.65,3.65,3.65
2334,40.7,40.7,40.7,40.7,31.01,31.01,31.01,31.01
2335,44.89,44.89,44.89,44.89,34.2,34.2,34.2,34.2
2336,102.94,102.94,102.94,102.94,78.43,78.43,78.43,78.43
2337,83.79,83.79,83.79,63.84,63.84,63.84,63.84,83.79
2338,44.89,44.89,44.89,34.2,34.2,34.2,34.2,44.89
2339,41.89,41.89,31.92,31.92,31.92,31.92,41.89,41.89
2340,39.5,39.5,30.1,30.1,30.1,30.1,39.5,39.5
2341,88.58,67.49,67.49,67.49,67.49,88.58,88.58,88.58
2342,124.95,91.2,91.2,91.2,91.2,122.93,128.98,129.82
2343,67.63,51.53,51.53,51.53,51.53,67.63,67.63,67.63
2344,49.44,36.02,36.02,36.02,36.02,65.55,74.75,68.07
2345,3.65,3.65,3.65,3.65,4.79,4.79,4.79,4.79
2346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,7.3,9.58,9.58,9.58,9.58,7.3,7.3,7.3
2358,53.92,56.36,57.03,55.55,40.58,40.58,40.58,40.58
2359,135.76,159.39,160.12,137.53,90.74,90.74,90.74,90.74
2360,316.12,409.91,370.54,221.07,133.15,133.15,133.15,133.15
2361,213.18,219.57,207.3,141.82,141.82,141.82,141.82,191.88
2362,289.65,284.8,244.64,168.27,168.27,168.27,168.27,256.36
2363,656.27,489.05,128.14,128.14,128.14,128.14,235.79,551.37
2364,705.96,331.23,77.06,77.06,77.06,77.06,429.49,746.66
2365,595.66,75.24,75.24,75.24,75.24,140.24,613.58,802.23
2366,444.92,65.21,65.21,65.21,65.21,311.26,732.06,787.43
2367,256.58,57.0,57.0,57.0,57.0,407.4,707.66,645.19
2368,80.49,41.95,41.95,41.95,41.95,292.43,410.1,322.31
2369,7.3,7.3,7.3,7.3,21.34,87.34,106.33,68.89
2370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,25.54,134.99,183.34,144.65,44.18,25.54,25.54,25.54
2382,152.41,464.53,551.55,362.48,55.18,55.18,55.18,55.18
2383,301.43,575.86,585.68,325.13,85.27,85.27,85.27,85.27
2384,501.8,765.34,656.76,239.66,81.62,81.62,81.62,81.62
2385,642.3,769.66,527.9,83.45,83.45,83.45,83.45,220.41
2386,724.59,681.47,324.37,84.82,84.82,84.82,84.82,428.46
2387,770.23,537.18,62.93,62.93,62.93,62.93,188.84,625.95
2388,706.01,327.34,74.33,74.33,74.33,74.33,431.76,749.27
2389,598.98,70.68,70.68,70.68,70.68,140.14,622.74,812.79
2390,443.35,63.38,63.38,63.38,63.38,315.81,739.17,792.0
2391,259.98,53.35,53.35,53.35,53.35,427.31,744.18,674.86
2392,83.24,37.85,37.85,37.85,37.85,389.19,554.56,427.83
2393,8.21,8.21,8.21,8.21,29.4,129.12,157.33,100.07
2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,26.9,173.18,239.6,187.35,50.58,26.9,26.9,26.9
2406,129.03,304.54,354.07,248.61,64.75,64.75,64.75,64.75
2407,312.98,614.34,626.54,342.43,81.62,81.62,81.62,81.62
2408,509.97,785.66,674.21,240.9,76.15,76.15,76.15,76.15
2409,655.16,789.6,537.36,72.96,72.96,72.96,72.96,212.81
2410,653.75,618.79,328.82,120.84,120.84,120.84,120.84,413.24
2411,732.7,520.94,88.46,88.46,88.46,88.46,208.59,603.32
2412,698.72,324.75,77.52,77.52,77.52,77.52,432.91,743.52
2413,274.44,149.11,149.11,149.11,149.11,203.44,279.02,308.43
2414,344.64,108.07,108.07,108.07,108.07,275.93,517.2,545.66
2415,119.29,78.89,78.89,78.89,78.89,133.94,160.39,154.32
2416,77.82,45.14,45.14,45.14,45.14,264.29,362.44,285.21
2417,8.66,8.66,8.66,8.66,20.55,67.54,80.61,53.3
2418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,5.93,7.78,7.78,7.78,7.78,5.93,5.93,5.93
2430,155.01,491.58,587.72,387.1,55.18,55.18,55.18,55.18
2431,291.62,547.98,559.55,319.57,90.29,90.29,90.29,90.29
2432,431.96,625.27,548.62,246.92,113.09,113.09,113.09,113.09
2433,280.31,297.71,265.45,159.15,159.15,159.15,159.15,223.45
2434,318.38,312.12,260.15,174.65,174.65,174.65,174.65,275.25
2435,177.47,175.93,131.79,131.79,131.79,131.79,173.7,176.54
2436,450.15,302.21,165.53,165.53,165.53,165.53,346.97,468.69
2437,305.17,151.85,151.85,151.85,151.85,210.49,312.53,351.75
2438,81.4,62.02,62.02,62.02,62.02,81.4,81.4,81.4
2439,114.37,77.98,77.98,77.98,77.98,126.21,146.6,141.7
2440,54.17,40.13,40.13,40.13,40.13,70.3,78.57,71.89
2441,9.58,9.58,9.58,9.58,30.81,120.28,144.73,92.13
2442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,26.9,276.04,394.49,304.42,64.8,26.9,26.9,26.9
2454,159.86,546.11,657.76,429.38,51.07,51.07,51.07,51.07
2455,313.89,623.37,638.79,351.13,81.62,81.62,81.62,81.62
2456,512.09,796.85,686.15,244.84,72.5,72.5,72.5,72.5
2457,593.84,705.32,501.04,108.07,108.07,108.07,108.07,231.9
2458,706.78,665.73,324.2,91.2,91.2,91.2,91.2,423.31
2459,707.9,507.78,100.32,100.32,100.32,100.32,220.29,588.82
2460,585.98,322.69,132.7,132.7,132.7,132.7,405.85,620.43
2461,168.29,121.75,121.75,121.75,121.75,160.86,168.97,172.04
2462,52.07,39.67,39.67,39.67,39.67,52.07,52.07,52.07
2463,56.86,43.32,43.32,43.32,43.32,56.86,56.86,56.86
2464,57.55,42.41,42.41,42.41,42.41,80.28,91.64,82.22
2465,5.93,5.93,5.93,5.93,7.78,7.78,7.78,7.78
2466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,26.45,59.71,72.12,62.84,37.96,26.45,26.45,26.45
2478,105.45,174.43,194.6,154.15,67.94,67.94,67.94,67.94
2479,236.4,384.02,392.06,255.83,105.79,105.79,105.79,105.79
2480,401.78,567.21,504.18,249.62,124.49,124.49,124.49,124.49
2481,470.21,538.04,415.24,150.94,150.94,150.94,150.94,251.49
2482,657.93,622.69,328.91,118.11,118.11,118.11,118.11,414.0
2483,735.29,516.62,79.8,79.8,79.8,79.8,206.62,606.89
2484,671.9,317.83,89.83,89.83,89.83,89.83,434.33,720.15
2485,563.83,85.73,85.73,85.73,85.73,168.93,605.34,768.91
2486,401.23,85.27,85.27,85.27,85.27,319.32,668.22,702.15
2487,246.04,56.54,56.54,56.54,56.54,436.52,737.07,658.18
2488,75.05,36.94,36.94,36.94,36.94,442.43,621.34,469.16
2489,10.94,10.94,10.94,10.94,43.56,175.82,210.68,131.13
2490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2501,29.64,269.28,385.06,299.98,69.84,29.64,29.64,29.64
2502,155.34,504.43,607.69,404.64,57.46,57.46,57.46,57.46
2503,340.74,733.18,756.39,396.79,63.38,63.38,63.38,63.38
2504,522.78,830.44,715.6,245.54,58.82,58.82,58.82,58.82
2505,622.03,748.06,522.65,90.29,90.29,90.29,90.29,218.39
2506,728.23,684.31,317.34,69.77,69.77,69.77,69.77,423.37
2507,753.82,520.49,59.28,59.28,59.28,59.28,194.07,618.61
2508,687.41,310.93,75.24,75.24,75.24,75.24,439.72,740.76
2509,330.31,154.13,154.13,154.13,154.13,219.14,343.59,389.64
2510,417.56,72.05,72.05,72.05,72.05,332.55,722.64,757.85
2511,222.02,73.87,73.87,73.87,73.87,369.05,591.57,530.67
2512,71.89,35.57,35.57,35.57,35.57,465.92,653.0,489.79
2513,11.86,11.86,11.86,11.86,37.96,135.71,161.01,101.55
2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,24.17,40.79,45.38,42.07,33.02,24.17,24.17,24.17
2526,159.49,579.35,704.96,462.75,49.7,49.7,49.7,49.7
2527,343.25,753.09,779.23,406.38,58.37,58.37,58.37,58.37
2528,522.13,833.96,719.97,246.93,56.09,56.09,56.09,56.09
2529,668.0,818.95,552.28,43.78,43.78,43.78,43.78,187.88
2530,720.59,677.59,317.38,72.96,72.96,72.96,72.96,421.18
2531,712.06,504.96,93.02,93.02,93.02,93.02,219.05,593.63
2532,639.74,315.01,105.79,105.79,105.79,105.79,430.3,687.5
2533,424.62,142.27,142.27,142.27,142.27,219.74,452.1,536.96
2534,358.8,104.88,104.88,104.88,104.88,304.54,574.5,596.98
2535,142.91,88.01,88.01,88.01,88.01,176.69,225.8,211.8
2536,54.61,41.04,41.04,41.04,41.04,67.31,73.19,67.93
2537,11.4,11.4,11.4,11.4,19.36,37.84,42.54,31.17
2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,15.5,20.35,20.35,20.35,20.35,15.5,15.5,15.5
2550,24.54,24.54,24.54,24.54,18.7,18.7,18.7,18.7
2551,65.24,65.24,65.24,65.24,49.7,49.7,49.7,49.7
2552,44.29,44.29,44.29,44.29,33.74,33.74,33.74,33.74
2553,106.53,106.53,106.53,81.17,81.17,81.17,81.17,106.53
2554,83.19,83.19,83.19,63.38,63.38,63.38,63.38,83.19
2555,93.96,93.96,71.59,71.59,71.59,71.59,93.96,93.96
2556,140.05,140.05,106.71,106.71,106.71,106.71,140.05,140.05
2557,174.21,125.86,125.86,125.86,125.86,166.64,175.35,178.48
2558,52.67,40.13,40.13,40.13,40.13,52.67,52.67,52.67
2559,22.14,16.87,16.87,16.87,16.87,22.14,22.14,22.14
2560,13.17,10.03,10.03,10.03,10.03,13.17,13.17,13.17
2561,1.82,1.82,1.82,1.82,2.39,2.39,2.39,2.39
2562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2573,30.1,336.8,490.94,383.34,84.82,30.1,30.1,30.1
2574,158.29,614.15,753.6,494.94,46.06,46.06,46.06,46.06
2575,232.77,370.25,380.3,257.01,111.27,111.27,111.27,111.27
2576,325.76,425.15,390.35,241.73,142.73,142.73,142.73,142.73
2577,119.7,119.7,119.7,91.2,91.2,91.2,91.2,119.7
2578,397.16,386.32,294.92,182.86,182.86,182.86,182.86,321.08
2579,241.56,232.36,164.16,164.16,164.16,164.16,220.0,236.44
2580,653.43,306.52,93.48,93.48,93.48,93.48,438.53,708.11
2581,369.46,153.67,153.67,153.67,153.67,228.17,392.73,451.26
2582,101.74,77.52,77.52,77.52,77.52,101.74,101.74,101.74
2583,138.45,88.46,88.46,88.46,88.46,168.95,209.99,197.36
2584,71.27,44.69,44.69,44.69,44.69,394.47,536.9,403.02
2585,13.68,13.68,13.68,13.68,66.47,257.47,304.16,184.15
2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2597,31.92,71.82,87.46,76.73,46.68,31.92,31.92,31.92
2598,107.17,164.5,182.22,149.97,72.5,72.5,72.5,72.5
2599,313.21,640.15,665.53,374.5,83.45,83.45,83.45,83.45
2600,493.29,774.35,678.1,260.9,78.89,78.89,78.89,78.89
2601,586.21,701.78,505.22,108.99,108.99,108.99,108.99,226.2
2602,650.84,616.74,328.04,117.65,117.65,117.65,117.65,410.37
2603,734.08,505.54,63.38,63.38,63.38,63.38,202.22,608.44
2604,680.5,293.99,65.66,65.66,65.66,65.66,445.92,743.44
2605,561.73,74.33,74.33,74.33,74.33,178.37,631.02,789.82
2606,414.63,63.38,63.38,63.38,63.38,353.66,760.5,785.76
2607,233.99,55.63,55.63,55.63,55.63,465.07,764.89,669.17
