,south G(i) [kWh/m2],south_east G(i) [kWh/m2],east G(i) [kWh/m2],north_east G(i) [kWh/m2],north G(i) [kWh/m2],north_west G(i) [kWh/m2],west G(i) [kWh/m2],south_west G(i) [kWh/m2]
4695,163.47,58.82,58.82,58.82,58.82,542.39,786.16,629.2
4696,49.7,49.7,49.7,49.7,138.97,595.61,739.18,497.08
4697,35.57,35.57,35.57,35.57,198.64,527.94,570.53,310.51
4698,13.68,13.68,13.68,13.68,113.1,222.13,208.87,84.42
4699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4708,23.71,121.03,251.87,254.49,131.15,23.71,23.71,23.71
4709,43.32,364.14,611.68,539.59,199.61,43.32,43.32,43.32
4710,53.35,549.64,765.82,585.32,125.68,53.35,53.35,53.35
4711,220.2,654.47,769.77,498.58,62.93,62.93,62.93,62.93
4712,366.6,689.74,683.73,352.08,70.68,70.68,70.68,70.68
4713,483.49,663.5,534.74,172.62,71.14,71.14,71.14,71.14
4714,553.42,566.48,333.16,76.15,76.15,76.15,76.15,301.61
4715,571.77,419.37,76.61,76.61,76.61,76.61,187.33,475.65
4716,535.47,231.94,71.59,71.59,71.59,71.59,406.07,607.6
4717,447.74,70.22,70.22,70.22,70.22,237.08,594.88,682.14
4718,319.09,64.3,64.3,64.3,64.3,409.96,731.39,693.75
4719,167.25,62.47,62.47,62.47,62.47,533.32,772.14,620.52
4720,57.0,57.0,57.0,57.0,139.61,554.84,686.32,467.47
4721,38.3,38.3,38.3,38.3,184.83,479.6,518.49,286.81
4722,13.22,13.22,13.22,13.22,81.53,155.55,146.8,62.67
4723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4732,23.26,76.46,142.92,144.1,81.24,23.26,23.26,23.26
4733,56.54,229.55,354.15,317.38,145.59,56.54,56.54,56.54
4734,65.21,502.11,689.11,531.43,131.7,65.21,65.21,65.21
4735,223.71,635.93,744.48,485.79,70.68,70.68,70.68,70.68
4736,367.7,682.86,675.91,350.93,76.15,76.15,76.15,76.15
4737,483.4,659.18,532.08,176.56,77.52,77.52,77.52,77.52
4738,553.04,565.52,336.06,83.45,83.45,83.45,83.45,305.92
4739,528.67,416.9,144.55,144.55,144.55,144.55,245.6,457.72
4740,535.4,238.12,78.89,78.89,78.89,78.89,406.49,605.14
4741,448.68,76.61,76.61,76.61,76.61,239.04,590.3,677.14
4742,321.21,74.33,74.33,74.33,74.33,404.36,712.05,677.61
4743,170.06,64.3,64.3,64.3,64.3,528.28,765.38,617.0
4744,56.09,56.09,56.09,56.09,137.61,558.27,692.42,472.05
4745,38.76,38.76,38.76,38.76,177.45,457.58,495.29,276.16
4746,12.77,12.77,12.77,12.77,127.25,255.62,240.9,95.61
4747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4756,3.19,4.19,4.19,4.19,4.19,3.19,3.19,3.19
4757,11.86,15.56,15.56,15.56,15.56,11.86,11.86,11.86
4758,81.17,126.37,135.18,127.67,108.74,81.17,81.17,81.17
4759,174.13,213.16,223.35,198.73,123.12,123.12,123.12,123.12
4760,255.84,310.66,309.26,252.45,159.6,159.6,159.6,159.6
4761,418.32,514.7,444.21,248.14,161.43,161.43,161.43,161.43
4762,320.1,321.85,288.65,195.63,195.63,195.63,195.63,284.43
4763,574.22,422.64,79.8,79.8,79.8,79.8,188.92,477.41
4764,538.93,237.5,75.24,75.24,75.24,75.24,406.01,608.73
4765,449.59,79.34,79.34,79.34,79.34,238.75,587.28,674.61
4766,323.1,69.31,69.31,69.31,69.31,404.75,721.59,687.77
4767,170.85,62.47,62.47,62.47,62.47,530.47,772.02,623.05
4768,58.37,58.37,58.37,58.37,136.21,539.63,669.21,459.18
4769,34.2,34.2,34.2,34.2,196.08,533.9,580.28,317.29
4770,12.77,12.77,12.77,12.77,76.5,146.4,138.63,59.86
4771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4780,5.47,7.18,7.18,7.18,7.18,5.47,5.47,5.47
4781,46.51,334.49,551.32,485.51,184.01,46.51,46.51,46.51
4782,55.63,542.77,750.49,571.59,122.39,55.63,55.63,55.63
4783,225.43,648.19,757.53,489.39,66.58,66.58,66.58,66.58
4784,371.42,686.54,677.25,348.99,76.15,76.15,76.15,76.15
4785,488.57,665.98,534.65,171.51,74.33,74.33,74.33,74.33
4786,316.29,317.9,286.04,194.71,194.71,194.71,194.71,282.14
4787,571.81,425.07,90.74,90.74,90.74,90.74,197.52,477.55
4788,366.07,288.35,193.8,193.8,193.8,193.8,331.23,383.84
4789,436.98,114.91,114.91,114.91,114.91,257.73,550.09,624.34
4790,269.66,149.11,149.11,149.11,149.11,294.78,397.27,386.87
4791,184.34,116.74,116.74,116.74,116.74,309.88,395.47,343.47
4792,72.05,72.05,72.05,72.05,97.9,120.6,127.94,116.2
4793,23.26,23.26,23.26,23.26,30.52,30.52,30.52,30.52
4794,3.19,3.19,3.19,3.19,4.19,4.19,4.19,4.19
4795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4804,3.19,4.19,4.19,4.19,4.19,3.19,3.19,3.19
4805,9.58,12.57,12.57,12.57,12.57,9.58,9.58,9.58
4806,90.29,328.31,420.66,340.21,139.24,90.29,90.29,90.29
4807,227.71,644.15,750.79,485.17,68.86,68.86,68.86,68.86
4808,287.85,380.16,377.07,280.39,159.15,159.15,159.15,159.15
4809,425.38,525.85,450.53,243.55,157.78,157.78,157.78,157.78
4810,176.08,176.1,175.73,133.61,133.61,133.61,133.61,175.68
4811,227.8,224.4,165.53,165.53,165.53,165.53,219.11,225.61
4812,373.1,289.9,192.89,192.89,192.89,192.89,335.19,391.86
4813,452.11,85.27,85.27,85.27,85.27,238.86,582.08,670.41
4814,326.31,78.43,78.43,78.43,78.43,397.05,701.52,672.22
4815,179.88,73.87,73.87,73.87,73.87,500.46,722.42,589.63
4816,51.07,51.07,51.07,51.07,129.74,575.99,721.45,492.07
4817,36.48,36.48,36.48,36.48,180.45,483.49,526.76,293.18
4818,11.86,11.86,11.86,11.86,91.18,180.98,171.64,71.35
4819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4828,20.98,127.99,269.98,271.04,134.72,20.98,20.98,20.98
4829,36.94,396.29,668.31,583.19,201.42,36.94,36.94,36.94
4830,48.79,566.84,785.48,592.76,113.83,48.79,48.79,48.79
4831,225.79,674.56,788.28,500.35,56.09,56.09,56.09,56.09
4832,376.35,709.85,697.27,345.98,62.02,62.02,62.02,62.02
4833,494.57,675.3,538.01,163.14,67.49,67.49,67.49,67.49
4834,476.91,483.14,348.69,170.09,170.09,170.09,170.09,333.65
4835,501.02,408.7,167.35,167.35,167.35,167.35,264.05,441.11
4836,335.74,278.77,192.89,192.89,192.89,192.89,309.36,348.41
4837,420.57,137.71,137.71,137.71,137.71,266.35,511.33,575.2
4838,324.43,99.87,99.87,99.87,99.87,382.65,647.85,623.73
4839,179.22,68.86,68.86,68.86,68.86,510.57,743.61,606.36
4840,46.51,46.51,46.51,46.51,125.76,597.48,752.37,511.5
4841,41.04,41.04,41.04,41.04,148.49,367.39,399.26,231.4
4842,6.84,6.84,6.84,6.84,8.98,8.98,8.98,8.98
4843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4852,20.06,136.88,292.07,292.77,143.15,20.06,20.06,20.06
4853,39.67,376.95,629.53,549.22,192.96,39.67,39.67,39.67
4854,48.34,566.95,784.11,590.32,111.36,48.34,48.34,48.34
4855,228.01,676.06,788.36,499.13,56.54,56.54,56.54,56.54
4856,378.49,711.71,697.66,344.58,62.02,62.02,62.02,62.02
4857,497.74,680.09,539.64,158.68,63.84,63.84,63.84,63.84
4858,568.8,579.59,333.95,72.5,72.5,72.5,72.5,307.92
4859,585.47,429.76,76.15,76.15,76.15,76.15,184.73,483.97
4860,547.88,246.92,79.34,79.34,79.34,79.34,406.35,613.92
4861,459.79,76.15,76.15,76.15,76.15,230.12,590.24,685.37
4862,331.39,71.59,71.59,71.59,71.59,397.47,717.15,689.78
4863,178.01,62.02,62.02,62.02,62.02,524.57,772.22,628.67
4864,51.98,51.98,51.98,51.98,126.28,567.62,713.61,489.77
4865,36.94,36.94,36.94,36.94,170.76,456.87,499.33,281.07
4866,10.49,10.49,10.49,10.49,56.59,108.21,103.22,46.1
4867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4876,15.5,24.24,29.64,29.65,24.42,15.5,15.5,15.5
4877,54.72,206.95,311.39,277.63,129.55,54.72,54.72,54.72
4878,89.83,304.92,385.24,312.64,134.21,89.83,89.83,89.83
4879,228.02,448.23,502.79,359.73,117.19,117.19,117.19,117.19
4880,355.9,575.75,565.47,331.07,124.49,124.49,124.49,124.49
4881,215.5,220.8,216.66,205.51,155.04,155.04,155.04,155.04
4882,222.32,222.53,217.39,161.88,161.88,161.88,161.88,216.88
4883,178.5,178.26,135.43,135.43,135.43,135.43,177.89,178.35
4884,131.67,131.67,100.32,100.32,100.32,100.32,131.67,131.67
4885,230.72,159.6,159.6,159.6,159.6,216.94,238.26,243.97
4886,320.02,115.37,115.37,115.37,115.37,364.62,594.76,576.28
4887,179.95,62.02,62.02,62.02,62.02,522.92,772.03,629.97
4888,51.98,51.98,51.98,51.98,124.29,565.58,712.65,490.36
4889,31.01,31.01,31.01,31.01,190.81,545.58,599.26,330.03
4890,10.49,10.49,10.49,10.49,87.42,176.96,168.63,70.03
4891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.12,11.97,11.97,11.97,11.97,9.12,9.12,9.12
4901,49.7,276.44,438.52,385.23,154.18,49.7,49.7,49.7
4902,62.93,509.91,691.64,525.18,118.41,62.93,62.93,62.93
4903,234.08,643.7,743.95,476.1,69.77,69.77,69.77,69.77
4904,380.52,693.6,677.45,341.51,75.7,75.7,75.7,75.7
4905,497.08,668.48,532.54,168.88,80.26,80.26,80.26,80.26
4906,566.86,576.03,338.11,86.18,86.18,86.18,86.18,315.97
4907,583.99,434.04,90.74,90.74,90.74,90.74,196.21,485.48
4908,538.39,264.96,104.43,104.43,104.43,104.43,405.85,596.75
4909,450.7,106.71,106.71,106.71,106.71,245.25,559.27,644.37
4910,317.88,119.47,119.47,119.47,119.47,357.5,576.52,560.11
4911,186.86,74.78,74.78,74.78,74.78,490.46,714.65,588.9
4912,55.63,55.63,55.63,55.63,123.79,540.15,679.95,471.68
4913,38.3,38.3,38.3,38.3,155.74,408.65,447.64,256.75
4914,10.03,10.03,10.03,10.03,66.21,131.2,125.4,54.17
4915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4924,3.19,4.19,4.19,4.19,4.19,3.19,3.19,3.19
4925,8.66,11.37,11.37,11.37,11.37,8.66,8.66,8.66
4926,55.63,73.02,73.02,73.02,73.02,55.63,55.63,55.63
4927,91.57,91.57,91.57,91.57,69.77,69.77,69.77,69.77
4928,78.4,78.4,78.4,78.4,59.74,59.74,59.74,59.74
4929,302.22,331.06,307.83,246.12,180.12,180.12,180.12,180.12
4930,255.88,256.34,243.56,176.47,176.47,176.47,176.47,242.46
4931,336.87,311.61,197.45,197.45,197.45,197.45,271.41,320.22
4932,474.55,295.86,162.79,162.79,162.79,162.79,386.65,512.15
4933,265.05,169.63,169.63,169.63,169.63,236.79,279.45,291.15
4934,50.27,38.3,38.3,38.3,38.3,50.27,50.27,50.27
4935,145.17,105.34,105.34,105.34,105.34,167.73,184.68,175.33
4936,13.68,13.68,13.68,13.68,17.95,17.95,17.95,17.95
4937,6.84,6.84,6.84,6.84,8.98,8.98,8.98,8.98
4938,1.37,1.37,1.37,1.37,1.8,1.8,1.8,1.8
4939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4948,13.68,22.17,27.89,27.85,22.22,13.68,13.68,13.68
4949,14.59,19.15,19.15,19.15,19.15,14.59,14.59,14.59
4950,75.7,114.73,121.12,115.1,100.57,75.7,75.7,75.7
4951,238.94,597.08,682.44,445.01,85.27,85.27,85.27,85.27
4952,384.04,692.3,673.22,337.98,77.98,77.98,77.98,77.98
4953,492.65,650.17,521.25,181.41,98.04,98.04,98.04,98.04
4954,570.26,578.05,339.2,89.38,89.38,89.38,89.38,320.41
4955,587.26,437.52,93.94,93.94,93.94,93.94,198.58,488.28
4956,554.89,257.34,85.73,85.73,85.73,85.73,406.41,616.64
4957,469.27,75.7,75.7,75.7,75.7,222.53,590.42,692.62
4958,340.09,68.4,68.4,68.4,68.4,391.4,722.53,701.27
4959,184.19,59.28,59.28,59.28,59.28,520.61,777.62,638.27
4960,50.16,50.16,50.16,50.16,116.72,563.96,716.39,495.85
4961,34.2,34.2,34.2,34.2,167.05,467.23,515.27,291.17
4962,9.12,9.12,9.12,9.12,68.65,139.25,133.48,56.84
4963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4972,2.74,3.59,3.59,3.59,3.59,2.74,2.74,2.74
4973,43.32,69.57,79.06,75.77,62.0,43.32,43.32,43.32
4974,67.94,94.89,97.23,94.99,89.61,67.94,67.94,67.94
4975,56.26,56.26,56.26,56.26,42.86,42.86,42.86,42.86
4976,144.25,145.54,145.45,144.04,108.99,108.99,108.99,108.99
4977,61.65,61.65,61.65,61.65,46.97,46.97,46.97,46.97
4978,65.83,65.83,65.83,50.16,50.16,50.16,50.16,65.83
4979,162.19,162.19,123.58,123.58,123.58,123.58,162.19,162.19
4980,384.98,291.8,188.79,188.79,188.79,188.79,337.82,404.04
4981,68.23,51.98,51.98,51.98,51.98,68.23,68.23,68.23
4982,205.21,139.54,139.54,139.54,139.54,209.38,238.67,236.95
4983,112.29,84.82,84.82,84.82,84.82,115.2,117.45,116.25
4984,59.28,59.28,59.28,59.28,118.72,497.93,628.16,442.53
4985,31.92,31.92,31.92,31.92,174.13,503.21,556.86,312.55
4986,4.1,4.1,4.1,4.1,5.39,5.39,5.39,5.39
4987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4996,2.28,2.99,2.99,2.99,2.99,2.28,2.28,2.28
4997,17.78,23.34,23.34,23.34,23.34,17.78,17.78,17.78
4998,39.22,51.47,51.47,51.47,51.47,39.22,39.22,39.22
4999,49.08,49.08,49.08,49.08,37.39,37.39,37.39,37.39
5000,78.4,78.4,78.4,78.4,59.74,59.74,59.74,59.74
5001,138.25,138.25,138.25,138.25,105.34,105.34,105.34,105.34
5002,238.38,238.62,229.35,168.27,168.27,168.27,168.27,228.77
5003,449.17,383.06,187.87,187.87,187.87,187.87,277.09,405.28
5004,77.8,77.8,59.28,59.28,59.28,59.28,77.8,77.8
5005,150.91,114.46,114.46,114.46,114.46,150.45,151.12,151.31
5006,107.13,81.62,81.62,81.62,81.62,107.13,107.13,107.13
5007,175.84,114.0,114.0,114.0,114.0,255.3,318.17,285.25
5008,75.7,75.7,75.7,75.7,119.23,312.71,379.65,285.64
5009,36.48,36.48,36.48,36.48,59.43,88.45,93.27,71.84
5010,6.38,6.38,6.38,6.38,16.94,27.78,26.98,15.33
5011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5020,2.28,2.99,2.99,2.99,2.99,2.28,2.28,2.28
5021,8.21,10.77,10.77,10.77,10.77,8.21,8.21,8.21
5022,42.86,56.26,56.26,56.26,56.26,42.86,42.86,42.86
5023,59.85,59.85,59.85,59.85,45.6,45.6,45.6,45.6
5024,100.55,100.55,100.55,100.55,76.61,76.61,76.61,76.61
5025,90.97,90.97,90.97,90.97,69.31,69.31,69.31,69.31
5026,186.86,186.89,185.26,139.99,139.99,139.99,139.99,185.17
5027,92.77,92.77,70.68,70.68,70.68,70.68,92.77,92.77
5028,67.63,67.63,51.53,51.53,51.53,51.53,67.63,67.63
5029,471.67,87.1,87.1,87.1,87.1,224.26,580.16,682.64
5030,332.85,107.62,107.62,107.62,107.62,362.48,617.48,605.2
5031,196.5,84.36,84.36,84.36,84.36,449.25,652.85,548.15
5032,76.15,76.15,76.15,76.15,110.46,216.55,253.53,202.37
5033,25.54,25.54,25.54,25.54,33.52,33.52,33.52,33.52
5034,5.93,5.93,5.93,5.93,16.76,28.23,27.43,15.16
5035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5044,2.28,2.99,2.99,2.99,2.99,2.28,2.28,2.28
5045,31.46,41.3,41.3,41.3,41.3,31.46,31.46,31.46
5046,71.82,71.82,71.82,71.82,71.82,54.72,54.72,54.72
5047,245.85,630.06,716.17,453.74,76.15,76.15,76.15,76.15
5048,359.64,564.74,547.31,317.55,127.23,127.23,127.23,127.23
5049,485.4,623.39,502.38,193.26,117.65,117.65,117.65,117.65
5050,134.66,134.66,134.66,102.6,102.6,102.6,102.6,134.66
5051,600.04,444.79,90.29,90.29,90.29,90.29,195.22,496.66
5052,480.42,298.74,160.97,160.97,160.97,160.97,384.73,516.03
5053,398.99,154.59,154.59,154.59,154.59,260.28,457.53,514.98
5054,333.7,106.71,106.71,106.71,106.71,360.22,616.8,605.82
5055,195.03,68.86,68.86,68.86,68.86,491.01,733.79,611.2
5056,49.25,49.25,49.25,49.25,107.1,553.66,710.51,496.81
5057,39.22,39.22,39.22,39.22,94.39,205.69,224.84,143.62
5058,4.56,4.56,4.56,4.56,5.98,5.98,5.98,5.98
5059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5068,3.19,4.19,4.19,4.19,4.19,3.19,3.19,3.19
5069,10.94,14.36,14.36,14.36,14.36,10.94,10.94,10.94
5070,104.17,133.68,145.8,133.45,104.59,78.43,78.43,78.43
5071,247.53,646.87,734.83,459.89,70.68,70.68,70.68,70.68
5072,397.86,711.38,682.75,328.75,72.5,72.5,72.5,72.5
5073,511.96,675.0,529.36,160.36,85.73,85.73,85.73,85.73
5074,587.84,591.76,336.47,82.08,82.08,82.08,82.08,327.01
5075,573.95,439.88,123.58,123.58,123.58,123.58,224.17,484.6
5076,438.72,299.79,176.93,176.93,176.93,176.93,364.61,465.57
5077,462.64,107.62,107.62,107.62,107.62,234.08,555.44,650.11
5078,342.97,93.94,93.94,93.94,93.94,369.14,658.19,647.35
5079,195.68,65.21,65.21,65.21,65.21,496.49,747.83,623.23
5080,52.9,52.9,52.9,52.9,107.16,528.01,676.94,477.1
5081,33.74,33.74,33.74,33.74,146.56,415.67,462.78,267.54
5082,5.47,5.47,5.47,5.47,17.32,30.51,29.68,15.73
5083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
