,time,G(i),H_sun,T2m,WS10m,Int
6231,20150917:1510,776.88,17.81,30.54,8.3,0.0
6232,20150917:1610,217.99,8.02,29.34,7.9,0.0
6233,20150917:1710,0.0,0.0,28.13,7.49,0.0
6234,20150917:1810,0.0,0.0,26.93,7.09,0.0
6235,20150917:1910,0.0,0.0,25.44,7.6,0.0
6236,20150917:2010,0.0,0.0,23.95,8.11,0.0
6237,20150917:2110,0.0,0.0,22.46,8.62,0.0
6238,20150917:2210,0.0,0.0,21.39,7.19,0.0
6239,20150917:2310,0.0,0.0,20.32,5.75,0.0
6240,20150918:0010,0.0,0.0,19.26,4.32,0.0
6241,20150918:0110,0.0,0.0,17.87,3.59,0.0
6242,20150918:0210,0.0,0.0,16.49,2.86,0.0
6243,20150918:0310,0.0,0.0,15.11,2.14,0.0
6244,20150918:0410,0.0,0.0,15.1,2.08,0.0
6245,20150918:0510,12.77,5.23,15.08,2.02,0.0
6246,20150918:0610,45.6,15.1,15.06,1.96,0.0
6247,20150918:0710,86.64,24.44,16.37,2.2,0.0
6248,20150918:0810,110.35,32.72,17.68,2.45,0.0
6249,20150918:0910,86.18,39.22,18.99,2.69,0.0
6250,20150918:1010,98.04,43.05,20.37,2.57,0.0
6251,20150918:1110,215.64,43.49,21.75,2.45,0.0
6252,20150918:1210,427.6,40.44,23.13,2.33,0.0
6253,20150918:1310,616.09,34.51,22.62,2.91,0.0
6254,20150918:1410,716.51,26.59,22.1,3.48,0.0
6255,20150918:1510,680.07,17.45,21.58,4.06,0.0
6256,20150918:1610,14.36,7.67,20.44,4.11,0.0
6257,20150918:1710,0.0,0.0,19.29,4.17,0.0
6258,20150918:1810,0.0,0.0,18.15,4.22,0.0
6259,20150918:1910,0.0,0.0,17.77,4.3,0.0
6260,20150918:2010,0.0,0.0,17.4,4.38,0.0
6261,20150918:2110,0.0,0.0,17.02,4.46,0.0
6262,20150918:2210,0.0,0.0,16.85,4.36,0.0
6263,20150918:2310,0.0,0.0,16.68,4.27,0.0
6264,20150919:0010,0.0,0.0,16.51,4.18,0.0
6265,20150919:0110,0.0,0.0,16.02,4.02,0.0
6266,20150919:0210,0.0,0.0,15.54,3.87,0.0
6267,20150919:0310,0.0,0.0,15.05,3.71,0.0
6268,20150919:0410,0.0,0.0,15.1,3.82,0.0
6269,20150919:0510,13.22,5.0,15.14,3.92,0.0
6270,20150919:0610,48.79,14.86,15.18,4.03,0.0
6271,20150919:0710,62.02,24.18,16.21,4.04,0.0
6272,20150919:0810,116.74,32.43,17.25,4.05,0.0
6273,20150919:0910,128.14,38.89,18.28,4.06,0.0
6274,20150919:1010,146.83,42.68,19.08,3.89,0.0
6275,20150919:1110,245.13,43.1,19.88,3.71,0.0
6276,20150919:1210,292.24,40.04,20.68,3.54,0.0
6277,20150919:1310,188.47,34.13,20.68,3.59,0.0
6278,20150919:1410,101.43,26.22,20.68,3.63,0.0
6279,20150919:1510,26.33,17.1,20.67,3.67,0.0
6280,20150919:1610,9.58,7.32,19.83,3.26,0.0
6281,20150919:1710,0.0,0.0,18.99,2.86,0.0
6282,20150919:1810,0.0,0.0,18.15,2.46,0.0
6283,20150919:1910,0.0,0.0,17.69,3.16,0.0
6284,20150919:2010,0.0,0.0,17.24,3.86,0.0
6285,20150919:2110,0.0,0.0,16.78,4.57,0.0
6286,20150919:2210,0.0,0.0,16.45,4.45,0.0
6287,20150919:2310,0.0,0.0,16.12,4.34,0.0
6288,20150920:0010,0.0,0.0,15.8,4.22,0.0
6289,20150920:0110,0.0,0.0,15.74,4.63,0.0
6290,20150920:0210,0.0,0.0,15.68,5.05,0.0
6291,20150920:0310,0.0,0.0,15.62,5.46,0.0
6292,20150920:0410,0.0,0.0,15.55,5.77,0.0
6293,20150920:0510,12.77,4.78,15.47,6.07,0.0
6294,20150920:0610,45.6,14.63,15.4,6.37,0.0
6295,20150920:0710,81.17,23.93,16.16,6.74,0.0
6296,20150920:0810,97.58,32.14,16.91,7.11,0.0
6297,20150920:0910,109.44,38.56,17.67,7.48,0.0
6298,20150920:1010,90.29,42.31,18.17,7.47,0.0
6299,20150920:1110,244.34,42.7,18.67,7.47,0.0
6300,20150920:1210,382.04,39.64,19.16,7.46,0.0
6301,20150920:1310,344.64,33.74,18.76,7.15,0.0
6302,20150920:1410,317.82,25.85,18.35,6.85,0.0
6303,20150920:1510,523.63,16.74,17.94,6.54,0.0
6304,20150920:1610,261.46,6.97,16.98,5.31,0.0
6305,20150920:1710,0.0,0.0,16.01,4.08,0.0
6306,20150920:1810,0.0,0.0,15.04,2.86,0.0
6307,20150920:1910,0.0,0.0,14.58,2.84,0.0
6308,20150920:2010,0.0,0.0,14.12,2.83,0.0
6309,20150920:2110,0.0,0.0,13.66,2.81,0.0
6310,20150920:2210,0.0,0.0,13.37,3.2,0.0
6311,20150920:2310,0.0,0.0,13.07,3.58,0.0
6312,20150921:0010,0.0,0.0,12.78,3.96,0.0
6313,20150921:0110,0.0,0.0,12.24,3.65,0.0
6314,20150921:0210,0.0,0.0,11.71,3.34,0.0
6315,20150921:0310,0.0,0.0,11.18,3.03,0.0
6316,20150921:0410,0.0,0.0,11.36,2.99,0.0
6317,20150921:0510,12.31,4.55,11.54,2.95,0.0
6318,20150921:0610,30.55,14.39,11.72,2.91,0.0
6319,20150921:0710,46.06,23.67,13.05,3.0,0.0
6320,20150921:0810,57.91,31.85,14.38,3.09,0.0
6321,20150921:0910,121.75,38.23,15.71,3.17,0.0
6322,20150921:1010,138.63,41.94,16.35,3.25,0.0
6323,20150921:1110,244.36,42.31,16.99,3.33,0.0
6324,20150921:1210,182.53,39.25,17.62,3.41,0.0
6325,20150921:1310,191.46,33.35,17.74,3.05,0.0
6326,20150921:1410,264.69,25.48,17.86,2.69,0.0
6327,20150921:1510,457.95,16.38,17.98,2.33,0.0
6328,20150921:1610,405.57,6.62,16.58,2.2,0.0
6329,20150921:1710,0.0,0.0,15.18,2.06,0.0
6330,20150921:1810,0.0,0.0,13.78,1.93,0.0
6331,20150921:1910,0.0,0.0,13.2,1.94,0.0
6332,20150921:2010,0.0,0.0,12.61,1.96,0.0
6333,20150921:2110,0.0,0.0,12.03,1.97,0.0
6334,20150921:2210,0.0,0.0,11.52,1.97,0.0
6335,20150921:2310,0.0,0.0,11.01,1.96,0.0
6336,20150922:0010,0.0,0.0,10.5,1.96,0.0
6337,20150922:0110,0.0,0.0,10.18,2.32,0.0
6338,20150922:0210,0.0,0.0,9.87,2.68,0.0
6339,20150922:0310,0.0,0.0,9.56,3.03,0.0
6340,20150922:0410,0.0,0.0,10.05,3.51,0.0
6341,20150922:0510,11.86,4.32,10.53,3.99,0.0
6342,20150922:0610,33.29,14.15,11.01,4.47,0.0
6343,20150922:0710,41.04,23.41,13.26,5.24,0.0
6344,20150922:0810,56.09,31.56,15.51,6.01,0.0
6345,20150922:0910,65.21,37.89,17.76,6.79,0.0
6346,20150922:1010,67.94,41.57,18.52,6.41,0.0
6347,20150922:1110,220.94,41.91,19.28,6.03,0.0
6348,20150922:1210,422.18,38.85,20.04,5.66,0.0
6349,20150922:1310,595.04,32.97,20.12,6.1,0.0
6350,20150922:1410,692.7,25.11,20.2,6.54,0.0
6351,20150922:1510,408.39,16.02,20.27,6.98,0.0
6352,20150922:1610,68.55,6.26,19.12,6.49,0.0
6353,20150922:1710,0.0,0.0,17.96,6.0,0.0
6354,20150922:1810,0.0,0.0,16.8,5.52,0.0
6355,20150922:1910,0.0,0.0,16.24,5.38,0.0
6356,20150922:2010,0.0,0.0,15.67,5.25,0.0
6357,20150922:2110,0.0,0.0,15.11,5.12,0.0
6358,20150922:2210,0.0,0.0,14.62,4.51,0.0
6359,20150922:2310,0.0,0.0,14.13,3.9,0.0
6360,20150923:0010,0.0,0.0,13.65,3.3,0.0
6361,20150923:0110,0.0,0.0,13.23,2.81,0.0
6362,20150923:0210,0.0,0.0,12.82,2.32,0.0
6363,20150923:0310,0.0,0.0,12.41,1.83,0.0
6364,20150923:0410,0.0,0.0,12.63,1.53,0.0
6365,20150923:0510,10.94,4.09,12.84,1.22,0.0
6366,20150923:0610,39.67,13.91,13.05,0.91,0.0
6367,20150923:0710,55.18,23.15,14.49,1.25,0.0
6368,20150923:0810,77.06,31.27,15.93,1.59,0.0
6369,20150923:0910,76.15,37.56,17.37,1.93,0.0
6370,20150923:1010,105.34,41.19,17.43,3.52,0.0
6371,20150923:1110,241.02,41.51,17.49,5.1,0.0
6372,20150923:1210,200.88,38.45,17.55,6.69,0.0
6373,20150923:1310,146.63,32.58,16.52,6.6,0.0
6374,20150923:1410,160.12,24.74,15.48,6.51,0.0
6375,20150923:1510,19.15,15.66,14.44,6.41,0.0
6376,20150923:1610,69.22,5.91,13.87,6.23,0.0
6377,20150923:1710,0.0,0.0,13.29,6.04,0.0
6378,20150923:1810,0.0,0.0,12.72,5.85,0.0
6379,20150923:1910,0.0,0.0,12.36,5.96,0.0
6380,20150923:2010,0.0,0.0,11.99,6.07,0.0
6381,20150923:2110,0.0,0.0,11.63,6.18,0.0
6382,20150923:2210,0.0,0.0,11.54,6.15,0.0
6383,20150923:2310,0.0,0.0,11.44,6.11,0.0
6384,20150924:0010,0.0,0.0,11.35,6.08,0.0
6385,20150924:0110,0.0,0.0,11.3,6.27,0.0
6386,20150924:0210,0.0,0.0,11.26,6.45,0.0
6387,20150924:0310,0.0,0.0,11.22,6.63,0.0
6388,20150924:0410,0.0,0.0,11.37,6.53,0.0
6389,20150924:0510,1.37,3.86,11.52,6.43,0.0
6390,20150924:0610,11.4,13.67,11.67,6.33,0.0
6391,20150924:0710,72.05,22.88,13.06,6.81,0.0
6392,20150924:0810,69.31,30.97,14.46,7.29,0.0
6393,20150924:0910,77.98,37.22,15.85,7.77,0.0
6394,20150924:1010,105.79,40.82,16.67,7.86,0.0
6395,20150924:1110,176.95,41.12,17.48,7.95,0.0
6396,20150924:1210,290.17,38.05,18.29,8.04,0.0
6397,20150924:1310,147.75,32.19,18.02,7.91,0.0
6398,20150924:1410,114.52,24.36,17.74,7.77,0.0
6399,20150924:1510,219.39,15.3,17.46,7.64,0.0
6400,20150924:1610,438.34,5.56,16.57,7.57,0.0
6401,20150924:1710,0.0,0.0,15.67,7.49,0.0
6402,20150924:1810,0.0,0.0,14.77,7.42,0.0
6403,20150924:1910,0.0,0.0,14.37,7.33,0.0
6404,20150924:2010,0.0,0.0,13.97,7.25,0.0
6405,20150924:2110,0.0,0.0,13.57,7.16,0.0
6406,20150924:2210,0.0,0.0,13.46,7.3,0.0
6407,20150924:2310,0.0,0.0,13.34,7.44,0.0
6408,20150925:0010,0.0,0.0,13.23,7.59,0.0
6409,20150925:0110,0.0,0.0,13.2,7.63,0.0
6410,20150925:0210,0.0,0.0,13.18,7.67,0.0
6411,20150925:0310,0.0,0.0,13.15,7.71,0.0
6412,20150925:0410,0.0,0.0,13.38,7.39,0.0
6413,20150925:0510,8.66,3.63,13.6,7.08,0.0
6414,20150925:0610,7.75,13.42,13.82,6.76,0.0
6415,20150925:0710,17.33,22.62,14.37,6.91,0.0
6416,20150925:0810,53.35,30.67,14.92,7.06,0.0
6417,20150925:0910,54.72,36.89,15.47,7.21,0.0
6418,20150925:1010,74.78,40.45,16.03,7.12,0.0
6419,20150925:1110,75.41,40.72,16.58,7.02,0.0
6420,20150925:1210,32.92,37.65,17.13,6.92,0.0
6421,20150925:1310,39.5,31.81,17.04,6.64,0.0
6422,20150925:1410,43.09,23.99,16.94,6.35,0.0
6423,20150925:1510,16.16,14.94,16.84,6.07,0.0
6424,20150925:1610,27.28,5.21,16.46,5.93,0.0
6425,20150925:1710,0.0,0.0,16.07,5.78,0.0
6426,20150925:1810,0.0,0.0,15.69,5.64,0.0
6427,20150925:1910,0.0,0.0,15.67,5.71,0.0
6428,20150925:2010,0.0,0.0,15.64,5.78,0.0
6429,20150925:2110,0.0,0.0,15.62,5.85,0.0
6430,20150925:2210,0.0,0.0,15.47,5.67,0.0
6431,20150925:2310,0.0,0.0,15.31,5.5,0.0
6432,20150926:0010,0.0,0.0,15.16,5.32,0.0
6433,20150926:0110,0.0,0.0,14.6,5.2,0.0
6434,20150926:0210,0.0,0.0,14.04,5.07,0.0
6435,20150926:0310,0.0,0.0,13.48,4.94,0.0
6436,20150926:0410,0.0,0.0,13.65,5.14,0.0
6437,20150926:0510,1.37,3.39,13.81,5.34,0.0
6438,20150926:0610,38.3,13.18,13.98,5.54,0.0
6439,20150926:0710,47.88,22.35,14.62,5.54,0.0
6440,20150926:0810,75.7,30.37,15.25,5.54,0.0
6441,20150926:0910,51.53,36.55,15.89,5.54,0.0
6442,20150926:1010,126.77,40.07,16.28,5.23,0.0
6443,20150926:1110,140.33,40.32,16.66,4.92,0.0
6444,20150926:1210,135.39,37.25,17.04,4.61,0.0
6445,20150926:1310,130.11,31.42,16.7,4.35,0.0
6446,20150926:1410,65.24,23.62,16.36,4.1,0.0
6447,20150926:1510,103.5,14.58,16.02,3.85,0.0
6448,20150926:1610,58.44,4.86,15.44,3.09,0.0
6449,20150926:1710,0.0,0.0,14.85,2.34,0.0
6450,20150926:1810,0.0,0.0,14.27,1.59,0.0
6451,20150926:1910,0.0,0.0,13.92,1.82,0.0
6452,20150926:2010,0.0,0.0,13.58,2.06,0.0
6453,20150926:2110,0.0,0.0,13.23,2.29,0.0
6454,20150926:2210,0.0,0.0,12.89,2.79,0.0
6455,20150926:2310,0.0,0.0,12.54,3.28,0.0
6456,20150927:0010,0.0,0.0,12.2,3.78,0.0
6457,20150927:0110,0.0,0.0,11.92,3.86,0.0
6458,20150927:0210,0.0,0.0,11.64,3.94,0.0
6459,20150927:0310,0.0,0.0,11.36,4.03,0.0
6460,20150927:0410,0.0,0.0,11.38,4.16,0.0
6461,20150927:0510,7.3,3.16,11.4,4.29,0.0
6462,20150927:0610,42.86,12.94,11.42,4.41,0.0
6463,20150927:0710,77.52,22.09,12.5,4.62,0.0
6464,20150927:0810,105.34,30.07,13.59,4.83,0.0
6465,20150927:0910,129.96,36.21,14.67,5.03,0.0
6466,20150927:1010,142.27,39.7,15.14,5.21,0.0
6467,20150927:1110,132.86,39.93,15.61,5.38,0.0
6468,20150927:1210,111.32,36.85,16.08,5.56,0.0
6469,20150927:1310,292.88,31.03,15.81,5.39,0.0
6470,20150927:1410,275.29,23.25,15.54,5.23,0.0
6471,20150927:1510,457.97,14.22,15.27,5.06,0.0
6472,20150927:1610,28.57,4.51,14.47,4.61,0.0
6473,20150927:1710,0.0,0.0,13.67,4.15,0.0
6474,20150927:1810,0.0,0.0,12.87,3.7,0.0
6475,20150927:1910,0.0,0.0,12.56,3.75,0.0
6476,20150927:2010,0.0,0.0,12.24,3.8,0.0
6477,20150927:2110,0.0,0.0,11.93,3.85,0.0
6478,20150927:2210,0.0,0.0,11.69,3.93,0.0
6479,20150927:2310,0.0,0.0,11.45,4.0,0.0
6480,20150928:0010,0.0,0.0,11.22,4.08,0.0
6481,20150928:0110,0.0,0.0,11.13,4.17,0.0
6482,20150928:0210,0.0,0.0,11.05,4.27,0.0
6483,20150928:0310,0.0,0.0,10.97,4.36,0.0
6484,20150928:0410,0.0,0.0,10.94,4.46,0.0
6485,20150928:0510,6.84,2.92,10.91,4.55,0.0
6486,20150928:0610,30.1,12.69,10.88,4.65,0.0
6487,20150928:0710,41.04,21.82,11.98,5.06,0.0
6488,20150928:0810,54.26,29.77,13.09,5.47,0.0
6489,20150928:0910,99.87,35.87,14.19,5.88,0.0
6490,20150928:1010,107.16,39.32,14.84,6.04,0.0
6491,20150928:1110,231.09,39.53,15.48,6.2,0.0
6492,20150928:1210,395.24,36.46,16.12,6.36,0.0
6493,20150928:1310,577.51,30.65,16.11,6.29,0.0
6494,20150928:1410,658.93,22.88,16.1,6.21,0.0
6495,20150928:1510,544.46,13.87,16.09,6.14,0.0
6496,20150928:1610,131.22,4.16,14.98,5.53,0.0
6497,20150928:1710,0.0,0.0,13.86,4.92,0.0
6498,20150928:1810,0.0,0.0,12.75,4.32,0.0
6499,20150928:1910,0.0,0.0,12.24,4.17,0.0
6500,20150928:2010,0.0,0.0,11.73,4.03,0.0
6501,20150928:2110,0.0,0.0,11.22,3.89,0.0
6502,20150928:2210,0.0,0.0,10.78,3.76,0.0
6503,20150928:2310,0.0,0.0,10.34,3.62,0.0
6504,20150929:0010,0.0,0.0,9.91,3.49,0.0
6505,20150929:0110,0.0,0.0,9.52,3.51,0.0
6506,20150929:0210,0.0,0.0,9.13,3.53,0.0
6507,20150929:0310,0.0,0.0,8.74,3.54,0.0
6508,20150929:0410,0.0,0.0,9.04,3.76,0.0
6509,20150929:0510,5.47,2.69,9.33,3.97,0.0
6510,20150929:0610,32.38,12.44,9.63,4.18,0.0
6511,20150929:0710,42.86,21.55,11.08,4.29,0.0
6512,20150929:0810,59.28,29.47,12.53,4.41,0.0
6513,20150929:0910,127.23,35.53,13.98,4.52,0.0
6514,20150929:1010,105.34,38.95,14.56,4.14,0.0
6515,20150929:1110,126.59,39.13,15.13,3.76,0.0
6516,20150929:1210,91.57,36.06,15.7,3.38,0.0
6517,20150929:1310,40.7,30.26,15.47,3.62,0.0
6518,20150929:1410,583.24,22.51,15.24,3.87,0.0
6519,20150929:1510,20.35,13.51,15.0,4.11,0.0
6520,20150929:1610,46.3,3.81,14.19,4.39,0.0
6521,20150929:1710,0.0,0.0,13.37,4.66,0.0
6522,20150929:1810,0.0,0.0,12.56,4.94,0.0
6523,20150929:1910,0.0,0.0,12.08,4.5,0.0
6524,20150929:2010,0.0,0.0,11.6,4.06,0.0
6525,20150929:2110,0.0,0.0,11.12,3.61,0.0
6526,20150929:2210,0.0,0.0,10.57,3.21,0.0
6527,20150929:2310,0.0,0.0,10.01,2.81,0.0
6528,20150930:0010,0.0,0.0,9.46,2.41,0.0
6529,20150930:0110,0.0,0.0,9.13,2.43,0.0
6530,20150930:0210,0.0,0.0,8.8,2.45,0.0
6531,20150930:0310,0.0,0.0,8.47,2.47,0.0
6532,20150930:0410,0.0,0.0,8.42,2.73,0.0
6533,20150930:0510,2.28,2.45,8.36,2.98,0.0
6534,20150930:0610,36.48,12.2,8.31,3.24,0.0
6535,20150930:0710,72.96,21.28,9.6,3.2,0.0
6536,20150930:0810,85.73,29.17,10.9,3.16,0.0
6537,20150930:0910,95.3,35.19,12.19,3.12,0.0
6538,20150930:1010,139.54,38.57,12.66,2.97,0.0
6539,20150930:1110,33.52,38.74,13.13,2.81,0.0
6540,20150930:1210,84.99,35.66,13.59,2.66,0.0
6541,20150930:1310,111.9,29.88,13.6,2.7,0.0
6542,20150930:1410,39.5,22.14,13.61,2.74,0.0
6543,20150930:1510,46.92,13.16,13.61,2.77,0.0
6544,20150930:1610,27.97,3.46,12.37,2.38,0.0
6545,20150930:1710,0.0,0.0,11.13,1.99,0.0
6546,20150930:1810,0.0,0.0,9.89,1.6,0.0
6547,20150930:1910,0.0,0.0,9.28,1.33,0.0
6548,20150930:2010,0.0,0.0,8.68,1.07,0.0
6549,20150930:2110,0.0,0.0,8.07,0.8,0.0
6550,20150930:2210,0.0,0.0,7.5,1.05,0.0
6551,20150930:2310,0.0,0.0,6.92,1.3,0.0
6552,20151001:0010,0.0,0.0,6.35,1.54,0.0
6553,20151001:0110,0.0,0.0,6.6,1.77,0.0
6554,20151001:0210,0.0,0.0,6.85,1.99,0.0
6555,20151001:0310,0.0,0.0,7.1,2.21,0.0
6556,20151001:0410,0.0,0.0,7.06,1.73,0.0
6557,20151001:0510,0.0,2.22,7.03,1.26,1.0
6558,20151001:0610,27.82,11.95,7.0,0.79,0.0
6559,20151001:0710,13.22,21.01,8.68,1.42,0.0
6560,20151001:0810,43.32,28.86,10.37,2.05,0.0
6561,20151001:0910,36.02,34.85,12.06,2.68,0.0
6562,20151001:1010,31.92,38.19,12.64,2.88,0.0
6563,20151001:1110,208.49,38.34,13.21,3.08,0.0
6564,20151001:1210,458.1,35.27,13.79,3.28,0.0
6565,20151001:1310,626.84,29.5,14.07,3.28,0.0
6566,20151001:1410,723.88,21.78,14.35,3.27,0.0
6567,20151001:1510,653.61,12.8,14.63,3.27,0.0
6568,20151001:1610,1.8,3.12,13.13,2.97,0.0
6569,20151001:1710,0.0,0.0,11.64,2.67,0.0
6570,20151001:1810,0.0,0.0,10.14,2.37,0.0
6571,20151001:1910,0.0,0.0,9.76,2.52,0.0
6572,20151001:2010,0.0,0.0,9.38,2.67,0.0
6573,20151001:2110,0.0,0.0,8.99,2.81,0.0
6574,20151001:2210,0.0,0.0,8.69,2.71,0.0
6575,20151001:2310,0.0,0.0,8.38,2.6,0.0
6576,20151002:0010,0.0,0.0,8.07,2.5,0.0
6577,20151002:0110,0.0,0.0,7.64,2.61,0.0
6578,20151002:0210,0.0,0.0,7.2,2.72,0.0
6579,20151002:0310,0.0,0.0,6.76,2.83,0.0
6580,20151002:0410,0.0,0.0,7.06,3.03,0.0
6581,20151002:0510,0.0,1.98,7.36,3.23,1.0
6582,20151002:0610,27.82,11.7,7.66,3.43,0.0
6583,20151002:0710,42.41,20.73,10.04,4.18,0.0
6584,20151002:0810,45.14,28.56,12.43,4.93,0.0
6585,20151002:0910,32.83,34.5,14.81,5.68,0.0
6586,20151002:1010,31.92,37.82,15.51,6.2,0.0
6587,20151002:1110,209.24,37.95,16.21,6.72,0.0
6588,20151002:1210,453.69,34.87,16.91,7.24,0.0
6589,20151002:1310,624.77,29.11,16.92,7.0,0.0
6590,20151002:1410,705.99,21.41,16.94,6.75,0.0
6591,20151002:1510,645.12,12.45,16.96,6.51,0.0
6592,20151002:1610,1.8,2.77,15.71,6.31,0.0
6593,20151002:1710,0.0,0.0,14.46,6.11,0.0
6594,20151002:1810,0.0,0.0,13.21,5.9,0.0
6595,20151002:1910,0.0,0.0,12.7,6.13,0.0
6596,20151002:2010,0.0,0.0,12.19,6.35,0.0
6597,20151002:2110,0.0,0.0,11.67,6.58,0.0
6598,20151002:2210,0.0,0.0,11.31,6.41,0.0
6599,20151002:2310,0.0,0.0,10.95,6.25,0.0
6600,20151003:0010,0.0,0.0,10.59,6.08,0.0
6601,20151003:0110,0.0,0.0,11.02,5.96,0.0
6602,20151003:0210,0.0,0.0,11.44,5.84,0.0
6603,20151003:0310,0.0,0.0,11.86,5.72,0.0
6604,20151003:0410,0.0,0.0,12.06,5.77,0.0
6605,20151003:0510,0.0,1.74,12.26,5.82,1.0
6606,20151003:0610,29.18,11.45,12.47,5.86,0.0
6607,20151003:0710,64.75,20.46,14.27,6.42,0.0
6608,20151003:0810,95.76,28.25,16.07,6.98,0.0
6609,20151003:0910,124.95,34.16,17.87,7.54,0.0
6610,20151003:1010,65.66,37.44,18.86,7.65,0.0
6611,20151003:1110,192.96,37.56,19.84,7.75,0.0
6612,20151003:1210,343.62,34.48,20.83,7.85,0.0
6613,20151003:1310,614.06,28.73,20.57,7.64,0.0
6614,20151003:1410,653.01,21.05,20.31,7.43,0.0
6615,20151003:1510,187.91,12.1,20.05,7.23,0.0
6616,20151003:1610,1.2,2.43,18.92,6.57,0.0
6617,20151003:1710,0.0,0.0,17.8,5.91,0.0
6618,20151003:1810,0.0,0.0,16.67,5.26,0.0
6619,20151003:1910,0.0,0.0,16.01,4.55,0.0
6620,20151003:2010,0.0,0.0,15.35,3.85,0.0
6621,20151003:2110,0.0,0.0,14.68,3.14,0.0
6622,20151003:2210,0.0,0.0,14.17,2.79,0.0
6623,20151003:2310,0.0,0.0,13.66,2.44,0.0
6624,20151004:0010,0.0,0.0,13.15,2.08,0.0
6625,20151004:0110,0.0,0.0,12.92,1.94,0.0
6626,20151004:0210,0.0,0.0,12.68,1.81,0.0
6627,20151004:0310,0.0,0.0,12.44,1.67,0.0
6628,20151004:0410,0.0,0.0,12.41,1.69,0.0
6629,20151004:0510,0.0,1.5,12.38,1.71,1.0
6630,20151004:0610,28.73,11.19,12.36,1.72,0.0
6631,20151004:0710,44.23,20.18,14.12,1.78,0.0
6632,20151004:0810,57.46,27.95,15.89,1.84,0.0
6633,20151004:0910,50.62,33.82,17.65,1.9,0.0
6634,20151004:1010,129.96,37.07,18.55,1.81,0.0
6635,20151004:1110,153.59,37.16,19.45,1.71,0.0
6636,20151004:1210,405.55,34.09,20.35,1.61,0.0
6637,20151004:1310,447.87,28.35,19.83,1.6,0.0
6638,20151004:1410,201.13,20.68,19.31,1.58,0.0
6639,20151004:1510,262.82,11.75,18.79,1.56,0.0
6640,20151004:1610,1.2,2.09,17.79,1.54,0.0
6641,20151004:1710,0.0,0.0,16.8,1.51,0.0
6642,20151004:1810,0.0,0.0,15.81,1.49,0.0
6643,20151004:1910,0.0,0.0,15.34,2.54,0.0
6644,20151004:2010,0.0,0.0,14.86,3.6,0.0
6645,20151004:2110,0.0,0.0,14.38,4.65,0.0
6646,20151004:2210,0.0,0.0,14.3,4.57,0.0
6647,20151004:2310,0.0,0.0,14.22,4.49,0.0
6648,20151005:0010,0.0,0.0,14.13,4.41,0.0
6649,20151005:0110,0.0,0.0,13.43,4.49,0.0
6650,20151005:0210,0.0,0.0,12.72,4.56,0.0
6651,20151005:0310,0.0,0.0,12.02,4.63,0.0
6652,20151005:0410,0.0,0.0,12.07,4.83,0.0
6653,20151005:0510,0.0,1.26,12.13,5.02,1.0
6654,20151005:0610,35.11,10.94,12.19,5.21,0.0
6655,20151005:0710,71.14,19.91,12.95,5.16,0.0
6656,20151005:0810,88.01,27.64,13.72,5.11,0.0
6657,20151005:0910,119.47,33.48,14.49,5.06,0.0
6658,20151005:1010,134.07,36.69,15.52,4.84,0.0
6659,20151005:1110,205.32,36.77,16.56,4.61,0.0
6660,20151005:1210,431.53,33.7,17.59,4.39,0.0
6661,20151005:1310,634.28,27.98,17.9,3.92,0.0
6662,20151005:1410,715.26,20.32,18.22,3.46,0.0
6663,20151005:1510,578.8,11.4,18.54,2.99,0.0
6664,20151005:1610,0.0,1.75,17.95,2.49,1.0
6665,20151005:1710,0.0,0.0,17.36,1.99,0.0
6666,20151005:1810,0.0,0.0,16.77,1.49,0.0
6667,20151005:1910,0.0,0.0,15.53,1.15,0.0
6668,20151005:2010,0.0,0.0,14.28,0.81,0.0
6669,20151005:2110,0.0,0.0,13.03,0.47,0.0
6670,20151005:2210,0.0,0.0,12.82,1.07,0.0
6671,20151005:2310,0.0,0.0,12.6,1.67,0.0
6672,20151006:0010,0.0,0.0,12.38,2.28,0.0
6673,20151006:0110,0.0,0.0,11.85,2.18,0.0
6674,20151006:0210,0.0,0.0,11.31,2.09,0.0
6675,20151006:0310,0.0,0.0,10.77,2.0,0.0
6676,20151006:0410,0.0,0.0,11.17,2.37,0.0
6677,20151006:0510,0.0,1.02,11.57,2.74,1.0
6678,20151006:0610,28.27,10.69,11.97,3.1,0.0
6679,20151006:0710,59.28,19.63,13.27,3.53,0.0
6680,20151006:0810,97.13,27.33,14.58,3.95,0.0
6681,20151006:0910,99.87,33.13,15.89,4.37,0.0
6682,20151006:1010,134.52,36.32,16.63,4.34,0.0
6683,20151006:1110,218.01,36.38,17.38,4.31,0.0
6684,20151006:1210,137.18,33.31,18.12,4.28,0.0
6685,20151006:1310,89.06,27.6,18.14,4.42,0.0
6686,20151006:1410,402.79,19.96,18.16,4.57,0.0
6687,20151006:1510,176.2,11.05,18.18,4.72,0.0
6688,20151006:1610,0.0,1.41,17.42,4.82,1.0
6689,20151006:1710,0.0,0.0,16.67,4.92,0.0
6690,20151006:1810,0.0,0.0,15.91,5.02,0.0
6691,20151006:1910,0.0,0.0,15.77,5.03,0.0
6692,20151006:2010,0.0,0.0,15.63,5.04,0.0
6693,20151006:2110,0.0,0.0,15.48,5.05,0.0
6694,20151006:2210,0.0,0.0,15.37,4.7,0.0
6695,20151006:2310,0.0,0.0,15.26,4.36,0.0
