,time,G(i),H_sun,T2m,WS10m,Int
2314,20150407:1010,87.1,47.48,6.8,7.61,0.0
2315,20150407:1110,134.66,48.53,7.65,7.51,0.0
2316,20150407:1210,307.99,45.77,8.5,7.41,0.0
2317,20150407:1310,431.81,39.87,8.59,7.27,0.0
2318,20150407:1410,522.62,31.87,8.67,7.13,0.0
2319,20150407:1510,545.4,22.64,8.75,6.99,0.0
2320,20150407:1610,576.94,12.81,7.78,6.08,0.0
2321,20150407:1710,3.59,2.83,6.8,5.17,0.0
2322,20150407:1810,0.0,0.0,5.83,4.26,0.0
2323,20150407:1910,0.0,0.0,5.41,4.79,0.0
2324,20150407:2010,0.0,0.0,4.99,5.31,0.0
2325,20150407:2110,0.0,0.0,4.56,5.83,0.0
2326,20150407:2210,0.0,0.0,4.62,6.29,0.0
2327,20150407:2310,0.0,0.0,4.67,6.74,0.0
2328,20150408:0010,0.0,0.0,4.73,7.2,0.0
2329,20150408:0110,0.0,0.0,4.96,7.26,0.0
2330,20150408:0210,0.0,0.0,5.18,7.32,0.0
2331,20150408:0310,0.0,0.0,5.41,7.38,0.0
2332,20150408:0410,0.0,0.0,5.78,7.19,0.0
2333,20150408:0510,3.65,7.7,6.14,6.99,0.0
2334,20150408:0610,31.01,17.66,6.51,6.8,0.0
2335,20150408:0710,34.2,27.29,7.14,6.36,0.0
2336,20150408:0810,78.43,36.07,7.78,5.92,0.0
2337,20150408:0910,63.84,43.26,8.41,5.48,0.0
2338,20150408:1010,34.2,47.86,8.98,6.11,0.0
2339,20150408:1110,41.89,48.9,9.55,6.74,0.0
2340,20150408:1210,39.5,46.11,10.12,7.37,0.0
2341,20150408:1310,88.58,40.17,9.92,6.69,0.0
2342,20150408:1410,128.98,32.13,9.72,6.01,0.0
2343,20150408:1510,67.63,22.88,9.52,5.34,0.0
2344,20150408:1610,74.75,13.04,9.09,5.05,0.0
2345,20150408:1710,4.79,3.06,8.65,4.76,0.0
2346,20150408:1810,0.0,0.0,8.22,4.47,0.0
2347,20150408:1910,0.0,0.0,7.77,4.4,0.0
2348,20150408:2010,0.0,0.0,7.31,4.34,0.0
2349,20150408:2110,0.0,0.0,6.85,4.28,0.0
2350,20150408:2210,0.0,0.0,6.59,4.39,0.0
2351,20150408:2310,0.0,0.0,6.34,4.5,0.0
2352,20150409:0010,0.0,0.0,6.08,4.61,0.0
2353,20150409:0110,0.0,0.0,5.92,4.23,0.0
2354,20150409:0210,0.0,0.0,5.75,3.86,0.0
2355,20150409:0310,0.0,0.0,5.59,3.49,0.0
2356,20150409:0410,0.0,0.0,6.05,3.42,0.0
2357,20150409:0510,7.3,8.02,6.52,3.34,0.0
2358,20150409:0610,40.58,17.99,6.98,3.27,0.0
2359,20150409:0710,90.74,27.62,8.0,3.08,0.0
2360,20150409:0810,133.15,36.42,9.02,2.88,0.0
2361,20150409:0910,141.82,43.63,10.04,2.69,0.0
2362,20150409:1010,168.27,48.24,10.98,2.13,0.0
2363,20150409:1110,235.79,49.27,11.92,1.58,0.0
2364,20150409:1210,429.49,46.44,12.85,1.02,0.0
2365,20150409:1310,613.58,40.46,13.49,1.54,0.0
2366,20150409:1410,732.06,32.39,14.12,2.06,0.0
2367,20150409:1510,707.66,23.11,14.75,2.58,0.0
2368,20150409:1610,410.1,13.26,12.99,2.72,0.0
2369,20150409:1710,106.33,3.29,11.22,2.86,0.0
2370,20150409:1810,0.0,0.0,9.46,3.01,0.0
2371,20150409:1910,0.0,0.0,8.52,3.26,0.0
2372,20150409:2010,0.0,0.0,7.58,3.5,0.0
2373,20150409:2110,0.0,0.0,6.63,3.75,0.0
2374,20150409:2210,0.0,0.0,6.34,3.68,0.0
2375,20150409:2310,0.0,0.0,6.06,3.61,0.0
2376,20150410:0010,0.0,0.0,5.77,3.54,0.0
2377,20150410:0110,0.0,0.0,5.58,2.86,0.0
2378,20150410:0210,0.0,0.0,5.38,2.17,0.0
2379,20150410:0310,0.0,0.0,5.19,1.49,0.0
2380,20150410:0410,0.0,0.0,5.86,1.45,0.0
2381,20150410:0510,25.54,8.34,6.54,1.42,0.0
2382,20150410:0610,55.18,18.31,7.21,1.38,0.0
2383,20150410:0710,85.27,27.96,10.15,1.47,0.0
2384,20150410:0810,81.62,36.77,13.09,1.55,0.0
2385,20150410:0910,83.45,43.99,16.03,1.64,0.0
2386,20150410:1010,84.82,48.62,17.24,2.22,0.0
2387,20150410:1110,188.84,49.63,18.45,2.79,0.0
2388,20150410:1210,431.76,46.77,19.65,3.37,0.0
2389,20150410:1310,622.74,40.75,19.56,3.71,0.0
2390,20150410:1410,739.17,32.64,19.47,4.06,0.0
2391,20150410:1510,744.18,23.35,19.38,4.41,0.0
2392,20150410:1610,554.56,13.49,17.38,3.95,0.0
2393,20150410:1710,157.33,3.52,15.37,3.49,0.0
2394,20150410:1810,0.0,0.0,13.37,3.03,0.0
2395,20150410:1910,0.0,0.0,12.13,2.86,0.0
2396,20150410:2010,0.0,0.0,10.89,2.68,0.0
2397,20150410:2110,0.0,0.0,9.64,2.5,0.0
2398,20150410:2210,0.0,0.0,8.91,2.53,0.0
2399,20150410:2310,0.0,0.0,8.17,2.56,0.0
2400,20150411:0010,0.0,0.0,7.44,2.59,0.0
2401,20150411:0110,0.0,0.0,7.22,2.12,0.0
2402,20150411:0210,0.0,0.0,7.0,1.66,0.0
2403,20150411:0310,0.0,0.0,6.78,1.19,0.0
2404,20150411:0410,0.0,0.0,7.45,1.03,0.0
2405,20150411:0510,26.9,8.66,8.13,0.87,0.0
2406,20150411:0610,64.75,18.63,8.8,0.72,0.0
2407,20150411:0710,81.62,28.29,11.7,0.7,0.0
2408,20150411:0810,76.15,37.12,14.6,0.68,0.0
2409,20150411:0910,72.96,44.36,17.49,0.66,0.0
2410,20150411:1010,120.84,48.99,18.19,0.75,0.0
2411,20150411:1110,208.59,50.0,18.89,0.84,0.0
2412,20150411:1210,432.91,47.1,19.58,0.92,0.0
2413,20150411:1310,279.02,41.04,19.48,1.09,0.0
2414,20150411:1410,517.2,32.9,19.38,1.26,0.0
2415,20150411:1510,160.39,23.58,19.28,1.43,0.0
2416,20150411:1610,362.44,13.72,17.56,1.77,0.0
2417,20150411:1710,80.61,3.75,15.85,2.1,0.0
2418,20150411:1810,0.0,0.0,14.13,2.43,0.0
2419,20150411:1910,0.0,0.0,13.41,3.49,0.0
2420,20150411:2010,0.0,0.0,12.68,4.56,0.0
2421,20150411:2110,0.0,0.0,11.95,5.63,0.0
2422,20150411:2210,0.0,0.0,11.84,5.62,0.0
2423,20150411:2310,0.0,0.0,11.72,5.61,0.0
2424,20150412:0010,0.0,0.0,11.61,5.6,0.0
2425,20150412:0110,0.0,0.0,11.48,5.96,0.0
2426,20150412:0210,0.0,0.0,11.36,6.33,0.0
2427,20150412:0310,0.0,0.0,11.23,6.69,0.0
2428,20150412:0410,0.0,0.0,11.52,6.35,0.0
2429,20150412:0510,5.93,8.98,11.82,6.02,0.0
2430,20150412:0610,55.18,18.95,12.11,5.68,0.0
2431,20150412:0710,90.29,28.62,13.01,5.68,0.0
2432,20150412:0810,113.09,37.46,13.91,5.67,0.0
2433,20150412:0910,159.15,44.72,14.8,5.67,0.0
2434,20150412:1010,174.65,49.36,15.32,5.2,0.0
2435,20150412:1110,173.7,50.36,15.84,4.72,0.0
2436,20150412:1210,346.97,47.43,16.36,4.25,0.0
2437,20150412:1310,312.53,41.32,16.73,3.82,0.0
2438,20150412:1410,81.4,33.15,17.09,3.38,0.0
2439,20150412:1510,146.6,23.82,17.45,2.95,0.0
2440,20150412:1610,78.57,13.94,16.39,2.21,0.0
2441,20150412:1710,144.73,3.98,15.33,1.46,0.0
2442,20150412:1810,0.0,0.0,14.27,0.72,0.0
2443,20150412:1910,0.0,0.0,13.02,1.22,0.0
2444,20150412:2010,0.0,0.0,11.77,1.73,0.0
2445,20150412:2110,0.0,0.0,10.52,2.23,0.0
2446,20150412:2210,0.0,0.0,9.81,2.18,0.0
2447,20150412:2310,0.0,0.0,9.1,2.13,0.0
2448,20150413:0010,0.0,0.0,8.39,2.08,0.0
2449,20150413:0110,0.0,0.0,8.35,2.1,0.0
2450,20150413:0210,0.0,0.0,8.3,2.12,0.0
2451,20150413:0310,0.0,0.0,8.26,2.14,0.0
2452,20150413:0410,0.0,0.0,9.36,2.27,0.0
2453,20150413:0510,26.9,9.3,10.47,2.4,0.0
2454,20150413:0610,51.07,19.27,11.57,2.52,0.0
2455,20150413:0710,81.62,28.94,13.71,3.82,0.0
2456,20150413:0810,72.5,37.8,15.86,5.11,0.0
2457,20150413:0910,108.07,45.08,18.0,6.4,0.0
2458,20150413:1010,91.2,49.73,18.11,7.14,0.0
2459,20150413:1110,220.29,50.71,18.22,7.88,0.0
2460,20150413:1210,405.85,47.75,18.33,8.62,0.0
2461,20150413:1310,168.97,41.6,17.89,7.42,0.0
2462,20150413:1410,52.07,33.4,17.45,6.22,0.0
2463,20150413:1510,56.86,24.05,17.0,5.02,0.0
2464,20150413:1610,91.64,14.16,15.47,4.07,0.0
2465,20150413:1710,7.78,4.2,13.93,3.13,0.0
2466,20150413:1810,0.0,0.0,12.4,2.18,0.0
2467,20150413:1910,0.0,0.0,11.49,2.19,0.0
2468,20150413:2010,0.0,0.0,10.58,2.21,0.0
2469,20150413:2110,0.0,0.0,9.67,2.22,0.0
2470,20150413:2210,0.0,0.0,9.23,2.39,0.0
2471,20150413:2310,0.0,0.0,8.8,2.55,0.0
2472,20150414:0010,0.0,0.0,8.36,2.72,0.0
2473,20150414:0110,0.0,0.0,7.69,2.75,0.0
2474,20150414:0210,0.0,0.0,7.01,2.78,0.0
2475,20150414:0310,0.0,0.0,6.34,2.81,0.0
2476,20150414:0410,0.0,0.0,7.03,2.87,0.0
2477,20150414:0510,26.45,9.61,7.72,2.93,0.0
2478,20150414:0610,67.94,19.58,8.41,2.99,0.0
2479,20150414:0710,105.79,29.26,9.8,3.01,0.0
2480,20150414:0810,124.49,38.14,11.19,3.02,0.0
2481,20150414:0910,150.94,45.44,12.58,3.03,0.0
2482,20150414:1010,118.11,50.1,13.3,3.41,0.0
2483,20150414:1110,206.62,51.07,14.02,3.79,0.0
2484,20150414:1210,434.33,48.07,14.73,4.17,0.0
2485,20150414:1310,605.34,41.88,15.26,4.27,0.0
2486,20150414:1410,668.22,33.65,15.79,4.37,0.0
2487,20150414:1510,737.07,24.28,16.32,4.47,0.0
2488,20150414:1610,621.34,14.39,14.91,3.15,0.0
2489,20150414:1710,210.68,4.43,13.51,1.84,0.0
2490,20150414:1810,0.0,0.0,12.1,0.52,0.0
2491,20150414:1910,0.0,0.0,11.69,1.09,0.0
2492,20150414:2010,0.0,0.0,11.28,1.66,0.0
2493,20150414:2110,0.0,0.0,10.87,2.22,0.0
2494,20150414:2210,0.0,0.0,10.82,2.48,0.0
2495,20150414:2310,0.0,0.0,10.78,2.74,0.0
2496,20150415:0010,0.0,0.0,10.73,3.01,0.0
2497,20150415:0110,0.0,0.0,10.84,3.75,0.0
2498,20150415:0210,0.0,0.0,10.96,4.5,0.0
2499,20150415:0310,0.0,0.0,11.07,5.24,0.0
2500,20150415:0410,0.0,0.0,11.77,5.45,0.0
2501,20150415:0510,29.64,9.92,12.47,5.66,0.0
2502,20150415:0610,57.46,19.89,13.17,5.88,0.0
2503,20150415:0710,63.38,29.58,15.25,5.89,0.0
2504,20150415:0810,58.82,38.47,17.33,5.89,0.0
2505,20150415:0910,90.29,45.79,19.4,5.9,0.0
2506,20150415:1010,69.77,50.47,20.2,6.08,0.0
2507,20150415:1110,194.07,51.42,21.0,6.25,0.0
2508,20150415:1210,439.72,48.39,21.8,6.43,0.0
2509,20150415:1310,343.59,42.16,21.98,5.91,0.0
2510,20150415:1410,722.64,33.9,22.16,5.4,0.0
2511,20150415:1510,591.57,24.5,22.33,4.88,0.0
2512,20150415:1610,653.0,14.61,20.18,4.25,0.0
2513,20150415:1710,161.01,4.65,18.02,3.61,0.0
2514,20150415:1810,0.0,0.0,15.87,2.98,0.0
2515,20150415:1910,0.0,0.0,14.35,2.76,0.0
2516,20150415:2010,0.0,0.0,12.83,2.54,0.0
2517,20150415:2110,0.0,0.0,11.31,2.32,0.0
2518,20150415:2210,0.0,0.0,10.68,2.47,0.0
2519,20150415:2310,0.0,0.0,10.04,2.63,0.0
2520,20150416:0010,0.0,0.0,9.41,2.79,0.0
2521,20150416:0110,0.0,0.0,9.7,2.83,0.0
2522,20150416:0210,0.0,0.0,9.99,2.88,0.0
2523,20150416:0310,0.0,0.0,10.28,2.92,0.0
2524,20150416:0410,0.0,0.37,11.33,3.1,1.0
2525,20150416:0510,24.17,10.22,12.37,3.27,0.0
2526,20150416:0610,49.7,20.2,13.42,3.45,0.0
2527,20150416:0710,58.37,29.9,16.5,4.05,0.0
2528,20150416:0810,56.09,38.8,19.59,4.64,0.0
2529,20150416:0910,43.78,46.14,22.67,5.24,0.0
2530,20150416:1010,72.96,50.83,23.29,5.66,0.0
2531,20150416:1110,219.05,51.77,23.9,6.08,0.0
2532,20150416:1210,430.3,48.7,24.51,6.5,0.0
2533,20150416:1310,452.1,42.44,24.18,5.88,0.0
2534,20150416:1410,574.5,34.14,23.85,5.26,0.0
2535,20150416:1510,225.8,24.73,23.51,4.63,0.0
2536,20150416:1610,73.19,14.83,21.66,3.96,0.0
2537,20150416:1710,42.54,4.87,19.81,3.28,0.0
2538,20150416:1810,0.0,0.0,17.96,2.61,0.0
2539,20150416:1910,0.0,0.0,16.7,2.62,0.0
2540,20150416:2010,0.0,0.0,15.44,2.63,0.0
2541,20150416:2110,0.0,0.0,14.17,2.63,0.0
2542,20150416:2210,0.0,0.0,13.47,2.55,0.0
2543,20150416:2310,0.0,0.0,12.78,2.47,0.0
2544,20150417:0010,0.0,0.0,12.08,2.39,0.0
2545,20150417:0110,0.0,0.0,12.23,2.34,0.0
2546,20150417:0210,0.0,0.0,12.37,2.29,0.0
2547,20150417:0310,0.0,0.0,12.52,2.23,0.0
2548,20150417:0410,0.0,0.68,12.93,2.45,1.0
2549,20150417:0510,15.5,10.52,13.34,2.66,0.0
2550,20150417:0610,18.7,20.5,13.75,2.87,0.0
2551,20150417:0710,49.7,30.21,14.87,2.82,0.0
2552,20150417:0810,33.74,39.13,16.0,2.78,0.0
2553,20150417:0910,81.17,46.48,17.12,2.73,0.0
2554,20150417:1010,63.38,51.19,16.76,2.63,0.0
2555,20150417:1110,93.96,52.12,16.4,2.53,0.0
2556,20150417:1210,140.05,49.02,16.04,2.43,0.0
2557,20150417:1310,175.35,42.71,15.71,2.4,0.0
2558,20150417:1410,52.67,34.38,15.37,2.37,0.0
2559,20150417:1510,22.14,24.96,15.03,2.34,0.0
2560,20150417:1610,13.17,15.05,14.06,2.65,0.0
2561,20150417:1710,2.39,5.1,13.08,2.96,0.0
2562,20150417:1810,0.0,0.0,12.11,3.27,0.0
2563,20150417:1910,0.0,0.0,11.43,3.91,0.0
2564,20150417:2010,0.0,0.0,10.75,4.55,0.0
2565,20150417:2110,0.0,0.0,10.06,5.19,0.0
2566,20150417:2210,0.0,0.0,9.5,5.18,0.0
2567,20150417:2310,0.0,0.0,8.93,5.17,0.0
2568,20150418:0010,0.0,0.0,8.37,5.16,0.0
2569,20150418:0110,0.0,0.0,7.73,5.11,0.0
2570,20150418:0210,0.0,0.0,7.08,5.07,0.0
2571,20150418:0310,0.0,0.0,6.44,5.02,0.0
2572,20150418:0410,0.0,0.98,6.62,5.09,1.0
2573,20150418:0510,30.1,10.82,6.79,5.15,0.0
2574,20150418:0610,46.06,20.8,6.97,5.21,0.0
2575,20150418:0710,111.27,30.51,7.61,5.46,0.0
2576,20150418:0810,142.73,39.45,8.25,5.71,0.0
2577,20150418:0910,91.2,46.83,8.88,5.96,0.0
2578,20150418:1010,182.86,51.54,9.32,5.79,0.0
2579,20150418:1110,220.0,52.47,9.75,5.63,0.0
2580,20150418:1210,438.53,49.33,10.18,5.46,0.0
2581,20150418:1310,392.73,42.98,9.99,5.67,0.0
2582,20150418:1410,101.74,34.62,9.8,5.88,0.0
2583,20150418:1510,209.99,25.18,9.61,6.08,0.0
2584,20150418:1610,536.9,15.26,8.7,5.18,0.0
2585,20150418:1710,304.16,5.32,7.78,4.28,0.0
2586,20150418:1810,0.0,0.0,6.87,3.38,0.0
2587,20150418:1910,0.0,0.0,6.15,2.98,0.0
2588,20150418:2010,0.0,0.0,5.43,2.59,0.0
2589,20150418:2110,0.0,0.0,4.71,2.19,0.0
2590,20150418:2210,0.0,0.0,4.26,2.23,0.0
2591,20150418:2310,0.0,0.0,3.82,2.27,0.0
2592,20150419:0010,0.0,0.0,3.37,2.3,0.0
2593,20150419:0110,0.0,0.0,2.8,2.38,0.0
2594,20150419:0210,0.0,0.0,2.23,2.45,0.0
2595,20150419:0310,0.0,0.0,1.66,2.52,0.0
2596,20150419:0410,0.0,1.28,2.85,2.56,1.0
2597,20150419:0510,31.92,11.11,4.05,2.6,0.0
2598,20150419:0610,72.5,21.09,5.24,2.63,0.0
2599,20150419:0710,83.45,30.82,6.84,2.8,0.0
2600,20150419:0810,78.89,39.77,8.44,2.96,0.0
2601,20150419:0910,108.99,47.17,10.04,3.12,0.0
2602,20150419:1010,117.65,51.89,10.79,2.72,0.0
2603,20150419:1110,202.22,52.81,11.54,2.32,0.0
2604,20150419:1210,445.92,49.64,12.28,1.92,0.0
2605,20150419:1310,631.02,43.25,12.5,2.0,0.0
2606,20150419:1410,760.5,34.86,12.72,2.07,0.0
2607,20150419:1510,764.89,25.4,12.93,2.15,0.0
2608,20150419:1610,645.42,15.48,11.6,1.92,0.0
2609,20150419:1710,284.49,5.54,10.27,1.68,0.0
2610,20150419:1810,0.0,0.0,8.94,1.45,0.0
2611,20150419:1910,0.0,0.0,7.93,1.69,0.0
2612,20150419:2010,0.0,0.0,6.92,1.93,0.0
2613,20150419:2110,0.0,0.0,5.9,2.17,0.0
2614,20150419:2210,0.0,0.0,5.34,2.45,0.0
2615,20150419:2310,0.0,0.0,4.78,2.74,0.0
2616,20150420:0010,0.0,0.0,4.22,3.02,0.0
2617,20150420:0110,0.0,0.0,4.31,3.33,0.0
2618,20150420:0210,0.0,0.0,4.41,3.65,0.0
2619,20150420:0310,0.0,0.0,4.5,3.96,0.0
2620,20150420:0410,0.0,1.58,5.77,4.37,1.0
2621,20150420:0510,31.01,11.41,7.04,4.78,0.0
2622,20150420:0610,58.37,21.38,8.31,5.19,0.0
2623,20150420:0710,57.91,31.12,10.07,5.84,0.0
2624,20150420:0810,67.03,40.08,11.83,6.49,0.0
2625,20150420:0910,85.73,47.5,13.59,7.14,0.0
2626,20150420:1010,120.39,52.24,14.33,7.5,0.0
2627,20150420:1110,228.9,53.15,15.06,7.86,0.0
2628,20150420:1210,426.65,49.94,15.79,8.22,0.0
2629,20150420:1310,628.36,43.52,15.86,8.14,0.0
2630,20150420:1410,331.78,35.1,15.92,8.06,0.0
2631,20150420:1510,644.94,25.62,15.98,7.99,0.0
2632,20150420:1610,158.23,15.69,14.84,7.25,0.0
2633,20150420:1710,28.59,5.76,13.71,6.51,0.0
2634,20150420:1810,0.0,0.0,12.57,5.77,0.0
2635,20150420:1910,0.0,0.0,11.84,5.6,0.0
2636,20150420:2010,0.0,0.0,11.1,5.44,0.0
2637,20150420:2110,0.0,0.0,10.36,5.28,0.0
2638,20150420:2210,0.0,0.0,9.9,5.29,0.0
2639,20150420:2310,0.0,0.0,9.45,5.29,0.0
2640,20150421:0010,0.0,0.0,8.99,5.3,0.0
2641,20150421:0110,0.0,0.0,8.68,5.14,0.0
2642,20150421:0210,0.0,0.0,8.37,4.98,0.0
2643,20150421:0310,0.0,0.0,8.06,4.83,0.0
2644,20150421:0410,0.0,1.87,8.5,4.8,1.0
2645,20150421:0510,34.2,11.69,8.94,4.78,0.0
2646,20150421:0610,48.34,21.67,9.38,4.76,0.0
2647,20150421:0710,115.37,31.41,10.9,5.23,0.0
2648,20150421:0810,62.02,40.39,12.42,5.71,0.0
2649,20150421:0910,114.46,47.83,13.94,6.18,0.0
2650,20150421:1010,120.84,52.59,15.08,6.72,0.0
2651,20150421:1110,199.78,53.48,16.21,7.26,0.0
2652,20150421:1210,450.13,50.24,17.34,7.79,0.0
2653,20150421:1310,647.19,43.78,17.8,7.74,0.0
2654,20150421:1410,768.39,35.33,18.26,7.69,0.0
2655,20150421:1510,793.05,25.84,18.72,7.64,0.0
2656,20150421:1610,672.42,15.91,17.6,7.06,0.0
2657,20150421:1710,348.2,5.98,16.47,6.48,0.0
2658,20150421:1810,0.0,0.0,15.35,5.9,0.0
2659,20150421:1910,0.0,0.0,14.61,6.08,0.0
2660,20150421:2010,0.0,0.0,13.87,6.25,0.0
2661,20150421:2110,0.0,0.0,13.13,6.43,0.0
2662,20150421:2210,0.0,0.0,12.55,6.27,0.0
2663,20150421:2310,0.0,0.0,11.96,6.11,0.0
2664,20150422:0010,0.0,0.0,11.38,5.94,0.0
2665,20150422:0110,0.0,0.0,11.03,5.56,0.0
2666,20150422:0210,0.0,0.0,10.68,5.18,0.0
2667,20150422:0310,0.0,0.0,10.33,4.8,0.0
2668,20150422:0410,0.0,2.16,10.85,4.56,1.0
2669,20150422:0510,29.18,11.98,11.36,4.31,0.0
2670,20150422:0610,45.6,21.96,11.88,4.07,0.0
2671,20150422:0710,60.19,31.7,13.4,3.94,0.0
2672,20150422:0810,86.18,40.7,14.92,3.8,0.0
2673,20150422:0910,80.71,48.16,16.44,3.67,0.0
2674,20150422:1010,113.55,52.93,17.19,3.32,0.0
2675,20150422:1110,279.64,53.81,17.94,2.98,0.0
2676,20150422:1210,346.25,50.54,18.68,2.63,0.0
2677,20150422:1310,366.51,44.04,18.9,2.39,0.0
2678,20150422:1410,625.11,35.57,19.11,2.15,0.0
2679,20150422:1510,566.7,26.06,19.32,1.9,0.0
2680,20150422:1610,682.16,16.12,17.75,2.02,0.0
2681,20150422:1710,359.2,6.19,16.18,2.14,0.0
2682,20150422:1810,0.0,0.0,14.61,2.26,0.0
2683,20150422:1910,0.0,0.0,13.73,2.39,0.0
2684,20150422:2010,0.0,0.0,12.84,2.51,0.0
2685,20150422:2110,0.0,0.0,11.95,2.63,0.0
2686,20150422:2210,0.0,0.0,11.41,2.74,0.0
2687,20150422:2310,0.0,0.0,10.86,2.85,0.0
2688,20150423:0010,0.0,0.0,10.32,2.95,0.0
2689,20150423:0110,0.0,0.0,9.84,2.63,0.0
2690,20150423:0210,0.0,0.0,9.36,2.32,0.0
2691,20150423:0310,0.0,0.0,8.88,2.0,0.0
2692,20150423:0410,0.0,2.45,9.55,1.75,1.0
2693,20150423:0510,39.67,12.25,10.21,1.49,0.0
2694,20150423:0610,59.74,22.23,10.88,1.24,0.0
2695,20150423:0710,103.06,31.99,12.16,1.14,0.0
2696,20150423:0810,131.79,41.0,13.44,1.05,0.0
2697,20150423:0910,167.81,48.48,14.71,0.95,0.0
2698,20150423:1010,177.84,53.26,15.96,1.6,0.0
2699,20150423:1110,260.4,54.14,17.2,2.24,0.0
2700,20150423:1210,448.64,50.84,18.44,2.88,0.0
2701,20150423:1310,648.64,44.3,18.14,2.94,0.0
2702,20150423:1410,782.2,35.8,17.84,2.99,0.0
2703,20150423:1510,780.45,26.27,17.53,3.05,0.0
2704,20150423:1610,46.08,16.33,16.32,3.23,0.0
2705,20150423:1710,3.59,6.41,15.1,3.42,0.0
2706,20150423:1810,0.0,0.0,13.89,3.6,0.0
2707,20150423:1910,0.0,0.0,13.17,4.21,0.0
2708,20150423:2010,0.0,0.0,12.45,4.81,0.0
2709,20150423:2110,0.0,0.0,11.72,5.42,0.0
2710,20150423:2210,0.0,0.0,11.27,5.18,0.0
2711,20150423:2310,0.0,0.0,10.83,4.94,0.0
2712,20150424:0010,0.0,0.0,10.38,4.7,0.0
2713,20150424:0110,0.0,0.0,9.29,4.72,0.0
2714,20150424:0210,0.0,0.0,8.2,4.73,0.0
2715,20150424:0310,0.0,0.0,7.11,4.74,0.0
2716,20150424:0410,0.91,2.73,7.88,4.75,0.0
2717,20150424:0510,33.74,12.53,8.66,4.76,0.0
2718,20150424:0610,48.34,22.51,9.43,4.77,0.0
2719,20150424:0710,60.65,32.27,11.28,4.32,0.0
2720,20150424:0810,59.74,41.3,13.13,3.87,0.0
2721,20150424:0910,43.32,48.8,14.97,3.42,0.0
2722,20150424:1010,62.93,53.6,15.62,3.07,0.0
2723,20150424:1110,242.47,54.47,16.27,2.72,0.0
2724,20150424:1210,216.53,51.13,16.92,2.37,0.0
2725,20150424:1310,214.22,44.56,17.29,2.2,0.0
2726,20150424:1410,747.42,36.03,17.65,2.02,0.0
2727,20150424:1510,684.6,26.48,18.01,1.85,0.0
2728,20150424:1610,639.03,16.54,16.69,1.7,0.0
2729,20150424:1710,418.56,6.62,15.36,1.55,0.0
2730,20150424:1810,0.0,0.0,14.04,1.41,0.0
2731,20150424:1910,0.0,0.0,12.63,1.64,0.0
2732,20150424:2010,0.0,0.0,11.22,1.87,0.0
2733,20150424:2110,0.0,0.0,9.81,2.1,0.0
2734,20150424:2210,0.0,0.0,9.31,1.99,0.0
2735,20150424:2310,0.0,0.0,8.82,1.88,0.0
2736,20150425:0010,0.0,0.0,8.32,1.77,0.0
2737,20150425:0110,0.0,0.0,8.27,1.54,0.0
2738,20150425:0210,0.0,0.0,8.22,1.31,0.0
2739,20150425:0310,0.0,0.0,8.17,1.08,0.0
2740,20150425:0410,0.91,3.0,9.35,0.91,0.0
2741,20150425:0510,29.18,12.8,10.54,0.74,0.0
2742,20150425:0610,45.6,22.78,11.72,0.58,0.0
2743,20150425:0710,61.1,32.55,14.41,1.19,0.0
2744,20150425:0810,62.93,41.6,17.1,1.8,0.0
2745,20150425:0910,43.32,49.12,19.78,2.41,0.0
2746,20150425:1010,62.93,53.93,20.66,3.14,0.0
2747,20150425:1110,206.41,54.79,21.54,3.88,0.0
2748,20150425:1210,435.37,51.42,22.41,4.61,0.0
2749,20150425:1310,643.68,44.81,22.56,4.81,0.0
2750,20150425:1410,783.51,36.25,22.7,5.02,0.0
2751,20150425:1510,790.91,26.7,22.84,5.23,0.0
2752,20150425:1610,644.49,16.75,21.51,4.81,0.0
2753,20150425:1710,63.39,6.83,20.17,4.39,0.0
2754,20150425:1810,0.0,0.0,18.84,3.97,0.0
2755,20150425:1910,0.0,0.0,17.28,3.58,0.0
2756,20150425:2010,0.0,0.0,15.71,3.18,0.0
2757,20150425:2110,0.0,0.0,14.14,2.79,0.0
2758,20150425:2210,0.0,0.0,13.76,2.6,0.0
2759,20150425:2310,0.0,0.0,13.38,2.42,0.0
2760,20150426:0010,0.0,0.0,13.0,2.23,0.0
2761,20150426:0110,0.0,0.0,12.86,2.9,0.0
2762,20150426:0210,0.0,0.0,12.72,3.56,0.0
2763,20150426:0310,0.0,0.0,12.58,4.22,0.0
2764,20150426:0410,1.37,3.28,13.27,4.06,0.0
2765,20150426:0510,39.22,13.07,13.95,3.91,0.0
2766,20150426:0610,48.79,23.05,14.64,3.75,0.0
2767,20150426:0710,109.9,32.83,15.78,3.59,0.0
2768,20150426:0810,150.48,41.88,16.92,3.43,0.0
2769,20150426:0910,90.29,49.43,18.05,3.27,0.0
2770,20150426:1010,144.1,54.25,18.19,2.93,0.0
2771,20150426:1110,244.99,55.11,18.33,2.59,0.0
2772,20150426:1210,420.12,51.71,18.46,2.25,0.0
2773,20150426:1310,653.8,45.06,18.91,3.18,0.0
2774,20150426:1410,254.75,36.48,19.35,4.11,0.0
2775,20150426:1510,647.88,26.91,19.79,5.03,0.0
2776,20150426:1610,89.51,16.95,18.62,4.04,0.0
2777,20150426:1710,344.39,7.05,17.46,3.04,0.0
2778,20150426:1810,0.0,0.0,16.29,2.04,0.0
