,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.0668421052631579,npv_DH_25years_ir_0.0668421052631579,savings_npv_25years_ir_0.0668421052631579,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197460.8634512746,1330512.0705014162,1496826.079314093,nr2,-1571715.240034092,-5853640.45230703,-4281925.212272937,0.10626967802313547,-153.06571939152238
1,w24853840,937.1926232803613,trade,88132.8528706944,97925.39207854934,110166.066088368,nr2,-115677.89163924458,-550331.93433497,-434654.0426957254,0.10626967802313547,-463.7830387251123
2,w24853841,8998.296452549099,trade,370264.7062278559,411405.2291420621,462830.8827848198,nr2,-485987.22462443716,-2355153.4603171097,-1869166.2356926724,0.10626967802313547,-207.72445601780126
3,w25538793,404.8852469230536,trade,30691.75479818213,34101.94977575792,38364.69349772766,nr1,-43760.45239464791,-264392.9144768343,-220632.4620821864,0.1154401578525431,-544.9259111288796
4,w27689586,5481.69515059907,office,247077.21277456047,274530.2364161783,308846.5159682006,nr2,-324298.71625505894,-1723381.5022750127,-1399082.7860199537,0.10626967802313547,-255.22812699043544
5,w28994179,8336.082743907347,other,755590.8194729006,839545.3549698895,944488.5243411257,nr2,-991743.14789097,-4134044.585497143,-3142301.437606173,0.10626967802313547,-376.95180507928734
6,w28994181,1422.5013561584055,trade,126963.50101552144,141070.5566839127,158704.37626940178,nr2,-166644.6692036702,-879987.6668522035,-713342.9976485333,0.10626967802313547,-501.4708735146524
7,w29249266,23411.247439788887,trade,2692049.9258480393,2991166.584275599,3365062.407310049,nr2,-3533423.1159699005,-3812139.460442897,-278716.3444729964,0.10626967802313547,-11.905232525085378
8,w30213059,1747.46707642246,ab,196743.8254561325,218604.25050681387,245929.7818201656,r2,-276323.63151488535,-882920.1798596889,-606596.5483448035,0.10626967802313547,-347.1290283686898
9,w50930444,8762.936898044496,other,331711.8078293086,368568.67536589847,414639.75978663575,nr2,-435385.00470232585,-2203520.443467649,-1768135.4387653233,0.10626967802313547,-201.7742977425632
10,w50930445,4934.112452852726,other,203585.9606969704,226206.62299663379,254482.450871213,nr2,-267214.709766947,-1582150.6784451113,-1314935.9686781643,0.10626967802313547,-266.4989866450887
11,w50930458,1974.6456010334193,other,59309.24989752737,65899.1665528082,74136.56237190921,nr2,-77845.76079611244,-816734.2406237851,-738888.4798276726,0.10626967802313547,-374.1878944966021
12,w50930471,7086.712400933168,other,741559.2688132944,823954.7431258826,926949.086016618,nr2,-973326.1768766094,-1050102.1261742811,-76775.94929767167,0.10626967802313547,-10.833789344627831
13,w50930472,6477.305229391343,other,397621.5839708261,441801.75996758457,497026.97996353265,nr2,-521894.2199849793,-2143252.011938464,-1621357.7919534845,0.10626967802313547,-250.31363113728693
14,w50930478,6019.835157379508,trade,260294.65487875984,289216.28319862206,325368.3185984498,nr2,-341647.1372544428,-1698740.329728915,-1357093.192474472,0.10626967802313547,-225.43693589530577
15,w50930479,4489.048651921749,other,185266.7973649304,205851.99707214488,231583.496706163,nr2,-243170.07576474972,-1230508.2514848995,-987338.1757201499,0.10626967802313547,-219.94374583075037
