,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.07157894736842106,npv_DH_25years_ir_0.07157894736842106,savings_npv_25years_ir_0.07157894736842106,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197460.8634512746,1330512.0705014162,1496826.079314093,nr2,-1505785.2997521893,-5818296.702418089,-4312511.4026659,0.10861064533259303,-154.15908207392658
1,w24853840,937.1926232803613,trade,88132.8528706944,97925.39207854934,110166.066088368,nr2,-110825.46271735769,-547730.6422143383,-436905.1794969806,0.10861064533259303,-466.1850388532992
2,w24853841,8998.296452549099,trade,370264.7062278559,411405.2291420621,462830.8827848198,nr2,-465601.14712062554,-2344224.8833848317,-1878623.7362642062,0.10861064533259303,-208.7754883572453
3,w25538793,404.8852469230536,trade,30691.75479818213,34101.94977575792,38364.69349772766,nr1,-41924.79925621705,-263408.85677664314,-221484.05752042608,0.11798313756941577,-547.029211865845
4,w27689586,5481.69515059907,office,247077.21277456047,274530.2364161783,308846.5159682006,nr2,-310695.11017452617,-1716088.8754526277,-1405393.7652781014,0.10861064533259303,-256.37940941033764
5,w28994179,8336.082743907347,other,755590.8194729006,839545.3549698895,944488.5243411257,nr2,-950141.7401741246,-4111742.8854943044,-3161601.14532018,0.10861064533259303,-379.2670061523708
6,w28994181,1422.5013561584055,trade,126963.50101552144,141070.5566839127,158704.37626940178,nr2,-159654.2979143665,-876240.2656954064,-716585.9677810399,0.10861064533259303,-503.7506394484189
7,w29249266,23411.247439788887,trade,2692049.9258480393,2991166.584275599,3365062.407310049,nr2,-3385203.9162747078,-3732682.0500407848,-347478.133766077,0.10861064533259303,-14.842358770490634
8,w30213059,1747.46707642246,ab,196743.8254561325,218604.25050681387,245929.7818201656,r2,-264732.4729766124,-876706.6815272183,-611974.2085506059,0.10861064533259303,-350.2064312441774
9,w50930444,8762.936898044496,other,331711.8078293086,368568.67536589847,414639.75978663575,nr2,-417121.57718791324,-2193729.7776271496,-1776608.2004392364,0.10861064533259303,-202.74118381882877
10,w50930445,4934.112452852726,other,203585.9606969704,226206.62299663379,254482.450871213,nr2,-256005.65013029255,-1576141.7210792438,-1320136.0709489512,0.10861064533259303,-267.5528949863508
11,w50930458,1974.6456010334193,other,59309.24989752737,65899.1665528082,74136.56237190921,nr2,-74580.3051780988,-814983.6938138981,-740403.3886357993,0.10861064533259303,-374.9550745958229
12,w50930471,7086.712400933168,other,741559.2688132944,823954.7431258826,926949.086016618,nr2,-932497.3199171924,-1028214.5755037535,-95717.25558656105,0.10861064533259303,-13.506581073327759
13,w50930472,6477.305229391343,other,397621.5839708261,441801.75996758457,497026.97996353265,nr2,-500001.92430657544,-2131515.980938832,-1631514.0566322564,0.10861064533259303,-251.88160799171814
14,w50930478,6019.835157379508,trade,260294.65487875984,289216.28319862206,325368.3185984498,nr2,-327315.80370054796,-1691057.5824590395,-1363741.7787584916,0.10861064533259303,-226.54138246405762
15,w50930479,4489.048651921749,other,185266.7973649304,205851.99707214488,231583.496706163,nr2,-232969.63476554686,-1225039.9948189415,-992070.3600533946,0.10861064533259303,-220.99790779248784
16,w50930480,4441.97852948606,other,168030.88689118178,186700.98543464643,210038.6086139772,nr2,-211295.7902071426,-1192766.5656740807,-981470.7754669382,0.10861064533259303,-220.9535163107812
17,w50930481,1370.623297881335,other,60575.174758398076,67305.74973155341,75718.96844799758,nr2,-76172.18271186299,-498009.27318935696,-421837.09047749394,0.10861064533259303,-307.7702612596444
18,w50930482,786.6849797132425,other,73977.36742213568,82197.07491348409,92471.7092776696,nr2,-93025.19671295388,-529648.6977021059,-436623.500989152,0.10861064533259303,-555.016953734527
