,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.01,npv_DH_25years_ir_0.01,savings_npv_25years_ir_0.01,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-2886090.482402335,-6574561.080055013,-3688470.5976526784,0.08247709341999451,-131.85153347984223
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-212154.55997496832,-603172.9410723875,-391018.3810974192,0.08247709341999451,-417.2230674722735
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-892807.2852975831,-2578406.698807915,-1685599.4135103321,0.08247709341999451,-187.3242810346423
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-80445.02768389924,-284526.29148416023,-204081.263800261,0.08959440605014632,-504.0471722572929
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-576624.3938834007,-482825.42134587764,93798.97253752308,0.08247709341999451,17.11130771788216
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-1452460.7575030213,-1216190.2699030726,236270.48759994865,0.08247709341999451,14.171553645663687
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-781302.4213233469,-654208.6577944529,127093.76352889405,0.08247709341999451,44.67263351935296
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-6501213.024916179,-5443666.538063928,1057546.486852251,0.08247709341999451,45.17258166495153
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-481120.38687202136,-873487.245053741,-392366.85818171967,0.08247709341999451,-224.53462126737247
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-795938.4683163813,-2462958.0349798016,-1667019.5666634203,0.08247709341999451,-190.2352585735755
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-487235.3470283149,-1686204.9706427213,-1198969.6236144064,0.08247709341999451,-242.99600689506082
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-145955.51049513888,-872325.8867556478,-726370.376260509,0.08247709341999451,-367.84847664835013
12,w50930471,4724.4749339554455,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-622206.6492440922,-1773084.0145324066,-1150877.3652883144,0.08247709341999451,-243.59899912195573
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-2551229.722203961,-2136223.473442464,415006.248761497,0.08247709341999451,42.71387910704692
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1641185.4521184985,-1374215.2878569884,266970.16426151013,0.08247709341999451,44.34841773603063
15,w50930479,4489.048651921749,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-447211.73386725096,-1342621.127589525,-895409.393722274,0.08247709341999451,-199.46529056639912
16,w50930480,4441.97852948606,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-406622.02724895714,-1265446.6888008297,-858824.6615518725,0.08247709341999451,-193.3428214141411
17,w50930481,1370.623297881335,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-149633.7631934855,-569936.5306299959,-420302.76743651036,0.08247709341999451,-306.6508267342316
18,w50930482,1573.369959426485,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-152765.2787331193,-555329.637907323,-402564.35917420365,0.08247709341999451,-255.861221172002
19,w50930483,704.9254127380437,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-118147.76945825417,-375094.3792108893,-256946.60975263512,0.08959440605014632,-364.5018396408964
20,w50930486,509.32494937628496,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-79769.50466350168,-268978.27199907386,-189208.76733557216,0.08959440605014632,-371.4892968963638
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-546189.2348205532,-457341.1222872089,88848.1125333443,0.08247709341999451,32.74884622977693
22,w98916062,151.14776481509907,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-29042.391310837866,-117302.81472617153,-88260.42341533367,0.08959440605014632,-583.9346914809078
23,w98916065,222.67857759937178,other,20948.500685227787,23276.111872475318,26185.625856534734,nr1,-54849.637638369444,-183519.54283945778,-128669.90520108833,0.08959440605014632,-577.8279463980703
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-7313797.887531589,-6124068.950506613,1189728.9370249761,0.08247709341999451,27.533236054126615
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-1183759.3456982295,-991198.2755527354,192561.07014549407,0.08247709341999451,40.57920078141343
26,w98916075,67.06430839556852,sfh,8538.96409194254,9487.737879936156,10673.705114928174,r1,-23924.76682201151,-94690.55918317291,-70765.79236116141,0.08959798099230905,-1055.1930535652475
27,w98916076,98.82164086105185,sfh,13728.213996145805,15253.571106828673,17160.267495182256,r1,-38464.187834023905,-122551.7907075351,-84087.60287351119,0.08959798099230905,-850.9027186842865
28,w98916079,3334.9361924076916,trade,133751.88480733606,148613.2053414845,167189.85600917006,nr2,-322383.7783997908,-1241343.1712867091,-918959.3928869183,0.08247709341999451,-275.5553149649517
29,w98916080,2976.303781049745,other,104082.21116258297,115646.90129175886,130102.76395322871,nr2,-250870.60677411835,-905862.980893871,-654992.3741197527,0.08247709341999451,-220.06905957991165
30,w98916086,294.4025758753764,other,20686.516731325537,22985.018590361706,25858.14591415692,nr1,-54163.68282210238,-226716.8721730991,-172553.18935099672,0.08959440605014632,-586.1130421088443
31,w98916091,1116.7099465291947,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-157930.13359558838,-132239.78053193458,25690.353063653805,0.08247709341999451,23.005394680598172
32,w98916094,150.05011938810347,trade,13612.2294499376,15124.699388819556,17015.286812422,nr1,-35641.01622346247,-160367.22010869015,-124726.20388522767,0.08959440605014632,-831.2302875456188
33,w98916098,15131.85493721813,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-3349844.984145135,-2804928.707612572,544916.2765325634,0.08247709341999451,36.01120145503734
34,w98916102,1892.1415951219387,trade,73425.17962658805,81583.53291843117,91781.47453323506,nr2,-176977.5945348359,-755184.889307112,-578207.2947722761,0.08247709341999451,-305.58352306345955
35,w98916109,81.43322088830173,sfh,9629.8057932929,10699.784214769888,12037.257241616126,r1,-26981.12507150458,-108033.4104372152,-81052.28536571063,0.08959798099230905,-995.3221115604206
36,w98916113,559.2398283889517,trade,50271.6825643969,55857.425071552105,62839.60320549612,nr2,-121170.44178457995,-409068.30113912234,-287897.8593545424,0.08247709341999451,-514.8021380807471
37,w98916116,6987.1012714248145,other,358101.17313169746,397890.1923685527,447626.4664146218,nr2,-863135.5693408686,-2281920.873016613,-1418785.3036757444,0.08247709341999451,-203.05778441743192
