,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.1,npv_DH_25years_ir_0.1,savings_npv_25years_ir_0.1,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1189527.9296534876,-5657155.831465791,-4467627.901812304,0.12414331237487895,-159.70402210774267
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-87441.39382750994,-535735.1015382766,-448293.7077107667,0.12414331237487895,-478.33678645660825
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-367978.48443600326,-2294608.912666116,-1926630.4282301127,0.12414331237487895,-214.1105750838342
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-33156.13554572066,-258955.12832413215,-225798.99277841148,0.1348561870468228,-557.6863926121848
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-237660.88611084624,-299533.09262689657,-61872.206516050326,0.12414331237487895,-11.287057163200435
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-598644.6538354404,-754494.723478623,-155850.06964318256,0.12414331237487895,-9.347920026171154
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-322020.7603804632,-405855.0644376435,-83834.3040571803,0.12414331237487895,-29.467214106418314
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-2679532.9241818134,-3377117.6936596516,-697584.7694778382,0.12414331237487895,-29.796992717792943
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-198298.05794362415,-720560.151337061,-522262.0933934368,0.12414331237487895,-298.8680590553095
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-328053.1376687329,-2209952.062769356,-1881898.9251006232,0.12414331237487895,-214.75664460400037
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-200818.39330351033,-1531326.851821617,-1330508.4585181067,0.12414331237487895,-269.65507398374245
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-60156.86524016511,-825930.8231894828,-765773.9579493176,0.12414331237487895,-387.80323798283314
12,w50930471,4724.4749339554455,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-256448.0191473015,-1575302.3963869822,-1318854.3772396806,0.12414331237487895,-279.1536404947128
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1051512.0811450218,-1325260.8401578225,-273748.75901280064,0.12414331237487895,-28.175169489789422
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-676429.2197141827,-852529.5829692732,-176100.36325509055,0.12414331237487895,-29.25335306552625
15,w50930479,4489.048651921749,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-184322.30422001655,-1200465.3655362863,-1016143.0613162697,0.12414331237487895,-226.36044741490196
16,w50930480,4441.97852948606,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-167592.89466986552,-1136193.228361962,-968600.3336920964,0.12414331237487895,-218.05605931286752
17,w50930481,1370.623297881335,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-61672.88989139665,-522372.25620517065,-460699.366313774,0.12414331237487895,-336.12398609151626
18,w50930482,1573.369959426485,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-62963.5719470187,-506769.9446591394,-443806.37271212065,0.12414331237487895,-282.07375516048
19,w50930483,704.9254127380437,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-48695.65679031358,-337538.5976194921,-288842.9408291785,0.1348561870468228,-409.7496495512426
20,w50930486,509.32494937628496,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-32877.71270874228,-243621.83819983125,-210744.12549108898,0.1348561870468228,-413.77145523533545
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-225116.76389102993,-283723.25624919793,-58606.492358168005,0.12414331237487895,-21.601978382871533
22,w98916062,151.14776481509907,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-11970.08057052018,-108071.07290012632,-96100.99232960615,0.1348561870468228,-635.8082267850119
23,w98916065,222.67857759937178,other,20948.500685227787,23276.111872475318,26185.625856534734,nr1,-22606.76728607087,-166084.41883365318,-143477.6515475823,0.1348561870468228,-644.3262441065057
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-3014447.0217086854,-3799222.7233858355,-784775.7016771501,0.12414331237487895,-18.161628225880676
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-487896.97075757995,-614915.1882996489,-127018.21754206897,0.12414331237487895,-26.767080950694833
26,w98916075,67.06430839556852,sfh,8538.96409194254,9487.737879936156,10673.705114928174,r1,-9860.805999935536,-87085.92392394682,-77225.11792401128,0.134861567997378,-1151.5084516865631
27,w98916076,98.82164086105185,sfh,13728.213996145805,15253.571106828673,17160.267495182256,r1,-15853.358028444154,-110325.7104620633,-94472.35243361915,0.134861567997378,-955.9885022193872
28,w98916079,3334.9361924076916,trade,133751.88480733606,148613.2053414845,167189.85600917006,nr2,-132873.34919401613,-1138866.630039184,-1005993.2808451678,0.12414331237487895,-301.65293211168773
29,w98916080,2976.303781049745,other,104082.21116258297,115646.90129175886,130102.76395322871,nr2,-103398.5577744372,-826118.4223726962,-722719.864598259,0.12414331237487895,-242.82463006627472
30,w98916086,294.4025758753764,other,20686.516731325537,22985.018590361706,25858.14591415692,nr1,-22324.044891397087,-209499.79349628734,-187175.74860489025,0.1348561870468228,-635.7816267345556
31,w98916091,1116.7099465291947,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-65092.312937287184,-82038.32830636567,-16946.015369078486,0.12414331237487895,-15.174947999476299
32,w98916094,150.05011938810347,trade,13612.2294499376,15124.699388819556,17015.286812422,nr1,-14689.76267291244,-149037.9649977272,-134348.20232481475,0.1348561870468228,-895.355517694219
33,w98916098,15131.85493721813,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-1380668.483177095,-1740109.2263269485,-359440.74314985354,0.12414331237487895,-23.75391150927421
34,w98916102,1892.1415951219387,trade,73425.17962658805,81583.53291843117,91781.47453323506,nr2,-72942.89382321943,-698928.7964718632,-625985.9026486437,0.12414331237487895,-330.8345972957178
35,w98916109,81.43322088830173,sfh,9629.8057932929,10699.784214769888,12037.257241616126,r1,-11120.511308194831,-99457.29278562833,-88336.7814774335,0.134861567997378,-1084.7757280606777
36,w98916113,559.2398283889517,trade,50271.6825643969,55857.425071552105,62839.60320549612,nr2,-49941.47814493801,-370551.6988548729,-320610.2207099349,0.12414331237487895,-573.2964721656954
37,w98916116,6987.1012714248145,other,358101.17313169746,397890.1923685527,447626.4664146218,nr2,-355749.02210054727,-2007554.8729256387,-1651805.8508250914,0.12414331237487895,-236.40788742829457
38,w98916121,458.57296650111675,other,22475.134293848154,24972.371437609057,28093.917867310192,nr1,-24254.247993151363,-192304.36050338348,-168050.1125102321,0.1348561870468228,-366.46319078170706
39,w98916126,1235.1179318586364,trade,54455.49615433791,60506.10683815323,68069.37019292239,nr2,-54097.81078204198,-454252.1754856649,-400154.36470362294,0.12414331237487895,-323.9806939742674
40,w99055014,379.03616306802724,mfh,51250.231128429565,56944.70125381063,64062.788910536954,r2,-54480.13560407297,-281193.0652976438,-226712.92969357086,0.12414331237487895,-598.1300777701301
41,w99055018,363.825429549627,mfh,39011.950831555296,43346.61203506144,48764.93853944412,r1,-45051.04772509674,-211223.67673430612,-166172.6290092094,0.134861567997378,-456.7372577967173
42,w99055022,32.828185592684896,sfh,3912.1656857345315,4346.850761927257,4890.207107168164,r0,-5543.643633859467,-44608.25025881131,-39064.60662495185,0.1654851554902324,-1189.9715418221776
43,w99055023,57.57688737055287,sfh,7638.842228320924,8487.602475912137,9548.552785401154,r1,-8821.344189591515,-61755.460899527,-52934.116709935486,0.134861567997378,-919.3639866160622
44,w99055025,2922.078992408514,trade,131771.14343422168,146412.38159357963,164713.9292927771,nr2,-130905.61811858512,-873537.9293304698,-742632.3112118847,0.12414331237487895,-254.14518674588345
45,w99055028,168.94065034445376,ab,18863.996140229203,20959.99571136578,23579.9951752865,r1,-21784.165423281025,-114236.69751382475,-92452.53209054373,0.134861567997378,-547.2485864239418
46,w99055030,502.22660109587014,other,33719.73290267432,37466.369891860355,42149.66612834289,nr1,-36388.96005654337,-284476.8504071607,-248087.89035061732,0.1348561870468228,-493.9760056701174
47,w99055036,2513.4158389533286,other,94056.81089942587,104507.56766602874,117571.01362428232,nr2,-93439.00833036695,-766973.0969542805,-673534.0886239136,0.12414331237487895,-267.9755885139946
48,w99055038,337.97397138923407,other,24561.514626422148,27290.57180713572,30701.893283027683,nr1,-26505.78452826939,-228486.41312636744,-201980.62859809806,0.1348561870468228,-597.6218457529775
49,w99055039,2475.299022556655,other,95255.37369289662,105839.30410321847,119069.21711612078,nr2,-94629.69848637632,-659635.2304966424,-565005.5320102661,0.12414331237487895,-228.2574860093834
50,w99055040,101.95110847079195,trade,7536.8851086504455,8374.316787389384,9421.106385813056,nr1,-8133.498920677574,-94014.51382428754,-85881.01490360996,0.1348561870468228,-842.3745086421898
51,w99055041,189.90211718752977,ab,21595.11692946048,23994.5743660672,26993.8961618256,r1,-24938.066994364213,-154262.00183501648,-129323.93484065226,0.134861567997378,-681.0031228506205
52,w99055043,190.2007592998445,sfh,29155.98911223378,32395.543458037533,36444.98639029222,r1,-33669.371281612446,-195788.97391841267,-162119.6026368002,0.134861567997378,-852.3604386942778
53,w99055048,47.74609960326925,sfh,5769.180841789516,6410.2009353216845,7211.476052236895,r1,-6662.256972495304,-65109.453920040905,-58447.1969475456,0.134861567997378,-1224.1250580297376
54,w99055050,194.95880112051967,trade,16984.909900636445,18872.122111818273,21231.137375795555,nr1,-18329.421817253748,-162853.908674359,-144524.48685710525,0.1348561870468228,-741.3078354321798
55,w99055053,122.33706042193808,ab,14174.508663259385,15749.454070288204,17718.13582907423,r1,-16368.739646615548,-130834.33814531559,-114465.59849870004,0.134861567997378,-935.6575849044474
56,w99055057,303.91877080444243,ab,36040.58788819037,40045.09765354486,45050.73486023796,r1,-41619.714225572265,-211794.61675407545,-170174.90252850318,0.134861567997378,-559.9354790691846
57,w99055067,194.8848727118224,sfh,21931.666176569037,24368.517973965598,27414.582720711296,r1,-25326.714469564788,-145593.58269671738,-120266.86822715259,0.134861567997378,-617.1175143234028
58,w99055068,348.37368724122643,ab,40200.04013772175,44666.71126413528,50250.05017215219,r1,-46423.05468432032,-324021.463493531,-277598.40880921064,0.134861567997378,-796.8409181747172
59,w99055094,263.70872883694244,other,16614.595860209945,18460.66206689994,20768.24482526243,nr1,-17929.794012835748,-177236.25631665805,-159306.4623038223,0.1348561870468228,-604.1000728585112
60,w99055100,85.6876405166462,sfh,12089.433153049305,13432.703503388117,15111.79144131163,r1,-13960.891940498675,-100835.73834160743,-86874.84640110875,0.134861567997378,-1013.8550423060361
61,w99055110,94.65369866762775,sfh,12604.978915374657,14005.532128194063,15756.22364421832,r1,-14556.244806682551,-126022.49315540827,-111466.24834872573,0.134861567997378,-1177.6216874539102
62,w99055113,801.3236896117684,education,39333.930829421224,43704.367588245805,49167.41353677653,nr1,-42447.57341198068,-329851.31188792485,-287403.73847594415,0.1348561870468228,-358.66122791800626
63,w99055118,54.3237798044458,other,6219.479772060365,6910.533080067072,7774.349715075456,nr1,-6711.808828712121,-64603.704234144825,-57891.895405432704,0.1348561870468228,-1065.6823883358518
64,w99055131,500.74276516167447,th,69240.53713621371,76933.93015134857,86550.67142026713,r2,-73604.2310331599,-421583.9908612504,-347979.7598280905,0.12414331237487895,-694.927184251456
65,w99055135,663.0715527065098,ab,68880.52212837798,76533.91347597554,86100.65266047248,r2,-73221.52707232817,-311716.54187070165,-238495.01479837348,0.12414331237487895,-359.6821697822658
66,w99055142,64.54166975589469,sfh,9032.758360397225,10036.398178219139,11290.947950496531,r1,-10431.040214845327,-73454.45655615817,-63023.41634131284,0.134861567997378,-976.4763846314469
67,w99055146,149.08371188635937,sfh,17342.70904751041,19269.67671945601,21678.38630938801,r1,-20027.381259536713,-99220.04071052231,-79192.65945098561,0.134861567997378,-531.1959197216062
68,w99055147,57.659734526090325,sfh,7330.462267285426,8144.958074761584,9163.077834106782,r1,-8465.226639816581,-73368.32328854487,-64903.096648728286,0.134861567997378,-1125.622536804439
69,w99055152,1635.3717537612654,other,76892.01538215307,85435.57264683674,96115.01922769133,nr2,-76386.95802172429,-566274.1253959315,-489887.16737420723,0.12414331237487895,-299.55706783334955
70,w99055158,567.1104306213557,trade,39120.40099323338,43467.11221470375,48900.50124154172,nr1,-42217.1407243213,-331122.168934116,-288905.0282097947,0.1348561870468228,-509.43345882962393
71,w99055160,362.3993257842958,ab,41269.65009818708,45855.16677576342,51587.06262273384,r1,-47658.24155267825,-277715.1887567776,-230056.94720409936,0.134861567997378,-634.8161567525428
72,w99055171,150.93386064656082,sfh,16885.70894548665,18761.8988283185,21107.136181858314,r1,-19499.636992259697,-113453.10280491806,-93953.46581265837,0.134861567997378,-622.4810351380831
73,w99055172,71.28885925472714,sfh,9019.499646113589,10021.666273459543,11274.374557641986,r1,-10415.729035649378,-89801.12899958223,-79385.39996393285,0.134861567997378,-1113.5737167609234
74,w99055173,413.9677898917347,ab,46033.80958093352,51148.67731214836,57542.2619761669,r1,-53159.89865139415,-247577.59607393682,-194417.69742254267,0.134861567997378,-469.6445041615167
75,w99055181,184.62117180265486,other,15209.502381678169,16899.44709075352,19011.87797709771,nr1,-16413.474455572967,-146747.110295858,-130333.63584028503,0.1348561870468228,-705.9517311459879
76,w99055182,84.81555104400032,sfh,9995.399856476368,11105.999840529297,12494.24982059546,r1,-11542.699771919855,-103660.59929598977,-92117.89952406992,0.134861567997378,-1086.0968111411705
77,w99055185,136.9722994968528,education,10840.570650859518,12045.07850095502,13550.713313574397,nr1,-11698.70157461945,-127925.34151400103,-116226.63993938158,0.1348561870468228,-848.5412040706238
78,w99055186,41.49024544628337,sfh,5137.404922484948,5708.227691649942,6421.756153106185,r1,-5932.681381286085,-54467.51474605267,-48534.833364766586,0.134861567997378,-1169.7890152904424
79,w99055192,160.51305735595523,ab,18121.209085465063,20134.67676162785,22651.511356831328,r1,-20926.394039372273,-146749.12422071974,-125822.73018134746,0.134861567997378,-783.8784722810545
80,w99055193,133.23216011486946,other,9055.86994602939,10062.077717810433,11319.837432536737,nr1,-9772.72538588761,-94452.9290753919,-84680.2036895043,0.1348561870468228,-635.5838081173129
81,w99055199,594.2030242990702,ab,69499.33638341566,77221.48487046185,86874.17047926957,r2,-73879.34038918334,-320789.99974831013,-246910.6593591268,0.12414331237487895,-415.5324851306267
82,w99055201,119.5810925271362,sfh,16186.140935837673,17984.601039819638,20232.67616979709,r1,-18691.775013613023,-133845.64457129434,-115153.86955768132,0.134861567997378,-962.9772326385944
83,w99055202,635.4450178422034,ab,74224.65462412336,82471.83847124818,92780.8182801542,r2,-78902.45878022119,-412594.37967215426,-333691.9208919331,0.12414331237487895,-525.1310680270327
84,w99055209,191.61494707558305,other,19092.937557201116,21214.375063556796,23866.171946501392,nr1,-20604.319261258614,-167808.60109247608,-147204.28183121746,0.1348561870468228,-768.2296401081504
85,w99055216,463.1840371862054,education,30329.625776782435,33699.58419642493,37912.03222097804,nr1,-32730.49475530432,-243066.22701128316,-210335.73225597883,0.1348561870468228,-454.1083357141287
86,w99055219,773.0541430711745,other,89363.99007406665,99293.3223045185,111704.9875925833,nr2,-88777.01181995435,-588223.7746581302,-499446.76283817587,0.12414331237487895,-646.0695765163142
87,w99055224,318.955577952601,ab,39326.77401159415,43696.415568437944,49158.46751449268,r1,-45414.60591192355,-225336.13575716002,-179921.52984523648,0.134861567997378,-564.0958875846155
88,w99055226,262.56915004737675,ab,28811.221455015977,32012.468283351085,36014.02681876997,r1,-33271.23317653657,-170860.90810632313,-137589.67492978656,0.134861567997378,-524.0131024720936
89,w99055235,1694.7837025728077,trade,149404.7926523063,166005.3251692292,186755.99081538286,nr2,-148423.44251032657,-887719.6124799438,-739296.1699696172,0.12414331237487895,-436.21859759880306
90,w99055245,424.4345906373113,ab,47895.25638616388,53216.95154018208,59869.07048270485,r1,-55309.49966012736,-266902.1751511306,-211592.67549100323,0.134861567997378,-498.5283484394744
91,w99055249,70.42309986636974,sfh,9527.919340341607,10586.577044824007,11909.899175427008,r1,-11002.852709826642,-102466.38073957301,-91463.52802974638,0.134861567997378,-1298.771684337974
92,w99055257,137.79457132667304,trade,8302.741753787854,9225.268615319837,10378.427192234816,nr1,-8959.98016681856,-99216.32090676167,-90256.34073994312,0.1348561870468228,-655.0065062140231
93,w99055287,226.3710821658373,mfh,29327.158711257514,32585.731901397237,36658.94838907189,r1,-33867.038140365556,-172254.37369684048,-138387.33555647492,0.134861567997378,-611.329566623239
94,w99055292,58.725108856521544,trade,5742.2884325185605,6380.320480576178,7177.8605406482,nr1,-6196.843403451057,-75958.81449298123,-69761.97108953017,0.1348561870468228,-1187.9411115264872
95,w99055300,847.1402418442303,other,76273.07353797425,84747.85948663806,95341.34192246781,nr2,-75772.08163391994,-541662.0391026592,-465889.95746873925,0.12414331237487895,-549.9561164211648
96,w99389931,488.4274571448564,mfh,51882.65252404952,57647.39169338835,64853.315655061895,r2,-55152.413614018944,-252639.49711382965,-197487.08349981072,0.12414331237487895,-404.3324768313354
97,w99389943,3490.8252122399163,ab,329651.0091598724,366278.89906652493,412063.7614498405,r2,-350426.35487914673,-1322059.0454313701,-971632.6905522235,0.12414331237487895,-278.33896900520193
