,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-3386135.9234015746,-6200580.491164424,-2814444.56776285,0.11655937713236565
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-248912.56224466077,-575681.880844359,-326769.31859969825,0.11655937713236565
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-1047495.5098789384,-2462716.4263243326,-1415220.916445394,0.11655937713236565
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-94382.97231511114,-274102.19736445614,-179719.225049345,0.12661780053972713
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-676530.6168824579,-408106.2357527451,268424.38112971274,0.11655937713236565
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-1704114.8149375375,-1027979.9096446142,676134.9052929233,0.11655937713236565
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-916671.2589279136,-552967.2236087398,363704.0353191738,0.11655937713236565
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-7627616.356307305,-4601237.137327494,3026379.2189798113,0.11655937713236565
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-564479.5391557321,-811146.4587399071,-246666.919584175,0.11655937713236565
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-933843.1545430692,-2359820.0568337175,-1425976.9022906483,0.11655937713236565
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-571653.9802834961,-1623068.8482234804,-1051414.8679399844,0.11655937713236565
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-171243.83324760493,-853412.9219336428,-682169.0886860379,0.11655937713236565
12,w50930471,4724.4749339554455,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-730010.4759816864,-1692458.2647457074,-962447.788764021,0.11655937713236565
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-2993257.02498899,-1805634.2560486887,1187622.7689403011,0.11655937713236565
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1925538.0419524186,-1161549.9173135634,763988.1246388552,0.11655937713236565
15,w50930479,4489.048651921749,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-524695.8564355571,-1284671.2786120798,-759975.4221765227,0.11655937713236565
16,w50930480,4441.97852948606,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-477073.5575025969,-1212756.4678484113,-735682.9103458144,0.11655937713236565
17,w50930481,1370.623297881335,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-175559.3817978545,-550546.9365690242,-374987.5547711697,0.11655937713236565
18,w50930482,1573.369959426485,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-179233.46524329716,-535534.2609948528,-356300.7957515556,0.11655937713236565
19,w50930483,704.9254127380437,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-138618.1094708281,-359784.7509551151,-221166.64148428699,0.12661780053972713
20,w50930486,509.32494937628496,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-93590.40784757273,-258641.7123827118,-165051.30453513906,0.12661780053972713
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-640822.2473543601,-386565.734984083,254256.51237027708,0.11655937713236565
22,w98916062,151.14776481509907,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-34074.29015782484,-113539.49175641582,-79465.20159859098,0.12661780053972713
23,w98916065,222.67857759937178,other,20948.500685227787,23276.111872475318,26185.625856534734,nr1,-64352.912538710356,-176412.10809009455,-112059.1955513842,0.12661780053972713
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-8580990.06752375,-5176344.526174268,3404645.541349482,0.11655937713236565
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-1388858.0658062445,-837806.3358653614,551051.7299408831,0.11655937713236565
26,w98916075,67.06430839556852,sfh,8538.96409194254,9487.737879936156,10673.705114928174,r1,-28069.98356045504,-91590.5268071679,-63520.54324671286,0.12662285276713348
27,w98916076,98.82164086105185,sfh,13728.213996145805,15253.571106828673,17160.267495182256,r1,-45128.511730110535,-117567.82457364125,-72439.31284353072,0.12662285276713348
28,w98916079,3334.9361924076916,trade,133751.88480733606,148613.2053414845,167189.85600917006,nr2,-378240.1486778075,-1199568.5713461104,-821328.4226683029,0.11655937713236565
29,w98916080,2976.303781049745,other,104082.21116258297,115646.90129175886,130102.76395322871,nr2,-294336.5701467189,-873355.0821191146,-579018.5119723957,0.11655937713236565
30,w98916086,294.4025758753764,other,20686.516731325537,22985.018590361706,25858.14591415692,nr1,-63548.10885727527,-219698.32368274409,-156150.2148254688,0.12661780053972713
31,w98916091,1116.7099465291947,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-185293.1853718236,-111775.13996512716,73518.04540669644,0.11655937713236565
32,w98916094,150.05011938810347,trade,13612.2294499376,15124.699388819556,17015.286812422,nr1,-41816.19603289363,-155748.84507257043,-113932.64903967679,0.12661780053972713
33,w98916098,15131.85493721813,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-3930240.755722483,-2370854.652242002,1559386.103480481,0.11655937713236565
34,w98916102,1892.1415951219387,trade,73425.17962658805,81583.53291843117,91781.47453323506,nr2,-207640.8186595672,-732252.072256454,-524611.2535968869,0.11655937713236565
35,w98916109,81.43322088830173,sfh,9629.8057932929,10699.784214769888,12037.257241616126,r1,-31655.887927104937,-104537.35290466066,-72881.46497755572,0.12662285276713348
36,w98916113,559.2398283889517,trade,50271.6825643969,55857.425071552105,62839.60320549612,nr2,-142164.49147487525,-393366.9939725465,-251202.50249767123,0.11655937713236565
37,w98916116,6987.1012714248145,other,358101.17313169746,397890.1923685527,447626.4664146218,nr2,-1012682.8579809398,-2170075.4716050043,-1157392.6136240645,0.11655937713236565
38,w98916121,458.57296650111675,other,22475.134293848154,24972.371437609057,28093.917867310192,nr1,-69042.66673975828,-203384.6858436754,-134342.01910391712,0.12661780053972713
39,w98916126,1235.1179318586364,trade,54455.49615433791,60506.10683815323,68069.37019292239,nr2,-153995.99782395607,-478966.2521221301,-324970.25429817406,0.11655937713236565
40,w99055014,379.03616306802724,mfh,51250.231128429565,56944.70125381063,64062.788910536954,r2,-155084.3319286158,-306080.62275714433,-150996.29082852852,0.11655937713236565
41,w99055018,363.825429549627,mfh,39011.950831555296,43346.61203506144,48764.93853944412,r1,-128243.28650548519,-231803.84832230085,-103560.56181681567,0.12662285276713348
42,w99055022,32.828185592684896,sfh,3912.1656857345315,4346.850761927257,4890.207107168164,r0,-15780.655827573699,-47140.691632954244,-31360.035805380547,0.15537564029504153
43,w99055023,57.57688737055287,sfh,7638.842228320924,8487.602475912137,9548.552785401154,r1,-25111.029096867755,-65785.21794682913,-40674.18884996137,0.12662285276713348
44,w99055025,2922.078992408514,trade,131771.14343422168,146412.38159357963,164713.9292927771,nr2,-372638.76285406185,-933340.9311813419,-560702.1683272801,0.11655937713236565
45,w99055028,168.94065034445376,ab,18863.996140229203,20959.99571136578,23579.9951752865,r1,-62011.276290571885,-124188.11673603824,-62176.840445466354,0.12662285276713348
46,w99055030,502.22660109587014,other,33719.73290267432,37466.369891860355,42149.66612834289,nr1,-103585.6004646988,-301100.80495463783,-197515.20448993903,0.12661780053972713
47,w99055036,2513.4158389533286,other,94056.81089942587,104507.56766602874,117571.01362428232,nr2,-265985.50136325235,-809659.8301016885,-543674.3287384361,0.11655937713236565
48,w99055038,337.97397138923407,other,24561.514626422148,27290.57180713572,30701.893283027683,nr1,-75451.93932122273,-240595.33178077513,-165143.3924595524,0.12661780053972713
49,w99055039,2475.299022556655,other,95255.37369289662,105839.30410321847,119069.21711612078,nr2,-269374.9457053272,-702865.9192559414,-433490.9735506142,0.11655937713236565
