,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,NFA_x,npv_per_nfa,NFA_y
97,w99389943,ab,624462.3880690951,693847.0978545501,780577.9850863689,r2,-1030711.0831334601,-1510224.0073719488,-479512.92423848866,3490.8252122399163,-137.36377363070702,3490.8252122399163
98,w99389949,ab,683124.5893772031,759027.3215302257,853905.7367215039,r2,-1127536.4199423487,-1652094.945371482,-524558.5254291333,2474.179022271931,-212.01316505684946,2474.179022271931
99,w99389956,education,46899.24791118664,52110.27545687404,58624.0598889833,nr1,-78585.00869632402,-115150.20939318987,-36565.20069686585,671.7147096479312,-54.43561108856904,671.7147096479312
100,w99389960,ab,196619.69517326806,218466.32797029783,245774.61896658505,r2,-324532.1141022608,-475512.68042098364,-150980.56631872285,693.6997662768932,-217.64540462373216,693.6997662768932
101,w99389971,education,309303.5674613809,343670.63051264547,386629.4593267261,nr2,-477101.96931915294,-699095.0638092065,-221993.09449005354,1612.9015118613836,-137.63586484202648,1612.9015118613836
102,w99389974,education,43366.28216826591,48184.7579647399,54207.85271033239,nr1,-72665.12392211602,-106475.83265591918,-33810.708733803156,235.12884147074072,-143.7965182081269,235.12884147074072
103,w99389975,mfh,203599.25388206367,226221.39320229297,254499.0673525796,r2,-336052.2771320642,-492392.31532658316,-156340.03819451894,1082.0712234761565,-144.48220671858934,1082.0712234761565
104,w99389979,ab,58414.06986123536,64904.52206803929,73017.58732654419,r2,-96415.7815862653,-141270.84730518426,-44855.065718918966,163.53384786918758,-274.2861267154858,163.53384786918758
105,w99389992,other,222880.7619206125,247645.2910229028,278600.9524007656,nr2,-343794.45186630293,-503760.24355486926,-159965.79168856633,2569.363114476204,-62.258927431196234,2569.363114476204
106,w99390006,education,83282.49698597375,92536.10776219305,104103.12123246718,nr2,-128463.57915605236,-188237.022361111,-59773.44320505865,431.6004564465955,-138.49253936656754,431.6004564465955
107,w99390011,ab,487902.76263553556,542114.1807061506,609878.4532944195,r2,-805311.5680751572,-1179962.9240660588,-374651.3559909016,2554.974828636646,-146.63602623076267,2554.974828636646
108,w99390014,trade,125980.24566648666,139978.05074054073,157475.30708310832,nr2,-194325.02442861776,-284743.4596560499,-90418.43522743214,587.280543653667,-153.96123063248285,587.280543653667
109,w99390021,other,203329.9608709738,225922.17874552644,254162.45108871724,nr2,-313637.2643527311,-459571.0716694696,-145933.80731673847,1617.1983746248297,-90.23865569404454,1617.1983746248297
110,w99390022,education,501507.8998853299,557230.9998725888,626884.8748566624,nr2,-773577.9080345666,-1133519.7332146242,-359941.82518005767,5590.431437242403,-64.38533934647565,5590.431437242403
111,w99390025,education,22880.136119028128,25422.373465586807,28600.170148785157,nr1,-38338.262892655606,-56176.8595957025,-17838.596703046896,237.89438336268066,-74.98536304596631,237.89438336268066
112,w99390027,mfh,27759.268305341284,30843.631450379202,34699.0853816766,r1,-49774.1154499347,-72930.29572328867,-23156.180273353966,116.0190749399364,-199.58942342319162,116.0190749399364
113,w99390046,mfh,211796.0789351003,235328.97659455586,264745.09866887535,r2,-349581.60826567287,-512215.8342699755,-162634.22600430262,1095.085822885856,-148.51276731509148,1095.085822885856
114,w99390052,education,313307.17899148044,348119.0877683116,391633.9737393505,nr2,-483277.55585078214,-708144.1190175713,-224866.5631667892,1678.6958267321402,-133.95313170256057,1678.6958267321402
115,w99390065,education,348951.4029727128,387723.781080792,436189.253715891,nr2,-538258.9115327604,-788708.0169483658,-250449.10541560547,2581.633286331594,-97.01188264871053,2581.633286331594
116,w99390082,education,39827.93660519214,44253.26289465793,49784.92075649017,nr1,-66736.22464911878,-97788.24701989825,-31052.022370779465,124.21957990797236,-249.97687477114516,124.21957990797236
117,w99390107,education,26712.358260262183,29680.39806695798,33390.44782532773,nr1,-44759.58570076169,-65585.99090714648,-20826.405206384792,332.09000708311794,-62.71313427739548,332.09000708311794
118,w99390110,mfh,239891.65743218464,266546.2860357607,299864.5717902308,r2,-395954.97629754676,-580163.2686679062,-184208.2923703594,1066.5973296171287,-172.70650062145174,1066.5973296171287
119,w99390116,ab,158097.7549469809,175664.1721633121,197622.1936837261,r2,-260949.43643641943,-382349.72929405526,-121400.29285763582,694.0162199864862,-174.92428759085732,694.0162199864862
120,w99390122,other,98676.7039395479,109640.78215505321,123345.87992443486,nr2,-152209.2039283042,-223031.36431077114,-70822.16038246694,307.42072394330467,-230.3753614070864,307.42072394330467
121,w99390129,trade,195071.71625481176,216746.35139423527,243839.6453185147,nr2,-300898.8895521167,-440905.5965368277,-140006.706984711,1196.3697846690193,-117.02628132107536,1196.3697846690193
122,w99390130,education,164651.07624751102,182945.64027501224,205813.84530938877,nr2,-253974.93269460523,-372148.1636964317,-118173.23100182644,964.417538562417,-122.53326622199154,964.417538562417
123,w99390133,education,680645.1328091653,756272.3697879614,850806.4160114565,nr2,-1049897.7943773482,-1538409.8426606776,-488512.04828332947,9252.387912133521,-52.79848325886747,9252.387912133521
124,w99390139,ab,193561.77819765167,215068.6424418352,241952.22274706457,r2,-319484.84627910896,-468117.29565905133,-148632.44937994238,1249.1388426542283,-118.9879333702579,1249.1388426542283
125,w99390141,other,30821.618759402736,34246.24306600304,38527.023449253415,nr1,-51645.11769632692,-75675.32555539641,-24030.207859069495,112.67489476799965,-213.27029333862063,112.67489476799965
126,w99758761,trade,71706.83112597434,79674.25680663815,89633.53890746791,nr2,-110608.06903919684,-162073.43514661584,-51465.366107419,171.36210507287177,-300.33108011560284,171.36210507287177
127,w99758765,trade,64055.628922168136,71172.92102463126,80069.53615271016,nr2,-98806.05954717645,-144780.01128866145,-45973.951741485,309.03573338240386,-148.76581176648713,309.03573338240386
128,w99758770,mfh,123602.56527583835,137336.18363982037,154503.20659479793,r2,-204013.14213248855,-298925.22755377734,-94912.0854212888,601.7205038767308,-157.73450432517186,601.7205038767308
129,w99758771,mfh,175271.79498964516,194746.4388773835,219089.74373705644,r2,-289296.1771726979,-423884.09240629594,-134587.91523359803,976.6668764967471,-137.80329657165996,976.6668764967471
130,w99758774,ab,62183.884482976144,69093.20498108461,77729.85560372018,r2,-102638.07741420371,-150387.912886506,-47749.83547230229,197.5460334163159,-241.7149797772578,197.5460334163159
131,w99758775,sfh,41468.16576899654,46075.73974332949,51835.20721124567,r1,-74355.03154403793,-108946.87710674845,-34591.845562710514,265.071225726977,-130.50019091223453,265.071225726977
132,w99758777,ab,105954.58460251115,117727.31622501239,132443.23075313892,r2,-174884.13512989104,-256244.66807779836,-81360.53294790731,337.6781565959565,-240.9410598780838,337.6781565959565
133,w99758783,th,46165.858494498185,51295.3983272202,57707.32311812273,r1,-82778.2903091995,-121288.84937775585,-38510.55906855635,333.3155570875853,-115.53783869271044,333.3155570875853
134,w99758786,mfh,58859.38042021428,65399.31157801586,73574.22552526784,r2,-97150.79227280986,-142347.80359551535,-45197.01132270548,182.17889552428386,-248.09136751342785,182.17889552428386
135,w99758788,other,107247.06333366054,119163.40370406726,134058.82916707566,nr2,-165429.01700147404,-242402.28847007005,-76973.27146859601,349.08404515869915,-220.50068611300392,349.08404515869915
136,w99758792,sfh,22560.840147597835,25067.600163997595,28201.050184497293,r1,-40453.00653468541,-59272.770652011786,-18819.764117326376,60.93018751584459,-308.8742195719058,60.93018751584459
137,w99758793,ab,45544.688375520156,50605.2093061335,56930.86046940019,r1,-81664.49318472295,-119656.88559638985,-37992.39241166691,126.39461716674268,-300.5855254227043,126.39461716674268
138,w99758796,ab,179322.33204421046,199247.03560467827,224152.91505526306,r2,-295981.8215198178,-433680.0679837351,-137698.2464639173,906.0679207786917,-151.9734263912322,906.0679207786917
139,w99758800,ab,99487.39834212833,110541.55371347592,124359.24792766041,r2,-164209.6722917426,-240604.1745313792,-76394.50223963658,420.9761067721993,-181.46992432750005,420.9761067721993
140,w99758801,mfh,71440.53956745433,79378.37729717146,89300.6744593179,r2,-117916.71896348412,-172774.56579568607,-54857.84683220195,293.7319820257835,-186.76157241667534,293.7319820257835
141,w99758803,mfh,131384.60978199245,145982.8997577694,164230.76222749054,r2,-216857.85412023985,-317745.6251696711,-100887.77104943123,512.6721141899004,-196.7880995611575,512.6721141899004
142,w99758805,sfh,58159.717102174254,64621.90789130473,72699.64637771781,r2,-95995.95773009918,-140655.71074866055,-44659.75301856137,165.76912949401884,-269.4093475358013,165.76912949401884
143,w99758807,other,42605.10553834061,47339.006153711794,53256.381922925764,nr1,-71389.686154001,-104606.94024879395,-33217.25409479295,110.8734177275095,-299.59619515319775,110.8734177275095
144,w99758813,other,17306.7893226752,19229.765914083553,21633.486653343996,nr1,-28999.48826478882,-42492.80112559161,-13493.312860802795,43.0509613757953,-313.4265166117565,43.0509613757953
145,w99758814,th,18715.5754116606,20795.083790734,23394.46926457575,r1,-33558.20481308256,-49170.33238737366,-15612.127574291102,84.92593946289271,-183.83226223964962,84.92593946289271
146,w99758818,mfh,91711.52463429667,101901.69403810741,114639.40579287084,r2,-151375.14556149318,-221798.70061297197,-70423.55505147879,424.19755738042295,-166.01593721182726,424.19755738042295
147,w99758821,sfh,16591.68554566197,18435.206161846632,20739.606932077462,r1,-29749.93658964306,-43590.361247386085,-13840.424657743024,35.03456762442365,-395.05053426417766,35.03456762442365
148,w99758824,ab,169348.0416963535,188164.4907737261,211685.05212044186,r2,-279518.68169851333,-409557.85817953927,-130039.17648102593,478.7830200769007,-271.60356785447283,478.7830200769007
