u,v,MW,Diameter,Length,Losses [W],mass_flow_kg_s,velocity_m_s,Re_supply,Re_return,f_supply,f_return,dp_supply_Pa,dp_return_Pa,dp_total_Pa,dp_minor_supply_Pa,dp_minor_return_Pa,flow_regime_supply,flow_regime_return,V_dot_m3_s
36140666,1685779940,2.0325725512474127,0.121,141.62,2093.002,19.450455035860408,1.7119814959995643,376121.2714147004,229853.09183492282,0.017240674431132797,0.017971824316491605,15042.73726891303,15520.608070168804,30563.345339081832,434.36964637706916,430.44127227702563,turbulent,turbulent,0.019584646504648397
36140666,60121881,28.9207988940467,0.357,146.89,2960.862,276.7540564023608,2.798321465161007,1813883.0346919354,1108489.8819539587,0.013371965774048247,0.013772954050570566,11802.562573577343,12012.060958511782,23814.623532089125,1160.5304618209504,1150.0347979398439,turbulent,turbulent,0.2786634221859991
36140666,318841599,6.5453789067779615,0.194,178.54,3057.498,62.635204849549865,2.14464336506782,755440.5138455955,461660.509525722,0.015349621405136266,0.015905773467101026,16730.804170379397,17155.731476448513,33886.535646827906,681.6657964636523,675.5009129777819,turbulent,turbulent,0.06306733407846
60120202,9290858120,2.758924769302882,0.137,285.54,4396.174,26.401193964620884,1.8126855572101757,450906.50482026977,275555.4182606828,0.016711153532576854,0.01739202612149315,28755.80577307583,29637.10010384474,58392.90587692057,486.9745732107193,482.5704480221005,turbulent,turbulent,0.026583339574548122
60120202,155463474,0.15180111578546204,0.043,70.99,684.06,1.452642256320211,1.012422534565349,79044.87511261375,48305.45443495358,0.023028341693501878,0.024427472300222935,9777.44894843728,10268.552075097048,20046.00102353433,151.9095030481398,150.53565622826616,turbulent,turbulent,0.001462664242831052
60120202,155463502,0.30593454560451844,0.057,59.47,656.37,2.9276033072202723,1.1611880525544915,120176.86575438413,73441.80257813525,0.0211868158097856,0.022358171204000927,7561.971056208512,7896.931112287309,15458.90216849582,199.83265300813315,198.02539638933473,turbulent,turbulent,0.0029478012607951454
60120204,743319361,0.648755495772368,0.076,22.9,285.494,6.208186562415005,1.3850887947049406,191132.55574520997,116803.84021649405,0.0194760628173364,0.02043430130343942,3065.24522232519,3173.1097299390995,6238.35495226429,284.3259955245145,281.7545937562197,turbulent,turbulent,0.006251017728667125
60120204,60121892,5.901442672240805,0.186,150.33,2542.982,56.47313561952923,2.1035655741322636,710415.5482109367,434145.10864993156,0.015503877374252278,0.016073323822787818,14351.849949377423,14720.550604951723,29072.400554329146,655.8030712581362,649.8720863899555,turbulent,turbulent,0.056862751852253667
60120205,99758771,0.3387289420930598,0.059,136.28,1527.426,3.2414252831871755,1.1999745436871359,128548.64509897235,78557.91674864087,0.020945953160304183,0.022080737766666185,17421.563741765607,18187.857162311626,35609.42090407723,213.40539907518846,211.47539257144516,turbulent,turbulent,0.003263788339419817
60120207,60121867,22.99935099653106,0.325,260.31,5125.504,220.08948322039294,2.6851750903654814,1584526.2181428205,968326.6489122848,0.013649705350129288,0.014071231414041778,20539.480920900056,20949.581408899292,41489.062329799344,1068.5788057378174,1058.9147388783394,turbulent,turbulent,0.22160791201620686
60120207,7645650137,2.8225874232459596,0.138,90.45,1395.824,27.010405964076167,1.8277339539207584,457968.4132654765,279871.0515783109,0.016675240756723626,0.017351081392742385,9513.662817980656,9789.835871097477,19303.498689078133,495.09358181665533,490.6160295288099,turbulent,turbulent,0.027196754614644842
60120207,1685748306,1.7080543564759694,0.113,128.76,1859.166,16.345017765320282,1.6495616486629914,338446.83205424866,206829.70276262725,0.01755114206955955,0.01831456004214425,13845.000079173198,14299.172012568406,28144.172091741602,403.27234314106835,399.6252083993282,turbulent,turbulent,0.01645778437860775
60120211,743371401,12.450026464905132,0.253,23.27,429.215,119.13900923354193,2.3985732327396003,1101836.012709125,673347.756333138,0.01443877863193857,0.014921805387439549,2739.8624521869924,2777.6465421666107,5517.508994353603,852.6431400611472,844.9319630580278,turbulent,turbulent,0.11996096628336514
60120212,743334065,11.149908309994617,0.241,21.52,391.75,106.69768717698199,2.3673417723923516,1035908.6580556923,633058.606382666,0.014592816321787903,0.015085911533428278,2634.4165145775974,2670.992013053876,5305.408527631473,830.5834238342685,823.0717516045671,turbulent,turbulent,0.10743380976805572
60121856,99389956,0.361411071461688,0.06,152.78,1725.192,3.4584791527434255,1.2380058656508206,134870.63791638063,82421.37703679163,0.02080127825185225,0.021907833949914003,20279.288788104353,21152.943069956913,41432.23185806126,227.14686198177117,225.0925797432265,turbulent,turbulent,0.003482339694639419
60121856,99390122,0.01332732011886452,0.017,69.74,350.304,0.12753416381688537,0.5686810246618442,17553.394667681696,10727.13069747321,0.0318843988286213,0.03469732813402573,10496.546175569094,11315.086032243375,21811.63220781247,47.92904892976757,47.495585781442585,turbulent,turbulent,0.0001284140402378577
60121858,7404078687,0.2678885701563478,0.054,84.65,911.511,2.5635269871420845,1.1328969696236155,111077.89316952274,67881.2902112459,0.021518177535974608,0.022728504950172083,10883.95348778151,11381.56890347972,22265.522391261227,190.21386356775682,188.49359784168422,turbulent,turbulent,0.0025812131261577537
60121858,99390082,0.004860338918685972,0.012,102.71,338.121,0.046510420274506914,0.4162246653131417,9068.856244522629,5542.10784029723,0.03735340441448811,0.04130557879652864,13706.975976080117,15017.469785714165,28724.445761794283,25.675384864385006,25.4431805247145,turbulent,turbulent,4.6831302310380924e-05
60121862,60121858,0.2727489090750338,0.054,106.32,1144.854,2.6100374074165913,1.1534512740835237,113093.19455719441,69112.86973131193,0.02148086287384688,0.022677426222482377,14096.113611517037,14735.85050097255,28831.964112489586,197.17862912819965,195.39537510432882,turbulent,turbulent,0.002628044428468134
60121862,155463254,0.17297531569781932,0.045,142.19,1402.278,1.6552661789265006,1.0533746312412802,86067.42852895796,52597.03733121285,0.022673616948449823,0.024017834868410283,19800.452768818723,20774.98364235692,40575.436411175644,164.44741327034487,162.96017546609562,turbulent,turbulent,0.001666686096834627
60121862,155463268,0.13770995845675738,0.041,83.84,788.012,1.3177986455192092,1.0102326125040826,75205.3436307151,45959.06179676939,0.02331253117361857,0.024735938110921566,12168.630373539603,12785.695238078008,24954.325611617613,151.25303765042676,149.88512780540265,turbulent,turbulent,0.0013268903266898048
60121862,155463286,0.18784588327880522,0.047,65.89,664.039,1.7975682610411983,1.0486479602360048,89489.2839865821,54688.18217337709,0.022439234856442808,0.02376825649647775,8707.72200683641,9130.478432821972,17838.20043965838,162.97491738203925,161.50099661031808,turbulent,turbulent,0.0018099699413489886
60121865,1720869637,0.60357344073784,0.074,31.47,388.151,5.775822399405167,1.359222115452487,182627.26314133292,111606.13418245711,0.019629169413792266,0.02060687218448432,4083.2170968967453,4234.314810820021,8317.531907716766,273.8055210560751,271.3292648850078,turbulent,turbulent,0.005815670623511276
60121865,353900173,0.08613804774839202,0.034,101.81,862.229,0.8242875382621246,0.9188845322809718,56726.15103958195,34666.16273868398,0.024715632172166845,0.026325972478791867,15560.441151089175,16416.302701961784,31976.74385305096,125.13627380219634,124.00456006234225,turbulent,turbulent,0.0008299744157803676
60121865,160025467,0.08804818485355176,0.035,26.49,228.158,0.8425663622349451,0.8863557554523485,56327.38276453209,34422.469738814194,0.024630492395396913,0.02626115417683974,3733.9724603551626,3937.536157379715,7671.508617734878,116.4333719294087,115.38036593213617,turbulent,turbulent,0.0008483793479718445
60121867,60121871,21.667266760238395,0.317,240.77,4710.906,207.3422656482143,2.6589450138435575,1530425.0917821017,935264.6763229911,0.013724117120878886,0.01415094937138801,19251.36381012799,19638.284110895354,38889.647921023345,1047.803993648447,1038.327811081589,turbulent,turbulent,0.2087727495684036
60121867,7404841890,0.44694497668893385,0.066,125.48,1476.398,4.276985422860611,1.2652896045945239,151627.27652668202,92661.59870479614,0.020292773971194285,0.021352488252719827,15494.016621817587,16143.412197158495,31637.428818976085,237.26911842229458,235.12329201079353,turbulent,turbulent,0.004306492956479765
60121867,8389446364,0.5858328321670583,0.073,133.65,1639.485,5.606055810211084,1.3556629834260612,179687.5787728597,109809.65099348221,0.019696208579027066,0.020679549273205238,16642.132996226614,17301.499260984543,33943.63225721115,272.3734753182583,269.9101703546093,turbulent,turbulent,0.0056447327903584735
60121867,99055018,0.18665187815181017,0.047,79.81,804.325,1.7861423746584706,1.0419824373132784,88920.46308922711,54340.567582302276,0.022453899221901493,0.02378827812798954,10386.35205575314,10894.596134463889,21280.94819021703,160.9096664648433,159.45442351345528,turbulent,turbulent,0.0017984652261433323
60121867,99055216,0.0723126235738536,0.032,53.2,434.484,0.6919868284579291,0.8708390840780776,50597.766855386406,30921.019457126604,0.025266068190942424,0.026967193560953066,7980.770700600332,8433.568443416836,16414.33914401717,112.39245597090441,111.37599541303868,turbulent,turbulent,0.0006967609444732877
60121867,160025437,0.040341925711005776,0.026,41.64,297.101,0.38604713599048585,0.7359252090479226,34741.653682477794,21231.121771815713,0.027268648563453707,0.02930416389742447,5922.492544156309,6301.08947979878,12223.582023955089,80.26545954322457,79.53955073484532,turbulent,turbulent,0.00038871053034832733
60121868,321680288,0.8264692219124834,0.084,82.84,1074.021,7.90879638193764,1.4444145790991423,220300.0563611826,134628.51727467196,0.01896350087308534,0.019869041249853853,9946.897968766434,10312.994346520121,20259.892315286554,309.20397137476203,306.407576914628,turbulent,turbulent,0.007963360298354026
60121868,6957423253,0.5098555510732947,0.069,173.34,2077.827,4.8790004887396625,1.3206043428337582,165449.42827748513,101108.5134559447,0.020004287589135507,0.02102144801477098,21906.99340053968,22799.67985806375,44706.673258603434,258.4679980047958,256.1304520977074,turbulent,turbulent,0.00491266141032706
60121868,160032066,0.06211874967145453,0.03,52.95,415.499,0.5944377958990864,0.8511457731400237,46362.6936544757,28332.9056136443,0.025770127916181062,0.02753562465265115,8246.520570312048,8724.506128159843,16971.02669847189,107.36660735779853,106.39559982292171,turbulent,turbulent,0.0005985389071989365
60121869,7540526699,1.5958175531984407,0.11,295.16,4222.264,15.270981370320007,1.62637847572641,324831.21911450813,198509.0068348068,0.017675146214493207,0.018451442572591036,31379.132420761976,32443.99693687561,63823.12935763759,392.0167038462845,388.47136342248024,turbulent,turbulent,0.015376338053037153
60121869,99055041,0.31820733480025265,0.058,39.11,435.06,3.0450462660311257,1.1664817526597173,122842.71373985031,75070.94043443506,0.02108870500421376,0.02225032870499095,4981.084581053795,5196.919354789655,10178.00393584345,201.65882654008763,199.83505428106216,turbulent,turbulent,0.003066054475361588
