u,v,MW,Diameter,Length,Losses [W],mass_flow_kg_s,velocity_m_s,Re_supply,Re_return,f_supply,f_return,dp_supply_Pa,dp_return_Pa,dp_total_Pa,dp_minor_supply_Pa,dp_minor_return_Pa,flow_regime_supply,flow_regime_return,V_dot_m3_s
60121869,7540526699,2.4907132886090553,0.131,295.16,10551.38,23.83457692448857,1.8322107502835905,744123.7928489603,538941.0360458317,0.01318739238989516,0.01374239513746775,24553.758997769888,25166.11178868126,49719.87078645115,486.00603341956395,478.39165806835035,turbulent,turbulent,0.02448943736801676
60121869,99055041,0.45657845539945424,0.066,39.11,1084.09,4.369171822004347,1.3231888236033738,270747.358287541,196092.1867899164,0.015716737647948342,0.016488265169577652,4187.974050166677,4312.476814411533,8500.450864578212,253.47460482013423,249.50335621336052,turbulent,turbulent,0.004489215815496378
60121870,60121869,2.9472917440085094,0.14,129.62,4734.5,28.203748746492913,1.8982846531241322,823925.303644225,596738.2860724174,0.012970748949358863,0.013507814469237734,10963.392446052987,11217.20062171311,22180.593067766094,521.6911628571013,513.5176998581845,turbulent,turbulent,0.028978653183513135
60121870,9862707491,0.6639656543691332,0.077,230.82,6814.96,6.35373831932185,1.413703863463083,337479.68761030014,244423.9174086408,0.015099647403676643,0.01581724804118352,22116.93833267442,22791.516588666294,44908.454921340715,289.3394799368835,284.80632756290373,turbulent,turbulent,0.006528308730495299
60121870,99055202,0.11295570155196431,0.038,41.17,875.027,1.0809158043250173,0.9874957711575489,116336.8524271745,84258.43170175156,0.018445110862668746,0.019479717242789796,4843.240674275615,5026.972224717664,9870.212898993279,141.17613752665463,138.96429646328554,turbulent,turbulent,0.001110614212871537
60121871,60121870,3.724213099929607,0.154,45.08,1696.901,35.63840287013978,1.9823820754451469,946469.3431715403,685492.351267989,0.012680816330209206,0.013195033158556855,4088.793013739096,4165.229453617502,8254.022467356597,568.9387721536302,560.0250693081008,turbulent,turbulent,0.03661757612687997
60121871,6957423250,29.491047177108708,0.36,104.75,4984.634,282.2109777713752,2.8726285523672295,3206124.936507269,2322076.395861635,0.010509275367235482,0.010864561462241955,7283.35009869463,7371.854412707977,14655.204511402608,1194.6749360391807,1175.957671725228,turbulent,turbulent,0.2899647888273628
60121872,98916113,0.08821165839034964,0.035,51.95,1054.117,0.8441307022999965,0.9090424804503959,98639.461223313,71440.87306113778,0.019038090687628826,0.020139451541070892,5754.050004592418,5984.746166215179,11738.796170807596,119.63525075112315,117.76089602748704,turbulent,turbulent,0.000867323386099472
60121873,60121872,0.08821165839034964,0.035,136.65,2772.765,0.8441307022999965,0.9090424804503959,98639.461223313,71440.87306113778,0.019038090687628826,0.020139451541070892,14940.477909315377,15550.360264095785,30490.83817341116,119.63525075112315,117.76089602748704,turbulent,turbulent,0.000867323386099472
60121873,160032079,0.10141993896022287,0.037,54.68,1145.109,0.9705257316767739,0.9352208427802399,107278.91428934027,77698.10583748468,0.01871825262046477,0.019787020739506347,5964.569881133883,6199.232000217918,12163.801881351801,126.62491332592727,124.64104984980014,turbulent,turbulent,0.0009971911477701628
