,full_id,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,consumer_size_renovated,consumer_size_unrenovated,npv_unrenovated_25years_ir_0.05_gas,npv_renovated_25years_ir_0.05_dh,savings_npv_25years_ir_0.05,operator_selling_price,NFA,npv_per_nfa
215,w99759013,other,48346.56544700629,60433.20680875786,171785.6852225,190872.98358055556,nr2,nr2,-264980.0950993821,-394022.9574118366,-129042.8623124545,0.08136760542010116,1127.2734199425206,-114.47343655014447
216,w99759015,mfh,34217.03964154063,42771.29955192578,34217.03964154063,38018.932935045144,r1,r1,-61353.30595674708,-57014.48341397019,4338.822542776885,0.08839270228274748,262.8249901607633,16.508409417700115
217,w99759016,other,8362.91554321064,10453.644429013299,39579.42093353886,43977.13437059873,nr1,nr1,-66319.80845722102,-128533.1405682918,-62213.33211107078,0.08838917543097283,162.4421672269469,-382.9875775059867
218,w99759020,other,5363.4306045502435,6704.288255687804,23783.079223761644,26425.64358195738,nr1,nr1,-39851.2464669795,-72842.05040651803,-32990.80393953853,0.08838917543097283,78.66829424034803,-419.3659498799446
219,w99759023,th,6763.263251708072,8454.079064635089,17153.126364166834,19059.029293518703,r1,r1,-30756.63531855696,-47455.17002911328,-16698.53471055632,0.08839270228274748,45.55874986834824,-366.5275003991618
220,w99759028,trade,33061.024403090545,41326.28050386318,117384.63411857742,130427.3712428638,nr1,nr2,-181066.25980889838,-284271.04164819216,-103204.78183929378,0.08838917543097283,314.5253525768406,-328.12865797227005
221,w99759036,mfh,42631.70476229463,53289.63095286828,84448.21047114403,93831.34496793781,r1,r2,-139386.62783604566,-222716.08494343646,-83329.4571073908,0.08839270228274748,422.98085668310523,-197.00526818361604
222,w99759038,ab,12476.366237759883,15595.457797199853,40682.52312775101,45202.8034752789,r1,r1,-72946.32483399032,-113807.03562206498,-40860.71078807466,0.08839270228274748,116.55152825303375,-350.58065218472234
224,w99759044,trade,30727.523085082063,38409.403856352576,91754.0768965997,101948.97432955522,nr1,nr2,-141531.02448743823,-278533.87938356283,-137002.8548961246,0.08838917543097283,415.2007402397692,-329.9677520252216
225,w99759045,trade,46874.11717738663,58592.646471733286,131494.20155201256,146104.66839112507,nr2,nr2,-202830.32306876944,-382237.1029089792,-179406.77984020978,0.08136760542010116,941.2816024620085,-190.59841323888077
226,w99759047,mfh,44840.233894655554,56050.29236831944,92497.8685975063,102775.40955278477,r2,r2,-152673.0514938927,-214318.5276971562,-61645.476203263504,0.08136760542010116,442.628270605579,-139.27143903150073
227,w99759050,trade,22511.684368925235,28139.60546115654,87689.82726981034,97433.14141090038,nr1,nr2,-135261.90345317166,-219048.63123781566,-83786.727784644,0.08838917543097283,246.0824731603265,-340.4823054182151
228,w99759051,th,11301.573718027325,14126.967147534155,29950.586920623486,33278.42991180387,r1,r1,-53703.28766531547,-85248.15071477731,-31544.86304946184,0.08839270228274748,91.54405212756247,-344.5867024272152
229,w99759055,other,18027.259599334837,22534.074499168546,63025.800446954905,70028.66716328323,nr1,nr2,-97217.54507378124,-158013.76683310748,-60796.22175932625,0.08838917543097283,270.5142616614699,-224.74312957077495
230,w99759057,th,26936.28423283178,33670.35529103972,63544.9103105719,70605.45590063544,r1,r2,-104884.5288126162,-162069.8800149292,-57185.35120231299,0.08839270228274748,194.30349186724052,-294.3094365045449
231,w99759061,trade,25116.553078843055,31395.691348553817,95523.08154318364,106136.75727020403,nr1,nr2,-147344.7289785213,-241519.48834473384,-94174.75936621253,0.08838917543097283,534.3112589053809,-176.2544917341702
232,w99759062,th,17570.109600664895,21962.637000831117,51134.694142143744,56816.326824604155,r1,r2,-84400.75333907138,-135571.3472416954,-51170.59390262401,0.08839270228274748,137.67195288166403,-371.68495711401516
233,w99759063,sfh,23409.161696221272,29261.45212027659,62796.75246680318,69774.16940755908,r1,r2,-103649.65126636386,-200518.807232823,-96869.15596645913,0.08839270228274748,182.5971095246263,-530.5076089027285
234,w99759067,other,14604.042087206286,18255.052609007857,53063.728204032785,58959.69800448087,nr1,nr2,-81851.00945763041,-143591.48997574428,-61740.480518113865,0.08838917543097283,347.13443305995315,-177.8575521128172
235,w99759073,sfh,3369.323871661266,4211.654839576582,16322.376591394783,18135.973990438648,r0,r1,-29267.048682298013,-57027.07482090801,-27760.02613861,0.10846440760459407,34.86947953915223,-796.1124314299105
236,w99759074,mfh,115106.04981104136,143882.5622638017,260161.20526083146,289068.00584536826,r2,r2,-429411.0306512613,-526891.8484509919,-97480.81779973063,0.08136760542010116,1179.944325777702,-82.61476043412554
237,w99759077,sfh,25996.152531155218,32495.19066394402,52914.64659119377,58794.05176799308,r1,r2,-87338.66721785479,-163305.5201189666,-75966.85290111182,0.08839270228274748,212.39228247441352,-357.67237875163096
239,w99759083,trade,15755.53024255659,19694.412803195737,45059.565495100775,50066.1838834453,nr1,nr1,-75502.41217067487,-153060.70016124038,-77558.28799056551,0.08838917543097283,341.51128259450195,-227.10314986183164
240,w99759085,other,16124.762320599133,20155.952900748915,63311.391095623374,70345.9901062482,nr1,nr2,-97658.06977259796,-175729.6294650174,-78071.55969241945,0.08838917543097283,319.12387123871594,-244.6434338784364
241,w99759087,other,51137.99563470979,63922.494543387234,172965.5863999473,192183.9848888303,nr2,nr2,-266800.0973062185,-376474.5417986468,-109674.44449242827,0.08136760542010116,592.8829183824361,-184.98499634911616
242,w99759088,ab,38269.47653436571,47836.84566795714,88658.67471107052,98509.63856785613,r1,r2,-146336.24119970776,-221578.54258996254,-75242.30139025478,0.08839270228274748,334.1662621571682,-225.16426674715032
243,w99759091,sfh,11524.131641001168,14405.164551251459,11524.131641001168,12804.590712223518,r1,r1,-20663.493448387035,-19202.199231420323,1461.2942169667112,0.08839270228274748,80.87078364617192,18.06949495333452
244,w99759093,sfh,24764.95217261122,30956.190215764025,54665.253714504965,60739.1707938944,r1,r2,-90228.14494891322,-179196.68707108483,-88968.54212217161,0.08839270228274748,176.2003906674683,-504.9281774299595
245,w99759094,other,37582.71276836215,46978.390960452685,127766.57717581006,141962.86352867784,nr1,nr2,-197080.44780750092,-300728.0935644422,-103647.64575694126,0.08838917543097283,339.69808716569094,-305.1169543571381
246,w99759096,mfh,23598.463882924807,29498.079853656007,47013.13833967629,52236.8203774181,r1,r1,-84297.51640581037,-135129.26812598485,-50831.75172017448,0.08839270228274748,246.47077107857913,-206.23845780061458
247,w99759099,th,7134.781015914094,8918.476269892617,24989.00373869263,27765.55970965848,r1,r1,-44806.856700513636,-84265.33672551987,-39458.48002500623,0.08839270228274748,50.23060751573648,-785.5465417702642
248,w99759102,other,128159.99370613102,160199.99213266376,404928.3339724756,449920.3710805284,nr2,nr2,-624603.5477606102,-817743.7382818065,-193140.19052119623,0.08136760542010116,1460.464218017459,-132.2457531916659
249,w99759105,mfh,22334.256335775855,27917.820419719817,53255.998957558084,59173.332175064534,r1,r2,-87902.08892905412,-131824.66799129007,-43922.57906223595,0.08839270228274748,189.26809048298745,-232.0654208015269
250,w99759110,th,4375.3120568172735,5469.140071021591,21502.86142041705,23892.068244907834,r0,r1,-38555.984079661306,-68725.69043625114,-30169.706356589835,0.10846440760459407,35.61810292806477,-847.0329376475031
251,w99759111,th,34535.9950545772,43169.9938182215,34535.9950545772,38373.327838419114,r1,r1,-61925.21308978951,-57545.946050623665,4379.267039165847,0.08839270228274748,238.72463138289748,18.34442895061721
252,w99759113,th,86670.32318175596,108337.90397719495,212224.98925564316,235805.54361738128,r2,r2,-350289.5494155328,-507554.490443187,-157264.94102765422,0.08136760542010116,635.4707306571305,-247.47786710023445
253,w99759120,th,23237.39167444857,29046.73959306071,23237.39167444857,25819.324082720632,r1,r1,-41666.106009602714,-38719.53553218388,2946.5704774188343,0.08839270228274748,160.90588292758912,18.312385003007318
254,w99759121,ab,3818.7156608234063,4773.394576029257,17191.860563128615,19102.06729236513,r0,r1,-30826.088175519108,-54068.57537828871,-23242.487202769604,0.10846440760459407,33.129497365746644,-701.5647399106197
255,w99759126,ab,34300.81502744586,42876.01878430732,74661.4219255084,82957.13547278711,r1,r2,-123232.97052217374,-200594.6167533642,-77361.64623119045,0.08839270228274748,310.54387535755524,-249.1166381630212
256,w99759127,other,8496.79167350324,10620.989591879048,32860.8525520517,36512.05839116855,nr1,nr1,-55062.08518443309,-84098.98250574488,-29036.897321311786,0.08838917543097283,85.13879598667843,-341.05365227216924
257,w99759131,ab,20787.501022478882,25984.3762780986,66274.46957377039,73638.29952641155,r1,r2,-109389.8233482048,-168119.46900522415,-58729.645657019355,0.08839270228274748,184.6887545518577,-317.992537225806
258,w99759132,ab,17695.00512599379,22118.756407492237,44301.10147182197,49223.44607980218,r1,r1,-79434.66358561962,-121569.29326290284,-42134.629677283214,0.08839270228274748,153.35469039995223,-274.7527941101457
259,w99759137,mfh,21055.671207008436,26319.589008760544,26131.587467902093,29035.09718655788,r1,r1,-46855.58124985435,-227869.3905285021,-181013.80927864774,0.08839270228274748,162.2998407471925,-1115.3049100066905
260,w99759138,mfh,56330.74901759959,70413.43627199948,114243.39084343535,126937.10093715039,r2,r2,-188565.28650376864,-278832.8808737046,-90267.59436993598,0.08136760542010116,557.9003615580499,-161.79877374132795
261,w99759140,ab,17634.05521702537,22042.56902128171,54087.72543979606,60097.4727108845,r1,r2,-89274.90131897094,-140186.01776138385,-50911.11644241291,0.08839270228274748,160.4533356629312,-317.2954693155355
262,w99759142,sfh,17650.096411774208,22062.620514717757,50447.45984022519,56052.73315580576,r1,r2,-83266.43360223791,-105264.0862202712,-21997.652618033288,0.08839270228274748,128.98004897348582,-170.55081613866733
263,w99759148,ab,59352.94618142581,74191.18272678225,122067.53269869335,135630.59188743704,r2,r2,-201479.48258715306,-301036.05505161197,-99556.5724644589,0.08136760542010116,518.2482564277947,-192.10208858335002
264,w99759152,ab,16837.00273483737,21046.253418546712,44876.1750923536,49862.41676928178,r1,r1,-80465.80678671927,-120398.97062516307,-39933.1638384438,0.08839270228274748,155.39786574579776,-256.97369553174616
265,w99759159,sfh,9767.034283888204,12208.792854860254,34070.300398334104,37855.889331482336,r1,r1,-61090.193256799124,-105501.10612628185,-44410.91286948273,0.08839270228274748,71.9146042395383,-617.5506816606497
266,w99759161,mfh,32388.127737790874,40485.15967223859,71934.50220725962,79927.2246747329,r1,r2,-118732.03270731981,-195448.50750723196,-76716.47479991215,0.08839270228274748,242.4930030848831,-316.36572529500177
267,w99759162,mfh,77904.36715681193,97380.45894601491,155025.33407488256,172250.37119431395,r2,r2,-255878.22909803299,-377293.3686847819,-121415.1395867489,0.08136760542010116,714.1891373082996,-170.0041813074184
268,w99759164,mfh,71961.73720566227,89952.17150707783,71961.73720566227,79957.48578406918,r2,r2,-118776.98563841553,-110377.23839065747,8399.74724775806,0.08136760542010116,595.7694656141102,14.098989177130328
269,w99759165,mfh,22755.65774251579,28444.572178144736,63770.821559896285,70856.46839988476,r1,r2,-105257.40832134559,-144935.073938482,-39677.665617136416,0.08839270228274748,160.50856082765387,-247.19968463078007
270,w99759170,sfh,11619.451405943726,14524.314257429656,47013.36803003878,52237.07558893198,r1,r1,-84297.92825508877,-117686.99448214665,-33389.066227057876,0.08839270228274748,93.69908212199807,-356.3435785164325
271,w99759172,other,17169.669362300792,21462.08670287599,61730.81695510983,68589.7966167887,nr1,nr2,-95220.02794436042,-163226.20612634582,-68006.1781819854,0.08838917543097283,204.59550149962305,-332.39332088692424
272,w99759176,sfh,4163.668093659857,5204.585117074821,14493.422515544977,16103.802795049975,r0,r1,-25987.618896086373,-39680.90163475837,-13693.282738671995,0.10846440760459407,41.50382452430203,-329.92821494448225
273,w99759177,ab,44758.280247853094,55947.850309816364,106008.57950246714,117787.31055829681,r2,r2,-174973.25681741076,-247519.86143306657,-72546.60461565581,0.08136760542010116,360.73507672324774,-201.1077083898687
274,w99759180,education,19069.298725020304,23836.62340627538,74374.97687321722,82638.86319246358,nr1,nr2,-114723.69434830046,-164295.7001976292,-49572.005849328736,0.08838917543097283,347.1465133147314,-142.79851286994077
275,w99759183,sfh,18376.72489710795,22970.906121384935,42546.20900035321,47273.56555594801,r1,r1,-76288.03091806117,-151967.09634045672,-75679.06542239555,0.08839270228274748,128.67689446713774,-588.1325138890643
276,w99759189,ab,18363.415474169808,22954.269342712258,57837.994960024385,64264.43884447154,r1,r2,-95464.93683286203,-150669.7807423944,-55204.843909532356,0.08839270228274748,171.2441471248865,-322.3750699594542
277,w99759190,other,20710.457907946584,25888.072384933228,75198.04717388457,83553.38574876063,nr1,nr2,-115993.28352426598,-188059.70172364227,-72066.41819937629,0.08838917543097283,369.99921465907244,-194.7745166588537
278,w99759195,sfh,22818.050116989565,28522.562646236955,51261.17835256776,56956.864836186396,r1,r2,-84609.52280223879,-139035.1538451133,-54425.631042874506,0.08839270228274748,184.4751641433686,-295.02958458178426
279,w155463247,mfh,90574.02742084471,113217.53427605589,186269.900882997,206966.55653666332,r2,r2,-307449.1834294956,-402991.45575731195,-95542.27232781635,0.08136760542010116,886.8482149265707,-107.73238387329569
280,w155463249,trade,23648.752708879776,29560.940886099717,87242.84372721925,96936.49303024361,nr1,nr2,-134572.42958071115,-234060.36791078033,-99487.93833006918,0.08838917543097283,403.549402025342,-246.53224073869788
281,w155463253,mfh,85711.09171490726,107138.86464363408,85711.09171490726,95234.54634989696,r2,r2,-141471.08595473718,-131466.44272778102,10004.643226956163,0.08136760542010116,721.7602650925515,13.861449169238021
282,w155463254,mfh,87014.59305688317,108768.24132110395,87014.59305688317,96682.88117431464,r2,r2,-143622.58988151213,-133465.79521637678,10156.794665135356,0.08136760542010116,852.2730644002556,11.917301026382535
283,w155463255,mfh,71073.4939418158,88841.86742726975,71073.4939418158,78970.54882423978,r2,r2,-117310.889050283,-109014.82216379126,8296.066886491739,0.08136760542010116,713.9319995328784,11.620247995495099
284,w155463260,mfh,66389.32398774149,82986.65498467686,121068.10069432911,134520.1118825879,r2,r2,-199829.86258854633,-267966.2113092537,-68136.34872070738,0.08136760542010116,725.1058137452229,-93.96745609965296
285,w155463261,mfh,96812.24176736335,121015.30220920418,156542.2147043533,173935.7941159481,r2,r2,-258381.9278098487,-425103.75739969127,-166721.82958984256,0.08136760542010116,1003.1358517257496,-166.20064899786192
286,w155463268,mfh,88048.47049851796,110060.58812314743,159567.24377622348,177296.93752913718,r2,r2,-263374.9122565477,-373684.96064673085,-110310.04839018313,0.08136760542010116,907.8277638942003,-121.50988632138689
287,w155463269,mfh,65800.13973759115,82250.17467198893,131879.48496798522,146532.76107553914,r2,r2,-217674.67407403674,-325915.1692747368,-108240.49520070004,0.08136760542010116,646.430608794326,-167.44333224347486
288,w155463275,mfh,56742.54191479465,70928.17739349332,123394.95860740752,137105.50956378612,r2,r2,-203670.47538718514,-234753.90529265898,-31083.429905473837,0.08136760542010116,531.2511221051216,-58.50986212001485
289,w155463277,mfh,75825.75026506544,94782.18783133179,151532.00259406594,168368.89177118437,r2,r2,-250112.28459420113,-351859.07536645164,-101746.7907722505,0.08136760542010116,722.3371928531676,-140.85774867878496
290,w155463281,mfh,81167.2147222987,101459.01840287336,129551.36276085915,143945.95862317682,r2,r2,-213831.97448536515,-378693.84842933016,-164861.873943965,0.08136760542010116,852.691491766274,-193.34293297857167
291,w155463286,sfh,11379.481362010443,14224.351702513053,21335.71807363871,23706.35341515412,r1,r1,-38256.28553762038,-99624.36795471753,-61368.08241709715,0.08839270228274748,75.58565192222595,-811.9012121538885
292,w155463289,mfh,92029.85106537899,115037.31383172373,189460.16018468578,210511.2890940953,r2,r2,-312714.8898725815,-403412.7520332105,-90697.86216062895,0.08136760542010116,870.3151384696364,-104.21266751732279
293,w155463294,mfh,73954.39748668816,92442.9968583602,73954.39748668816,82171.55276298684,r2,r2,-122065.98602629152,-113433.64513417178,8632.34089211974,0.08136760542010116,520.8021583877504,16.57508662952342
294,w155463296,mfh,59600.264491446156,74500.33061430769,149851.71086067607,166501.90095630675,r2,r2,-247338.86645791007,-308877.20635829883,-61538.33990038876,0.08136760542010116,531.2875348292291,-115.82869136986045
295,w155463300,mfh,82377.16016846654,102971.45021058316,145780.16516082495,161977.9612898055,r2,r2,-240618.5461335792,-375750.67466347816,-135132.12852989897,0.08136760542010116,903.6974393147975,-149.53249024624768
296,w155463302,mfh,73694.19011571503,92117.73764464378,162906.195564221,181006.88396024556,r2,r2,-268886.0441993038,-332798.0987427663,-63912.054543462524,0.08136760542010116,619.062746527791,-103.24002680169899
297,w155463304,mfh,132782.97083749846,165978.71354687307,132782.97083749846,147536.6342638872,r2,r2,-219165.9294593951,-203666.81232922032,15499.117130174767,0.08136760542010116,1087.9011799693108,14.246806066164934
298,w155463308,mfh,74398.41232336155,92998.01540420194,147385.4815572954,163761.64617477267,r2,r2,-243268.213164598,-343904.5564775403,-100636.34331294228,0.08136760542010116,740.3594694465398,-135.92902835182696
299,w155463310,mfh,78437.63363840502,98047.04204800627,78437.63363840502,87152.92626489447,r2,r2,-129465.82511694926,-120310.17764568444,9155.64747126482,0.08136760542010116,722.3160033598542,12.675404433346774
300,w155463313,mfh,75098.58684319264,93873.2335539908,118627.44188251636,131808.2687583515,r2,r2,-195801.4148620767,-331867.93767198303,-136066.52280990634,0.08136760542010116,774.0583199881017,-175.78329603381545
301,w155463314,mfh,104359.84119134728,130449.8014891841,201931.4964824973,224368.329424997,r2,r2,-333299.54763457406,-450404.9253945855,-117105.37776001141,0.08136760542010116,1101.9502923069522,-106.27101655815096
302,w155463317,mfh,74649.75970721088,93312.1996340136,143289.21159194486,159210.23510216095,r2,r2,-236507.0840182156,-335176.8777323729,-98669.7937141573,0.08136760542010116,740.3064833164215,-133.2823579663072
303,w155463319,mfh,78474.43739685023,98093.04674606278,145828.4042201316,162031.56024459066,r2,r2,-240698.16747509988,-319975.32568764576,-79277.15821254588,0.08136760542010116,828.4481069911271,-95.69357156295
304,w155463321,mfh,75955.85291213829,94944.81614017286,143438.5743173969,159376.19368599655,r2,r2,-236753.61578613592,-330175.4420573707,-93421.82627123475,0.08136760542010116,781.2118542082608,-119.58577659566559
305,w155463324,mfh,76230.77521241456,95288.4690155182,160134.95033012077,177927.7225890231,r2,r2,-264311.9445714622,-344475.49145839724,-80163.54688693502,0.08136760542010116,722.1055689860135,-111.01361120854021
306,w155463327,mfh,78934.78481367027,98668.48101708783,144237.2233375608,160263.58148617868,r2,r2,-238071.83192267854,-376348.67772177403,-138276.8457990955,0.08136760542010116,780.4636536210775,-177.1726910760539
307,w155463330,mfh,92798.36038612344,115997.9504826543,92798.36038612344,103109.28931791494,r2,r2,-153169.03047170752,-142337.12448224975,10831.905989457766,0.08136760542010116,867.026127423346,12.49317136687489
308,w155463331,mfh,75620.8436945795,94526.05461822437,161247.17579186105,179163.5286576234,r2,r2,-266147.73665800196,-360247.2505027696,-94099.51384476764,0.08136760542010116,701.7002469789237,-134.10215294906976
309,w155463336,mfh,37646.38639526564,47057.98299408205,82538.53583434132,91709.48426037925,r1,r2,-136234.60002630408,-164174.2763738593,-27939.676347555214,0.08839270228274748,356.26551316827533,-78.42374665761834
310,w155463337,trade,16347.364508861188,20434.205636076484,59172.9222938284,65747.69143758711,nr1,nr2,-91274.46536897663,-147619.90448792235,-56345.439118945724,0.08838917543097283,437.0872274041176,-128.91120029652672
311,w155463339,mfh,96284.55889755068,120355.69862193835,96284.55889755068,106982.84321950076,r2,r2,-158923.2015993589,-147684.36843598078,11238.83316337812,0.08136760542010116,868.4495440013707,12.94126209289642
312,w155463342,mfh,72192.16091602764,90240.20114503455,125130.04950329757,139033.3883369973,r2,r2,-206534.3426925767,-348983.227820577,-142448.8851280003,0.08136760542010116,722.9579402044416,-197.0361997652559
313,w155463343,mfh,87271.28425516972,109089.10531896215,182362.7691744811,202625.29908275677,r2,r2,-301000.23785299447,-413843.93190650066,-112843.69405350619,0.08136760542010116,844.8904670208692,-133.56014591027323
314,w155463347,mfh,101563.78341079073,126954.7292634884,195710.88465394767,217456.5385043863,r2,r2,-323032.0700761855,-396610.3660252798,-73578.29594909429,0.08136760542010116,1083.6851687338203,-67.89637624649168
315,w155463348,mfh,73742.38733091138,92177.98416363922,144820.76491530155,160911.9610170017,r2,r2,-239035.00085508835,-319665.9935955957,-80630.99274050735,0.08136760542010116,740.608741542697,-108.87124093695144
316,w155463352,mfh,38492.77211566138,48115.965144576716,38492.77211566138,42769.74679517931,r1,r1,-69019.96342981061,-64138.96527394897,4880.998155861642,0.08839270228274748,356.4181080274284,13.694585224289506
317,w155463353,mfh,96023.96050529758,120029.95063162198,96023.96050529758,106693.28945033065,r2,r2,-158493.06896643512,-147284.6541991811,11208.414767254028,0.08136760542010116,722.1394314199686,15.521122763251581
318,w155463354,mfh,75225.69127239037,94032.11409048796,187294.1777654443,208104.64196160476,r2,r2,-309139.8113281594,-384614.86389635695,-75475.05256819754,0.08136760542010116,696.3946817303076,-108.3797084444518
319,w155463358,mfh,87470.73329689098,109338.41662111372,190927.28764734967,212141.4307192774,r2,r2,-315136.468121374,-380883.3412154523,-65746.87309407827,0.08136760542010116,865.4375973489136,-75.96951333692921
320,w155463359,mfh,103923.56216152417,129904.4527019052,200634.12279915024,222926.80311016692,r2,r2,-331158.15776075586,-445568.9043041175,-114410.74654336163,0.08136760542010116,1101.9756921548396,-103.82329425038321
321,w155463364,mfh,74624.72489312779,93280.90611640972,143564.7779021287,159516.4198912541,r2,r2,-236961.92206046006,-336395.4043795886,-99433.48231912855,0.08136760542010116,740.593882034719,-134.2618197789367
322,w155463365,mfh,57345.292217422895,71681.61527177862,105728.02317289257,117475.58130321397,r2,r2,-174510.18246119554,-243974.15675288317,-69463.97429168763,0.08136760542010116,603.6562003400177,-115.07207952566559
323,w155463369,mfh,76517.50006263371,95646.87507829214,174449.9518470026,193833.2798300029,r2,r2,-287939.677803155,-347493.14792918676,-59553.47012603178,0.08136760542010116,722.4004129424691,-82.43831130087482
324,w155463370,mfh,67777.64861111336,84722.06076389168,133103.75935795248,147893.06595328054,r2,r2,-219695.40936033244,-283508.29531902657,-63812.885958694125,0.08136760542010116,696.1379145577084,-91.66701687156011
325,w155463373,mfh,87284.13642326384,109105.1705290798,171854.26793553864,190949.18659504293,r2,r2,-283655.35223451705,-380533.2469077402,-96877.89467322314,0.08136760542010116,865.3327697202564,-111.95449665513269
326,w155463376,mfh,78349.89022816702,97937.36278520877,156453.43080105938,173837.14533451042,r2,r2,-258235.38487167135,-384593.462156822,-126358.07728515062,0.08136760542010116,746.0008564919234,-169.3806061823451
327,w155463378,mfh,75289.53058162499,94111.91322703123,149021.482669433,165579.42518825887,r2,r2,-245968.52708344418,-345581.4410574265,-99612.91397398233,0.08136760542010116,701.7079005709849,-141.95780593738016
328,w155463380,mfh,80794.44802773364,100993.06003466704,140684.60308128386,156316.22564587096,r2,r2,-232208.0278853665,-358887.65543572576,-126679.62755035926,0.08136760542010116,903.4881653226912,-140.21171766551493
329,w155463382,mfh,67195.36451178146,83994.20563972682,150368.7714173962,167076.41268599578,r2,r2,-248192.30464193024,-297088.6546902147,-48896.35004828448,0.08136760542010116,654.6620004437864,-74.68945809461725
330,w155463388,mfh,81045.45395849762,101306.81744812202,81045.45395849762,90050.50439833068,r2,r2,-133770.18252597013,-124310.1367396154,9460.045786354734,0.08136760542010116,654.8312545590103,14.446539807763925
331,w155463390,mfh,67307.170216775,84133.96277096875,127909.41103823822,142121.5678202647,r2,r2,-211121.83874170817,-289353.6128561273,-78231.77411441915,0.08136760542010116,658.415929133445,-118.81816744224524
332,w155463392,mfh,74500.89326832342,93126.11658540426,126699.30992433419,140777.01102703798,r2,r2,-209124.49726263253,-340594.1247613436,-131469.62749871105,0.08136760542010116,746.3197361536323,-176.1572435110407
333,w155463395,mfh,81203.21252281987,101504.01565352484,81203.21252281987,90225.79169202207,r2,r2,-134030.57210877427,-124552.11192446401,9478.460184310257,0.08136760542010116,740.6091377854347,12.79819502720787
334,w155463397,mfh,69115.7372055503,86394.67150693786,108201.45876259069,120223.8430695452,r2,r2,-178592.7301444941,-296864.90132712375,-118272.17118262965,0.08136760542010116,721.9107812985777,-163.83211644225747
335,w155463400,mfh,132263.3739372203,165329.2174215254,132263.3739372203,146959.30437468924,r2,r2,-218308.30489447215,-202869.8378097595,15438.46708471264,0.08136760542010116,957.7393607803388,16.119695730301633
336,w155463402,mfh,57328.60677905928,71660.7584738241,124641.24892632537,138490.27658480595,r2,r2,-205727.5492303073,-287863.54388189805,-82135.99465159074,0.08136760542010116,519.368776667118,-158.1458076449494
337,w155463405,mfh,66453.3492473543,83066.68655919287,123848.16417723722,137609.07130804137,r2,r2,-204418.51724316576,-286885.03843588894,-82466.52119272319,0.08136760542010116,658.592996231094,-125.21621344996275
338,w155463406,mfh,87329.94975847227,109162.43719809034,161116.41015993198,179018.23351103553,r2,r2,-265931.9004624242,-410667.10884588654,-144735.20838346233,0.08136760542010116,932.8967588515952,-155.14600839822057
339,w155463408,mfh,81123.65596148898,101404.56995186122,81123.65596148898,90137.39551276554,r2,r2,-133899.2594291535,-124430.08549935889,9469.173929794604,0.08136760542010116,740.3845857441426,12.789534131477586
340,w155463411,mfh,86630.34371086476,108287.92963858094,157728.79737860002,175254.21930955557,r2,r2,-260340.4507517699,-375176.2744546145,-114835.82370284459,0.08136760542010116,886.3585438661277,-129.55910956976004
341,w155463413,trade,16616.663351011164,20770.829188763953,59864.86027475999,66516.51141639998,nr1,nr2,-92341.78242599827,-150573.03988028076,-58231.25745428249,0.08838917543097283,436.59599217027426,-133.37561154609054
342,w155463416,mfh,71360.79474582999,89200.99343228748,103424.16434320562,114915.73815911735,r2,r2,-170707.53097232716,-344927.73237828276,-174220.2014059556,0.08136760542010116,722.4005093876273,-241.1684365417192
343,w155463417,mfh,74807.01169807202,93508.76462259002,134317.1610003945,149241.2900004383,r2,r2,-221698.198551567,-327298.1998897557,-105600.00133818868,0.08136760542010116,828.3400002270937,-127.48388501006579
344,w155463421,mfh,62634.51134401355,78293.13918001692,62634.51134401355,69593.90149334838,r2,r2,-103381.86296302607,-96070.83790017989,7311.02506284618,0.08136760542010116,509.4774500131606,14.350046430234203
345,w155463422,mfh,66828.4486191273,83535.56077390912,126316.10423077179,140351.22692307975,r2,r2,-208491.99422798873,-293607.1723573528,-85115.17812936407,0.08136760542010116,674.0859733853489,-126.26754077362622
346,w155463424,mfh,75354.80212003247,94193.50265004058,151693.48439581433,168548.31599534926,r2,r2,-250378.81959449325,-356262.9702124814,-105884.15061798814,0.08136760542010116,701.7858467099256,-150.878150527527
347,w155463427,mfh,55711.525451732596,69639.40681466574,91584.2108942519,101760.23432694655,r2,r2,-151165.00691198208,-265958.2153046092,-114793.20839262713,0.08136760542010116,540.3469697440042,-212.44351281735098
348,w155463430,mfh,65819.9805171453,82274.97564643163,65819.9805171453,73133.31168571701,r2,r2,-108639.66302345756,-100956.81347500508,7682.849548452476,0.08136760542010116,521.3457492198795,14.736572725391504
349,w155463434,mfh,64418.57211226843,80523.21514033554,121424.36431178215,134915.9603464246,r2,r2,-200417.89617718488,-281244.8488662881,-80826.9526891032,0.08136760542010116,634.5610695700626,-127.3745846776675
350,w155463435,mfh,73569.89609015193,91962.37011268991,133111.18185755896,147901.3131750655,r2,r2,-219707.66062278656,-328054.3256699946,-108346.66504720802,0.08136760542010116,740.6094772338867,-146.29392193558417
351,w155463436,mfh,74986.73881598086,93733.42351997607,147370.27277477682,163744.7475275298,r2,r2,-243243.1101944234,-305546.64593394415,-62303.53573952074,0.08136760542010116,830.3215000247583,-75.0354359578344
352,w155463437,mfh,64166.464939277284,80208.0811740966,122154.47621327543,135727.19579252825,r2,r2,-201622.98785792437,-284560.1195176764,-82937.13165975205,0.08136760542010116,634.6341266736388,-130.6849540135155
