,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,NFA,npv_per_nfa,operator_selling_price
0,w24853838,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-5195708.774105346,-7864518.432023262,-2668809.657917916,27974.42320393324,-95.40177606030775,0.15953182831842183
1,w24853840,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-417538.5745038599,-632009.9832446354,-214471.40874077549,937.1926232803613,-228.84453357099923,0.15953182831842183
2,w24853841,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-1834977.1117649244,-2777525.0587059665,-942547.9469410421,8998.296452549099,-104.74737656304163,0.15953182831842183
3,w25538793,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-173921.53374292093,-263257.4625167444,-89335.92877382346,404.8852469230536,-220.64505795836342,0.15953182831842183
4,w27689586,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-558564.5319968513,-189547.83187914698,5481.69515059907,-34.57832416281524,0.15953182831842183
5,w28994179,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-1406969.7221698172,-477452.5503857058,16672.165487814695,-28.637704606199176,0.15953182831842183
6,w28994181,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-756832.0486329065,-256829.5437631355,2845.002712316811,-90.27391877387277,0.15953182831842183
7,w29249266,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-6297595.192284625,-2137077.1797533683,23411.247439788887,-91.28420795387738,0.15953182831842183
8,w30213059,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-585394.8598899484,-886044.7086000936,-300649.8487101452,1747.46707642246,-172.04893457887468,0.15953182831842183
9,w50930444,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-1670249.912742452,-2528184.6608329415,-857934.7480904895,8762.936898044496,-97.90493279507045,0.15953182831842183
10,w50930445,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-1024589.1751075892,-1550876.0793223337,-526286.9042147445,4934.112452852726,-106.66293264363367,0.15953182831842183
11,w50930458,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-520232.89098216186,-787453.9043575359,-267221.013375374,1974.6456010334193,-135.32606217314412,0.15953182831842183
12,w50930471,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-1243237.0308080602,-1881833.8304281598,-638596.7996200996,4724.4749339554455,-135.1677823561762,0.15953182831842183
13,w50930472,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-2471325.2698210813,-838639.6198270866,9715.957844087014,-86.31569149278165,0.15953182831842183
14,w50930478,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1589783.5639745372,-539490.0865459454,6019.835157379508,-89.61874743108258,0.15953182831842183
15,w50930479,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-934099.6680345847,-1413906.0474708304,-479806.37943624565,4489.048651921749,-106.88375569973871,0.15953182831842183
16,w50930480,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-882012.7152975801,-1335064.2921535042,-453051.5768559241,4441.97852948606,-101.99319376456835,0.15953182831842183
17,w50930481,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-338407.55095482233,-512232.7939710832,-173825.24301626085,1370.623297881335,-126.82204022429377,0.15953182831842183
18,w50930482,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-357213.39819830074,-540698.387156994,-183484.98895869323,1573.369959426485,-116.61910020550795,0.15953182831842183
19,w50930483,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-237768.69971492764,-359900.1412060934,-122131.44149116578,704.9254127380437,-173.25441711171626,0.15953182831842183
20,w50930486,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-163623.66946556754,-247670.0331705595,-84046.36370499196,509.32494937628496,-165.0152104425955,0.15953182831842183
21,w98916060,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-529082.6013700546,-179543.19372222188,2713.01504517002,-66.17847329739752,0.15953182831842183
22,w98916062,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-74779.72132959885,-113190.812323668,-38411.09099406915,151.14776481509907,-254.1294013911348,0.173298534315443
23,w98916065,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-114708.68993059207,-173629.5557534826,-58920.865822890526,222.67857759937178,-264.6005128023449,0.15953182831842183
24,w98916067,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-7084729.916914888,-2404189.880083751,43210.64675020873,-55.63883118856899,0.15953182831842183
25,w98916074,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-1146684.0319983636,-389125.0870131395,4745.314506876469,-82.00195929042334,0.15953182831842183
26,w98916075,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-25770.898517721274,-39006.437931125074,-13235.5394134038,67.06430839556852,-197.35593686191476,0.1733054491694431
27,w98916076,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-54735.2996005342,-82846.51251261677,-28111.21291208257,98.82164086105185,-284.46413829141267,0.1733054491694431
28,w98916079,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-777293.7327178841,-1176555.7220070665,-399261.98928918235,3334.9361924076916,-119.72102800591547,0.15953182831842183
29,w98916080,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-594496.188718355,-899863.0287449379,-305366.8400265828,2976.303781049745,-102.59935224719557,0.15953182831842183
30,w98916086,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-129979.58776117284,-196744.44973304865,-66764.86197187581,294.4025758753764,-226.7808349616413,0.15953182831842183
31,w98916091,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-101069.01020281287,-152983.76568136978,-51914.75547855691,1116.7099465291947,-46.489023976110595,0.15953182831842183
32,w98916094,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-77544.98685809471,-117376.47450448161,-39831.4876463869,150.05011938810347,-265.4545548435258,0.173298534315443
33,w98916098,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-2143767.6849395363,-3244927.921327907,-1101160.2363883709,15131.85493721813,-72.77100137141616,0.15953182831842183
34,w98916102,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-438439.1417877663,-663646.263065251,-225207.12127748475,1892.1415951219387,-119.02234053629127,0.15953182831842183
35,w98916109,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-69427.1486342374,-105083.8705555476,-35656.72192131021,81.43322088830173,-437.8645659886021,0.1733054491694431
36,w98916113,trade,173540.7692960107,192823.07699556745,216925.96162001335,nr2,-267687.31918562605,-405186.65446501144,-137499.33527938538,559.2398283889517,-245.86828101190696,0.15953182831842183
37,w98916116,other,1062734.6846249367,1180816.3162499296,1328418.3557811708,nr2,-1639272.4308349062,-2481295.3935488043,-842022.9627138982,6987.1012714248145,-120.51105744774647,0.15953182831842183
38,w98916121,other,80557.30305057266,89508.1145006363,100696.62881321582,nr2,-124259.95679234069,-188086.8930580218,-63826.9362656811,458.57296650111675,-139.18599858311896,0.15953182831842183
39,w98916126,trade,194117.59848031573,215686.22053368413,242646.99810039465,nr2,-299427.15913235256,-453229.8699613381,-153802.71082898555,1235.1179318586364,-124.5247169211926,0.15953182831842183
40,w99055014,mfh,138482.6158739089,153869.5731932321,173103.2698423861,r2,-228573.52136756424,-345965.3868021573,-117391.86543459308,379.03616306802724,-309.7115179839035,0.15953182831842183
41,w99055018,mfh,74738.71105496878,83043.01228329864,93423.38881871097,r2,-123360.54067509662,-186716.62804788622,-63356.087372789596,363.825429549627,-174.13870012114592,0.15953182831842183
42,w99055022,sfh,8121.358728508361,9023.731920564845,10151.69841063545,r1,-14562.107420004644,-22040.98312032825,-7478.875700323604,32.828185592684896,-227.81873458124113,0.1733054491694431
43,w99055023,sfh,23689.428722857134,26321.58746984126,29611.785903571417,r1,-42476.63689203258,-64291.988085423945,-21815.35119339137,57.57688737055287,-378.8907700583449,0.1733054491694431
44,w99055025,trade,357208.00610134704,396897.78455705225,446510.0076266838,nr2,-550994.7543324071,-834016.7992078235,-283022.0448754163,2922.078992408514,-96.85639765752408,0.15953182831842183
45,w99055028,ab,43794.80756460522,48660.897294005794,54743.50945575652,r1,-78526.84674000934,-118857.03446408153,-40330.187724072195,168.94065034445376,-238.72399947462506,0.1733054491694431
46,w99055030,other,116326.93155687526,129252.14617430585,145408.66444609407,nr2,-179434.74944746352,-271602.57738234056,-92167.82793487704,502.22660109587014,-183.5184112784243,0.15953182831842183
47,w99055036,other,328535.37354705296,365039.3039411699,410669.2169338162,nr2,-506767.1058461794,-767071.3309670874,-260304.225120908,2513.4158389533286,-103.56592056382819,0.15953182831842183
48,w99055038,other,86262.38089475907,95847.08988306564,107827.97611844883,nr2,-133060.0618054206,-201407.22933707442,-68347.1675316538,337.97397138923407,-202.2261278012457,0.15953182831842183
49,w99055039,other,312686.9164410429,347429.90715671435,390858.64555130363,nr2,-482320.79842720146,-730068.0184932153,-247747.22006601386,2475.299022556655,-100.08779456880482,0.15953182831842183
50,w99055040,trade,35391.70019666166,39324.111329624066,44239.62524582707,nr1,-59302.80743519024,-89764.08078705058,-30461.27335186034,101.95110847079195,-298.7831501664076,0.173298534315443
51,w99055041,ab,64982.981209910264,72203.31245545585,81228.72651238783,r2,-107258.14753265315,-162344.29201073223,-55086.14447807908,189.90211718752977,-290.07651570140786,0.15953182831842183
52,w99055043,sfh,86320.99151306404,95912.21279229339,107901.23939133005,r2,-142477.760645754,-215652.15987221652,-73174.39922646253,190.2007592998445,-384.72190908084536,0.15953182831842183
53,w99055048,sfh,24285.63485393199,26984.0387265911,30357.04356741499,r1,-43545.67201477638,-65910.06330048968,-22364.391285713304,47.74609960326925,-468.40247625550506,0.1733054491694431
54,w99055050,trade,65308.77244341692,72565.3027149077,81635.96555427114,nr2,-100739.0383573933,-152484.30164803436,-51745.26329064106,194.95880112051967,-265.4164007638371,0.15953182831842183
55,w99055053,ab,49059.40863841541,54510.454042683785,61324.260798019255,r1,-87966.6078591905,-133144.91254977527,-45178.30469058477,122.33706042193808,-369.29369182785416,0.1733054491694431
56,w99055057,ab,87681.8017174346,97424.2241304829,109602.25214679325,r2,-144723.8561456332,-219051.81567557057,-74327.95952993736,303.91877080444243,-244.56521501846933,0.15953182831842183
57,w99055067,sfh,33001.382887256914,36668.203208063234,41251.72860907114,r1,-59173.5568736789,-89564.19085542802,-30390.633981749124,194.8848727118224,-155.94147231061882,0.1733054491694431
58,w99055068,ab,132493.30677667502,147214.7853074167,165616.63347084375,r2,-218687.82226898547,-331002.5438097281,-112314.72154074264,348.37368724122643,-322.3972580425453,0.15953182831842183
59,w99055094,other,66091.27134448045,73434.74593831161,82614.08918060057,nr2,-101946.04598990016,-154311.29661371684,-52365.25062381668,263.70872883694244,-198.5723068582815,0.15953182831842183
60,w99055100,sfh,15744.323611141372,17493.69290126819,19680.404513926715,r1,-28230.563301673767,-42729.34893714383,-14498.785635470067,85.6876405166462,-169.2050982854808,0.1733054491694431
61,w99055110,sfh,52473.960066172556,58304.40007352506,65592.45008271569,r2,-86611.28876527665,-131093.52229354245,-44482.2335282658,94.65369866762775,-469.94712467035424,0.15953182831842183
62,w99055113,education,153671.86244078857,170746.51382309842,192089.8280509857,nr2,-237039.45221581208,-358796.31097856327,-121756.85876275119,801.3236896117684,-151.94466398683522,0.15953182831842183
63,w99055118,other,24020.58101149931,26689.534457221456,30025.726264374138,nr1,-40249.20764729739,-60923.47534836717,-20674.267701069773,54.3237798044458,-380.5749116775894,0.173298534315443
64,w99055131,th,174492.9614592318,193881.0682880353,218116.20182403974,r2,-288010.66764153907,-435928.54254330223,-147917.87490176316,500.74276516167447,-295.3969287085057,0.15953182831842183
65,w99055135,ab,134760.33544465396,149733.70604961552,168450.41930581743,r2,-222429.68345792333,-336666.1676881436,-114236.48423022029,663.0715527065098,-172.28379616639035,0.15953182831842183
66,w99055142,sfh,30373.370700461764,33748.18966717974,37966.7133755772,r1,-54461.365595776675,-82431.89019176707,-27970.5245959904,64.54166975589469,-433.3715675745406,0.1733054491694431
