,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-5195708.774105346,-11320667.636279922,-6124958.862174576,0.22963984653492653
1,w24853840,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-417538.5745038599,-909753.7280846185,-492215.15358075855,0.22963984653492653
2,w24853841,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-1834977.1117649244,-3998139.0231111515,-2163161.911346227,0.22963984653492653
3,w25538793,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-173921.53374292093,-378948.8525816539,-205027.318838733,0.22963984653492653
4,w27689586,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-804031.8647360369,-435015.1646183325,0.22963984653492653
5,w28994179,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-2025278.055696022,-1095760.8839119105,0.22963984653492653
6,w28994181,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-1089430.2242551646,-589427.7193853937,0.22963984653492653
7,w29249266,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-9065142.728815174,-4904624.716283917,0.22963984653492653
8,w30213059,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-585394.8598899484,-1275426.8101277286,-690031.9502377802,0.22963984653492653
9,w50930444,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-1670249.912742452,-3639223.2424417767,-1968973.3296993247,0.22963984653492653
10,w50930445,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-1024589.1751075892,-2232425.645742718,-1207836.470635129,0.22963984653492653
11,w50930458,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-520232.89098216186,-1133509.1915893997,-613276.3006072378,0.22963984653492653
12,w50930471,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-1243237.0308080602,-2708826.42403625,-1465589.3932281898,0.22963984653492653
13,w50930472,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-3557376.366093246,-1924690.716099251,0.22963984653492653
14,w50930478,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-2288431.4528519963,-1238137.9754234045,0.22963984653492653
15,w50930479,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-934099.6680345847,-2035262.625511531,-1101162.9574769463,0.22963984653492653
16,w50930480,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-882012.7152975801,-1921772.9928629452,-1039760.2775653651,0.22963984653492653
17,w50930481,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-338407.55095482233,-737339.134375689,-398931.58342086663,0.22963984653492653
18,w50930482,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-357213.39819830074,-778314.2458605947,-421100.84766229393,0.22963984653492653
19,w50930483,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-237768.69971492764,-518062.2203457944,-280293.52063086675,0.22963984653492653
20,w50930486,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-163623.66946556754,-356511.3558096159,-192887.6863440484,0.22963984653492653
21,w98916060,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-761593.7751331412,-412054.36748530844,0.22963984653492653
22,w98916062,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-74779.72132959885,-162933.76089998244,-88154.0395703836,0.2494564830379405
23,w98916065,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-114708.68993059207,-249932.97549109193,-135224.28556049988,0.22963984653492653
24,w98916067,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-10198192.473632347,-5517652.43680121,0.22963984653492653
25,w98916074,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-1650606.9535325936,-893048.0085473695,0.22963984653492653
26,w98916075,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-25770.898517721274,-56148.24649598368,-30377.347978262405,0.24946643670065552
27,w98916076,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-54735.2996005342,-119254.32448111863,-64519.02488058443,0.24946643670065552
28,w98916079,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-777293.7327178841,-1693606.0865685765,-916312.3538506924,0.22963984653492653
29,w98916080,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-594496.188718355,-1295317.743184039,-700821.5544656839,0.22963984653492653
30,w98916086,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-129979.58776117284,-283205.9640983798,-153226.37633720692,0.22963984653492653
31,w98916091,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-101069.01020281287,-220214.16568538232,-119145.15548256945,0.22963984653492653
32,w98916094,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-77544.98685809471,-168958.85840548188,-91413.87154738717,0.2494564830379405
33,w98916098,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-2143767.6849395363,-4670947.219280325,-2527179.5343407886,0.22963984653492653
34,w98916102,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-438439.1417877663,-955292.919351464,-516853.7775636977,0.22963984653492653
35,w98916109,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-69427.1486342374,-151264.13432375537,-81836.98568951797,0.24946643670065552
36,w98916113,trade,173540.7692960107,192823.07699556745,216925.96162001335,nr2,-267687.31918562605,-583250.390408777,-315563.071223151,0.22963984653492653
37,w98916116,other,1062734.6846249367,1180816.3162499296,1328418.3557811708,nr2,-1639272.4308349062,-3571727.970452713,-1932455.5396178067,0.22963984653492653
38,w98916121,other,80557.30305057266,89508.1145006363,100696.62881321582,nr2,-124259.95679234069,-270743.7488327692,-146483.79204042855,0.22963984653492653
39,w98916126,trade,194117.59848031573,215686.22053368413,242646.99810039465,nr2,-299427.15913235256,-652406.7258555192,-352979.5667231666,0.22963984653492653
40,w99055014,mfh,138482.6158739089,153869.5731932321,173103.2698423861,r2,-228573.52136756424,-498003.68471342704,-269430.16334586276,0.22963984653492653
41,w99055018,mfh,74738.71105496878,83043.01228329864,93423.38881871097,r2,-123360.54067509662,-268771.3057788876,-145410.76510379097,0.22963984653492653
42,w99055022,sfh,8121.358728508361,9023.731920564845,10151.69841063545,r1,-14562.107420004644,-31727.135798434363,-17165.02837842972,0.24946643670065552
43,w99055023,sfh,23689.428722857134,26321.58746984126,29611.785903571417,r1,-42476.63689203258,-92545.81003041899,-50069.17313838641,0.24946643670065552
44,w99055025,trade,357208.00610134704,396897.78455705225,446510.0076266838,nr2,-550994.7543324071,-1200534.6631855734,-649539.9088531663,0.22963984653492653
45,w99055028,ab,43794.80756460522,48660.897294005794,54743.50945575652,r1,-78526.84674000934,-171090.06673859054,-92563.2199985812,0.24946643670065552
46,w99055030,other,116326.93155687526,129252.14617430585,145408.66444609407,nr2,-179434.74944746352,-390961.3200450543,-211526.5705975908,0.22963984653492653
47,w99055036,other,328535.37354705296,365039.3039411699,410669.2169338162,nr2,-506767.1058461794,-1104169.271933825,-597402.1660876456,0.22963984653492653
48,w99055038,other,86262.38089475907,95847.08988306564,107827.97611844883,nr2,-133060.0618054206,-289917.85353123606,-156857.79172581545,0.22963984653492653
49,w99055039,other,312686.9164410429,347429.90715671435,390858.64555130363,nr2,-482320.79842720146,-1050904.4464293919,-568583.6480021904,0.22963984653492653
50,w99055040,trade,35391.70019666166,39324.111329624066,44239.62524582707,nr1,-59302.80743519024,-129211.89428822417,-69909.08685303392,0.2494564830379405
51,w99055041,ab,64982.981209910264,72203.31245545585,81228.72651238783,r2,-107258.14753265315,-233688.27835881378,-126430.13082616063,0.22963984653492653
52,w99055043,sfh,86320.99151306404,95912.21279229339,107901.23939133005,r2,-142477.760645754,-310422.87561035046,-167945.11496459646,0.22963984653492653
53,w99055048,sfh,24285.63485393199,26984.0387265911,30357.04356741499,r1,-43545.67201477638,-94874.96621189274,-51329.29419711636,0.24946643670065552
54,w99055050,trade,65308.77244341692,72565.3027149077,81635.96555427114,nr2,-100739.0383573933,-219495.20668407303,-118756.16832667972,0.22963984653492653
55,w99055053,ab,49059.40863841541,54510.454042683785,61324.260798019255,r1,-87966.6078591905,-191656.91014214963,-103690.30228295914,0.24946643670065552
56,w99055057,ab,87681.8017174346,97424.2241304829,109602.25214679325,r2,-144723.8561456332,-315316.5475827894,-170592.69143715617,0.22963984653492653
