,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1846983.2309463136,-6195497.500319053,-4348514.26937274,0.10866292036058882,-155.44607435413837
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-135770.4884970877,-575308.233624103,-439537.7451270153,0.10866292036058882,-468.99402983833295
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-571361.1872066937,-2461144.0115696606,-1889782.824362967,0.10866292036058882,-210.0156217711205
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-51481.62126278791,-273960.51735069137,-222478.89608790347,0.11803992364043658,-549.4862995840015
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-407090.6832143896,-38073.98309668526,0.10866292036058882,-6.945658605718767
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-1025421.83158758,-95904.65980346862,0.10866292036058882,-5.7523817091164995
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-551591.1915406992,-51588.686670928204,0.10866292036058882,-18.133088748065642
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-4589787.182278977,-429269.16974772,0.10866292036058882,-18.336022924526016
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-307897.93044858123,-810299.1483298495,-502401.21788126824,0.10866292036058882,-287.50253704912143
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-509368.99338712863,-2358418.2477176837,-1849049.254330555,0.10866292036058882,-211.00793898711993
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-311811.26197281596,-1622210.727931138,-1310399.465958322,0.10866292036058882,-265.5795704860144
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-93405.72722596636,-853155.8646694296,-759750.1374434632,0.10866292036058882,-384.75265487936286
12,w50930471,4724.4749339554455,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-398187.53235364717,-1691362.4326083157,-1293174.9002546687,0.10866292036058882,-273.7182265399366
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-1801141.0229357728,-168455.37294177804,0.10866292036058882,-17.338009864287077
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1158659.456782426,-108365.97935383418,0.10866292036058882,-18.001486173752127
15,w50930479,4489.048651921749,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-286197.7398739402,-1283883.6480221695,-997685.9081482294,0.10866292036058882,-222.24885170739302
16,w50930480,4441.97852948606,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-260221.94045596189,-1212040.323966355,-951818.3835103932,0.10866292036058882,-214.2780243515763
