,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1846983.2309463136,-5020883.322530893,-3173900.091584579,0.04924193699273444,-113.45721298512153
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-135770.4884970877,-488963.13961250556,-353192.65111541783,0.04924193699273444,-376.8623891630442
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-571361.1872066937,-2097779.07144132,-1526417.884234626,0.04924193699273444,-169.63409599627184
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-51481.62126278791,-241220.0781211439,-189738.456858356,0.05349124120022929,-468.62279695366334
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-172409.47954326842,196607.22057443592,0.04924193699273444,35.86613541487246
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-434282.707971516,495234.4638125954,0.04924193699273444,29.704267521489694
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-233607.77874668306,266394.7261230879,0.04924193699273444,93.63601833129746
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-1943849.004508761,2216669.0080224955,0.04924193699273444,94.68393402459739
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-307897.93044858123,-614496.5488529177,-306598.6184043365,0.04924193699273444,-175.4531587696789
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-509368.99338712863,-2034478.0887961236,-1525109.095408995,0.04924193699273444,-174.04086245894712
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-311811.26197281596,-1423910.1029061705,-1112098.8409333546,0.04924193699273444,-225.3898449943878
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-93405.72722596636,-793753.218425576,-700347.4911996096,0.04924193699273444,-354.66996752890077
12,w50930471,4724.4749339554455,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-398187.53235364717,-1438129.6402989677,-1039942.1079453205,0.04924193699273444,-220.11802845457277
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-762812.3146823469,869873.3353116479,0.04924193699273444,89.53037356384165
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-490710.99425417406,559582.4831744177,0.04924193699273444,92.95644623897132
15,w50930479,4489.048651921749,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-286197.7398739402,-1101872.2917335592,-815674.5518596191,0.04924193699273444,-181.7032104364543
16,w50930480,4441.97852948606,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-260221.94045596189,-1046548.6316164945,-786326.6911605326,0.04924193699273444,-177.02172262672127
17,w50930481,1370.623297881335,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-95759.66279882971,-489383.7374774972,-393624.0746786675,0.04924193699273444,-287.1861840427773
18,w50930482,1573.369959426485,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-97763.70831452575,-473091.0465891271,-375327.3382746014,0.04924193699273444,-238.54995834000377
19,w50930483,704.9254127380437,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-75609.87789317896,-311491.5356314385,-235881.65773825953,0.05349124120022929,-334.61931358391126
20,w50930486,509.32494937628496,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-51049.31337140332,-226035.71497250526,-174986.40160110194,0.05349124120022929,-343.56534431582196
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-163309.43107236872,186229.97657546404,0.04924193699273444,68.64317870518603
22,w98916062,151.14776481509907,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-18585.976449722642,-101668.33698540393,-83082.36053568129,0.05349124120022929,-549.6764086277886
23,w98916065,222.67857759937178,other,20948.500685227787,23276.111872475318,26185.625856534734,nr1,-35101.58865747839,-153992.1726732744,-118890.58401579602,0.05349124120022929,-533.9111884830517
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-2186810.1673287135,2493729.8695024233,0.04924193699273444,57.711005436186326
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-353941.55166037084,403617.3933248532,0.04924193699273444,85.05598369506771
26,w98916075,67.06430839556852,sfh,8538.96409194254,9487.737879936156,10673.705114928174,r1,-15310.900123884569,-81811.67858540821,-66500.77846152365,0.05349337557559862,-991.5971707227491
27,w98916076,98.82164086105185,sfh,13728.213996145805,15253.571106828673,17160.267495182256,r1,-24615.551852787565,-101846.23123062405,-77230.67937783648,0.05349337557559862,-781.5158573052503
28,w98916079,3334.9361924076916,trade,133751.88480733606,148613.2053414845,167189.85600917006,nr2,-206312.8083697132,-1067793.3436079123,-861480.5352381992,0.04924193699273444,-258.31994543087325
29,w98916080,2976.303781049745,other,104082.21116258297,115646.90129175886,130102.76395322871,nr2,-160547.22008002846,-770811.0536801796,-610263.8336001511,0.04924193699273444,-205.04084209606808
30,w98916086,294.4025758753764,other,20686.516731325537,22985.018590361706,25858.14591415692,nr1,-34662.60483124105,-197558.77412336494,-162896.1692921239,0.05349124120022929,-553.3109511958874
