,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1846983.2309463136,-7121656.206971855,-5274672.976025541,0.1580551568881292,-188.55341315076393
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-135770.4884970877,-643389.5339419495,-507619.04544486175,0.1580551568881292,-541.6379011478919
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-571361.1872066937,-2747649.665388638,-2176288.478181944,0.1580551568881292,-241.85561007666405
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-51481.62126278791,-299775.6687642231,-248294.0475014352,0.17169443438608958,-613.2454797707713
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-592131.9028572942,-223115.20273958985,0.1580551568881292,-40.70186258263679
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-1491522.6641273894,-562005.492343278,0.1580551568881292,-33.709207886284176
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-802314.460422835,-302311.95555306395,0.1580551568881292,-106.26069150805063
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-6676054.083314877,-2515536.0707836202,0.1580551568881292,-107.449894639459
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-307897.93044858123,-964685.4018929468,-656787.4714443656,0.1580551568881292,-375.85112778719014
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-509368.99338712863,-2613838.2863082644,-2104469.2929211357,0.1580551568881292,-240.15570549078828
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-311811.26197281596,-1778566.622381008,-1466755.360408192,0.1580551568881292,-297.2683282806347
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-93405.72722596636,-899993.6085493468,-806587.8813233804,0.1580551568881292,-408.47222453551024
12,w50930471,4724.4749339554455,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-398187.53235364717,-1891031.1917994728,-1492843.6594458255,0.1580551568881292,-315.9808614321466
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-2619841.4879065794,-987155.8379125847,0.1580551568881292,-101.60149454676286
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1685322.8462289833,-635029.3688003914,0.1580551568881292,-105.48949467859279
15,w50930479,4489.048651921749,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-286197.7398739402,-1427395.79483944,-1141198.0549654998,0.1580551568881292,-254.21824164836264
16,w50930480,4441.97852948606,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-260221.94045596189,-1342527.06135373,-1082305.120897768,0.1580551568881292,-243.653838872335
17,w50930481,1370.623297881335,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-95759.66279882971,-598301.5119653149,-502541.84916648513,0.1580551568881292,-366.6520552680653
18,w50930482,1573.369959426485,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-97763.70831452575,-584288.2378079796,-486524.5294934538,0.1580551568881292,-309.22449394597487
19,w50930483,704.9254127380437,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-75609.87789317896,-397490.79031470936,-321880.9124215304,0.17169443438608958,-456.61697905214277
20,w50930486,509.32494937628496,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-51049.31337140332,-284099.5953061816,-233050.28193477826,0.17169443438608958,-457.5669859098198
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-560878.2326331163,-211338.82498528354,0.1580551568881292,-77.89813969573446
22,w98916062,151.14776481509907,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-18585.976449722642,-122808.16906521698,-104222.19261549434,0.17169443438608958,-689.5384311040963
23,w98916065,222.67857759937178,other,20948.500685227787,23276.111872475318,26185.625856534734,nr1,-35101.58865747839,-193916.98867425654,-158815.40001677815,0.17169443438608958,-713.2046635510133
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-7510492.28266513,-2829952.245833993,0.1580551568881292,-65.4920131650268
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-1215594.902554774,-458035.9575695499,0.1580551568881292,-96.5238356500516
26,w98916075,67.06430839556852,sfh,8538.96409194254,9487.737879936156,10673.705114928174,r1,-15310.900123884569,-99225.58762202311,-83914.68749813855,0.17170128523425804,-1251.2570323275484
27,w98916076,98.82164086105185,sfh,13728.213996145805,15253.571106828673,17160.267495182256,r1,-24615.551852787565,-129842.8204175546,-105227.26856476703,0.17170128523425804,-1064.8200904974024
28,w98916079,3334.9361924076916,trade,133751.88480733606,148613.2053414845,167189.85600917006,nr2,-206312.8083697132,-1302455.1132840207,-1096142.3049143075,0.1580551568881292,-328.6846409264989
29,w98916080,2976.303781049745,other,104082.21116258297,115646.90129175886,130102.76395322871,nr2,-160547.22008002846,-953418.6924315591,-792871.4723515306,0.1580551568881292,-266.3946729496423
30,w98916086,294.4025758753764,other,20686.516731325537,22985.018590361706,25858.14591415692,nr1,-34662.60483124105,-236984.28655547005,-202321.681724229,0.17169443438608958,-687.2279602943211
