,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1846983.2309463136,-5653419.178500608,-3806435.947554294,0.07975377067017192,-136.0684336476008
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-135770.4884970877,-535460.4227052875,-399689.93420819973,0.07975377067017192,-426.4757577894768
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-571361.1872066937,-2293452.9852929846,-1722091.798086291,0.07975377067017192,-191.37975806503297
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-51481.62126278791,-258850.9752655007,-207369.3540027128,0.08663607575338472,-512.1682145215883
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-298786.5307071167,70230.16941058764,0.07975377067017192,12.811761230996673
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-752614.2066239271,176902.9651601843,0.07975377067017192,10.610677136661021
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-404843.5036334542,95159.0012363168,0.07975377067017192,33.447771710145275
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-3368700.501934389,791817.5105968677,0.07975377067017192,33.82209823006372
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-307897.93044858123,-719937.2690513189,-412039.33860273764,0.07975377067017192,-235.7923328926426
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-509368.99338712863,-2208921.5525147854,-1699552.5591276567,0.07975377067017192,-193.9478258147588
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-311811.26197281596,-1530696.0228800725,-1218884.7609072565,0.07975377067017192,-247.03222161111088
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-93405.72722596636,-825741.8529910772,-732336.1257651108,0.07975377067017192,-370.86965143610934
12,w50930471,4724.4749339554455,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-398187.53235364717,-1574496.818621825,-1176309.286268178,0.07975377067017192,-248.98201444860734
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-1321957.735087326,310727.9149066687,0.07975377067017192,31.981192167869796
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-850404.7221849471,199888.7552436447,0.07975377067017192,33.2050214030542
15,w50930479,4489.048651921749,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-286197.7398739402,-1199886.3556051669,-913688.6157312267,0.07975377067017192,-203.5372495551099
16,w50930480,4441.97852948606,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-260221.94045596189,-1135666.7703686685,-875444.8299127066,0.07975377067017192,-197.08443525817674
17,w50930481,1370.623297881335,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-95759.66279882971,-522178.5237327005,-426418.8609338708,0.07975377067017192,-311.1130983932749
18,w50930482,1573.369959426485,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-97763.70831452575,-506572.15777919383,-408808.44946466805,0.07975377067017192,-259.82983024137843
19,w50930483,704.9254127380437,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-75609.87789317896,-337385.63040804554,-261775.7525148666,0.08663607575338472,-371.3524123042854
20,w50930486,509.32494937628496,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-51049.31337140332,-243518.55974825486,-192469.24637685154,0.08663607575338472,-377.89086635663097
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-283016.0990632791,66523.30858455366,0.07975377067017192,24.52006622778782
22,w98916062,151.14776481509907,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-18585.976449722642,-108033.47139793179,-89447.49494820915,0.08663607575338472,-591.788406911815
23,w98916065,222.67857759937178,other,20948.500685227787,23276.111872475318,26185.625856534734,nr1,-35101.58865747839,-166013.4044069156,-130911.8157494372,0.08663607575338472,-587.8958683891221
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-3789753.4691369385,890786.5676941983,0.07975377067017192,20.614978823243263
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-613382.5621064868,144176.3828787373,0.07975377067017192,30.38289299261625
26,w98916075,67.06430839556852,sfh,8538.96409194254,9487.737879936156,10673.705114928174,r1,-15310.900123884569,-87054.94973567591,-71744.04961179134,0.08663953265402928,-1069.7799071992226
27,w98916076,98.82164086105185,sfh,13728.213996145805,15253.571106828673,17160.267495182256,r1,-24615.551852787565,-110275.91281912194,-85660.36096633437,0.08663953265402928,-866.8178368620402
28,w98916079,3334.9361924076916,trade,133751.88480733606,148613.2053414845,167189.85600917006,nr2,-206312.8083697132,-1138449.2362295203,-932136.4278598072,0.07975377067017192,-279.5065254867265
