,full_id,NFA,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1846983.2309463136,-5988071.6201694505,-4141088.389223137,0.09760085501402485,-148.0312340681575
1,w24853840,937.1926232803613,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-135770.4884970877,-560060.4974221772,-424290.0089250895,0.09760085501402485,-452.72444360476266
2,w24853841,8998.296452549099,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-571361.1872066937,-2396977.16091615,-1825615.9737094564,0.09760085501402485,-202.88462192110634
3,w25538793,404.8852469230536,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-51481.62126278791,-268178.86193387903,-216697.24067109113,0.10602326382234172,-535.2065611624356
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-365648.17711616185,3368.5230015424895,0.09760085501402485,0.6145038914056282
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-921032.1900136799,8484.981770431506,0.09760085501402485,0.5089309949948005
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-495438.2942583125,4564.2106114585185,0.09760085501402485,1.604290425347848
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-4122539.2418710873,37978.77066016942,0.09760085501402485,1.6222446393703103
8,w30213059,1747.46707642246,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-307897.93044858123,-775722.2401840945,-467824.3097355133,0.09760085501402485,-267.7156646025496
9,w50930444,8762.936898044496,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-509368.99338712863,-2301213.4447698467,-1791844.451382718,0.09760085501402485,-204.4798989460462
10,w50930445,4934.112452852726,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-311811.26197281596,-1587192.6918322765,-1275381.4298594606,0.09760085501402485,-258.4824407725205
11,w50930458,1974.6456010334193,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-93405.72722596636,-842665.9128083437,-749260.1855823772,0.09760085501402485,-379.44033359214245
12,w50930471,4724.4749339554455,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-398187.53235364717,-1646643.889429807,-1248456.3570761597,0.09760085501402485,-264.2529327657839
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-1617781.8823202313,14903.767673763447,0.09760085501402485,1.533947338278506
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1040706.004189685,9587.473238906823,0.09760085501402485,1.592647138710081
15,w50930479,4489.048651921749,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-286197.7398739402,-1251742.1444635454,-965544.4045896053,0.09760085501402485,-215.0888705953896
16,w50930480,4441.97852948606,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-260221.94045596189,-1182816.0385863197,-922594.0981303578,0.09760085501402485,-207.6989098452717
17,w50930481,1370.623297881335,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-95759.66279882971,-539529.0900140166,-443769.4272151869,0.09760085501402485,-323.7719860016616
18,w50930482,1573.369959426485,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-97763.70831452575,-524285.8344092159,-426522.1260946902,0.09760085501402485,-271.0882609263516
19,w50930483,704.9254127380437,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-75609.87789317896,-351085.2838901569,-275475.40599697793,0.10602326382234172,-390.7866009922768
20,w50930486,509.32494937628496,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-51049.31337140332,-252768.1171232317,-201718.80375182838,0.10602326382234172,-396.051291025212
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-346348.6806855254,3190.7269623073516,0.09760085501402485,1.176081558407795
22,w98916062,151.14776481509907,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-18585.976449722642,-111401.03981733345,-92815.06336761081,0.10602326382234172,-614.0683818986846
