,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.0668421052631579,npv_DH_25years_ir_0.0668421052631579,savings_npv_25years_ir_0.0668421052631579,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,3363349.9875081507,3737055.541675723,4204187.484385188,nr2,-4414531.275535197,-6393582.715403562,-1979051.4398683654,0.14265793085606823,-70.74503111077938
1,w24853840,937.1926232803613,trade,272349.6863526429,302610.7626140477,340437.1079408036,nr2,-357469.84784557146,-517724.962813023,-160255.11496745155,0.14265793085606823,-170.9948531247788
2,w24853841,8998.296452549099,trade,1188350.4419802595,1320389.379978066,1485438.0524753244,nr2,-1559757.447753634,-2259002.742475892,-699245.2947222579,0.14265793085606823,-77.70863056241839
3,w25538793,404.8852469230536,trade,112230.46580400888,124700.51756000987,140288.0822550111,nr2,-147306.97167996704,-213345.25665520344,-66038.2849752364,0.14265793085606823,-163.10370772236766
4,w27689586,5481.69515059907,office,818145.3088975507,909050.3432195007,1022681.6361219384,nr2,-1073848.4152630547,-1555258.81192381,-481410.3966607554,0.14265793085606823,-87.82144636557256
5,w28994179,8336.082743907347,other,2201757.672994403,2446397.414438226,2752197.091243004,nr2,-2889894.9394750837,-4185446.014791248,-1295551.0753161642,0.14265793085606823,-155.41485312907346
6,w28994181,1422.5013561584055,trade,420750.2233605851,467500.24817842786,525937.7792007313,nr2,-552251.4835245708,-799827.9589016173,-247576.4753770465,0.14265793085606823,-174.04305050762787
7,w29249266,23411.247439788887,trade,2692049.9258480393,2991166.584275599,3365062.407310049,nr2,-3533423.1159699005,-5117470.3610483995,-1584047.245078499,0.14265793085606823,-67.66180440202905
8,w30213059,1747.46707642246,ab,433572.30468412075,481747.0052045786,541965.3808551509,r2,-608945.5334968441,-881896.3330132228,-272950.79951637867,0.14265793085606823,-156.19796401268007
9,w50930444,8762.936898044496,other,1098863.243386893,1220959.15931877,1373579.0542336162,nr2,-1442301.9232266946,-2088891.4521548022,-646589.5289281076,0.14265793085606823,-73.78685210804132
10,w50930445,4934.112452852726,other,688308.3291655973,764787.0324062193,860385.4114569966,nr2,-903432.1904049366,-1308444.334537398,-405012.1441324615,0.14265793085606823,-82.08409273248283
11,w50930458,1974.6456010334193,other,322603.8818012126,358448.7575569029,403254.8522515157,nr2,-423430.48779043,-613256.0126858721,-189825.52489544213,0.14265793085606823,-96.13143988779457
12,w50930471,7086.712400933168,other,741559.2688132944,823954.7431258826,926949.086016618,nr2,-973326.1768766094,-1409672.0653935487,-436345.88851693925,0.14265793085606823,-61.572399701091555
13,w50930472,6477.305229391343,other,1142425.6414889656,1269361.8238766284,1428032.051861207,nr2,-1499479.3117153044,-2171701.684982606,-672222.3732673018,0.14265793085606823,-103.7811789719332
14,w50930478,6019.835157379508,trade,845863.988064798,939848.8756275532,1057329.9850809975,nr2,-1110230.2894524238,-1607950.820984939,-497720.5315325153,0.14265793085606823,-82.68009314547042
15,w50930479,4489.048651921749,other,601355.6698929445,668172.9665477161,751694.5873661806,nr2,-789303.3500297861,-1143151.0937361647,-353847.7437063786,0.14265793085606823,-78.82466222657163
16,w50930480,4441.97852948606,other,567543.7161703141,630604.1290781267,709429.6452128926,nr2,-744923.8094675839,-1078876.0335438123,-333952.22407622845,0.14265793085606823,-75.18096313600753
17,w50930481,1370.623297881335,other,209694.20956148568,232993.56617942854,262117.7619518571,nr2,-275232.0305189669,-398619.61400152324,-123387.58348255634,0.14265793085606823,-90.02297252154173
18,w50930482,786.6849797132425,other,244449.91309214005,271611.0145468223,305562.391365175,nr2,-320850.2804213437,-464688.7017207935,-143838.4212994498,0.14265793085606823,-182.84119439000972
19,w50930483,1057.3881191070657,other,141593.14798462993,157325.71998292214,176991.4349807874,nr2,-185846.665527287,-269162.44427027967,-83315.77874299267,0.14265793085606823,-78.79394258122598
20,w50930486,509.32494937628496,trade,79565.05589646377,88405.61766273752,99456.31987057971,nr2,-104432.31569690879,-151249.72661755024,-46817.41092064146,0.14265793085606823,-91.92051356991968
21,w98916060,5426.03009034004,other,674562.9876004758,749514.4306671954,843203.7345005947,nr2,-885390.8802654886,-1282315.035304644,-396924.1550391553,0.14265793085606823,-73.15185290730312
22,w98916062,151.14776481509907,trade,44636.284751773725,49595.871946415245,55795.355939717156,nr1,-63642.6306282636,-92173.86801690474,-28531.237388641144,0.1549685137218203,-188.7638723837151
23,w98916065,222.67857759937178,other,73750.5768182926,81945.08535365843,92188.22102286573,nr2,-96800.57953003167,-140196.65361850342,-43396.07408847175,0.14265793085606823,-194.88212362550217
