,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.024210526315789474,npv_DH_25years_ir_0.024210526315789474,savings_npv_25years_ir_0.024210526315789474,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-6853854.064513525,-8533940.943139305,-1680086.8786257803,0.12264532845125373,-60.057963175074796
1,w24853840,937.1926232803613,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-550790.7737664207,-685806.2472741406,-135015.47350771993,0.12264532845125373,-144.0637390370603
2,w24853841,8998.296452549099,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-2420587.04260708,-3013946.120663901,-593359.0780568207,0.12264532845125373,-65.94126801509522
3,w25538793,404.8852469230536,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-229426.40990412372,-285665.7603866317,-56239.35048250799,0.12264532845125373,-138.90195039187483
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-486783.75173377566,-606109.1686915987,-119325.41695782304,0.12264532845125373,-21.767977547015267
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-1226160.9191066795,-1526730.0371363435,-300569.11802966404,0.12264532845125373,-18.02819905124761
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-659572.0332417424,-821253.082783703,-161681.0495419606,0.12264532845125373,-56.82984021139881
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-5488295.154799013,-6833642.252769031,-1345347.0979700172,0.12264532845125373,-57.46584420288153
8,w30213059,1747.46707642246,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-772216.2873712869,-961464.2373250792,-189247.94995379227,0.12264532845125373,-108.29843520785195
9,w50930444,8762.936898044496,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-2203289.224033616,-2743382.0360884345,-540092.8120548185,0.12264532845125373,-61.633767119256966
10,w50930445,4934.112452852726,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-1351573.9598928744,-1682885.6064692708,-331311.6465763964,0.12264532845125373,-67.14716167136481
11,w50930458,1974.6456010334193,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-686258.6933513563,-854481.4502396478,-168222.75688829145,0.12264532845125373,-85.19136639012744
12,w50930471,4724.4749339554455,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-1640000.536447462,-2042014.2584043778,-402013.7219569159,0.12264532845125373,-85.09172502272972
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-2153736.7979619103,-2681682.812016141,-527946.0140542309,0.12264532845125373,-54.33803053967869
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1385481.4679149385,-1725104.8700056118,-339623.40209067333,0.12264532845125373,-56.41739237233776
15,w50930479,4489.048651921749,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-1232205.8615615868,-1534256.7777744252,-302050.9162128384,0.12264532845125373,-67.28617567633873
16,w50930480,4441.97852948606,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-1163496.011135816,-1448704.0653550837,-285208.05421926756,0.12264532845125373,-64.20743646689043
17,w50930481,1370.623297881335,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-446406.0765170882,-555833.7043357744,-109427.62781868619,0.12264532845125373,-79.8378577015551
18,w50930482,1573.369959426485,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-471213.57404441637,-586722.2696382395,-115508.69559382315,0.12264532845125373,-73.41483476392779
19,w50930483,704.9254127380437,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-313649.5981216462,-390534.59878409177,-76885.00066244556,0.12264532845125373,-109.06827768318331
20,w50930486,509.32494937628496,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-215842.11139899807,-268751.5395547433,-52909.42815574526,0.12264532845125373,-103.88147727798865
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-461090.52565735177,-574117.7559899202,-113027.23033256846,0.12264532845125373,-41.661114461488445
22,w98916062,151.14776481509907,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-98644.73150081681,-122825.538019324,-24180.80651850719,0.13322893547496598,-159.98123788392022
23,w98916065,222.67857759937178,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-151316.5296396325,-188408.78657620915,-37092.256936576654,0.12264532845125373,-166.5730818674014
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-6174275.6860111365,-7687777.354918029,-1513501.6689068926,0.12264532845125373,-35.026128575582625
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-999324.3809338808,-1244289.004355143,-244964.62342126225,0.12264532845125373,-51.62242103579906
26,w98916075,67.06430839556852,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-33995.35755971304,-42326.639651706224,-8331.282091993184,0.1332342514959066,-124.22825630068972
27,w98916076,98.82164086105185,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-72203.3839750928,-89898.35184934967,-17694.967874256865,0.1332342514959066,-179.05964442684038
28,w98916079,3334.9361924076916,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-1025357.2786566934,-1276703.3524947597,-251346.0738380663,0.12264532845125373,-75.36758106805169
29,w98916080,2976.303781049745,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-784222.1911459437,-976458.7635721435,-192236.5724261998,0.12264532845125373,-64.58902940290517
30,w98916086,294.4025758753764,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-171460.9429844546,-213491.20476030576,-42030.26177585116,0.12264532845125373,-142.76458570676027
31,w98916091,1116.7099465291947,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-133323.91719629956,-166005.6407608925,-32681.723564592947,0.12264532845125373,-29.26608083519791
32,w98916094,150.05011938810347,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-102292.49684062919,-127367.48094535836,-25074.98410472917,0.13322893547496598,-167.11072411660612
33,w98916098,15131.85493721813,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-2827924.2543430673,-3521134.00009312,-693209.7457500529,0.12264532845125373,-45.81128676068936
34,w98916102,1892.1415951219387,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-578361.4949629924,-720135.3859217699,-141773.8909587775,0.12264532845125373,-74.927738666218
35,w98916109,81.43322088830173,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-91583.95236197369,-114028.53882902388,-22444.58646705019,0.1332342514959066,-275.6195349050041
36,w98916113,559.2398283889517,trade,173540.7692960107,192823.07699556745,216925.96162001335,nr2,-353116.3697555489,-439675.86954501166,-86559.49978946277,0.12264532845125373,-154.7806422135953
