,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,NFA_x,npv_per_nfa,NFA_y
35,w98916109,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-69427.1486342374,-71980.65694882364,-2553.5083145862445,81.43322088830173,-31.35708359231887,81.43322088830173
36,w98916113,trade,173540.7692960107,192823.07699556745,216925.96162001335,nr2,-267687.31918562605,-277545.93945862044,-9858.62027299439,559.2398283889517,-17.628609001964207,559.2398283889517
37,w98916116,other,1062734.6846249367,1180816.3162499296,1328418.3557811708,nr2,-1639272.4308349062,-1699644.9746997242,-60372.54386481806,6987.1012714248145,-8.64057089192681,6987.1012714248145
38,w98916121,other,80557.30305057266,89508.1145006363,100696.62881321582,nr2,-124259.95679234069,-128836.31002745559,-4576.353235114904,458.57296650111675,-9.979553025186362,458.57296650111675
39,w98916126,trade,194117.59848031573,215686.22053368413,242646.99810039465,nr2,-299427.15913235256,-310454.72170157655,-11027.562569223985,1235.1179318586364,-8.928347880618519,1235.1179318586364
40,w99055014,mfh,138482.6158739089,153869.5731932321,173103.2698423861,r2,-228573.52136756424,-236980.38235477323,-8406.860987208987,379.03616306802724,-22.179574949159065,379.03616306802724
41,w99055018,mfh,74738.71105496878,83043.01228329864,93423.38881871097,r2,-123360.54067509662,-127897.70189376103,-4537.161218664405,363.825429549627,-12.470709439636684,363.825429549627
42,w99055022,sfh,8121.358728508361,9023.731920564845,10151.69841063545,r1,-14562.107420004644,-15097.697071983272,-535.5896519786274,32.828185592684896,-16.314933107298287,32.828185592684896
43,w99055023,sfh,23689.428722857134,26321.58746984126,29611.785903571417,r1,-42476.63689203258,-44038.9140071549,-1562.2771151223205,57.57688737055287,-27.133754297411564,57.57688737055287
44,w99055025,trade,357208.00610134704,396897.78455705225,446510.0076266838,nr2,-550994.7543324071,-571287.2660281449,-20292.511695737718,2922.078992408514,-6.944545903261733,2922.078992408514
45,w99055028,ab,43794.80756460522,48660.897294005794,54743.50945575652,r1,-78526.84674000934,-81415.03903961313,-2888.19229960379,168.94065034445376,-17.095899025575214,168.94065034445376
46,w99055030,other,116326.93155687526,129252.14617430585,145408.66444609407,nr2,-179434.74944746352,-186043.12769998633,-6608.378252522816,502.22660109587014,-13.158160555620075,502.22660109587014
47,w99055036,other,328535.37354705296,365039.3039411699,410669.2169338162,nr2,-506767.1058461794,-525430.7634246595,-18663.65757848008,2513.4158389533286,-7.425614691062128,2513.4158389533286
48,w99055038,other,86262.38089475907,95847.08988306564,107827.97611844883,nr2,-133060.0618054206,-137960.51292440377,-4900.451118983154,337.97397138923407,-14.499492664597705,337.97397138923407
49,w99055039,other,312686.9164410429,347429.90715671435,390858.64555130363,nr2,-482320.79842720146,-500084.1262378996,-17763.32781069813,2475.299022556655,-7.1762351331399845,2475.299022556655
50,w99055040,trade,35391.70019666166,39324.111329624066,44239.62524582707,nr1,-59302.80743519024,-61486.862553694504,-2184.055118504264,101.95110847079195,-21.422573538079536,101.95110847079195
51,w99055041,ab,64982.981209910264,72203.31245545585,81228.72651238783,r2,-107258.14753265315,-111203.06788325906,-3944.920350605913,189.90211718752977,-20.773440596822176,189.90211718752977
52,w99055043,sfh,86320.99151306404,95912.21279229339,107901.23939133005,r2,-142477.760645754,-147718.0470986697,-5240.286452915694,190.2007592998445,-27.551343497291594,190.2007592998445
53,w99055048,sfh,24285.63485393199,26984.0387265911,30357.04356741499,r1,-43545.67201477638,-45147.26789969139,-1601.595884915012,47.74609960326925,-33.54401507605761,47.74609960326925
54,w99055050,trade,65308.77244341692,72565.3027149077,81635.96555427114,nr2,-100739.0383573933,-104449.14285114958,-3710.104493756269,194.95880112051967,-19.03019752087394,194.95880112051967
55,w99055053,ab,49059.40863841541,54510.454042683785,61324.260798019255,r1,-87966.6078591905,-91201.99155264696,-3235.3836934564606,122.33706042193808,-26.446472412347386,122.33706042193808
56,w99055057,ab,87681.8017174346,97424.2241304829,109602.25214679325,r2,-144723.8561456332,-150046.75327242972,-5322.89712679651,303.91877080444243,-17.5142098420158,303.91877080444243
57,w99055067,sfh,33001.382887256914,36668.203208063234,41251.72860907114,r1,-59173.5568736789,-61349.941363795595,-2176.384490116696,194.8848727118224,-11.16753937764544,194.8848727118224
58,w99055068,ab,132493.30677667502,147214.7853074167,165616.63347084375,r2,-218687.82226898547,-226731.09040613077,-8043.268137145293,348.37368724122643,-23.088047208272208,348.37368724122643
59,w99055094,other,66091.27134448045,73434.74593831161,82614.08918060057,nr2,-101946.04598990016,-105700.6032054054,-3754.557215505236,263.70872883694244,-14.23751588377179,263.70872883694244
60,w99055100,sfh,15744.323611141372,17493.69290126819,19680.404513926715,r1,-28230.563301673767,-29268.874387961525,-1038.3110862877584,85.6876405166462,-12.117396161539187,85.6876405166462
61,w99055110,sfh,52473.960066172556,58304.40007352506,65592.45008271569,r2,-86611.28876527665,-89796.82425607309,-3185.5354907964356,94.65369866762775,-33.65463300047367,94.65369866762775
62,w99055113,education,153671.86244078857,170746.51382309842,192089.8280509857,nr2,-237039.45221581208,-245769.34631846767,-8729.894102655584,801.3236896117684,-10.894341719617838,801.3236896117684
63,w99055118,other,24020.58101149931,26689.534457221456,30025.726264374138,nr1,-40249.20764729739,-41731.540302018504,-1482.3326547211109,54.3237798044458,-27.286994020983023,54.3237798044458
64,w99055131,th,174492.9614592318,193881.0682880353,218116.20182403974,r2,-288010.66764153907,-298603.60785267595,-10592.940211136884,500.74276516167447,-21.1544548381378,500.74276516167447
65,w99055135,ab,134760.33544465396,149733.70604961552,168450.41930581743,r2,-222429.68345792333,-230610.57605244505,-8180.89259452172,663.0715527065098,-12.337872980870836,663.0715527065098
66,w99055142,sfh,30373.370700461764,33748.18966717974,37966.7133755772,r1,-54461.365595776675,-56464.43719828745,-2003.0716025107758,64.54166975589469,-31.03532353728472,64.54166975589469
67,w99055146,sfh,45007.11390865703,50007.90434295226,56258.89238582129,r1,-80700.5883266315,-83668.73014633504,-2968.141819703538,149.08371188635937,-19.909229399694823,149.08371188635937
68,w99055147,sfh,9628.24002989865,10698.044477665168,12035.300037373312,r1,-17264.040447912168,-17899.00633221405,-634.9658843018806,57.659734526090325,-11.012292885506891,57.659734526090325
69,w99055152,other,264252.3847284261,293613.76080936234,330315.48091053264,nr2,-407610.3427644949,-422622.1692525239,-15011.826488029037,1635.3717537612654,-9.179458097831676,1635.3717537612654
70,w99055158,trade,144743.79539184985,160826.4393242776,180929.7442398123,nr2,-223267.8736781867,-231490.57616722686,-8222.702489040152,567.1104306213557,-14.499296865393449,567.1104306213557
71,w99055160,ab,101699.20767706775,112999.1196411864,127124.00959633468,r2,-167860.39079594155,-174034.2422649871,-6173.851469045534,362.3993257842958,-17.036045681608915,362.3993257842958
72,w99055171,sfh,36534.23113964701,40593.59015516334,45667.78892455876,r1,-65508.17617442358,-67917.54593575466,-2409.369761331087,150.93386064656082,-15.9630831081242,150.93386064656082
73,w99055172,sfh,34959.915482691984,38844.350536324426,43699.89435336498,r1,-62685.32910215973,-64990.87545130079,-2305.5463491410555,71.28885925472714,-32.340906745371655,71.28885925472714
74,w99055173,ab,103778.03118873315,115308.92354303683,129722.53898591643,r2,-171291.60855106896,-177591.65911138116,-6300.0505603122,413.9677898917347,-15.218697478757603,413.9677898917347
75,w99055181,other,55355.73112876553,61506.36792085059,69194.66391095691,nr2,-85386.4329836193,-88531.11843906764,-3144.685455448329,184.62117180265486,-17.033178940114972,184.62117180265486
76,w99055182,sfh,41072.2949799907,45635.88331110078,51340.36872498837,r1,-73645.21030024665,-76353.85757340277,-2708.6472731561225,84.81555104400032,-31.935738668383348,84.81555104400032
77,w99055185,education,27137.63133712484,30152.92370791649,33922.039171406046,nr1,-45472.17897106001,-47146.867734148014,-1674.688763088001,136.9722994968528,-12.226477683734004,136.9722994968528
78,w99055186,sfh,8077.381808901094,8974.86867655677,10096.727261126367,r1,-14483.254034908634,-15015.943484611393,-532.6894497027588,41.49024544628337,-12.838908133055556,41.49024544628337
79,w99055192,ab,56573.984423398244,62859.982692664715,70717.4805292478,r2,-93378.6147513568,-96813.05032681623,-3434.435575459429,160.51305735595523,-21.396611789925558,160.51305735595523
80,w99055193,other,37451.259490311946,41612.510544791054,46814.07436288993,nr1,-62753.83260532943,-65064.98506564449,-2311.152460315061,133.23216011486946,-17.346806193958297,133.23216011486946
81,w99055199,ab,144875.40265854934,160972.66962061037,181094.25332318665,r2,-239125.18359242982,-247920.13134042238,-8794.947747992555,594.2030242990702,-14.801250394790893,594.2030242990702
82,w99055201,sfh,23915.67348956297,26572.970543958854,29894.59186195371,r1,-42882.3080002942,-44459.50556898998,-1577.1975686957812,119.5810925271362,-13.189355736467052,119.5810925271362
83,w99055202,ab,183212.87097097567,203569.8566344174,229016.08871371957,r2,-302403.3797558206,-313525.6793137873,-11122.299557966704,635.4450178422034,-17.503165884807746,635.4450178422034
84,w99055209,other,71166.34004527405,79073.7111614156,88957.92505659255,nr2,-109774.35942143192,-113817.22453935945,-4042.865117927533,191.61494707558305,-21.098902667195443,191.61494707558305
85,w99055216,education,97615.7064420698,108461.89604674422,122019.63305258725,nr2,-150572.61111547577,-156118.02955747285,-5545.418441997084,463.1840371862054,-11.972386776722535,463.1840371862054
86,w99055219,other,280358.9009157519,311509.889906391,350448.6261446898,nr2,-432454.7073313647,-448381.52358033473,-15926.816248970048,773.0541430711745,-20.602458950282966,773.0541430711745
87,w99055224,ab,88079.81530757781,97866.46145286423,110099.76913447226,r2,-145380.80046515714,-150727.8597938462,-5347.059328689065,318.955577952601,-16.764275962854224,318.955577952601
88,w99055226,ab,69321.04823838189,77023.38693153542,86651.31029797735,r2,-114418.3766369988,-118626.64792325403,-4208.271286255229,262.56915004737675,-16.02728761355212,262.56915004737675
89,w99055235,trade,455420.4985622041,506022.7761802268,569275.6232027551,nr2,-702487.9102290586,-728359.7429867213,-25871.83275766275,1694.7837025728077,-15.265566171298074,1694.7837025728077
90,w99055245,ab,110594.87925706254,122883.19917451392,138243.59907132815,r2,-182543.20831160824,-189257.08911133147,-6713.880799723236,424.4345906373113,-15.818411005667524,424.4345906373113
91,w99055249,sfh,33446.903939437485,37163.22659937498,41808.62992429685,r1,-59972.404164705855,-62178.170002607236,-2205.765837901381,70.42309986636974,-31.32162375821141,70.42309986636974
92,w99055257,trade,36946.07902516493,41051.19891684992,46182.59878145616,nr1,-61907.345443702216,-64187.322742198485,-2279.977298496269,137.79457132667304,-16.546205532952893,137.79457132667304
93,w99055287,mfh,65413.202259158345,72681.33584350927,81766.50282394793,r2,-107968.25211561841,-111939.28988559842,-3971.0377699800156,226.3710821658373,-17.542160120394136,226.3710821658373
94,w99055292,trade,26638.013577625854,29597.792864028725,33297.51697203232,nr1,-44635.01275360984,-46278.869634678456,-1643.8568810686193,58.725108856521544,-27.9924024506268,58.725108856521544
95,w99055300,other,253934.7967876531,282149.7742085034,317418.49598456634,nr2,-391695.422786144,-406121.12082692725,-14425.69804078323,847.1402418442303,-17.028701185742733,847.1402418442303
96,w99389931,mfh,99582.28350232905,110646.9816692545,124477.85437791131,r2,-164366.28570531614,-170411.62510701528,-6045.339401699137,488.4274571448564,-12.377148977327511,488.4274571448564
97,w99389943,ab,624462.3880690951,693847.0978545501,780577.9850863689,r2,-1030711.0831334601,-1068620.307010466,-37909.22387700586,3490.8252122399163,-10.859674023232204,3490.8252122399163
98,w99389949,ab,683124.5893772031,759027.3215302257,853905.7367215039,r2,-1127536.4199423487,-1169006.848729363,-41470.428787014214,2474.179022271931,-16.7612886592716,2474.179022271931
99,w99389956,education,46899.24791118664,52110.27545687404,58624.0598889833,nr1,-78585.00869632402,-81479.20541152138,-2894.196715197366,671.7147096479312,-4.308669549181547,671.7147096479312
100,w99389960,ab,196619.69517326806,218466.32797029783,245774.61896658505,r2,-324532.1141022608,-336468.301429731,-11936.187327470223,693.6997662768932,-17.206560975985457,693.6997662768932
101,w99389971,education,309303.5674613809,343670.63051264547,386629.4593267261,nr2,-477101.96931915294,-494673.0935745896,-17571.124255436647,1612.9015118613836,-10.894108614951035,1612.9015118613836
102,w99389974,education,43366.28216826591,48184.7579647399,54207.85271033239,nr1,-72665.12392211602,-75341.29799721838,-2676.174075102361,235.12884147074072,-11.381734619890866,235.12884147074072
103,w99389975,mfh,203599.25388206367,226221.39320229297,254499.0673525796,r2,-336052.2771320642,-348412.17237006617,-12359.895238001947,1082.0712234761565,-11.422441489845514,1082.0712234761565
104,w99389979,ab,58414.06986123536,64904.52206803929,73017.58732654419,r2,-96415.7815862653,-99961.92318621639,-3546.1415999510937,163.53384786918758,-21.68445032118176,163.53384786918758
105,w99389992,other,222880.7619206125,247645.2910229028,278600.9524007656,nr2,-343794.45186630293,-356456.01149200124,-12661.559625698312,2569.363114476204,-4.927898106095263,2569.363114476204
106,w99390006,education,83282.49698597375,92536.10776219305,104103.12123246718,nr2,-128463.57915605236,-133194.74703379202,-4731.167877739659,431.6004564465955,-10.961915834593364,431.6004564465955
107,w99390011,ab,487902.76263553556,542114.1807061506,609878.4532944195,r2,-805311.5680751572,-834930.6699015327,-29619.101826375467,2554.974828636646,-11.592717663751092,2554.974828636646
108,w99390014,trade,125980.24566648666,139978.05074054073,157475.30708310832,nr2,-194325.02442861776,-201481.79461560454,-7156.770186986774,587.280543653667,-12.186288587839355,587.280543653667
109,w99390021,other,203329.9608709738,225922.17874552644,254162.45108871724,nr2,-313637.2643527311,-325188.16897578567,-11550.90462305455,1617.1983746248297,-7.1425403366078815,1617.1983746248297
110,w99390022,education,501507.8998853299,557230.9998725888,626884.8748566624,nr2,-773577.9080345666,-802067.9047594459,-28489.99672487937,5590.431437242403,-5.096207161237032,5590.431437242403
111,w99390025,education,22880.136119028128,25422.373465586807,28600.170148785157,nr1,-38338.262892655606,-39750.21762003972,-1411.9547273841163,237.89438336268066,-5.9352167437746015,237.89438336268066
112,w99390027,mfh,27759.268305341284,30843.631450379202,34699.0853816766,r1,-49774.1154499347,-51604.79149169721,-1830.6760417625046,116.0190749399364,-15.77909531437183,116.0190749399364
113,w99390046,mfh,211796.0789351003,235328.97659455586,264745.09866887535,r2,-349581.60826567287,-362439.1079742612,-12857.499708588351,1095.085822885856,-11.741088634227097,1095.085822885856
114,w99390052,education,313307.17899148044,348119.0877683116,391633.9737393505,nr2,-483277.55585078214,-501076.1199519446,-17798.564101162483,1678.6958267321402,-10.602614135170837,1678.6958267321402
115,w99390065,education,348951.4029727128,387723.781080792,436189.253715891,nr2,-538258.9115327604,-558082.3765870652,-19823.465054304805,2581.633286331594,-7.678652564351315,2581.633286331594
116,w99390082,education,39827.93660519214,44253.26289465793,49784.92075649017,nr1,-66736.22464911878,-69194.04409036275,-2457.8194412439625,124.21957990797236,-19.786087209961824,124.21957990797236
117,w99390107,education,26712.358260262183,29680.39806695798,33390.44782532773,nr1,-44759.58570076169,-46408.03046214525,-1648.4447613835655,332.09000708311794,-4.963849336697989,332.09000708311794
118,w99390110,mfh,239891.65743218464,266546.2860357607,299864.5717902308,r2,-395954.97629754676,-410518.07364587963,-14563.09734833287,1066.5973296171287,-13.653791308066106,1066.5973296171287
119,w99390116,ab,158097.7549469809,175664.1721633121,197622.1936837261,r2,-260949.43643641943,-270547.07322166965,-9597.636785250215,694.0162199864862,-13.829124606680084,694.0162199864862
120,w99390122,other,98676.7039395479,109640.78215505321,123345.87992443486,nr2,-152209.2039283042,-157814.89622687496,-5605.692298570764,307.42072394330467,-18.234594684008943,307.42072394330467
121,w99390129,trade,195071.71625481176,216746.35139423527,243839.6453185147,nr2,-300898.8895521167,-311980.654283015,-11081.764730898314,1196.3697846690193,-9.262825652157481,1196.3697846690193
122,w99390130,education,164651.07624751102,182945.64027501224,205813.84530938877,nr2,-253974.93269460523,-263328.54132990696,-9353.60863530173,964.417538562417,-9.69871270616297,964.417538562417
123,w99390133,education,680645.1328091653,756272.3697879614,850806.4160114565,nr2,-1049897.7943773482,-1088564.339029929,-38666.54465258075,9252.387912133521,-4.179088146733849,9252.387912133521
124,w99390139,ab,193561.77819765167,215068.6424418352,241952.22274706457,r2,-319484.84627910896,-331235.3967108417,-11750.550431732729,1249.1388426542283,-9.406921016693879,1249.1388426542283
125,w99390141,other,30821.618759402736,34246.24306600304,38527.023449253415,nr1,-51645.11769632692,-53547.14878943642,-1902.031093109501,112.67489476799965,-16.880699973368774,112.67489476799965
126,w99758761,trade,71706.83112597434,79674.25680663815,89633.53890746791,nr2,-110608.06903919684,-114681.63873649888,-4073.5696973020385,171.36210507287177,-23.771706676746017,171.36210507287177
127,w99758765,trade,64055.628922168136,71172.92102463126,80069.53615271016,nr2,-98806.05954717645,-102444.97462432661,-3638.915077150159,309.03573338240386,-11.775062505950824,309.03573338240386
128,w99758770,mfh,123602.56527583835,137336.18363982037,154503.20659479793,r2,-204013.14213248855,-211516.68022915858,-7503.538096670032,601.7205038767308,-12.470138624704761,601.7205038767308
129,w99758771,mfh,175271.79498964516,194746.4388773835,219089.74373705644,r2,-289296.1771726979,-299936.3980131113,-10640.220840413414,976.6668764967471,-10.894421728091494,976.6668764967471
130,w99758774,ab,62183.884482976144,69093.20498108461,77729.85560372018,r2,-102638.07741420371,-106413.07306397562,-3774.9956497719104,197.5460334163159,-19.109447982771403,197.5460334163159
131,w99758775,sfh,41468.16576899654,46075.73974332949,51835.20721124567,r1,-74355.03154403793,-77089.78581544397,-2734.75427140604,265.071225726977,-10.317054459252523,265.071225726977
132,w99758777,ab,105954.58460251115,117727.31622501239,132443.23075313892,r2,-174884.13512989104,-181316.31766839698,-6432.182538505935,337.6781565959565,-19.04826359912365,337.6781565959565
133,w99758783,th,46165.858494498185,51295.3983272202,57707.32311812273,r1,-82778.2903091995,-85822.84934309212,-3044.5590338926268,333.3155570875853,-9.134164215121253,333.3155570875853
134,w99758786,mfh,58859.38042021428,65399.31157801586,73574.22552526784,r2,-97150.79227280986,-100723.96733065635,-3573.1750578464853,182.17889552428386,-19.613550996471997,182.17889552428386
135,w99758788,other,107247.06333366054,119163.40370406726,134058.82916707566,nr2,-165429.01700147404,-171521.58001758516,-6092.5630161111185,349.08404515869915,-17.45299763941186,349.08404515869915
136,w99758792,sfh,22560.840147597835,25067.600163997595,28201.050184497293,r1,-40453.00653468541,-41940.85517269487,-1487.8486380094619,60.93018751584459,-24.418907911986228,60.93018751584459
137,w99758793,ab,45544.688375520156,50605.2093061335,56930.86046940019,r1,-81664.49318472295,-84668.08711672011,-3003.593931997166,126.39461716674268,-23.763622212129142,126.39461716674268
138,w99758796,ab,179322.33204421046,199247.03560467827,224152.91505526306,r2,-295981.8215198178,-306867.9382203461,-10886.116700528306,906.0679207786917,-12.014680633624655,906.0679207786917
139,w99758800,ab,99487.39834212833,110541.55371347592,124359.24792766041,r2,-164209.6722917426,-170249.25150219668,-6039.579210454074,420.9761067721993,-14.346608069427186,420.9761067721993
140,w99758801,mfh,71440.53956745433,79378.37729717146,89300.6744593179,r2,-117916.71896348412,-122253.65816126505,-4336.939197780928,293.7319820257835,-14.764953982437758,293.7319820257835
141,w99758803,mfh,131384.60978199245,145982.8997577694,164230.76222749054,r2,-216857.85412023985,-224833.8166143453,-7975.96249410545,512.6721141899004,-15.557628888609786,512.6721141899004
142,w99758805,sfh,58159.717102174254,64621.90789130473,72699.64637771781,r2,-95995.95773009918,-99526.65834293689,-3530.7006128377107,165.76912949401884,-21.29890302020982,165.76912949401884
143,w99758807,other,42605.10553834061,47339.006153711794,53256.381922925764,nr1,-71389.686154001,-74018.88730309423,-2629.2011490932346,110.8734177275095,-23.71353930438898,110.8734177275095
144,w99758813,other,17306.7893226752,19229.765914083553,21633.486653343996,nr1,-28999.48826478882,-30067.50651751546,-1068.0182527266406,43.0509613757953,-24.808232350581523,43.0509613757953
145,w99758814,th,18715.5754116606,20795.083790734,23394.46926457575,r1,-33558.20481308256,-34792.46484966046,-1234.2600365778999,84.92593946289271,-14.5333692436478,84.92593946289271
146,w99758818,mfh,91711.52463429667,101901.69403810741,114639.40579287084,r2,-151375.14556149318,-156942.67498502415,-5567.52942353097,424.19755738042295,-13.124850265316299,424.19755738042295
147,w99758821,sfh,16591.68554566197,18435.206161846632,20739.606932077462,r1,-29749.93658964306,-30844.12973936151,-1094.1931497184487,35.03456762442365,-31.23181543007409,35.03456762442365
148,w99758824,ab,169348.0416963535,188164.4907737261,211685.05212044186,r2,-279518.68169851333,-289799.2893835501,-10280.607685036783,478.7830200769007,-21.472373191901298,478.7830200769007
149,w99758826,ab,106368.10829847213,118186.78699830236,132960.13537309016,r2,-175566.67977102342,-182023.96608306025,-6457.286312036827,392.0728006519377,-16.46961049401965,392.0728006519377
