,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,NFA,npv_per_nfa
168,w99758878,other,165946.20228490618,184384.6692054513,207432.75285613272,nr2,-255972.6697010977,-328905.6757855364,-72933.0060844387,556.4759241774678,-131.0622848459107
169,w99758879,other,63241.62786203879,70268.47540226532,79052.03482754849,nr2,-97550.45971041064,-125345.02184044984,-27794.56213003921,141.26093079326674,-196.76043456570548
170,w99758882,other,173463.4893925074,192737.21043611935,216829.36174063425,nr2,-267568.11463052564,-343804.952552079,-76236.83792155335,536.390386541374,-142.12938903160764
171,w99758886,sfh,28508.101772463415,31675.66863607046,35635.12721557927,r1,-51116.820993731046,-65678.16404117456,-14561.343047443515,70.57262436598539,-206.33132433802186
172,w99758887,sfh,35123.0717850301,39025.635316700114,43903.839731287626,r1,-62977.87862254458,-80918.01021123624,-17940.131588691656,84.85345135740936,-211.42488963856547
173,w99758888,other,23233.64309960051,25815.158999556123,29042.053874500638,nr1,-38930.60392966114,-50022.905215530314,-11092.301285869173,71.82869699064176,-154.4271544744065
174,w99758891,trade,394777.7044394887,438641.8938216541,493472.1305493609,nr2,-608946.161782927,-782450.1306803509,-173503.96889742394,1365.0763243824242,-127.10202777556711
175,w99758895,other,11343.022479982455,12603.358311091617,14178.778099978068,nr1,-19006.52057193013,-24421.952938734274,-5415.432366804143,154.4283221337944,-35.06761125146651
176,w99758899,th,51555.465518172896,57283.85057574766,64444.33189771612,r2,-85095.26069295636,-109335.83861961844,-24240.57792666208,158.4874060918577,-152.94955305541745
177,w99758900,sfh,14105.077346915961,15672.308163239957,17631.34668364495,r1,-25291.291563350238,-32495.870514220875,-7204.578950870637,82.77785695786588,-87.03509870444924
178,w99758903,trade,111219.17925647758,123576.86584053065,139023.97407059697,nr2,-171556.02143499584,-220436.61626471404,-48880.594829718204,400.34018093422054,-122.09764884367108
179,w99758905,sfh,42224.87349281815,46916.52610313128,52781.09186602269,r1,-75711.85612576175,-97279.439719059,-21567.58359329724,110.54209396946244,-195.10742757646102
180,w99758908,ab,62155.14284179054,69061.2698242117,77693.92855223817,r2,-102590.63768255062,-131815.0190057712,-29224.381323220587,248.9345047255978,-117.39787280768819
181,w99758913,ab,66297.76659895918,73664.18510995463,82872.20824869897,r2,-109428.27642804579,-140600.45500219203,-31172.178574146237,208.22132023065353,-149.7069490271976
182,w99758915,ab,27065.001520575188,30072.223911750207,33831.251900718984,r1,-48529.25140244273,-62353.4889776484,-13824.237575205669,71.10941483918579,-194.40797827501794
183,w99758919,ab,208080.77592565658,231200.8621396184,260100.9699070707,r2,-343449.2869886883,-441285.63107306504,-97836.34408437676,819.0798590054737,-119.44664858829466
184,w99758922,th,29500.748365313924,32778.60929479325,36875.9354566424,r1,-52896.69881940193,-67965.06501692183,-15068.3661975199,83.9358181065414,-179.5224796450226
185,w99758926,sfh,13125.615217519764,14584.016908355294,16407.019021899705,r1,-23535.05431058286,-30239.344459976935,-6704.290149394077,36.12754547015065,-185.5728105008768
186,w99758928,sfh,50451.804126083465,56057.56014009274,63064.755157604326,r2,-83273.6040958785,-106995.25760374809,-23721.65350786959,119.38002583179623,-198.70705624819402
187,w99758931,th,29795.3796286822,33105.977365202445,37244.22453585275,r1,-53424.99122094304,-68643.84891497328,-15218.857694030237,65.79372537583113,-231.311688266565
188,w99758935,ab,97740.68299085365,108600.75887872626,122175.85373856705,r2,-161326.61815423868,-207282.7669123137,-45956.148758075025,355.7203856162727,-129.1917770707958
189,w99758936,th,46648.143097256325,51831.270108062585,58310.1788715704,r1,-83643.05696058815,-107469.95429619032,-23826.897335602174,99.44306262517348,-239.60341432173993
190,w99758945,mfh,72696.76550898828,80774.18389887585,90870.95688623533,r2,-119990.19212311266,-154171.0804464999,-34180.88832338723,525.0721962768584,-65.09750195450158
191,w99758951,ab,88176.77832572878,97974.19813969864,110220.97290716098,r2,-145540.84350277114,-187000.1930565716,-41459.34955380045,355.6037514369003,-116.58861692621134
192,w99758953,other,115621.89938143763,128468.77709048626,144527.37422679702,nr2,-178347.23454391598,-229162.81558748265,-50815.581043566664,525.4067761451006,-96.71664575093531
193,w99758954,sfh,15454.106966036949,17171.229962263275,19317.633707546185,r1,-27710.186588569235,-35603.82169694794,-7893.635108378705,37.75478148937691,-209.07643474508635
194,w99758959,sfh,5386.67163386435,5985.190704293722,6733.339542330437,r1,-9658.641317403275,-12410.04069750497,-2751.399380101695,30.14875982720405,-91.26078140099919
195,w99758962,mfh,21723.95521923704,24137.72802137449,27154.944024046297,r1,-38952.41917826271,-50048.561840422044,-11096.142662159335,201.50926117040217,-55.06517466101029
196,w99758966,th,53966.642471051426,59962.936078946026,67458.30308881428,r2,-89075.04691581032,-114449.32273917008,-25374.275823359756,155.61690238779408,-163.0560397618479
197,w99758967,ab,36490.03724639751,40544.485829330566,45612.54655799688,r1,-65428.93374192909,-84067.28274179206,-18638.348999862974,90.83302856497467,-205.193521501164
198,w99758970,th,114162.05294071334,126846.72548968148,142702.56617589167,r2,-188431.03361774032,-242108.2550871423,-53677.221469401964,391.2386861808598,-137.1981436533818
199,w99758974,sfh,52549.96407185974,58388.84896873304,65687.45508982467,r2,-86736.73774750685,-111444.91342440358,-24708.17567689673,163.93810575278476,-150.71648878361535
200,w99758975,sfh,48769.161981762925,54187.95775751436,60961.45247720365,r1,-87446.17733349116,-112356.44682182073,-24910.269488329577,139.83927450878545,-178.13500231485096
201,w99758979,trade,118383.22027633703,131536.91141815225,147979.02534542128,nr2,-182606.5828847434,-234635.75864066757,-52029.17575592417,705.2831632008775,-73.77061933506742
202,w99758981,other,27092.453379920906,30102.725977689894,33865.56672490113,nr1,-45396.478180154445,-58331.068514315775,-12934.59033416133,319.7999828794971,-40.44587563044109
203,w99758984,ab,99044.44301429484,110049.38112699427,123805.55376786855,r2,-163478.54904964834,-210047.7054903861,-46569.156440737774,336.42351993245535,-138.42419950331532
204,w99758985,ab,308773.6475480953,343081.8306089948,385967.05943511915,r2,-509648.6622540226,-654829.2282689088,-145180.5660148862,1446.6540044941007,-100.35610834648487
205,w99758989,education,178962.42487789664,198847.1387532185,223703.03109737078,nr2,-276050.24424439034,-354703.8527198445,-78653.60847545415,963.3213891830295,-81.6483567775428
206,w99758991,ab,108571.37632794297,120634.8625866033,135714.2204099287,r2,-179203.30035935252,-230251.87265000044,-51048.57229064792,346.04414169639347,-147.52040603951642
207,w99758995,sfh,14153.006730026627,15725.56303336292,17691.258412533283,r1,-25377.231964305814,-32606.292243154625,-7229.06027884881,38.315451947040856,-188.6721912830554
208,w99758997,other,183323.21692341135,203692.46324823482,229154.0211542642,nr2,-282776.7831258604,-363346.95051263244,-80570.16738677205,604.6954287230968,-133.24090700819053
209,w99759000,other,34496.09632156219,38328.995912846876,43120.120401952736,nr1,-57802.1215724567,-74271.38951914862,-16469.26794669192,505.76658869385716,-32.56298125430513
210,w99759001,other,81574.80850317713,90638.67611464126,101968.51062897142,nr2,-125829.46295489468,-161681.4193297968,-35851.95637490212,277.86601877255595,-129.0260555546676
211,w99759005,th,50791.008241442374,56434.45360160264,63488.76030180296,r2,-83833.47999525166,-107714.6220017462,-23881.14200649454,200.24946516156197,-119.2569577513086
212,w99759006,sfh,107306.25960596674,119229.17733996305,134132.82450745843,r2,-177115.1524553124,-227568.88654253885,-50453.73408722645,478.86383471041916,-105.36133746190517
213,w99759010,ab,91918.43252307092,102131.59169230102,114898.04065383865,r2,-151716.65893078802,-194935.27608567962,-43218.6171548916,347.4218390390277,-124.39810138140633
214,w99759011,health,269958.28428687295,299953.6492076366,337447.8553585912,nr2,-416411.7152750534,-535057.812138639,-118646.09686358564,1184.1155465334652,-100.19807375295912
215,w99759013,other,171785.6852225,190872.98358055556,214732.106528125,nr2,-264980.0950993821,-340479.5416250809,-75499.44652569882,1127.2734199425206,-66.97527431237447
216,w99759015,mfh,34217.03964154063,38018.932935045144,42771.29955192578,r1,-61353.30595674708,-78830.65524731658,-17477.349290569502,262.8249901607633,-66.49804982349302
217,w99759016,other,39579.42093353886,43977.13437059873,49474.27616692357,nr1,-66319.80845722102,-85215.97811227606,-18896.16965505504,162.4421672269469,-116.3255205075867
218,w99759020,other,23783.079223761644,26425.64358195738,29728.849029702054,nr1,-39851.2464669795,-51205.86180322849,-11354.615336248986,78.66829424034803,-144.33534432001628
219,w99759023,th,17153.126364166834,19059.029293518703,21441.407955208542,r1,-30756.63531855696,-39518.094054685134,-8761.458736128174,45.55874986834824,-192.31121928161517
220,w99759028,trade,117384.63411857742,130427.3712428638,146730.79264822177,nr2,-181066.25980889838,-232656.559053538,-51590.29924463961,314.5253525768406,-164.02588478789087
221,w99759036,mfh,84448.21047114403,93831.34496793781,105560.26308893003,r2,-139386.62783604566,-179092.86278355768,-39706.23494751201,422.98085668310523,-93.87241602108648
222,w99759038,ab,40682.52312775101,45202.8034752789,50853.15390968876,r1,-72946.32483399032,-93726.10806988932,-20779.783235898998,116.55152825303375,-178.28838066186503
224,w99759044,trade,91754.0768965997,101948.97432955522,114692.59612074961,nr2,-141531.02448743823,-181856.74786303387,-40325.72337559564,415.2007402397692,-97.12343805627233
225,w99759045,trade,131494.20155201256,146104.66839112507,164367.75194001567,nr2,-202830.32306876944,-260621.74745699496,-57791.42438822551,941.2816024620085,-61.39653025945342
226,w99759047,mfh,92497.8685975063,102775.40955278477,115622.33574688286,r2,-152673.0514938927,-196164.11047769032,-43491.058983797615,442.628270605579,-98.25639678255436
227,w99759050,trade,87689.82726981034,97433.14141090038,109612.28408726292,nr2,-135261.90345317166,-173801.3976853585,-38539.494232186844,246.0824731603265,-156.61210543457833
228,w99759051,th,29950.586920623486,33278.42991180387,37438.23365077935,r1,-53703.28766531547,-69001.42200285778,-15298.134337542317,91.54405212756247,-167.11226979798823
229,w99759055,other,63025.800446954905,70028.66716328323,78782.25055869363,nr2,-97217.54507378124,-124917.25150986204,-27699.7064360808,270.5142616614699,-102.39647353877811
230,w99759057,th,63544.9103105719,70605.45590063544,79431.13788821487,r2,-104884.5288126162,-134762.35718142815,-29877.82836881194,194.30349186724052,-153.76886993480392
231,w99759061,trade,95523.08154318364,106136.75727020403,119403.85192897954,nr2,-147344.7289785213,-189326.92195111106,-41982.19297258975,534.3112589053809,-78.5725403926482
232,w99759062,th,51134.694142143744,56816.326824604155,63918.36767767968,r2,-84400.75333907138,-108443.49110994341,-24042.73777087203,137.67195288166403,-174.63787843220305
233,w99759063,sfh,62796.75246680318,69774.16940755908,78495.94058350397,r2,-103649.65126636386,-133175.70745484452,-29526.056188480667,182.5971095246263,-161.70056725075696
234,w99759067,other,53063.728204032785,58959.69800448087,66329.66025504097,nr2,-81851.00945763041,-105172.40614330639,-23321.39668567598,347.13443305995315,-67.18260842089431
235,w99759073,sfh,16322.376591394783,18135.973990438648,20402.970739243476,r1,-29267.048682298013,-37604.17778313619,-8337.129100838178,34.86947953915223,-239.09531231967665
236,w99759074,mfh,260161.20526083146,289068.00584536826,325201.5065760393,r2,-429411.0306512613,-551734.7824830924,-122323.75183183112,1179.944325777702,-103.66908773531112
237,w99759077,sfh,52914.64659119377,58794.05176799308,66143.3082389922,r2,-87338.66721785479,-112218.31094260169,-24879.6437247469,212.39228247441352,-117.14005534897014
239,w99759083,trade,45059.565495100775,50066.1838834453,56324.45686887597,nr1,-75502.41217067487,-97014.93494376534,-21512.522773090473,341.51128259450195,-62.992129014471416
240,w99759085,other,63311.391095623374,70345.9901062482,79139.23886952922,nr2,-97658.06977259796,-125483.29269673453,-27825.22292413657,319.12387123871594,-87.1925463179228
241,w99759087,other,172965.5863999473,192183.9848888303,216206.98299993412,nr2,-266800.0973062185,-342818.1079121368,-76018.0106059183,592.8829183824361,-128.2175759310429
242,w99759088,ab,88658.67471107052,98509.63856785613,110823.34338883814,r2,-146336.24119970776,-188022.17093786004,-41685.92973815228,334.1662621571682,-124.7460754088519
243,w99759091,sfh,11524.131641001168,12804.590712223518,14405.164551251459,r1,-20663.493448387035,-26549.779230859036,-5886.285782472001,80.87078364617192,-72.78630819537797
244,w99759093,sfh,54665.253714504965,60739.1707938944,68331.56714313121,r2,-90228.14494891322,-115930.89691184752,-25702.7519629343,176.2003906674683,-145.87227568321035
245,w99759094,other,127766.57717581006,141962.86352867784,159708.22146976256,nr2,-197080.44780750092,-253233.58914033405,-56153.141332833125,339.69808716569094,-165.30308369220785
246,w99759096,mfh,47013.13833967629,52236.8203774181,58766.42292459536,r1,-84297.51640581037,-108310.8456890035,-24013.329283193132,246.47077107857913,-97.42871001745382
247,w99759099,th,24989.00373869263,27765.55970965848,31236.254673365787,r1,-44806.856700513636,-57570.717962031405,-12763.86126151777,50.23060751573648,-254.1052536049668
248,w99759102,other,404928.3339724756,449920.3710805284,506160.4174655945,nr2,-624603.5477606102,-802568.6969399379,-177965.14917932765,1460.464218017459,-121.85519301589639
249,w99759105,mfh,53255.998957558084,59173.332175064534,66569.9986969476,r2,-87902.08892905412,-112942.23122663204,-25040.142297577913,189.26809048298745,-132.2998622413252
250,w99759110,th,21502.86142041705,23892.068244907834,26878.576775521313,r1,-38555.984079661306,-49539.19664651033,-10983.212566849026,35.61810292806477,-308.3604028274892
251,w99759111,th,34535.9950545772,38373.327838419114,43169.9938182215,r1,-61925.21308978951,-79565.47814455595,-17640.265054766438,238.72463138289748,-73.89377858739971
252,w99759113,th,212224.98925564316,235805.54361738128,265281.2365695539,r2,-350289.5494155328,-450074.438143248,-99784.88872771518,635.4707306571305,-157.02515303030427
253,w99759120,th,23237.39167444857,25819.324082720632,29046.73959306071,r1,-41666.106009602714,-53535.280407818515,-11869.1743982158,160.90588292758912,-73.7647013413249
254,w99759121,ab,17191.860563128615,19102.06729236513,21489.825703910767,r1,-30826.088175519108,-39607.331531586286,-8781.243356067178,33.129497365746644,-265.05815222981045
255,w99759126,ab,74661.4219255084,82957.13547278711,93326.77740688549,r2,-123232.97052217374,-158337.60973181739,-35104.63920964365,310.54387535755524,-113.04244583547084
256,w99759127,other,32860.8525520517,36512.05839116855,41076.06569006462,nr1,-55062.08518443309,-70750.64833638008,-15688.56315194699,85.13879598667843,-184.27043711543396
257,w99759131,ab,66274.46957377039,73638.29952641155,82843.08696721298,r2,-109389.8233482048,-140551.04802349917,-31161.224675294376,184.6887545518577,-168.72291304852993
258,w99759132,ab,44301.10147182197,49223.44607980218,55376.376839777455,r1,-79434.66358561962,-102062.74107248704,-22628.07748686742,153.35469039995223,-147.5538663203122
259,w99759137,mfh,26131.587467902093,29035.09718655788,32664.484334877616,r1,-46855.58124985435,-60203.0504195464,-13347.469169692049,162.2998407471925,-82.23957034241845
260,w99759138,mfh,114243.39084343535,126937.10093715039,142804.2385542942,r2,-188565.28650376864,-242280.75178979617,-53715.465286027524,557.9003615580499,-96.28146706343081
261,w99759140,ab,54087.72543979606,60097.4727108845,67609.65679974506,r2,-89274.90131897094,-114706.10847075429,-25431.207151783354,160.4533356629312,-158.49597047460202
262,w99759142,sfh,50447.45984022519,56052.73315580576,63059.32480028148,r2,-83266.43360223791,-106986.04449447358,-23719.610892235665,128.98004897348582,-183.9013946809065
263,w99759148,ab,122067.53269869335,135630.59188743704,152584.41587336667,r2,-201479.48258715306,-258873.7376667629,-57394.25507960984,518.2482564277947,-110.74664384829693
264,w99759152,ab,44876.1750923536,49862.41676928178,56095.218865442,r1,-80465.80678671927,-103387.61986962645,-22921.813082907174,155.39786574579776,-147.50404050209437
265,w99759159,sfh,34070.300398334104,37855.889331482336,42587.87549791763,r1,-61090.193256799124,-78492.59120631104,-17402.39794951192,71.9146042395383,-241.98698071878096
266,w99759161,mfh,71934.50220725962,79927.2246747329,89918.12775907452,r2,-118732.03270731981,-152554.5166834575,-33822.48397613769,242.4930030848831,-139.47818512643167
267,w99759162,mfh,155025.33407488256,172250.37119431395,193781.6675936032,r2,-255878.22909803299,-328768.7297167187,-72890.50061868574,714.1891373082996,-102.0605002386371
268,w99759164,mfh,71961.73720566227,79957.48578406918,89952.17150707783,r2,-118776.98563841553,-152612.27508715395,-33835.28944873842,595.7694656141102,-56.79258740436036
269,w99759165,mfh,63770.821559896285,70856.46839988476,79713.52694987036,r2,-105257.40832134559,-135241.45664547582,-29984.048324130228,160.50856082765387,-186.80653648328212
270,w99759170,sfh,47013.36803003878,52237.07558893198,58766.71003754847,r1,-84297.92825508877,-108311.37485932242,-24013.446604233643,93.69908212199807,-256.282623697078
271,w99759172,other,61730.81695510983,68589.7966167887,77163.52119388728,nr2,-95220.02794436042,-122350.59186564095,-27130.563921280525,204.59550149962305,-132.60586729630765
272,w99759176,sfh,14493.422515544977,16103.802795049975,18116.77814443122,r1,-25987.618896086373,-33390.5564492364,-7402.937553150026,41.50382452430203,-178.3675995645975
273,w99759177,ab,106008.57950246714,117787.31055829681,132510.72437808392,r2,-174973.25681741076,-224816.84190575613,-49843.58508834537,360.73507672324774,-138.1722718541864
274,w99759180,education,74374.97687321722,82638.86319246358,92968.72109152153,nr2,-114723.69434830046,-147411.33989930514,-32687.64555100468,347.1465133147314,-94.1609501961763
275,w99759183,sfh,42546.20900035321,47273.56555594801,53182.76125044151,r1,-76288.03091806117,-98019.74597812135,-21731.71506006019,128.67689446713774,-168.8859149892692
276,w99759189,ab,57837.994960024385,64264.43884447154,72297.49370003048,r2,-95464.93683286203,-122659.46237654384,-27194.52554368181,171.2441471248865,-158.8055767176039
277,w99759190,other,75198.04717388457,83553.38574876063,93997.5589673557,nr2,-115993.28352426598,-149042.66673735608,-33049.3832130901,369.99921465907244,-89.32284692426366
278,w99759195,sfh,51261.17835256776,56956.864836186396,64076.4729407097,r2,-84609.52280223879,-108711.73148135419,-24102.2086791154,184.4751641433686,-130.65286479639005
279,w155463247,mfh,186269.900882997,206966.55653666332,232837.37610374624,r2,-307449.1834294956,-395030.3933432012,-87581.20991370559,886.8482149265707,-98.75558008644934
280,w155463249,trade,87242.84372721925,96936.49303024361,109053.55465902406,nr2,-134572.42958071115,-172915.4754881845,-38343.04590747334,403.549402025342,-95.01450309438319
281,w155463253,mfh,85711.09171490726,95234.54634989696,107138.86464363408,r2,-141471.08595473718,-181771.10801858842,-40300.02206385124,721.7602650925515,-55.83574493212584
282,w155463254,mfh,87014.59305688317,96682.88117431464,108768.24132110395,r2,-143622.58988151213,-184535.49800002496,-40912.90811851283,852.2730644002556,-48.0044598702685
283,w155463255,mfh,71073.4939418158,78970.54882423978,88841.86742726975,r2,-117310.889050283,-150728.54033323837,-33417.65128295537,713.9319995328784,-46.80789109441844
284,w155463260,mfh,121068.10069432911,134520.1118825879,151335.12586791138,r2,-199829.86258854633,-256754.2002861542,-56924.33769760787,725.1058137452229,-78.50487007349953
285,w155463261,mfh,156542.2147043533,173935.7941159481,195677.76838044162,r2,-258381.9278098487,-331985.6421050003,-73603.71429515161,1003.1358517257496,-73.37362548504981
286,w155463268,mfh,159567.24377622348,177296.93752913718,199459.05472027932,r2,-263374.9122565477,-338400.948166102,-75026.03590955428,907.8277638942003,-82.64346927188485
287,w155463269,mfh,131879.48496798522,146532.76107553914,164849.35620998152,r2,-217674.67407403674,-279682.3564829493,-62007.682408912544,646.430608794326,-95.92318427582605
288,w155463275,mfh,123394.95860740752,137105.50956378612,154243.6982592594,r2,-203670.47538718514,-261688.86548058345,-58018.39009339831,531.2511221051216,-109.21085655969286
289,w155463277,mfh,151532.00259406594,168368.89177118437,189415.0032425824,r2,-250112.28459420113,-321360.2750903753,-71247.99049617414,722.3371928531676,-98.63536199036204
290,w155463281,mfh,129551.36276085915,143945.95862317682,161939.20345107393,r2,-213831.97448536515,-274745.01004709245,-60913.0355617273,852.691491766274,-71.436194860525
291,w155463286,sfh,21335.71807363871,23706.35341515412,26669.647592048386,r1,-38256.28553762038,-49154.12477340854,-10897.83923578816,75.58565192222595,-144.1786762255027
292,w155463289,mfh,189460.16018468578,210511.2890940953,236825.2002308572,r2,-312714.8898725815,-401796.110084547,-89081.2202119655,870.3151384696364,-102.35513123281535
293,w155463294,mfh,73954.39748668816,82171.55276298684,92442.9968583602,r2,-122065.98602629152,-156838.19334276885,-34772.20731647733,520.8021583877504,-66.76663442433075
294,w155463296,mfh,149851.71086067607,166501.90095630675,187314.63857584508,r2,-247338.86645791007,-317796.8099184618,-70457.9434605517,531.2875348292291,-132.61734718319502
295,w155463300,mfh,145780.16516082495,161977.9612898055,182225.20645103118,r2,-240618.5461335792,-309162.1121401165,-68543.56600653732,903.6974393147975,-75.84791438438566
296,w155463302,mfh,162906.195564221,181006.88396024556,203632.74445527626,r2,-268886.0441993038,-345482.00330122636,-76595.95910192258,619.062746527791,-123.72891040776597
297,w155463304,mfh,132782.97083749846,147536.6342638872,165978.71354687307,r2,-219165.9294593951,-281598.41687017214,-62432.487410777045,1087.9011799693108,-57.38801332354308
298,w155463308,mfh,147385.4815572954,163761.64617477267,184231.85194661922,r2,-243268.213164598,-312566.573969601,-69298.360805003,740.3594694465398,-93.60096502420292
299,w155463310,mfh,78437.63363840502,87152.92626489447,98047.04204800627,r2,-129465.82511694926,-166345.98033394574,-36880.155216996485,722.3160033598542,-51.05820035199051
300,w155463313,mfh,118627.44188251636,131808.2687583515,148284.30235314544,r2,-195801.4148620767,-251578.19275151475,-55776.77788943806,774.0583199881017,-72.05759107439788
301,w155463314,mfh,201931.4964824973,224368.329424997,252414.37060312164,r2,-333299.54763457406,-428244.59617857455,-94945.04854400048,1101.9502923069522,-86.1609177898863
302,w155463317,mfh,143289.21159194486,159210.23510216095,179111.51448993105,r2,-236507.0840182156,-303879.44240415934,-67372.35838594375,740.3064833164215,-91.0060358841238
303,w155463319,mfh,145828.4042201316,162031.56024459066,182285.5052751645,r2,-240698.16747509988,-309264.4147369508,-68566.24726185095,828.4481069911271,-82.76468578204538
304,w155463321,mfh,143438.5743173969,159376.19368599655,179298.21789674612,r2,-236753.61578613592,-304196.20220220747,-67442.58641607154,781.2118542082608,-86.33072584954944
305,w155463324,mfh,160134.95033012077,177927.7225890231,200168.68791265096,r2,-264311.9445714622,-339604.9072718216,-75292.96270035935,722.1055689860135,-104.26863596424874
306,w155463327,mfh,144237.2233375608,160263.58148617868,180296.529171951,r2,-238071.83192267854,-305889.93068481766,-67818.09876213913,780.4636536210775,-86.89462788880296
307,w155463330,mfh,92798.36038612344,103109.28931791494,115997.9504826543,r2,-153169.03047170752,-196801.37602027736,-43632.345548569836,867.026127423346,-50.324141532202425
308,w155463331,mfh,161247.17579186105,179163.5286576234,201558.9697398263,r2,-266147.73665800196,-341963.65046948707,-75815.91381148511,701.7002469789237,-108.04601272110186
309,w155463336,mfh,82538.53583434132,91709.48426037925,103173.16979292665,r2,-136234.60002630408,-175042.93566512555,-38808.335638821474,356.26551316827533,-108.93093550845907
310,w155463337,trade,59172.9222938284,65747.69143758711,73966.15286728549,nr2,-91274.46536897663,-117280.8399787458,-26006.374609769176,437.0872274041176,-59.49927835737115
311,w155463339,mfh,96284.55889755068,106982.84321950076,120355.69862193835,r2,-158923.2015993589,-204194.7034591888,-45271.50185982991,868.4495440013707,-52.12911005887805
312,w155463342,mfh,125130.04950329757,139033.3883369973,156412.56187912196,r2,-206534.3426925767,-265368.5455353884,-58834.202842811705,722.9579402044416,-81.37984185660135
313,w155463343,mfh,182362.7691744811,202625.29908275677,227953.46146810136,r2,-301000.23785299447,-386744.375213905,-85744.13736091054,844.8904670208692,-101.48550694772203
314,w155463347,mfh,195710.88465394767,217456.5385043863,244638.60581743458,r2,-323032.0700761855,-415052.2837017945,-92020.213625609,1083.6851687338203,-84.91415798660933
315,w155463348,mfh,144820.76491530155,160911.9610170017,181025.95614412692,r2,-239035.00085508835,-307127.4717899252,-68092.47093483683,740.608741542697,-91.94121958782095
316,w155463352,mfh,38492.77211566138,42769.74679517931,48115.965144576716,r1,-69019.96342981061,-88681.26757755358,-19661.304147742965,356.4181080274284,-55.16359496030408
317,w155463353,mfh,96023.96050529758,106693.28945033065,120029.95063162198,r2,-158493.06896643512,-203642.04151591,-45148.972549474885,722.1394314199686,-62.521129002326944
318,w155463354,mfh,187294.1777654443,208104.64196160476,234117.72220680537,r2,-309139.8113281594,-397202.6202990723,-88062.80897091288,696.3946817303076,-126.45531518435249
319,w155463358,mfh,190927.28764734967,212141.4307192774,238659.10955918708,r2,-315136.468121374,-404907.50884469756,-89771.04072332353,865.4375973489136,-103.72907416816449
320,w155463359,mfh,200634.12279915024,222926.80311016692,250792.65349893778,r2,-331158.15776075586,-425493.2013798645,-94335.04361910862,1101.9756921548396,-85.60537613551418
321,w155463364,mfh,143564.7779021287,159516.4198912541,179455.97237766086,r2,-236961.92206046006,-304463.8474389397,-67501.92537847962,740.593882034719,-91.1456697333548
322,w155463365,mfh,105728.02317289257,117475.58130321397,132160.0289661157,r2,-174510.18246119554,-224221.8543275087,-49711.671866313176,603.6562003400177,-82.35096705428089
323,w155463369,mfh,174449.9518470026,193833.2798300029,218062.43980875326,r2,-287939.677803155,-369963.3315428173,-82023.65373966232,722.4004129424691,-113.54319885500199
324,w155463370,mfh,133103.75935795248,147893.06595328054,166379.69919744058,r2,-219695.40936033244,-282278.72654347005,-62583.31718313761,696.1379145577084,-89.9007450598348
325,w155463373,mfh,171854.26793553864,190949.18659504293,214817.83491942327,r2,-283655.35223451705,-364458.55577561323,-80803.20354109618,865.3327697202564,-93.37818509660525
326,w155463376,mfh,156453.43080105938,173837.14533451042,195566.78850132422,r2,-258235.38487167135,-331797.35435655323,-73561.96948488188,746.0008564919234,-98.60842496992267
327,w155463378,mfh,149021.482669433,165579.42518825887,186276.85333679125,r2,-245968.52708344418,-316036.11016290984,-70067.58307946566,701.7079005709849,-99.85292031406681
328,w155463380,mfh,140684.60308128386,156316.22564587096,175855.75385160482,r2,-232208.0278853665,-298355.7398650264,-66147.71197965989,903.4881653226912,-73.21370054253502
329,w155463382,mfh,150368.7714173962,167076.41268599578,187960.96427174524,r2,-248192.30464193024,-318893.3619332272,-70701.05729129698,654.6620004437864,-107.99627478511003
330,w155463388,mfh,81045.45395849762,90050.50439833068,101306.81744812202,r2,-133770.18252597013,-171876.4942920847,-38106.31176611458,654.8312545590103,-58.192567170265725
331,w155463390,mfh,127909.41103823822,142121.5678202647,159886.76379779776,r2,-211121.83874170817,-271262.85414448683,-60141.01540277866,658.415929133445,-91.34198117279986
332,w155463392,mfh,126699.30992433419,140777.01102703798,158374.1374054177,r2,-209124.49726263253,-268696.5419451218,-59572.04468248924,746.3197361536323,-79.82107640555031
333,w155463395,mfh,81203.21252281987,90225.79169202207,101504.01565352484,r2,-134030.57210877427,-172211.05949785362,-38180.48738907935,740.6091377854347,-51.55281705441339
334,w155463397,mfh,108201.45876259069,120223.8430695452,135251.82345323835,r2,-178592.7301444941,-229467.3729500867,-50874.64280559259,721.9107812985777,-70.47220255400391
335,w155463400,mfh,132263.3739372203,146959.30437468924,165329.2174215254,r2,-218308.30489447215,-280496.4859252165,-62188.18103074437,957.7393607803388,-64.93225983745224
336,w155463402,mfh,124641.24892632537,138490.27658480595,155801.5611579067,r2,-205727.5492303073,-264331.92564525915,-58604.37641495184,519.368776667118,-112.83769654199577
337,w155463405,mfh,123848.16417723722,137609.07130804137,154810.20522154652,r2,-204418.51724316576,-262649.997545756,-58231.48030259024,658.592996231094,-88.41800723030671
338,w155463406,mfh,161116.41015993198,179018.23351103553,201395.51269991498,r2,-265931.9004624242,-341686.33030787297,-75754.42984544876,932.8967588515952,-81.20344413963147
339,w155463408,mfh,81123.65596148898,90137.39551276554,101404.56995186122,r2,-133899.2594291535,-172042.34056062007,-38143.08113146658,740.3845857441426,-51.517929824443726
