,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,NFA,npv_per_nfa,operator_selling_price
61,w99055110,sfh,52473.960066172556,58304.40007352506,65592.45008271569,r2,-86611.28876527665,-148544.25425344543,-61932.965488168775,94.65369866762775,-654.3110978224277,0.18076817261943368
62,w99055113,education,153671.86244078857,170746.51382309842,192089.8280509857,nr2,-237039.45221581208,-406558.07785724103,-169518.62564142895,801.3236896117684,-211.54825177271206,0.18076817261943368
63,w99055118,other,24020.58101149931,26689.534457221456,30025.726264374138,nr1,-40249.20764729739,-69033.40496021714,-28784.19731291975,54.3237798044458,-529.863669585158,0.19636745655105992
64,w99055131,th,174492.9614592318,193881.0682880353,218116.20182403974,r2,-288010.66764153907,-493957.8945395073,-205947.2268979682,500.74276516167447,-411.28347971532685,0.18076817261943368
65,w99055135,ab,134760.33544465396,149733.70604961552,168450.41930581743,r2,-222429.68345792333,-381482.0437856535,-159052.36032773016,663.0715527065098,-239.87209175014974,0.18076817261943368
66,w99055142,sfh,30373.370700461764,33748.18966717974,37966.7133755772,r1,-54461.365595776675,-93404.94816989987,-38943.5825741232,64.54166975589469,-603.3866604538291,0.19637529188733546
67,w99055146,sfh,45007.11390865703,50007.90434295226,56258.89238582129,r1,-80700.5883266315,-138407.0007696241,-57706.4124429926,149.08371188635937,-387.07389098937864,0.19637529188733546
68,w99055147,sfh,9628.24002989865,10698.044477665168,12035.300037373312,r1,-17264.040447912168,-29609.004210598407,-12344.963762686239,57.659734526090325,-214.10025322090746,0.19637529188733546
69,w99055152,other,264252.3847284261,293613.76080936234,330315.48091053264,nr2,-407610.3427644949,-699112.6410391264,-291502.29827463155,1635.3717537612654,-178.24833870598061,0.18076817261943368
70,w99055158,trade,144743.79539184985,160826.4393242776,180929.7442398123,nr2,-223267.8736781867,-382937.76298147324,-159669.88930328653,567.1104306213557,-281.5499075344883,0.18076817261943368
71,w99055160,ab,101699.20767706775,112999.1196411864,127124.00959633468,r2,-167860.39079594155,-287891.9933526219,-120031.60255668036,362.3993257842958,-331.21364753345193,0.18076817261943368
72,w99055171,sfh,36534.23113964701,40593.59015516334,45667.78892455876,r1,-65508.17617442358,-112350.98006340109,-46842.80388897751,150.93386064656082,-310.3531817732304,0.19637529188733546
73,w99055172,sfh,34959.915482691984,38844.350536324426,43699.89435336498,r1,-62685.32910215973,-107509.60523572317,-44824.276133563435,71.28885925472714,-628.7697208535589,0.19637529188733546
74,w99055173,ab,103778.03118873315,115308.92354303683,129722.53898591643,r2,-171291.60855106896,-293776.7653018984,-122485.15675082945,413.9677898917347,-295.88088673001124,0.18076817261943368
75,w99055181,other,55355.73112876553,61506.36792085059,69194.66391095691,nr2,-85386.4329836193,-146450.49060145736,-61064.05761783806,184.62117180265486,-330.75327721953045,0.18076817261943368
76,w99055182,sfh,41072.2949799907,45635.88331110078,51340.36872498837,r1,-73645.21030024665,-126306.5473258964,-52661.33702564976,84.81555104400032,-620.8924705132234,0.19637529188733546
77,w99055185,education,27137.63133712484,30152.92370791649,33922.039171406046,nr1,-45472.17897106001,-77991.58117199448,-32519.402200934463,136.9722994968528,-237.4159032183121,0.19636745655105992
78,w99055186,sfh,8077.381808901094,8974.86867655677,10096.727261126367,r1,-14483.254034908634,-24839.766275839404,-10356.51224093077,41.49024544628337,-249.61318328037248,0.19637529188733546
79,w99055192,ab,56573.984423398244,62859.982692664715,70717.4805292478,r2,-93378.6147513568,-160150.67884570078,-66772.06409434398,160.51305735595523,-415.9914787883558,0.18076817261943368
80,w99055193,other,37451.259490311946,41612.510544791054,46814.07436288993,nr1,-62753.83260532943,-107632.19929722697,-44878.366691897536,133.23216011486946,-336.8433466304571,0.19636745655105992
81,w99055199,ab,144875.40265854934,160972.66962061037,181094.25332318665,r2,-239125.18359242982,-410115.96266878676,-170990.77907635694,594.2030242990702,-287.7649087667636,0.18076817261943368
82,w99055201,sfh,23915.67348956297,26572.970543958854,29894.59186195371,r1,-42882.3080002942,-73546.07642236153,-30663.768422067325,119.5810925271362,-256.42656187564836,0.19637529188733546
83,w99055202,ab,183212.87097097567,203569.8566344174,229016.08871371957,r2,-302403.3797558206,-518642.3752599653,-216238.9955041447,635.4450178422034,-340.29536692007264,0.18076817261943368
84,w99055209,other,71166.34004527405,79073.7111614156,88957.92505659255,nr2,-109774.35942143192,-188279.42837023726,-78505.06894880535,191.61494707558305,-409.70221867837273,0.18076817261943368
85,w99055216,education,97615.7064420698,108461.89604674422,122019.63305258725,nr2,-150572.61111547577,-258254.52590617372,-107681.91479069795,463.1840371862054,-232.4819211060345,0.18076817261943368
86,w99055219,other,280358.9009157519,311509.889906391,350448.6261446898,nr2,-432454.7073313647,-741724.438398053,-309269.7310666884,773.0541430711745,-400.0621868968033,0.18076817261943368
87,w99055224,ab,88079.81530757781,97866.46145286423,110099.76913447226,r2,-145380.80046515714,-249337.9661673337,-103957.16570217657,318.955577952601,-325.9299190485558,0.18076817261943368
88,w99055226,ab,69321.04823838189,77023.38693153542,86651.31029797735,r2,-114418.3766369988,-196235.3022652028,-81816.925628204,262.56915004737675,-311.60144142387384,0.18076817261943368
89,w99055235,trade,455420.4985622041,506022.7761802268,569275.6232027551,nr2,-702487.9102290586,-1204871.7284439646,-502383.81821490603,1694.7837025728077,-296.4294602622447,0.18076817261943368
90,w99055245,ab,110594.87925706254,122883.19917451392,138243.59907132815,r2,-182543.20831160824,-313074.02457853925,-130530.81626693101,424.4345906373113,-307.5404765453541,0.18076817261943368
91,w99055249,sfh,33446.903939437485,37163.22659937498,41808.62992429685,r1,-59972.404164705855,-102856.75434960147,-42884.350184895615,70.42309986636974,-608.9528899788585,0.19637529188733546
92,w99055257,trade,36946.07902516493,41051.19891684992,46182.59878145616,nr1,-61907.345443702216,-106180.34733695215,-44273.00189324994,137.79457132667304,-321.29714158543175,0.19636745655105992
93,w99055287,mfh,65413.202259158345,72681.33584350927,81766.50282394793,r2,-107968.25211561841,-185172.89977091693,-77204.64765529853,226.3710821658373,-341.05349021011057,0.18076817261943368
94,w99055292,trade,26638.013577625854,29597.792864028725,33297.51697203232,nr1,-44635.01275360984,-76555.71602367444,-31920.7032700646,58.725108856521544,-543.5614150678538,0.19636745655105992
95,w99055300,other,253934.7967876531,282149.7742085034,317418.49598456634,nr2,-391695.422786144,-671816.1753446343,-280120.7525584903,847.1402418442303,-330.6663273942287,0.18076817261943368
96,w99389931,mfh,99582.28350232905,110646.9816692545,124477.85437791131,r2,-164366.28570531614,-281899.3653433941,-117533.07963807796,488.4274571448564,-240.6356930159648,0.18076817261943368
97,w99389943,ab,624462.3880690951,693847.0978545501,780577.9850863689,r2,-1030711.0831334601,-1767739.6489244096,-737028.5657909495,3490.8252122399163,-211.133047626303,0.18076817261943368
98,w99389949,ab,683124.5893772031,759027.3215302257,853905.7367215039,r2,-1127536.4199423487,-1933801.6906531004,-806265.2707107516,2474.179022271931,-325.87184009441376,0.18076817261943368
99,w99389956,education,46899.24791118664,52110.27545687404,58624.0598889833,nr1,-78585.00869632402,-134785.03171228993,-56200.02301596591,671.7147096479312,-83.66650634377544,0.19636745655105992
100,w99389960,ab,196619.69517326806,218466.32797029783,245774.61896658505,r2,-324532.1141022608,-556594.6605558562,-232062.5464535954,693.6997662768932,-334.52879435015785,0.18076817261943368
101,w99389971,education,309303.5674613809,343670.63051264547,386629.4593267261,nr2,-477101.96931915294,-818301.1636885657,-341199.1943694128,1612.9015118613836,-211.54372530511722,0.18076817261943368
102,w99389974,education,43366.28216826591,48184.7579647399,54207.85271033239,nr1,-72665.12392211602,-124631.5448035069,-51966.42088139088,235.12884147074072,-221.01253319813404,0.19636745655105992
103,w99389975,mfh,203599.25388206367,226221.39320229297,254499.0673525796,r2,-336052.2771320642,-576352.5241153962,-240300.24698333198,1082.0712234761565,-222.07433463701847,0.18076817261943368
104,w99389979,ab,58414.06986123536,64904.52206803929,73017.58732654419,r2,-96415.7815862653,-165359.62665107797,-68943.84506481267,163.53384786918758,-421.5876160387394,0.18076817261943368
105,w99389992,other,222880.7619206125,247645.2910229028,278600.9524007656,nr2,-343794.45186630293,-589658.8530819435,-245864.40121564054,2569.363114476204,-95.69079583590232,0.18076817261943368
106,w99390006,education,83282.49698597375,92536.10776219305,104103.12123246718,nr2,-128463.57915605236,-220334.23266940136,-91870.653513349,431.6004564465955,-212.86041787288215,0.18076817261943368
107,w99390011,ab,487902.76263553556,542114.1807061506,609878.4532944195,r2,-805311.5680751572,-1381164.1418428542,-575852.573767697,2554.974828636646,-225.38483248971036,0.18076817261943368
108,w99390014,trade,125980.24566648666,139978.05074054073,157475.30708310832,nr2,-194325.02442861776,-333296.45201563684,-138971.42758701908,587.280543653667,-236.63550425565225,0.18076817261943368
109,w99390021,other,203329.9608709738,225922.17874552644,254162.45108871724,nr2,-313637.2643527311,-537934.7705526963,-224297.5061999652,1617.1983746248297,-138.69510983895188,0.18076817261943368
110,w99390022,education,501507.8998853299,557230.9998725888,626884.8748566624,nr2,-773577.9080345666,-1326801.6966096393,-553223.7885750728,5590.431437242403,-98.95905079697425,0.18076817261943368
111,w99390025,education,22880.136119028128,25422.373465586807,28600.170148785157,nr1,-38338.262892655606,-65755.84918173347,-27417.586289077866,237.89438336268066,-115.25108706445803,0.19636745655105992
112,w99390027,mfh,27759.268305341284,30843.631450379202,34699.0853816766,r1,-49774.1154499347,-85365.99519576297,-35591.879745828264,116.0190749399364,-306.7761035351673,0.19637529188733546
113,w99390046,mfh,211796.0789351003,235328.97659455586,264745.09866887535,r2,-349581.60826567287,-599556.2476997003,-249974.63943402743,1095.085822885856,-228.26945085936248,0.18076817261943368
114,w99390052,education,313307.17899148044,348119.0877683116,391633.9737393505,nr2,-483277.55585078214,-828893.2173170662,-345615.661466284,1678.6958267321402,-205.88343401024724,0.18076817261943368
115,w99390065,education,348951.4029727128,387723.781080792,436189.253715891,nr2,-538258.9115327604,-923194.4573642251,-384935.5458314647,2581.633286331594,-149.1054317704603,0.18076817261943368
116,w99390082,education,39827.93660519214,44253.26289465793,49784.92075649017,nr1,-66736.22464911878,-114462.59668239678,-47726.37203327799,124.21957990797236,-384.2097362479885,0.19636745655105992
117,w99390107,education,26712.358260262183,29680.39806695798,33390.44782532773,nr1,-44759.58570076169,-76769.3772411369,-32009.791540375212,332.09000708311794,-96.38890318179182,0.19636745655105992
118,w99390110,mfh,239891.65743218464,266546.2860357607,299864.5717902308,r2,-395954.97629754676,-679089.7296478056,-283134.7533502588,1066.5973296171287,-265.45608683634555,0.18076817261943368
119,w99390116,ab,158097.7549469809,175664.1721633121,197622.1936837261,r2,-260949.43643641943,-447546.04146757687,-186596.60503115744,694.0162199864862,-268.86490496546435,0.18076817261943368
120,w99390122,other,98676.7039395479,109640.78215505321,123345.87992443486,nr2,-152209.2039283042,-261061.5271120857,-108852.3231837815,307.42072394330467,-354.08258033982224,0.18076817261943368
121,w99390129,trade,195071.71625481176,216746.35139423527,243839.6453185147,nr2,-300898.8895521167,-516086.55446228874,-215187.66491017205,1196.3697846690193,-179.8671846010426,0.18076817261943368
122,w99390130,education,164651.07624751102,182945.64027501224,205813.84530938877,nr2,-253974.93269460523,-435604.9572972859,-181630.02460268067,964.417538562417,-188.33131640619328,0.18076817261943368
123,w99390133,education,680645.1328091653,756272.3697879614,850806.4160114565,nr2,-1049897.7943773482,-1800731.5880902049,-750833.7937128567,9252.387912133521,-81.1502717831597,0.18076817261943368
124,w99390139,ab,193561.77819765167,215068.6424418352,241952.22274706457,r2,-319484.84627910896,-547938.2527654194,-228453.40648631047,1249.1388426542283,-182.8887219621496,0.18076817261943368
125,w99390141,other,30821.618759402736,34246.24306600304,38527.023449253415,nr1,-51645.11769632692,-88579.09341696088,-36933.975720633964,112.67489476799965,-327.7924137109861,0.19636745655105992
126,w99758761,trade,71706.83112597434,79674.25680663815,89633.53890746791,nr2,-110608.06903919684,-189709.3649336284,-79101.29589443158,171.36210507287177,-461.603199031628,0.18076817261943368
127,w99758765,trade,64055.628922168136,71172.92102463126,80069.53615271016,nr2,-98806.05954717645,-169467.15525470878,-70661.09570753232,309.03573338240386,-228.65024356292025,0.18076817261943368
128,w99758770,mfh,123602.56527583835,137336.18363982037,154503.20659479793,r2,-204013.14213248855,-349896.4221407851,-145883.28000829654,601.7205038767308,-242.44359144886704,0.18076817261943368
129,w99758771,mfh,175271.79498964516,194746.4388773835,219089.74373705644,r2,-289296.1771726979,-496162.63086619077,-206866.45369349286,976.6668764967471,-211.808610153251,0.18076817261943368
130,w99758774,ab,62183.884482976144,69093.20498108461,77729.85560372018,r2,-102638.07741420371,-176031.28743204527,-73393.21001784156,197.5460334163159,-371.52459479239434,0.18076817261943368
131,w99758775,sfh,41468.16576899654,46075.73974332949,51835.20721124567,r1,-74355.03154403793,-127523.93906334051,-53168.90751930258,265.071225726977,-200.583474775442,0.19637529188733546
132,w99758777,ab,105954.58460251115,117727.31622501239,132443.23075313892,r2,-174884.13512989104,-299938.19286110543,-125054.05773121439,337.6781565959565,-370.33505214506914,0.18076817261943368
133,w99758783,th,46165.858494498185,51295.3983272202,57707.32311812273,r1,-82778.2903091995,-141970.40106029384,-59192.11075109434,333.3155570875853,-177.5858026798924,0.19637529188733546
134,w99758786,mfh,58859.38042021428,65399.31157801586,73574.22552526784,r2,-97150.79227280986,-166620.2199970212,-69469.42772421133,182.17889552428386,-381.32533147864694,0.18076817261943368
135,w99758788,other,107247.06333366054,119163.40370406726,134058.82916707566,nr2,-165429.01700147404,-283735.48177414195,-118306.46477266791,349.08404515869915,-338.90539087480755,0.18076817261943368
136,w99758792,sfh,22560.840147597835,25067.600163997595,28201.050184497293,r1,-40453.00653468541,-69379.6590914335,-28926.652556748086,60.93018751584459,-474.7507555138552,0.19637529188733546
137,w99758793,ab,45544.688375520156,50605.2093061335,56930.86046940019,r1,-81664.49318472295,-140060.1631963431,-58395.67001162017,126.39461716674268,-462.0107352719243,0.19637529188733546
138,w99758796,ab,179322.33204421046,199247.03560467827,224152.91505526306,r2,-295981.8215198178,-507628.9658890782,-211647.1443692604,906.0679207786917,-233.58860800122676,0.18076817261943368
139,w99758800,ab,99487.39834212833,110541.55371347592,124359.24792766041,r2,-164209.6722917426,-281630.7626813507,-117421.09038960809,420.9761067721993,-278.9257834367963,0.18076817261943368
140,w99758801,mfh,71440.53956745433,79378.37729717146,89300.6744593179,r2,-117916.71896348412,-202235.19742228035,-84318.47845879623,293.7319820257835,-287.05923637350065,0.18076817261943368
141,w99758803,mfh,131384.60978199245,145982.8997577694,164230.76222749054,r2,-216857.85412023985,-371925.97730064037,-155068.12318040052,512.6721141899004,-302.4703682692624,0.18076817261943368
142,w99758805,sfh,58159.717102174254,64621.90789130473,72699.64637771781,r2,-95995.95773009918,-164639.60016814448,-68643.6424380453,165.76912949401884,-414.09183149822866,0.18076817261943368
143,w99758807,other,42605.10553834061,47339.006153711794,53256.381922925764,nr1,-71389.686154001,-122443.97846134678,-51054.29230734578,110.8734177275095,-460.4736947211322,0.19636745655105992
144,w99758813,other,17306.7893226752,19229.765914083553,21633.486653343996,nr1,-28999.48826478882,-49738.45533967063,-20738.967074881813,43.0509613757953,-481.73063764708303,0.19636745655105992
145,w99758814,th,18715.5754116606,20795.083790734,23394.46926457575,r1,-33558.20481308256,-57554.60493785216,-23996.4001247696,84.92593946289271,-282.55678155028846,0.19637529188733546
146,w99758818,mfh,91711.52463429667,101901.69403810741,114639.40579287084,r2,-151375.14556149318,-259618.6759312325,-108243.53036973931,424.19755738042295,-255.17245086978625,0.18076817261943368
147,w99758821,sfh,16591.68554566197,18435.206161846632,20739.606932077462,r1,-29749.93658964306,-51023.165776601556,-21273.229186958495,35.03456762442365,-607.206842539375,0.19637529188733546
148,w99758824,ab,169348.0416963535,188164.4907737261,211685.05212044186,r2,-279518.68169851333,-479393.5607555349,-199874.87905702158,478.7830200769007,-417.46442683977864,0.18076817261943368
