,south G(i) [kWh/m2],south_east G(i) [kWh/m2],east G(i) [kWh/m2],north_east G(i) [kWh/m2],north G(i) [kWh/m2],north_west G(i) [kWh/m2],west G(i) [kWh/m2],south_west G(i) [kWh/m2]
4514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4516,14.59,81.3,216.41,236.7,133.7,14.59,14.59,14.59
4517,34.66,300.3,577.33,547.17,236.63,34.66,34.66,34.66
4518,49.25,482.92,737.93,607.41,179.32,49.25,49.25,49.25
4519,165.69,520.63,647.89,472.93,88.46,88.46,88.46,88.46
4520,304.54,677.51,726.94,423.89,72.5,72.5,72.5,72.5
4521,425.13,631.62,569.82,275.94,111.72,111.72,111.72,111.72
4522,483.07,544.87,416.42,150.03,150.03,150.03,150.03,267.24
4523,100.55,100.55,100.55,76.61,76.61,76.61,76.61,100.55
4524,364.44,313.2,200.19,200.19,200.19,200.19,304.77,360.95
4525,403.58,247.32,176.93,176.93,176.93,176.93,402.76,467.96
4526,292.66,166.44,166.44,166.44,166.44,274.13,360.42,368.09
4527,175.83,126.31,126.31,126.31,126.31,189.8,207.34,201.56
4528,100.78,100.78,100.78,100.78,100.78,189.57,211.83,188.8
4529,65.66,65.66,65.66,65.66,100.62,147.34,157.83,127.18
4530,30.1,30.1,30.1,30.1,54.11,75.99,76.13,55.08
4531,2.28,2.28,2.28,2.28,2.99,2.99,2.99,2.99
4532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4540,3.19,4.19,4.19,4.19,4.19,3.19,3.19,3.19
4541,35.11,52.97,60.41,59.59,51.24,35.11,35.11,35.11
4542,22.8,29.92,29.92,29.92,29.92,22.8,22.8,22.8
4543,59.25,59.25,59.25,59.25,45.14,45.14,45.14,45.14
4544,71.22,71.22,71.22,71.22,54.26,54.26,54.26,54.26
4545,84.39,84.39,84.39,84.39,64.3,64.3,64.3,64.3
4546,109.53,109.53,109.53,83.45,83.45,83.45,83.45,109.53
4547,99.95,99.95,99.95,76.15,76.15,76.15,76.15,99.95
4548,96.96,96.96,73.87,73.87,73.87,73.87,96.96,96.96
4549,74.21,74.21,56.54,56.54,56.54,56.54,74.21,74.21
4550,86.78,66.12,66.12,66.12,66.12,86.78,86.78,86.78
4551,101.74,77.52,77.52,77.52,77.52,101.74,101.74,101.74
4552,41.5,41.5,41.5,41.5,41.5,54.46,54.46,54.46
4553,31.92,31.92,31.92,31.92,41.89,41.89,41.89,41.89
4554,25.54,25.54,25.54,25.54,38.25,45.38,45.44,38.61
4555,0.91,0.91,0.91,0.91,1.2,1.2,1.2,1.2
4556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4564,9.12,11.97,11.97,11.97,11.97,9.12,9.12,9.12
4565,27.36,35.91,35.91,35.91,35.91,27.36,27.36,27.36
4566,39.67,52.07,52.07,52.07,52.07,39.67,39.67,39.67
4567,134.19,154.92,162.31,152.04,99.87,99.87,99.87,99.87
4568,225.64,290.8,299.26,246.07,144.1,144.1,144.1,144.1
4569,244.29,266.69,259.89,227.87,162.79,162.79,162.79,162.79
4570,423.44,465.38,377.74,173.74,173.74,173.74,173.74,276.48
4571,537.74,478.99,254.29,125.86,125.86,125.86,125.86,396.1
4572,541.37,344.11,110.81,110.81,110.81,110.81,308.35,526.55
4573,414.43,236.12,165.53,165.53,165.53,165.53,411.57,487.1
4574,331.35,152.76,152.76,152.76,152.76,296.44,448.13,462.59
4575,249.63,108.53,108.53,108.53,108.53,395.01,583.37,523.14
4576,98.04,98.04,98.04,98.04,98.04,344.03,429.08,342.85
4577,54.26,54.26,54.26,54.26,166.53,483.05,555.34,349.36
4578,33.74,33.74,33.74,33.74,111.82,214.58,215.74,117.58
4579,3.19,3.19,3.19,3.19,4.19,4.19,4.19,4.19
4580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4588,2.74,3.59,3.59,3.59,3.59,2.74,2.74,2.74
4589,39.22,70.66,91.3,88.96,65.69,39.22,39.22,39.22
4590,62.47,89.48,93.98,91.64,84.03,62.47,62.47,62.47
4591,87.98,87.98,87.98,87.98,67.03,67.03,67.03,67.03
4592,181.36,200.3,202.73,187.23,129.96,129.96,129.96,129.96
4593,160.45,161.34,161.07,159.79,121.3,121.3,121.3,121.3
4594,80.2,80.2,80.2,61.1,61.1,61.1,61.1,80.2
4595,143.04,143.04,143.04,108.99,108.99,108.99,108.99,143.04
4596,244.51,235.49,172.37,172.37,172.37,172.37,233.78,243.8
4597,178.71,176.3,134.07,134.07,134.07,134.07,178.66,179.69
4598,86.18,65.66,65.66,65.66,65.66,86.18,86.18,86.18
4599,98.15,74.78,74.78,74.78,74.78,98.15,98.15,98.15
4600,87.1,87.1,87.1,87.1,87.1,132.87,140.21,132.85
4601,60.19,60.19,60.19,60.19,86.69,112.26,118.16,101.58
4602,33.29,33.29,33.29,33.29,98.75,183.07,184.23,103.98
4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4612,13.22,60.97,154.63,168.36,96.49,13.22,13.22,13.22
4613,33.74,300.28,575.65,543.96,232.91,33.74,33.74,33.74
4614,48.34,488.94,745.26,610.95,176.32,48.34,48.34,48.34
4615,148.24,631.01,802.09,561.25,57.0,57.0,57.0,57.0
4616,245.38,334.79,346.11,272.72,148.66,148.66,148.66,148.66
4617,416.91,596.51,540.98,282.84,131.79,131.79,131.79,131.79
4618,498.51,564.98,424.97,143.19,143.19,143.19,143.19,264.51
4619,357.23,342.75,287.08,202.01,202.01,202.01,202.01,322.04
4620,83.79,83.79,63.84,63.84,63.84,63.84,83.79,83.79
4621,161.08,160.49,122.21,122.21,122.21,122.21,161.06,161.32
4622,317.31,164.16,164.16,164.16,164.16,288.32,406.03,418.03
4623,242.63,133.61,133.61,133.61,133.61,330.23,447.65,411.36
4624,119.33,90.29,90.29,90.29,90.29,137.22,144.68,137.27
4625,31.46,31.46,31.46,31.46,41.3,41.3,41.3,41.3
4626,29.18,29.18,29.18,29.18,199.32,447.79,451.84,216.26
4627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4636,12.31,52.45,130.05,141.34,81.67,12.31,12.31,12.31
4637,35.11,288.17,547.78,517.4,223.44,35.11,35.11,35.11
4638,49.25,484.01,735.75,602.89,174.71,49.25,49.25,49.25
4639,149.12,631.46,801.75,560.25,57.0,57.0,57.0,57.0
4640,310.16,713.57,763.92,431.7,57.91,57.91,57.91,57.91
4641,448.9,703.8,624.17,256.65,71.59,71.59,71.59,71.59
4642,517.26,592.17,433.58,125.86,125.86,125.86,125.86,252.74
4643,569.21,504.21,253.79,118.11,118.11,118.11,118.11,410.71
4644,497.73,359.51,168.27,168.27,168.27,168.27,330.97,485.91
4645,438.05,240.31,165.99,165.99,165.99,165.99,431.5,517.24
4646,345.52,155.5,155.5,155.5,155.5,303.93,467.33,484.56
4647,257.95,117.65,117.65,117.65,117.65,389.84,569.84,515.21
4648,89.71,48.79,48.79,48.79,48.79,605.29,822.89,609.33
4649,67.49,67.49,67.49,67.49,136.18,300.7,339.29,233.64
4650,29.18,29.18,29.18,29.18,187.81,420.11,424.51,205.12
4651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4660,10.03,21.23,38.38,40.86,27.64,10.03,10.03,10.03
4661,33.74,290.29,553.03,521.72,223.45,33.74,33.74,33.74
4662,58.82,432.86,645.79,532.53,169.15,58.82,58.82,58.82
4663,149.77,629.18,797.77,556.79,57.0,57.0,57.0,57.0
4664,311.44,676.96,721.84,419.81,77.52,77.52,77.52,77.52
4665,445.49,689.25,612.25,259.58,81.17,81.17,81.17,81.17
4666,541.77,631.51,440.41,85.73,85.73,85.73,85.73,223.75
4667,581.03,510.77,239.62,98.95,98.95,98.95,98.95,409.23
4668,559.78,358.51,116.74,116.74,116.74,116.74,315.28,541.87
4669,500.54,185.61,111.72,111.72,111.72,111.72,488.27,625.91
4670,374.66,135.43,135.43,135.43,135.43,314.97,542.0,566.72
4671,261.37,69.31,69.31,69.31,69.31,468.8,757.25,671.33
4672,119.27,77.06,77.06,77.06,77.06,502.44,666.03,507.31
4673,46.51,46.51,46.51,46.51,176.37,578.74,673.98,416.81
4674,29.64,29.64,29.64,29.64,182.2,406.54,411.38,200.35
4675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4684,10.94,31.24,66.98,72.08,44.47,10.94,10.94,10.94
4685,37.85,242.42,447.55,422.65,189.12,37.85,37.85,37.85
4686,57.46,427.12,636.62,524.26,165.44,57.46,57.46,57.46
4687,154.24,595.08,749.45,526.93,64.75,64.75,64.75,64.75
4688,308.23,701.53,748.98,422.8,58.82,58.82,58.82,58.82
4689,446.93,705.08,622.55,247.69,62.02,62.02,62.02,62.02
4690,534.39,621.21,435.13,89.38,89.38,89.38,89.38,225.55
4691,569.54,502.88,245.24,108.07,108.07,108.07,108.07,406.18
4692,462.28,349.74,179.21,179.21,179.21,179.21,324.63,451.88
4693,288.88,243.57,181.03,181.03,181.03,181.03,286.84,306.8
4694,122.69,93.48,93.48,93.48,93.48,122.69,122.69,122.69
4695,108.33,82.54,82.54,82.54,82.54,108.33,108.33,108.33
4696,58.65,44.69,44.69,44.69,44.69,58.65,58.65,58.65
4697,25.54,25.54,25.54,25.54,33.52,33.52,33.52,33.52
4698,31.46,31.46,31.46,31.46,74.07,125.68,126.94,78.58
4699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4708,10.94,44.92,109.37,118.48,68.56,10.94,10.94,10.94
4709,12.77,16.76,16.76,16.76,16.76,12.77,12.77,12.77
4710,66.12,102.57,111.9,106.85,90.82,66.12,66.12,66.12
4711,105.79,108.5,109.45,108.07,80.26,80.26,80.26,80.26
4712,101.15,101.15,101.15,101.15,77.06,77.06,77.06,77.06
4713,90.37,90.37,90.37,90.37,68.86,68.86,68.86,68.86
4714,90.97,90.97,90.97,69.31,69.31,69.31,69.31,90.97
4715,267.5,263.05,245.83,181.95,181.95,181.95,181.95,256.57
4716,570.38,352.54,94.85,94.85,94.85,94.85,302.16,549.51
4717,397.77,250.48,176.47,176.47,176.47,176.47,390.27,455.67
4718,305.56,162.34,162.34,162.34,162.34,275.96,381.68,393.94
4719,176.52,125.4,125.4,125.4,125.4,190.32,210.27,204.55
4720,120.39,76.15,76.15,76.15,76.15,488.79,649.86,497.26
4721,41.95,41.95,41.95,41.95,172.92,593.92,695.43,428.97
4722,29.64,29.64,29.64,29.64,158.96,349.72,354.89,176.91
4723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4732,1.37,1.8,1.8,1.8,1.8,1.37,1.37,1.37
4733,6.84,8.98,8.98,8.98,8.98,6.84,6.84,6.84
4734,20.06,26.33,26.33,26.33,26.33,20.06,20.06,20.06
4735,32.32,32.32,32.32,32.32,24.62,24.62,24.62,24.62
4736,59.85,59.85,59.85,59.85,45.6,45.6,45.6,45.6
4737,80.8,80.8,80.8,80.8,61.56,61.56,61.56,61.56
4738,87.98,87.98,87.98,67.03,67.03,67.03,67.03,87.98
4739,116.11,116.11,116.11,88.46,88.46,88.46,88.46,116.11
4740,88.58,88.58,67.49,67.49,67.49,67.49,88.58,88.58
4741,152.62,152.62,116.28,116.28,116.28,116.28,152.62,152.62
4742,49.68,37.85,37.85,37.85,37.85,49.68,49.68,49.68
4743,94.56,72.05,72.05,72.05,72.05,94.56,94.56,94.56
4744,108.47,82.08,82.08,82.08,82.08,119.51,124.39,119.82
4745,40.13,40.13,40.13,40.13,52.67,52.67,52.67,52.67
4746,13.68,13.68,13.68,13.68,17.95,17.95,17.95,17.95
4747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4756,3.19,4.19,4.19,4.19,4.19,3.19,3.19,3.19
4757,25.54,33.52,33.52,33.52,33.52,25.54,25.54,25.54
4758,62.47,93.94,100.91,97.06,84.98,62.47,62.47,62.47
4759,147.52,192.75,208.35,185.2,106.71,106.71,106.71,106.71
4760,292.21,512.61,537.6,352.53,124.95,124.95,124.95,124.95
4761,446.61,685.84,606.21,254.35,81.62,81.62,81.62,81.62
4762,530.74,611.66,433.99,104.43,104.43,104.43,104.43,238.63
4763,451.56,418.94,292.63,185.59,185.59,185.59,185.59,371.38
4764,340.48,299.49,195.63,195.63,195.63,195.63,289.35,336.28
4765,298.08,246.19,181.95,181.95,181.95,181.95,294.8,318.21
4766,126.88,96.67,96.67,96.67,96.67,126.88,126.88,126.88
4767,256.36,117.65,117.65,117.65,117.65,370.16,541.76,494.62
4768,87.5,66.58,66.58,66.58,66.58,89.01,89.68,89.06
4769,54.26,54.26,54.26,54.26,75.16,89.51,93.04,84.05
4770,20.06,20.06,20.06,20.06,26.33,26.33,26.33,26.33
4771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4780,1.82,2.39,2.39,2.39,2.39,1.82,1.82,1.82
4781,14.14,18.55,18.55,18.55,18.55,14.14,14.14,14.14
4782,72.05,140.11,166.64,151.85,105.65,72.05,72.05,72.05
4783,161.27,582.58,727.18,510.36,69.31,69.31,69.31,69.31
4784,314.13,697.85,740.3,416.62,63.84,63.84,63.84,63.84
4785,453.53,708.77,622.53,245.33,65.21,65.21,65.21,65.21
4786,497.06,561.19,419.06,140.91,140.91,140.91,140.91,264.24
4787,347.63,333.7,279.79,196.99,196.99,196.99,196.99,313.4
4788,435.4,342.52,187.42,187.42,187.42,187.42,318.81,425.58
4789,285.48,242.2,179.67,179.67,179.67,179.67,282.48,302.17
4790,316.55,160.06,160.06,160.06,160.06,279.5,400.45,415.8
4791,228.66,134.07,134.07,134.07,134.07,285.68,373.57,349.95
4792,130.23,82.99,82.99,82.99,82.99,448.6,593.12,461.25
4793,63.38,63.38,63.38,63.38,135.64,333.18,382.19,259.09
4794,24.62,24.62,24.62,24.62,37.27,45.29,45.58,38.19
4795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4804,9.12,61.97,165.04,178.89,98.07,9.12,9.12,9.12
4805,35.11,246.42,454.55,426.38,185.42,35.11,35.11,35.11
4806,51.07,455.74,681.06,554.15,159.82,51.07,51.07,51.07
4807,159.38,600.68,751.26,522.91,63.84,63.84,63.84,63.84
4808,315.91,694.66,735.48,414.45,66.58,66.58,66.58,66.58
4809,456.01,714.35,625.69,241.97,61.1,61.1,61.1,61.1
4810,542.26,627.1,437.13,92.57,92.57,92.57,92.57,232.3
4811,534.68,481.24,274.36,148.2,148.2,148.2,148.2,403.4
4812,534.19,364.49,142.73,142.73,142.73,142.73,319.87,515.71
4813,223.19,210.87,159.15,159.15,159.15,159.15,222.26,227.91
4814,237.67,156.41,156.41,156.41,156.41,226.19,262.61,267.37
4815,224.95,134.52,134.52,134.52,134.52,275.83,356.02,334.95
4816,126.62,77.52,77.52,77.52,77.52,474.05,633.81,489.91
4817,52.9,52.9,52.9,52.9,155.01,482.14,564.08,361.32
4818,28.27,28.27,28.27,28.27,159.77,361.22,369.0,184.31
4819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4828,6.38,13.42,23.73,25.09,16.98,6.38,6.38,6.38
4829,37.85,85.67,122.79,117.64,74.49,37.85,37.85,37.85
4830,51.53,447.44,666.24,541.61,156.77,51.53,51.53,51.53
4831,159.03,598.33,747.31,518.7,62.47,62.47,62.47,62.47
4832,314.78,687.39,726.42,409.0,67.03,67.03,67.03,67.03
4833,282.79,326.84,311.48,245.71,167.35,167.35,167.35,167.35
4834,553.19,645.67,436.32,63.38,63.38,63.38,63.38,213.04
4835,546.7,488.77,264.72,135.43,135.43,135.43,135.43,404.58
4836,533.6,362.72,139.54,139.54,139.54,139.54,316.49,514.45
4837,436.28,239.21,160.06,160.06,160.06,160.06,420.19,511.25
4838,304.19,159.6,159.6,159.6,159.6,269.51,376.45,390.81
4839,220.82,132.7,132.7,132.7,132.7,268.39,345.13,325.43
4840,125.92,93.48,93.48,93.48,93.48,166.33,185.17,168.43
4841,58.82,58.82,58.82,58.82,85.67,118.24,126.48,106.4
4842,28.73,28.73,28.73,28.73,133.55,292.29,298.89,154.02
4843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4852,2.74,3.59,3.59,3.59,3.59,2.74,2.74,2.74
4853,38.76,87.72,125.54,120.16,76.03,38.76,38.76,38.76
4854,49.25,478.87,716.05,579.34,159.95,49.25,49.25,49.25
4855,159.8,643.14,805.99,552.97,55.63,55.63,55.63,55.63
4856,325.26,735.64,777.31,425.87,54.26,54.26,54.26,54.26
4857,470.08,735.5,641.35,242.78,60.65,60.65,60.65,60.65
4858,569.58,663.31,448.64,70.22,70.22,70.22,70.22,222.35
4859,622.12,539.12,218.47,62.47,62.47,62.47,62.47,418.86
4860,607.39,363.7,74.78,74.78,74.78,74.78,295.95,579.33
4861,542.71,161.76,73.42,73.42,73.42,73.42,509.22,686.63
4862,431.84,52.9,52.9,52.9,52.9,299.54,696.59,751.39
4863,277.12,61.1,61.1,61.1,61.1,468.8,785.56,706.16
4864,106.55,49.7,49.7,49.7,49.7,591.2,820.09,619.34
4865,39.22,39.22,39.22,39.22,166.21,617.12,732.26,455.86
4866,25.08,25.08,25.08,25.08,188.12,447.46,459.02,223.44
4867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4876,7.3,26.56,60.83,65.22,38.04,7.3,7.3,7.3
4877,30.55,287.25,539.45,502.67,207.05,30.55,30.55,30.55
4878,44.23,497.24,746.7,601.15,157.6,44.23,44.23,44.23
4879,160.01,642.75,804.31,550.04,54.26,54.26,54.26,54.26
4880,325.27,725.72,765.05,420.23,57.91,57.91,57.91,57.91
4881,466.78,725.68,632.22,241.15,63.84,63.84,63.84,63.84
4882,565.53,656.68,445.32,74.33,74.33,74.33,74.33,225.27
4883,618.15,536.35,220.84,67.49,67.49,67.49,67.49,418.31
4884,603.1,364.36,79.34,79.34,79.34,79.34,296.26,574.89
4885,531.38,177.98,90.74,90.74,90.74,90.74,498.11,663.99
4886,427.51,66.58,66.58,66.58,66.58,298.9,674.69,727.96
4887,277.38,70.68,70.68,70.68,70.68,453.03,750.5,677.75
4888,114.8,57.91,57.91,57.91,57.91,556.58,768.09,585.1
4889,45.6,45.6,45.6,45.6,158.29,553.66,655.61,414.63
4890,23.26,23.26,23.26,23.26,35.61,44.16,44.57,36.84
4891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,5.93,13.65,25.41,26.89,17.53,5.93,5.93,5.93
4901,32.38,252.15,464.72,432.9,182.61,32.38,32.38,32.38
4902,48.34,466.08,693.29,559.02,152.7,48.34,48.34,48.34
4903,161.17,627.68,782.69,535.39,56.09,56.09,56.09,56.09
4904,323.39,716.69,753.95,413.35,57.91,57.91,57.91,57.91
4905,465.23,722.87,628.17,236.6,61.1,61.1,61.1,61.1
4906,562.96,653.33,441.02,70.68,70.68,70.68,70.68,222.84
4907,617.73,534.59,214.49,59.28,59.28,59.28,59.28,415.21
4908,601.17,362.16,75.7,75.7,75.7,75.7,292.28,572.23
4909,540.34,158.44,66.58,66.58,66.58,66.58,501.99,682.64
