,south G(i) [kWh/m2],south_east G(i) [kWh/m2],east G(i) [kWh/m2],north_east G(i) [kWh/m2],north G(i) [kWh/m2],north_west G(i) [kWh/m2],west G(i) [kWh/m2],south_west G(i) [kWh/m2]
1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,14.36,14.36,14.36,14.36,10.94,10.94,10.94,10.94
1903,201.52,431.18,448.99,244.53,48.79,48.79,48.79,48.79
1904,489.26,834.17,733.72,246.76,41.5,41.5,41.5,41.5
1905,651.54,856.36,615.42,53.35,53.35,53.35,53.35,120.93
1906,460.37,475.78,318.27,129.51,129.51,129.51,129.51,281.07
1907,787.02,654.93,214.63,77.06,77.06,77.06,77.06,533.5
1908,767.35,485.89,80.71,80.71,80.71,80.71,266.97,676.67
1909,761.09,292.66,51.07,51.07,51.07,51.07,487.26,841.7
1910,560.58,68.86,68.86,68.86,68.86,129.05,588.96,767.71
1911,229.47,78.89,78.89,78.89,78.89,177.37,326.94,348.52
1912,86.03,42.86,42.86,42.86,42.86,106.35,155.05,146.63
1913,1.8,1.37,1.37,1.37,1.37,1.8,1.8,1.8
1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,22.68,37.75,42.37,33.83,15.05,15.05,15.05,15.05
1927,64.88,75.33,76.18,66.94,44.69,44.69,44.69,44.69
1928,64.04,64.04,64.04,64.04,48.79,48.79,48.79,48.79
1929,136.28,140.24,135.63,95.3,95.3,95.3,95.3,126.06
1930,232.88,236.09,203.74,131.79,131.79,131.79,131.79,196.0
1931,307.82,285.65,211.99,147.29,147.29,147.29,147.29,265.5
1932,188.62,178.89,126.31,126.31,126.31,126.31,171.48,185.55
1933,186.91,166.81,119.93,119.93,119.93,119.93,175.39,190.47
1934,79.6,60.65,60.65,60.65,60.65,79.6,79.6,79.6
1935,134.76,76.61,76.61,76.61,76.61,121.2,161.89,167.51
1936,81.35,43.78,43.78,43.78,43.78,98.77,138.27,131.05
1937,2.99,2.28,2.28,2.28,2.28,2.99,2.99,2.99
1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,89.57,453.69,566.38,361.62,15.96,15.96,15.96,15.96
1951,305.66,753.02,791.37,398.24,32.83,32.83,32.83,32.83
1952,546.59,952.85,839.44,272.81,30.55,30.55,30.55,30.55
1953,735.47,981.48,698.05,30.55,30.55,30.55,30.55,104.14
1954,860.51,904.07,470.91,36.02,36.02,36.02,36.02,365.76
1955,924.32,756.53,200.69,35.57,35.57,35.57,35.57,605.78
1956,903.22,543.35,42.86,42.86,42.86,42.86,274.59,791.9
1957,839.52,298.82,30.1,30.1,30.1,30.1,536.01,937.77
1958,686.77,32.83,32.83,32.83,32.83,113.17,738.54,976.13
1959,469.17,39.22,39.22,39.22,39.22,310.64,809.13,874.79
1960,254.15,26.45,26.45,26.45,26.45,424.7,791.1,720.46
1961,19.14,10.94,10.94,10.94,10.94,58.23,80.75,64.56
1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,88.69,445.05,556.45,357.63,17.78,17.78,17.78,17.78
1975,301.8,741.8,781.3,397.15,35.57,35.57,35.57,35.57
1976,540.11,941.57,831.9,275.35,33.74,33.74,33.74,33.74
1977,732.67,978.62,698.19,32.83,32.83,32.83,32.83,104.41
1978,842.89,885.55,466.99,45.6,45.6,45.6,45.6,364.02
1979,900.47,739.18,206.64,49.7,49.7,49.7,49.7,596.01
1980,894.88,538.31,46.06,46.06,46.06,46.06,277.61,786.89
1981,836.85,295.25,30.1,30.1,30.1,30.1,539.18,937.89
1982,657.84,47.88,47.88,47.88,47.88,128.48,712.45,931.72
1983,460.39,42.41,42.41,42.41,42.41,313.39,799.31,860.2
1984,252.15,26.45,26.45,26.45,26.45,432.01,798.94,724.44
1985,20.84,11.86,11.86,11.86,11.86,68.16,94.68,75.08
1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,93.17,490.31,615.69,395.87,16.87,16.87,16.87,16.87
1999,302.73,749.99,791.93,403.99,35.11,35.11,35.11,35.11
2000,534.09,931.7,825.45,277.57,36.02,36.02,36.02,36.02
2001,719.02,959.87,688.11,38.3,38.3,38.3,38.3,106.65
2002,816.13,857.1,460.27,58.37,58.37,58.37,58.37,361.35
2003,864.07,712.7,214.56,66.58,66.58,66.58,66.58,579.99
2004,853.74,522.06,66.12,66.12,66.12,66.12,284.77,755.46
2005,808.24,292.9,45.6,45.6,45.6,45.6,531.06,906.89
2006,644.05,52.9,52.9,52.9,52.9,136.76,703.18,913.31
2007,448.95,46.06,46.06,46.06,46.06,314.36,783.61,839.36
2008,239.87,31.01,31.01,31.01,31.01,415.46,756.23,683.5
2009,21.41,12.77,12.77,12.77,12.77,67.38,92.46,73.42
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,92.16,481.29,605.34,391.66,18.7,18.7,18.7,18.7
2023,302.93,754.44,798.58,409.51,35.57,35.57,35.57,35.57
2024,532.68,932.09,827.71,280.7,36.02,36.02,36.02,36.02
2025,721.24,965.4,692.77,35.57,35.57,35.57,35.57,103.33
2026,830.12,872.88,463.99,48.79,48.79,48.79,48.79,360.74
2027,892.06,731.53,205.01,50.16,50.16,50.16,50.16,592.56
2028,907.49,537.36,31.92,31.92,31.92,31.92,278.42,800.24
2029,823.61,286.92,32.38,32.38,32.38,32.38,541.27,928.97
2030,654.35,46.06,46.06,46.06,46.06,136.76,721.87,936.27
2031,453.74,43.78,43.78,43.78,43.78,323.56,804.09,858.01
2032,243.06,28.73,28.73,28.73,28.73,434.97,789.82,710.33
2033,40.26,11.4,11.4,11.4,11.4,318.3,465.94,350.78
2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,85.62,435.96,548.72,357.86,20.06,20.06,20.06,20.06
2047,281.81,692.1,733.85,382.59,39.22,39.22,39.22,39.22
2048,501.03,871.4,776.79,272.62,41.95,41.95,41.95,41.95
2049,685.85,916.69,661.62,40.58,40.58,40.58,40.58,104.33
2050,790.06,830.72,446.96,53.81,53.81,53.81,53.81,348.8
2051,849.34,697.81,202.51,55.18,55.18,55.18,55.18,568.33
2052,855.41,511.44,45.14,45.14,45.14,45.14,276.26,758.0
2053,774.24,276.93,44.23,44.23,44.23,44.23,518.5,874.3
2054,572.4,69.77,69.77,69.77,69.77,155.01,632.85,805.74
2055,326.01,75.24,75.24,75.24,75.24,255.13,533.33,562.69
2056,223.02,31.92,31.92,31.92,31.92,402.53,719.25,644.89
2057,21.48,13.68,13.68,13.68,13.68,64.71,87.06,69.15
2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,83.61,420.95,530.57,348.24,21.43,21.43,21.43,21.43
2071,269.03,653.46,694.1,367.13,42.41,42.41,42.41,42.41
2072,477.35,822.76,736.54,269.21,50.16,50.16,50.16,50.16
2073,646.86,858.44,627.1,57.0,57.0,57.0,57.0,116.33
2074,760.12,798.93,437.26,63.38,63.38,63.38,63.38,343.58
2075,816.68,673.2,205.84,65.21,65.21,65.21,65.21,552.22
2076,839.6,501.54,46.06,46.06,46.06,46.06,275.79,746.09
2077,749.61,271.88,51.07,51.07,51.07,51.07,509.59,848.07
2078,601.76,52.9,52.9,52.9,52.9,146.99,674.41,862.79
2079,405.71,51.53,51.53,51.53,51.53,306.94,721.12,762.04
2080,206.29,36.94,36.94,36.94,36.94,372.26,652.08,583.33
2081,34.75,13.68,13.68,13.68,13.68,268.95,386.81,289.81
2082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,82.63,409.23,516.35,341.24,23.26,23.26,23.26,23.26
2095,273.07,670.21,713.75,378.18,41.95,41.95,41.95,41.95
2096,475.32,819.91,735.9,272.51,51.98,51.98,51.98,51.98
2097,652.15,868.24,634.45,54.26,54.26,54.26,54.26,112.76
2098,766.48,806.27,440.07,60.65,60.65,60.65,60.65,344.02
2099,828.97,681.27,201.81,58.82,58.82,58.82,58.82,558.4
2100,833.53,497.77,48.79,48.79,48.79,48.79,278.91,742.87
2101,739.09,270.5,57.0,57.0,57.0,57.0,509.22,837.97
2102,605.56,50.62,50.62,50.62,50.62,150.29,685.34,873.92
2103,408.44,49.7,49.7,49.7,49.7,314.71,737.01,775.83
2104,216.32,33.29,33.29,33.29,33.29,408.17,717.65,638.18
2105,34.71,13.68,13.68,13.68,13.68,302.29,433.41,322.57
2106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,89.49,485.12,616.08,405.65,21.43,21.43,21.43,21.43
2119,240.23,549.54,584.66,325.03,55.63,55.63,55.63,55.63
2120,91.68,92.79,92.53,91.05,68.86,68.86,68.86,68.86
2121,115.08,115.59,115.04,86.64,86.64,86.64,86.64,113.82
2122,104.14,104.14,104.14,79.34,79.34,79.34,79.34,104.14
2123,81.99,81.99,81.99,62.47,62.47,62.47,62.47,81.99
2124,52.67,52.67,40.13,40.13,40.13,40.13,52.67,52.67
2125,536.74,269.84,125.4,125.4,125.4,125.4,408.98,594.37
2126,205.98,117.19,117.19,117.19,117.19,162.16,214.37,232.52
2127,197.78,90.74,90.74,90.74,90.74,177.73,275.4,283.7
2128,51.4,38.3,38.3,38.3,38.3,52.7,54.72,54.18
2129,22.09,15.5,15.5,15.5,15.5,54.18,69.49,56.2
2130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,95.21,559.84,715.04,469.88,19.15,19.15,19.15,19.15
2143,303.19,784.12,840.61,439.56,33.74,33.74,33.74,33.74
2144,510.33,900.38,809.79,291.64,41.95,41.95,41.95,41.95
2145,682.6,915.91,668.82,47.88,47.88,47.88,47.88,105.57
2146,800.78,843.97,456.29,53.81,53.81,53.81,53.81,352.02
2147,847.28,695.33,205.58,61.56,61.56,61.56,61.56,572.41
2148,834.58,500.35,61.1,61.1,61.1,61.1,293.19,748.77
2149,759.67,269.95,56.09,56.09,56.09,56.09,531.07,867.83
2150,625.56,46.97,46.97,46.97,46.97,160.11,722.36,915.15
2151,428.08,46.97,46.97,46.97,46.97,342.23,798.01,833.57
2152,230.25,28.27,28.27,28.27,28.27,469.48,824.04,724.95
2153,34.04,13.22,13.22,13.22,13.22,402.78,574.14,421.41
2154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,44.11,79.74,91.75,73.1,29.64,29.64,29.64,29.64
2167,291.32,743.17,798.0,423.68,39.22,39.22,39.22,39.22
2168,472.18,814.6,737.04,284.94,59.74,59.74,59.74,59.74
2169,636.22,844.47,626.27,69.31,69.31,69.31,69.31,123.49
2170,729.99,767.34,436.27,84.82,84.82,84.82,84.82,346.11
2171,793.6,656.81,217.48,83.9,83.9,83.9,83.9,547.71
2172,839.39,497.43,51.53,51.53,51.53,51.53,290.94,753.86
2173,748.44,264.64,56.54,56.54,56.54,56.54,528.35,857.67
2174,615.81,47.42,47.42,47.42,47.42,164.28,717.53,904.56
2175,431.08,40.58,40.58,40.58,40.58,350.49,821.06,854.44
2176,223.73,28.73,28.73,28.73,28.73,466.84,812.81,712.11
2177,32.12,14.14,14.14,14.14,14.14,400.37,567.05,414.52
2178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,92.52,544.17,697.74,463.26,21.89,21.89,21.89,21.89
2191,295.89,769.54,828.84,439.06,35.57,35.57,35.57,35.57
2192,499.96,885.49,800.37,294.45,43.32,43.32,43.32,43.32
2193,673.79,907.29,665.27,46.51,46.51,46.51,46.51,101.53
2194,790.53,834.21,451.83,51.07,51.07,51.07,51.07,346.4
2195,857.89,699.69,193.37,44.69,44.69,44.69,44.69,575.32
2196,853.82,498.16,36.94,36.94,36.94,36.94,289.1,767.22
2197,752.51,258.86,50.62,50.62,50.62,50.62,533.8,866.4
2198,602.88,53.35,53.35,53.35,53.35,172.23,707.63,886.01
2199,414.23,48.34,48.34,48.34,48.34,346.34,787.25,815.37
2200,215.26,32.83,32.83,32.83,32.83,453.35,779.0,680.38
2201,30.12,15.05,15.05,15.05,15.05,390.91,549.99,400.54
2202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,90.28,515.7,661.61,442.54,24.62,24.62,24.62,24.62
2215,282.53,718.2,774.43,418.27,43.32,43.32,43.32,43.32
2216,486.91,857.78,778.01,294.32,49.7,49.7,49.7,49.7
2217,652.14,874.32,646.53,57.91,57.91,57.91,57.91,110.15
2218,760.15,801.41,444.68,67.49,67.49,67.49,67.49,345.07
2219,814.66,669.46,206.4,69.31,69.31,69.31,69.31,556.96
2220,823.26,487.29,55.63,55.63,55.63,55.63,295.15,743.68
2221,731.83,257.62,60.19,60.19,60.19,60.19,527.36,843.56
2222,589.22,58.37,58.37,58.37,58.37,179.19,696.59,866.43
2223,397.9,54.72,54.72,54.72,54.72,341.51,754.54,777.89
2224,202.41,38.76,38.76,38.76,38.76,424.11,715.83,624.0
2225,29.42,17.33,17.33,17.33,17.33,352.71,491.58,357.66
2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,31.72,31.72,31.72,31.72,24.17,24.17,24.17,24.17
2239,69.27,71.28,71.55,69.92,51.98,51.98,51.98,51.98
2240,178.5,215.9,208.06,159.6,103.97,103.97,103.97,103.97
2241,477.05,603.28,475.28,118.11,118.11,118.11,118.11,170.54
2242,739.55,779.72,436.8,71.14,71.14,71.14,71.14,339.84
2243,62.84,62.84,62.84,47.88,47.88,47.88,47.88,62.84
2244,276.44,244.42,156.87,156.87,156.87,156.87,226.62,269.07
2245,140.86,138.97,105.34,105.34,105.34,105.34,140.06,141.31
2246,111.96,84.36,84.36,84.36,84.36,110.99,112.24,112.64
2247,92.69,68.86,68.86,68.86,68.86,92.34,95.26,95.41
2248,52.99,39.67,39.67,39.67,39.67,54.39,56.16,55.58
2249,26.92,20.06,20.06,20.06,20.06,70.02,88.06,70.21
2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,88.11,499.64,643.22,434.75,27.36,27.36,27.36,27.36
2263,281.03,726.84,787.79,428.18,41.95,41.95,41.95,41.95
2264,481.29,853.68,777.8,298.11,48.79,48.79,48.79,48.79
2265,654.23,883.18,653.57,50.62,50.62,50.62,50.62,100.83
2266,766.66,810.04,444.28,55.18,55.18,55.18,55.18,339.54
2267,816.07,667.59,197.45,59.28,59.28,59.28,59.28,555.92
2268,792.94,472.85,66.58,66.58,66.58,66.58,299.96,721.33
2269,712.52,250.26,63.84,63.84,63.84,63.84,524.13,825.96
2270,579.73,57.0,57.0,57.0,57.0,186.38,698.28,861.21
2271,404.1,46.06,46.06,46.06,46.06,359.8,798.06,816.4
2272,202.44,35.11,35.11,35.11,35.11,455.71,765.03,660.12
2273,18.7,18.7,18.7,18.7,18.7,357.06,491.9,354.94
2274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,89.24,552.63,715.67,482.85,24.62,24.62,24.62,24.62
2287,281.79,733.42,796.89,435.03,42.41,42.41,42.41,42.41
2288,479.14,850.35,776.82,301.61,51.07,51.07,51.07,51.07
2289,645.68,870.63,647.55,107.1,56.09,56.09,56.09,56.09
2290,757.5,800.36,443.59,62.02,62.02,62.02,62.02,340.11
2291,821.51,670.78,195.21,56.09,56.09,56.09,56.09,559.11
2292,820.64,476.77,44.69,44.69,44.69,44.69,296.48,745.97
2293,725.87,244.04,54.72,54.72,54.72,54.72,535.18,846.46
2294,585.74,51.98,51.98,51.98,51.98,188.72,713.71,878.16
2295,402.15,46.06,46.06,46.06,46.06,365.74,803.99,819.08
