,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-5195708.774105346,-9511153.821342707,-4315445.047237361,0.19293384225004492
1,w24853840,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-417538.5745038599,-764337.2215630373,-346798.64705917734,0.19293384225004492
2,w24853841,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-1834977.1117649244,-3359070.0186317842,-1524092.9068668599,0.19293384225004492
3,w25538793,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-173921.53374292093,-318377.0554110022,-144455.52166808126,0.19293384225004492
4,w27689586,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-675514.1117523724,-306497.411634668,0.19293384225004492
5,w28994179,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-1701554.3373945977,-772037.1656104863,0.19293384225004492
6,w28994181,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-915293.9361371194,-415291.4312673484,0.19293384225004492
7,w29249266,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-7616155.661162065,-3455637.6486308086,0.19293384225004492
8,w30213059,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-585394.8598899484,-1071560.5270587713,-486165.66716882295,0.19293384225004492
9,w50930444,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-1670249.912742452,-3057523.9165349733,-1387274.0037925213,0.19293384225004492
10,w50930445,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-1024589.1751075892,-1875591.1217924124,-851001.9466848231,0.19293384225004492
11,w50930458,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-520232.89098216186,-952327.25007863,-432094.3590964682,0.19293384225004492
12,w50930471,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-1243237.0308080602,-2275843.2295776503,-1032606.1987695901,0.19293384225004492
13,w50930472,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-2988759.577208154,-1356073.9272141592,0.19293384225004492
14,w50930478,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1922644.8701594858,-872351.392730894,0.19293384225004492
15,w50930479,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-934099.6680345847,-1709942.9574306544,-775843.2893960697,0.19293384225004492
16,w50930480,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-882012.7152975801,-1614593.6911215626,-732580.9758239825,0.19293384225004492
17,w50930481,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-338407.55095482233,-619481.6552221806,-281074.1042673583,0.19293384225004492
18,w50930482,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-357213.39819830074,-653907.2386507276,-296693.8404524268,0.19293384225004492
19,w50930483,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-237768.69971492764,-435254.3175937961,-197485.61787886848,0.19293384225004492
20,w50930486,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-163623.66946556754,-299526.00439340854,-135902.334927841,0.19293384225004492
21,w98916060,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-639859.3949931316,-290319.98734529887,0.19293384225004492
22,w98916062,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-74779.72132959885,-136890.1651739375,-62110.44384433866,0.20958295554065792
23,w98916065,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-114708.68993059207,-209983.28466984362,-95274.59473925155,0.19293384225004492
24,w98916067,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-8568096.90318324,-3887556.8663521037,0.19293384225004492
25,w98916074,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-1386771.2698599522,-629212.3248747281,0.19293384225004492
26,w98916075,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-25770.898517721274,-47173.42001195402,-21402.521494232744,0.20959131819383442
27,w98916076,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-54735.2996005342,-100192.52048044036,-45457.22087990616,0.20959131819383442
28,w98916079,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-777293.7327178841,-1422897.3519630043,-645603.6192451202,0.19293384225004492
29,w98916080,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-594496.188718355,-1088272.0612215006,-493775.8725031456,0.19293384225004492
30,w98916086,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-129979.58776117284,-237937.8649920773,-107958.27723090445,0.19293384225004492
31,w98916091,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-101069.01020281287,-185014.77746418407,-83945.76726137119,0.19293384225004492
32,w98916094,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-77544.98685809471,-141952.2013545372,-64407.21449644248,0.20958295554065792
33,w98916098,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-2143767.6849395363,-3924335.465125181,-1780567.7801856445,0.19293384225004492
34,w98916102,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-438439.1417877663,-802597.3548833054,-364158.2130955391,0.19293384225004492
35,w98916109,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-69427.1486342374,-127085.83057370382,-57658.68193946642,0.20959131819383442
