,full_id,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-5195708.774105346,-5584299.205093293,-388590.4309879476,0.14761202516388347
1,w24853840,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-417538.5745038599,-448766.55545405985,-31227.98095019994,0.14761202516388347
2,w24853841,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-1834977.1117649244,-1972216.240768365,-137239.12900344073,0.14761202516388347
3,w25538793,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-173921.53374292093,-186929.23811851582,-13007.704375594883,0.14761202516388347
4,w27689586,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-396615.69859413075,-27598.998476426408,0.14761202516388347
5,w28994179,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-999036.3642751268,-69519.19249101542,0.14761202516388347
6,w28994181,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-537398.0166872813,-37395.5118175103,0.14761202516388347
7,w29249266,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-4471685.854670568,-311167.8421393116,0.14761202516388347
8,w30213059,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-585394.8598899484,-587987.9198621883,-2593.059972239891,0.14761202516388347
9,w50930444,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-1670249.912742452,-1795168.9876307345,-124919.07488828246,0.14761202516388347
10,w50930445,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-1024589.1751075892,-1101218.8644244624,-76629.6893168732,0.14761202516388347
11,w50930458,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-520232.89098216186,-559141.4465055946,-38908.55552343279,0.14761202516388347
12,w50930471,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-1243237.0308080602,-1336219.53514503,-92982.5043369697,0.14761202516388347
13,w50930472,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-1754795.269293866,-122109.61929987115,0.14761202516388347
14,w50930478,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1128845.6081969463,-78552.13076835452,0.14761202516388347
15,w50930479,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-934099.6680345847,-1003961.588393999,-69861.9203594143,0.14761202516388347
16,w50930480,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-882012.7152975801,-947979.0186597916,-65966.30336221145,0.14761202516388347
17,w50930481,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-338407.55095482233,-363717.2713014471,-25309.72034662479,0.14761202516388347
18,w50930482,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-357213.39819830074,-383929.6200643828,-26716.22186608205,0.14761202516388347
19,w50930483,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-237768.69971492764,-255551.57506740105,-17782.875352473406,0.14761202516388347
20,w50930486,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-163623.66946556754,-175861.18988902564,-12237.520423458103,0.14761202516388347
21,w98916060,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-375681.68678058335,-26142.279132750584,0.14761202516388347
22,w98916062,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-74779.72132959885,-80372.54521639015,-5592.823886791302,0.16035011870594448
23,w98916065,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-114708.68993059207,-123287.82729108956,-8579.137360497494,0.14761202516388347
24,w98916067,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-5030600.663637869,-350060.62680673227,0.14761202516388347
25,w98916074,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-814217.2701010834,-56658.32511585939,0.14761202516388347
