electricity_multiplier,gas_multiplier,renovation_cost_multiplier,average_savings
0.5,4.0,0.4,240940.5074878159
0.5,4.0,0.5,228098.6410078925
0.5,4.0,0.6000000000000001,215256.7745279691
0.5,4.0,0.7000000000000001,202414.9080480458
0.5,4.0,0.8,189573.0415681224
0.5,4.0,0.9,176731.175088199
0.5,4.0,1.0,163889.30860827563
0.5,5.0,0.0,377817.8238720046
0.5,5.0,0.1,364975.95739208127
0.5,5.0,0.2,352134.0909121579
0.5,5.0,0.30000000000000004,339292.2244322345
0.5,5.0,0.4,326450.3579523111
0.5,5.0,0.5,313608.49147238774
0.5,5.0,0.6000000000000001,300766.6249924643
0.5,5.0,0.7000000000000001,287924.758512541
0.5,5.0,0.8,275082.89203261764
0.5,5.0,0.9,262241.0255526943
0.5,5.0,1.0,249399.1590727709
0.75,0.1,0.0,-51631.48912269427
0.75,0.1,0.1,-64473.35560261764
0.75,0.1,0.2,-77315.222082541
0.75,0.1,0.30000000000000004,-90157.08856246439
0.75,0.1,0.4,-102998.95504238777
0.75,0.1,0.5,-115840.82152231115
0.75,0.1,0.6000000000000001,-128682.6880022345
0.75,0.1,0.7000000000000001,-141524.5544821579
0.75,0.1,0.8,-154366.42096208126
0.75,0.1,0.9,-167208.28744200466
0.75,0.1,1.0,-180050.15392192802
0.75,0.5,0.0,-17427.548936896164
0.75,0.5,0.1,-30269.41541681954
0.75,0.5,0.2,-43111.28189674291
0.75,0.5,0.30000000000000004,-55953.14837666629
0.75,0.5,0.4,-68795.01485658967
0.75,0.5,0.5,-81636.88133651303
0.75,0.5,0.6000000000000001,-94478.74781643641
0.75,0.5,0.7000000000000001,-107320.61429635978
0.75,0.5,0.8,-120162.48077628316
0.75,0.5,0.9,-133004.34725620653
0.75,0.5,1.0,-145846.2137361299
0.75,0.75,0.0,3949.913679227656
0.75,0.75,0.1,-8891.952800695719
0.75,0.75,0.2,-21733.819280619096
0.75,0.75,0.30000000000000004,-34575.68576054247
0.75,0.75,0.4,-47417.55224046585
0.75,0.75,0.5,-60259.41872038922
0.75,0.75,0.6000000000000001,-73101.2852003126
0.75,0.75,0.7000000000000001,-85943.15168023598
0.75,0.75,0.8,-98785.01816015932
0.75,0.75,0.9,-111626.88464008272
0.75,0.75,1.0,-124468.75112000608
0.75,1.0,0.0,25327.37629535147
0.75,1.0,0.1,12485.509815428097
0.75,1.0,0.2,-356.35666449527804
0.75,1.0,0.30000000000000004,-13198.223144418655
0.75,1.0,0.4,-26040.089624342032
0.75,1.0,0.5,-38881.956104265395
0.75,1.0,0.6000000000000001,-51723.82258418879
0.75,1.0,0.7000000000000001,-64565.68906411215
0.75,1.0,0.8,-77407.55554403552
0.75,1.0,0.9,-90249.4220239589
0.75,1.0,1.0,-103091.28850388227
0.75,1.25,0.0,46704.838911475286
0.75,1.25,0.1,33862.972431551905
0.75,1.25,0.2,21021.105951628528
0.75,1.25,0.30000000000000004,8179.239471705153
0.75,1.25,0.4,-4662.62700821822
0.75,1.25,0.5,-17504.49348814159
0.75,1.25,0.6000000000000001,-30346.35996806498
0.75,1.25,0.7000000000000001,-43188.22644798836
0.75,1.25,0.8,-56030.09292791172
0.75,1.25,0.9,-68871.9594078351
0.75,1.25,1.0,-81713.82588775846
0.75,1.5,0.0,68082.3015275991
0.75,1.5,0.1,55240.43504767573
0.75,1.5,0.2,42398.56856775236
0.75,1.5,0.30000000000000004,29556.702087828977
0.75,1.5,0.4,16714.835607905607
0.75,1.5,0.5,3872.9691279822355
0.75,1.5,0.6000000000000001,-8968.89735194115
0.75,1.5,0.7000000000000001,-21810.76383186452
0.75,1.5,0.8,-34652.63031178789
0.75,1.5,0.9,-47494.49679171127
0.75,1.5,1.0,-60336.36327163463
0.75,2.0,0.0,110837.22675984674
0.75,2.0,0.1,97995.36027992336
0.75,2.0,0.2,85153.4938
0.75,2.0,0.30000000000000004,72311.62732007662
0.75,2.0,0.4,59469.76084015325
0.75,2.0,0.5,46627.89436022987
0.75,2.0,0.6000000000000001,33786.02788030649
0.75,2.0,0.7000000000000001,20944.161400383113
0.75,2.0,0.8,8102.294920459743
0.75,2.0,0.9,-4739.571559463628
0.75,2.0,1.0,-17581.438039386998
0.75,3.0,0.0,196347.077224342
0.75,3.0,0.1,183505.21074441864
0.75,3.0,0.2,170663.3442644953
0.75,3.0,0.30000000000000004,157821.4777845719
0.75,3.0,0.4,144979.6113046485
0.75,3.0,0.5,132137.74482472515
0.75,3.0,0.6000000000000001,119295.87834480175
0.75,3.0,0.7000000000000001,106454.01186487838
0.75,3.0,0.8,93612.14538495503
0.75,3.0,0.9,80770.27890503165
0.75,3.0,1.0,67928.41242510827
0.75,4.0,0.0,281856.92768883734
0.75,4.0,0.1,269015.0612089139
0.75,4.0,0.2,256173.19472899052
0.75,4.0,0.30000000000000004,243331.3282490672
0.75,4.0,0.4,230489.46176914382
0.75,4.0,0.5,217647.59528922042
0.75,4.0,0.6000000000000001,204805.72880929703
0.75,4.0,0.7000000000000001,191963.86232937366
0.75,4.0,0.8,179121.9958494503
0.75,4.0,0.9,166280.1293695269
0.75,4.0,1.0,153438.26288960353
0.75,5.0,0.0,367366.77815333253
0.75,5.0,0.1,354524.91167340917
0.75,5.0,0.2,341683.04519348574
0.75,5.0,0.30000000000000004,328841.1787135624
0.75,5.0,0.4,315999.31223363895
0.75,5.0,0.5,303157.4457537156
0.75,5.0,0.6000000000000001,290315.5792737923
0.75,5.0,0.7000000000000001,277473.71279386885
0.75,5.0,0.8,264631.8463139455
0.75,5.0,0.9,251789.97983402218
0.75,5.0,1.0,238948.11335409875
1.0,0.1,0.0,-62082.5348413663
1.0,0.1,0.1,-74924.40132128967
1.0,0.1,0.2,-87766.26780121305
1.0,0.1,0.30000000000000004,-100608.13428113644
1.0,0.1,0.4,-113450.00076105981
1.0,0.1,0.5,-126291.86724098318
1.0,0.1,0.6000000000000001,-139133.73372090657
1.0,0.1,0.7000000000000001,-151975.60020082997
1.0,0.1,0.8,-164817.4666807533
1.0,0.1,0.9,-177659.33316067667
1.0,0.1,1.0,-190501.1996406
1.0,0.5,0.0,-27878.594655568202
1.0,0.5,0.1,-40720.461135491576
1.0,0.5,0.2,-53562.32761541495
1.0,0.5,0.30000000000000004,-66404.19409533833
1.0,0.5,0.4,-79246.0605752617
1.0,0.5,0.5,-92087.92705518508
1.0,0.5,0.6000000000000001,-104929.79353510847
1.0,0.5,0.7000000000000001,-117771.66001503183
1.0,0.5,0.8,-130613.5264949552
1.0,0.5,0.9,-143455.39297487857
1.0,0.5,1.0,-156297.25945480194
1.0,0.75,0.0,-6501.132039444384
1.0,0.75,0.1,-19342.99851936776
1.0,0.75,0.2,-32184.864999291134
1.0,0.75,0.30000000000000004,-45026.73147921451
1.0,0.75,0.4,-57868.597959137885
1.0,0.75,0.5,-70710.46443906127
1.0,0.75,0.6000000000000001,-83552.33091898465
1.0,0.75,0.7000000000000001,-96394.197398908
1.0,0.75,0.8,-109236.0638788314
1.0,0.75,0.9,-122077.93035875476
1.0,0.75,1.0,-134919.79683867813
1.0,1.0,0.0,14876.330576679435
1.0,1.0,0.1,2034.4640967560597
1.0,1.0,0.2,-10807.402383167313
1.0,1.0,0.30000000000000004,-23649.268863090692
1.0,1.0,0.4,-36491.13534301406
1.0,1.0,0.5,-49333.00182293744
1.0,1.0,0.6000000000000001,-62174.86830286082
1.0,1.0,0.7000000000000001,-75016.73478278419
1.0,1.0,0.8,-87858.60126270757
1.0,1.0,0.9,-100700.46774263094
1.0,1.0,1.0,-113542.33422255432
1.0,1.25,0.0,36253.79319280324
1.0,1.25,0.1,23411.92671287987
1.0,1.25,0.2,10570.060232956494
1.0,1.25,0.30000000000000004,-2271.806246966885
1.0,1.25,0.4,-15113.672726890256
1.0,1.25,0.5,-27955.539206813628
1.0,1.25,0.6000000000000001,-40797.40568673701
1.0,1.25,0.7000000000000001,-53639.27216666038
1.0,1.25,0.8,-66481.13864658376
1.0,1.25,0.9,-79323.00512650712
1.0,1.25,1.0,-92164.8716064305
1.0,1.5,0.0,57631.25580892707
1.0,1.5,0.1,44789.389329003694
1.0,1.5,0.2,31947.522849080317
1.0,1.5,0.30000000000000004,19105.656369156943
1.0,1.5,0.4,6263.789889233572
1.0,1.5,0.5,-6578.0765906898005
1.0,1.5,0.6000000000000001,-19419.943070613186
1.0,1.5,0.7000000000000001,-32261.80955053656
1.0,1.5,0.8,-45103.67603045994
1.0,1.5,0.9,-57945.5425103833
1.0,1.5,1.0,-70787.40899030668
1.0,2.0,0.0,100386.1810411747
1.0,2.0,0.1,87544.31456125133
1.0,2.0,0.2,74702.44808132795
1.0,2.0,0.30000000000000004,61860.58160140457
1.0,2.0,0.4,49018.71512148121
1.0,2.0,0.5,36176.84864155783
1.0,2.0,0.6000000000000001,23334.982161634445
1.0,2.0,0.7000000000000001,10493.115681711077
1.0,2.0,0.8,-2348.7507982122966
1.0,2.0,0.9,-15190.617278135667
1.0,2.0,1.0,-28032.483758059036
1.0,3.0,0.0,185896.03150566996
1.0,3.0,0.1,173054.1650257466
1.0,3.0,0.2,160212.29854582323
1.0,3.0,0.30000000000000004,147370.43206589986
1.0,3.0,0.4,134528.56558597647
1.0,3.0,0.5,121686.6991060531
1.0,3.0,0.6000000000000001,108844.83262612972
1.0,3.0,0.7000000000000001,96002.96614620632
1.0,3.0,0.8,83161.09966628297
1.0,3.0,0.9,70319.2331863596
1.0,3.0,1.0,57477.36670643623
1.0,4.0,0.0,271405.88197016524
1.0,4.0,0.1,258564.0154902419
1.0,4.0,0.2,245722.1490103185
1.0,4.0,0.30000000000000004,232880.28253039514
1.0,4.0,0.4,220038.41605047174
1.0,4.0,0.5,207196.54957054838
1.0,4.0,0.6000000000000001,194354.68309062498
1.0,4.0,0.7000000000000001,181512.8166107016
1.0,4.0,0.8,168670.95013077825
1.0,4.0,0.9,155829.08365085488
1.0,4.0,1.0,142987.21717093152
1.0,5.0,0.0,356915.73243466055
1.0,5.0,0.1,344073.8659547371
1.0,5.0,0.2,331231.99947481375
1.0,5.0,0.30000000000000004,318390.13299489033
1.0,5.0,0.4,305548.26651496696
1.0,5.0,0.5,292706.4000350436
1.0,5.0,0.6000000000000001,279864.53355512023
1.0,5.0,0.7000000000000001,267022.66707519686
1.0,5.0,0.8,254180.8005952735
1.0,5.0,0.9,241338.9341153501
1.0,5.0,1.0,228497.06763542676
1.25,0.1,0.0,-72533.58056003839
1.25,0.1,0.1,-85375.44703996174
1.25,0.1,0.2,-98217.31351988512
1.25,0.1,0.30000000000000004,-111059.1799998085
1.25,0.1,0.4,-123901.0464797319
1.25,0.1,0.5,-136742.91295965525
1.25,0.1,0.6000000000000001,-149584.77943957862
1.25,0.1,0.7000000000000001,-162426.645919502
1.25,0.1,0.8,-175268.51239942538
1.25,0.1,0.9,-188110.37887934878
1.25,0.1,1.0,-200952.24535927214
1.25,0.5,0.0,-38329.640374240276
1.25,0.5,0.1,-51171.50685416365
1.25,0.5,0.2,-64013.37333408703
1.25,0.5,0.30000000000000004,-76855.2398140104
1.25,0.5,0.4,-89697.10629393379
1.25,0.5,0.5,-102538.97277385715
1.25,0.5,0.6000000000000001,-115380.83925378052
1.25,0.5,0.7000000000000001,-128222.70573370392
1.25,0.5,0.8,-141064.57221362728
1.25,0.5,0.9,-153906.43869355065
1.25,0.5,1.0,-166748.30517347404
1.25,0.75,0.0,-16952.177758116464
1.25,0.75,0.1,-29794.044238039834
1.25,0.75,0.2,-42635.910717963205
1.25,0.75,0.30000000000000004,-55477.77719788659
1.25,0.75,0.4,-68319.64367780996
1.25,0.75,0.5,-81161.51015773336
1.25,0.75,0.6000000000000001,-94003.37663765672
1.25,0.75,0.7000000000000001,-106845.24311758009
1.25,0.75,0.8,-119687.10959750347
1.25,0.75,0.9,-132528.97607742684
1.25,0.75,1.0,-145370.8425573502
1.25,1.0,0.0,4425.284858007354
1.25,1.0,0.1,-8416.58162191602
1.25,1.0,0.2,-21258.448101839396
1.25,1.0,0.30000000000000004,-34100.314581762774
1.25,1.0,0.4,-46942.18106168614
1.25,1.0,0.5,-59784.047541609514
1.25,1.0,0.6000000000000001,-72625.91402153291
1.25,1.0,0.7000000000000001,-85467.78050145626
1.25,1.0,0.8,-98309.64698137964
1.25,1.0,0.9,-111151.51346130302
1.25,1.0,1.0,-123993.37994122639
1.25,1.25,0.0,25802.747474131163
1.25,1.25,0.1,12960.880994207788
1.25,1.25,0.2,119.0145142844126
1.25,1.25,0.30000000000000004,-12722.851965638965
1.25,1.25,0.4,-25564.71844556234
1.25,1.25,0.5,-38406.58492548571
1.25,1.25,0.6000000000000001,-51248.4514054091
1.25,1.25,0.7000000000000001,-64090.317885332464
1.25,1.25,0.8,-76932.18436525583
1.25,1.25,0.9,-89774.05084517921
1.25,1.25,1.0,-102615.91732510258
1.25,1.5,0.0,47180.210090254994
1.25,1.5,0.1,34338.34361033161
1.25,1.5,0.2,21496.47713040824
1.25,1.5,0.30000000000000004,8654.610650484861
1.25,1.5,0.4,-4187.255829438511
1.25,1.5,0.5,-17029.122309361883
1.25,1.5,0.6000000000000001,-29870.988789285264
1.25,1.5,0.7000000000000001,-42712.85526920865
1.25,1.5,0.8,-55554.72174913201
1.25,1.5,0.9,-68396.58822905539
1.25,1.5,1.0,-81238.45470897875
1.25,2.0,0.0,89935.13532250263
1.25,2.0,0.1,77093.26884257924
1.25,2.0,0.2,64251.40236265587
1.25,2.0,0.30000000000000004,51409.535882732496
1.25,2.0,0.4,38567.669402809115
1.25,2.0,0.5,25725.80292288575
1.25,2.0,0.6000000000000001,12883.93644296237
1.25,2.0,0.7000000000000001,42.06996303899484
1.25,2.0,0.8,-12799.796516884375
1.25,2.0,0.9,-25641.662996807743
1.25,2.0,1.0,-38483.52947673111
1.25,3.0,0.0,175444.9857869979
1.25,3.0,0.1,162603.11930707455
1.25,3.0,0.2,149761.25282715115
1.25,3.0,0.30000000000000004,136919.38634722776
1.25,3.0,0.4,124077.51986730439
1.25,3.0,0.5,111235.65338738101
1.25,3.0,0.6000000000000001,98393.78690745763
1.25,3.0,0.7000000000000001,85551.92042753428
1.25,3.0,0.8,72710.0539476109
1.25,3.0,0.9,59868.18746768753
1.25,3.0,1.0,47026.32098776416
1.25,4.0,0.0,260954.83625149317
1.25,4.0,0.1,248112.96977156977
1.25,4.0,0.2,235271.1032916464
1.25,4.0,0.30000000000000004,222429.23681172307
1.25,4.0,0.4,209587.3703317997
1.25,4.0,0.5,196745.5038518763
1.25,4.0,0.6000000000000001,183903.6373719529
1.25,4.0,0.7000000000000001,171061.77089202954
1.25,4.0,0.8,158219.90441210617
1.25,4.0,0.9,145378.03793218278
1.25,4.0,1.0,132536.1714522594
1.25,5.0,0.0,346464.68671598844
1.25,5.0,0.1,333622.82023606496
1.25,5.0,0.2,320780.95375614165
1.25,5.0,0.30000000000000004,307939.08727621834
1.25,5.0,0.4,295097.2207962949
1.25,5.0,0.5,282255.35431637155
1.25,5.0,0.6000000000000001,269413.4878364482
1.25,5.0,0.7000000000000001,256571.62135652473
1.25,5.0,0.8,243729.75487660134
1.25,5.0,0.9,230887.88839667803
1.25,5.0,1.0,218046.02191675466
1.5,0.1,0.0,-82984.62627871048
1.5,0.1,0.1,-95826.49275863386
1.5,0.1,0.2,-108668.35923855724
1.5,0.1,0.30000000000000004,-121510.2257184806
1.5,0.1,0.4,-134352.092198404
1.5,0.1,0.5,-147193.95867832736
1.5,0.1,0.6000000000000001,-160035.82515825075
1.5,0.1,0.7000000000000001,-172877.69163817412
1.5,0.1,0.8,-185719.55811809746
1.5,0.1,0.9,-198561.42459802085
1.5,0.1,1.0,-211403.2910779442
1.5,0.5,0.0,-48780.686092912365
1.5,0.5,0.1,-61622.552572835746
1.5,0.5,0.2,-74464.41905275913
1.5,0.5,0.30000000000000004,-87306.2855326825
1.5,0.5,0.4,-100148.15201260587
1.5,0.5,0.5,-112990.01849252926
1.5,0.5,0.6000000000000001,-125831.88497245264
1.5,0.5,0.7000000000000001,-138673.751452376
1.5,0.5,0.8,-151515.61793229938
1.5,0.5,0.9,-164357.48441222272
1.5,0.5,1.0,-177199.35089214612
1.5,0.75,0.0,-27403.223476788557
1.5,0.75,0.1,-40245.089956711934
1.5,0.75,0.2,-53086.95643663531
1.5,0.75,0.30000000000000004,-65928.8229165587
1.5,0.75,0.4,-78770.68939648205
1.5,0.75,0.5,-91612.55587640543
1.5,0.75,0.6000000000000001,-104454.42235632883
1.5,0.75,0.7000000000000001,-117296.28883625216
1.5,0.75,0.8,-130138.15531617556
1.5,0.75,0.9,-142980.02179609894
1.5,0.75,1.0,-155821.88827602228
1.5,1.0,0.0,-6025.760860664739
1.5,1.0,0.1,-18867.62734058811
1.5,1.0,0.2,-31709.49382051149
1.5,1.0,0.30000000000000004,-44551.36030043486
1.5,1.0,0.4,-57393.22678035824
1.5,1.0,0.5,-70235.0932602816
1.5,1.0,0.6000000000000001,-83076.959740205
1.5,1.0,0.7000000000000001,-95918.82622012837
1.5,1.0,0.8,-108760.69270005176
1.5,1.0,0.9,-121602.55917997511
1.5,1.0,1.0,-134444.4256598985
1.5,1.25,0.0,15351.701755459067
1.5,1.25,0.1,2509.835275535695
1.5,1.25,0.2,-10332.031204387678
1.5,1.25,0.30000000000000004,-23173.89768431106
1.5,1.25,0.4,-36015.76416423443
1.5,1.25,0.5,-48857.6306441578
1.5,1.25,0.6000000000000001,-61699.49712408119
1.5,1.25,0.7000000000000001,-74541.36360400457
1.5,1.25,0.8,-87383.23008392793
1.5,1.25,0.9,-100225.09656385133
1.5,1.25,1.0,-113066.96304377468
1.5,1.5,0.0,36729.16437158289
1.5,1.5,0.1,23887.29789165952
1.5,1.5,0.2,11045.431411736146
1.5,1.5,0.30000000000000004,-1796.4350681872322
1.5,1.5,0.4,-14638.301548110605
1.5,1.5,0.5,-27480.16802803398
1.5,1.5,0.6000000000000001,-40322.03450795737
1.5,1.5,0.7000000000000001,-53163.90098788074
1.5,1.5,0.8,-66005.76746780411
1.5,1.5,0.9,-78847.63394772747
1.5,1.5,1.0,-91689.50042765086
1.5,2.0,0.0,79484.08960383054
1.5,2.0,0.1,66642.22312390716
1.5,2.0,0.2,53800.35664398378
1.5,2.0,0.30000000000000004,40958.49016406039
1.5,2.0,0.4,28116.62368413703
1.5,2.0,0.5,15274.757204213662
1.5,2.0,0.6000000000000001,2432.890724290273
1.5,2.0,0.7000000000000001,-10408.975755633099
1.5,2.0,0.8,-23250.84223555647
1.5,2.0,0.9,-36092.70871547984
1.5,2.0,1.0,-48934.57519540322
1.5,3.0,0.0,164993.9400683258
1.5,3.0,0.1,152152.07358840242
1.5,3.0,0.2,139310.20710847905
1.5,3.0,0.30000000000000004,126468.34062855566
1.5,3.0,0.4,113626.47414863229
1.5,3.0,0.5,100784.60766870894
1.5,3.0,0.6000000000000001,87942.74118878554
