electricity_multiplier,gas_multiplier,renovation_cost_multiplier,average_savings
1.5,3.0,0.7000000000000001,75100.87470886217
1.5,3.0,0.8,62259.0082289388
1.5,3.0,0.9,49417.14174901543
1.5,3.0,1.0,36575.27526909205
1.5,4.0,0.0,250503.79053282112
1.5,4.0,0.1,237661.92405289764
1.5,4.0,0.2,224820.05757297433
1.5,4.0,0.30000000000000004,211978.19109305096
1.5,4.0,0.4,199136.32461312757
1.5,4.0,0.5,186294.4581332042
1.5,4.0,0.6000000000000001,173452.5916532808
1.5,4.0,0.7000000000000001,160610.72517335744
1.5,4.0,0.8,147768.85869343407
1.5,4.0,0.9,134926.99221351073
1.5,4.0,1.0,122085.12573358731
1.5,5.0,0.0,336013.6409973163
1.5,5.0,0.1,323171.774517393
1.5,5.0,0.2,310329.90803746955
1.5,5.0,0.30000000000000004,297488.0415575462
1.5,5.0,0.4,284646.17507762276
1.5,5.0,0.5,271804.30859769945
1.5,5.0,0.6000000000000001,258962.44211777605
1.5,5.0,0.7000000000000001,246120.5756378527
1.5,5.0,0.8,233278.7091579293
1.5,5.0,0.9,220436.84267800592
1.5,5.0,1.0,207594.97619808256
2.0,0.1,0.0,-103886.7177160546
2.0,0.1,0.1,-116728.58419597798
2.0,0.1,0.2,-129570.45067590135
2.0,0.1,0.30000000000000004,-142412.3171558247
2.0,0.1,0.4,-155254.18363574808
2.0,0.1,0.5,-168096.05011567147
2.0,0.1,0.6000000000000001,-180937.91659559487
2.0,0.1,0.7000000000000001,-193779.78307551818
2.0,0.1,0.8,-206621.64955544157
2.0,0.1,0.9,-219463.51603536497
2.0,0.1,1.0,-232305.3825152883
2.0,0.5,0.0,-69682.7775302565
2.0,0.5,0.1,-82524.64401017987
2.0,0.5,0.2,-95366.51049010325
2.0,0.5,0.30000000000000004,-108208.37697002661
2.0,0.5,0.4,-121050.24344994998
2.0,0.5,0.5,-133892.10992987338
2.0,0.5,0.6000000000000001,-146733.97640979674
2.0,0.5,0.7000000000000001,-159575.84288972014
2.0,0.5,0.8,-172417.70936964347
2.0,0.5,0.9,-185259.57584956684
2.0,0.5,1.0,-198101.4423294902
2.0,0.75,0.0,-48305.31491413267
2.0,0.75,0.1,-61147.18139405605
2.0,0.75,0.2,-73989.04787397942
2.0,0.75,0.30000000000000004,-86830.9143539028
2.0,0.75,0.4,-99672.78083382617
2.0,0.75,0.5,-112514.64731374955
2.0,0.75,0.6000000000000001,-125356.51379367293
2.0,0.75,0.7000000000000001,-138198.3802735963
2.0,0.75,0.8,-151040.24675351963
2.0,0.75,0.9,-163882.11323344303
2.0,0.75,1.0,-176723.9797133664
2.0,1.0,0.0,-26927.852298008856
2.0,1.0,0.1,-39769.71877793223
2.0,1.0,0.2,-52611.58525785561
2.0,1.0,0.30000000000000004,-65453.45173777899
2.0,1.0,0.4,-78295.31821770236
2.0,1.0,0.5,-91137.18469762572
2.0,1.0,0.6000000000000001,-103979.0511775491
2.0,1.0,0.7000000000000001,-116820.9176574725
2.0,1.0,0.8,-129662.78413739585
2.0,1.0,0.9,-142504.65061731925
2.0,1.0,1.0,-155346.51709724258
2.0,1.25,0.0,-5550.389681885048
2.0,1.25,0.1,-18392.256161808426
2.0,1.25,0.2,-31234.1226417318
2.0,1.25,0.30000000000000004,-44075.989121655184
2.0,1.25,0.4,-56917.85560157855
2.0,1.25,0.5,-69759.72208150192
2.0,1.25,0.6000000000000001,-82601.5885614253
2.0,1.25,0.7000000000000001,-95443.45504134867
2.0,1.25,0.8,-108285.32152127204
2.0,1.25,0.9,-121127.18800119542
2.0,1.25,1.0,-133969.05448111877
2.0,1.5,0.0,15827.072934238779
2.0,1.5,0.1,2985.206454315403
2.0,1.5,0.2,-9856.660025607975
2.0,1.5,0.30000000000000004,-22698.52650553135
2.0,1.5,0.4,-35540.392985454724
2.0,1.5,0.5,-48382.2594653781
2.0,1.5,0.6000000000000001,-61224.12594530148
2.0,1.5,0.7000000000000001,-74065.99242522485
2.0,1.5,0.8,-86907.85890514824
2.0,1.5,0.9,-99749.7253850716
2.0,1.5,1.0,-112591.59186499497
2.0,2.0,0.0,58581.99816648641
2.0,2.0,0.1,45740.131686563036
2.0,2.0,0.2,32898.26520663966
2.0,2.0,0.30000000000000004,20056.398726716285
2.0,2.0,0.4,7214.532246792914
2.0,2.0,0.5,-5627.3342331304575
2.0,2.0,0.6000000000000001,-18469.200713053848
2.0,2.0,0.7000000000000001,-31311.067192977214
2.0,2.0,0.8,-44152.93367290059
2.0,2.0,0.9,-56994.80015282396
2.0,2.0,1.0,-69836.66663274734
2.0,3.0,0.0,144091.84863098167
2.0,3.0,0.1,131249.9821510583
2.0,3.0,0.2,118408.11567113493
2.0,3.0,0.30000000000000004,105566.24919121158
2.0,3.0,0.4,92724.38271128818
2.0,3.0,0.5,79882.51623136482
2.0,3.0,0.6000000000000001,67040.64975144142
2.0,3.0,0.7000000000000001,54198.783271518056
2.0,3.0,0.8,41356.91679159468
2.0,3.0,0.9,28515.05031167131
2.0,3.0,1.0,15673.18383174794
2.0,4.0,0.0,229601.69909547697
2.0,4.0,0.1,216759.83261555358
2.0,4.0,0.2,203917.9661356302
2.0,4.0,0.30000000000000004,191076.0996557068
2.0,4.0,0.4,178234.23317578345
2.0,4.0,0.5,165392.36669586008
2.0,4.0,0.6000000000000001,152550.50021593668
2.0,4.0,0.7000000000000001,139708.63373601332
2.0,4.0,0.8,126866.76725608997
2.0,4.0,0.9,114024.9007761666
2.0,4.0,1.0,101183.0342962432
2.0,5.0,0.0,315111.5495599722
2.0,5.0,0.1,302269.6830800488
2.0,5.0,0.2,289427.81660012546
2.0,5.0,0.30000000000000004,276585.9501202021
2.0,5.0,0.4,263744.0836402787
2.0,5.0,0.5,250902.21716035533
2.0,5.0,0.6000000000000001,238060.35068043193
2.0,5.0,0.7000000000000001,225218.48420050854
2.0,5.0,0.8,212376.61772058517
2.0,5.0,0.9,199534.7512406618
2.0,5.0,1.0,186692.8847607384
3.0,0.1,0.0,-145690.9005907429
3.0,0.1,0.1,-158532.76707066625
3.0,0.1,0.2,-171374.63355058964
3.0,0.1,0.30000000000000004,-184216.500030513
3.0,0.1,0.4,-197058.3665104364
3.0,0.1,0.5,-209900.23299035977
3.0,0.1,0.6000000000000001,-222742.09947028317
3.0,0.1,0.7000000000000001,-235583.96595020648
3.0,0.1,0.8,-248425.83243012987
3.0,0.1,0.9,-261267.69891005324
3.0,0.1,1.0,-274109.56538997666
3.0,0.5,0.0,-111486.9604049448
3.0,0.5,0.1,-124328.82688486818
3.0,0.5,0.2,-137170.69336479154
3.0,0.5,0.30000000000000004,-150012.5598447149
3.0,0.5,0.4,-162854.4263246383
3.0,0.5,0.5,-175696.29280456167
3.0,0.5,0.6000000000000001,-188538.15928448504
3.0,0.5,0.7000000000000001,-201380.02576440846
3.0,0.5,0.8,-214221.8922443318
3.0,0.5,0.9,-227063.7587242552
3.0,0.5,1.0,-239905.62520417853
3.0,0.75,0.0,-90109.49778882097
3.0,0.75,0.1,-102951.36426874435
3.0,0.75,0.2,-115793.23074866773
3.0,0.75,0.30000000000000004,-128635.09722859111
3.0,0.75,0.4,-141476.9637085145
3.0,0.75,0.5,-154318.83018843786
3.0,0.75,0.6000000000000001,-167160.69666836123
3.0,0.75,0.7000000000000001,-180002.56314828462
3.0,0.75,0.8,-192844.429628208
3.0,0.75,0.9,-205686.29610813136
3.0,0.75,1.0,-218528.1625880547
3.0,1.0,0.0,-68732.03517269717
3.0,1.0,0.1,-81573.90165262054
3.0,1.0,0.2,-94415.76813254392
3.0,1.0,0.30000000000000004,-107257.63461246729
3.0,1.0,0.4,-120099.50109239068
3.0,1.0,0.5,-132941.36757231405
3.0,1.0,0.6000000000000001,-145783.2340522374
3.0,1.0,0.7000000000000001,-158625.10053216078
3.0,1.0,0.8,-171466.96701208418
3.0,1.0,0.9,-184308.83349200754
3.0,1.0,1.0,-197150.69997193088
3.0,1.25,0.0,-47354.57255657336
3.0,1.25,0.1,-60196.43903649673
3.0,1.25,0.2,-73038.3055164201
3.0,1.25,0.30000000000000004,-85880.17199634349
3.0,1.25,0.4,-98722.03847626685
3.0,1.25,0.5,-111563.90495619022
3.0,1.25,0.6000000000000001,-124405.7714361136
3.0,1.25,0.7000000000000001,-137247.63791603697
3.0,1.25,0.8,-150089.50439596036
3.0,1.25,0.9,-162931.37087588373
3.0,1.25,1.0,-175773.2373558071
3.0,1.5,0.0,-25977.10994044952
3.0,1.5,0.1,-38818.9764203729
3.0,1.5,0.2,-51660.84290029629
3.0,1.5,0.30000000000000004,-64502.70938021965
3.0,1.5,0.4,-77344.57586014303
3.0,1.5,0.5,-90186.44234006641
3.0,1.5,0.6000000000000001,-103028.30881998978
3.0,1.5,0.7000000000000001,-115870.17529991316
3.0,1.5,0.8,-128712.04177983652
3.0,1.5,0.9,-141553.90825975992
3.0,1.5,1.0,-154395.7747396833
3.0,2.0,0.0,16777.815291798106
3.0,2.0,0.1,3935.9488118747336
3.0,2.0,0.2,-8905.917668048642
3.0,2.0,0.30000000000000004,-21747.78414797202
3.0,2.0,0.4,-34589.65062789539
3.0,2.0,0.5,-47431.51710781877
3.0,2.0,0.6000000000000001,-60273.383587742144
3.0,2.0,0.7000000000000001,-73115.25006766552
3.0,2.0,0.8,-85957.1165475889
3.0,2.0,0.9,-98798.98302751227
3.0,2.0,1.0,-111640.84950743562
3.0,3.0,0.0,102287.66575629337
3.0,3.0,0.1,89445.79927637
3.0,3.0,0.2,76603.93279644664
3.0,3.0,0.30000000000000004,63762.06631652324
3.0,3.0,0.4,50920.19983659988
3.0,3.0,0.5,38078.3333566765
3.0,3.0,0.6000000000000001,25236.466876753126
3.0,3.0,0.7000000000000001,12394.600396829752
3.0,3.0,0.8,-447.2660830936205
3.0,3.0,0.9,-13289.132563016992
3.0,3.0,1.0,-26130.999042940362
3.0,4.0,0.0,187797.51622078862
3.0,4.0,0.1,174955.6497408653
3.0,4.0,0.2,162113.7832609419
3.0,4.0,0.30000000000000004,149271.91678101852
3.0,4.0,0.4,136430.05030109515
3.0,4.0,0.5,123588.18382117177
3.0,4.0,0.6000000000000001,110746.31734124839
3.0,4.0,0.7000000000000001,97904.450861325
3.0,4.0,0.8,85062.58438140164
3.0,4.0,0.9,72220.71790147827
3.0,4.0,1.0,59378.85142155491
3.0,5.0,0.0,273307.36668528384
3.0,5.0,0.1,260465.50020536053
3.0,5.0,0.2,247623.6337254371
3.0,5.0,0.30000000000000004,234781.76724551374
3.0,5.0,0.4,221939.90076559034
3.0,5.0,0.5,209098.03428566703
3.0,5.0,0.6000000000000001,196256.16780574364
3.0,5.0,0.7000000000000001,183414.30132582024
3.0,5.0,0.8,170572.4348458969
3.0,5.0,0.9,157730.5683659735
3.0,5.0,1.0,144888.7018860501
4.0,0.1,0.0,-187495.08346543112
4.0,0.1,0.1,-200336.9499453545
4.0,0.1,0.2,-213178.81642527788
4.0,0.1,0.30000000000000004,-226020.68290520128
4.0,0.1,0.4,-238862.5493851246
4.0,0.1,0.5,-251704.415865048
4.0,0.1,0.6000000000000001,-264546.2823449714
4.0,0.1,0.7000000000000001,-277388.1488248948
4.0,0.1,0.8,-290230.0153048181
4.0,0.1,0.9,-303071.88178474153
4.0,0.1,1.0,-315913.7482646649
4.0,0.5,0.0,-153291.14327963302
4.0,0.5,0.1,-166133.0097595564
4.0,0.5,0.2,-178974.87623947978
4.0,0.5,0.30000000000000004,-191816.74271940318
4.0,0.5,0.4,-204658.60919932654
4.0,0.5,0.5,-217500.4756792499
4.0,0.5,0.6000000000000001,-230342.3421591733
4.0,0.5,0.7000000000000001,-243184.20863909667
4.0,0.5,0.8,-256026.07511902007
4.0,0.5,0.9,-268867.94159894343
4.0,0.5,1.0,-281709.8080788668
4.0,0.75,0.0,-131913.68066350924
4.0,0.75,0.1,-144755.5471434326
4.0,0.75,0.2,-157597.41362335597
4.0,0.75,0.30000000000000004,-170439.28010327936
4.0,0.75,0.4,-183281.14658320273
4.0,0.75,0.5,-196123.0130631261
4.0,0.75,0.6000000000000001,-208964.87954304946
4.0,0.75,0.7000000000000001,-221806.74602297286
4.0,0.75,0.8,-234648.6125028962
4.0,0.75,0.9,-247490.4789828196
4.0,0.75,1.0,-260332.34546274296
4.0,1.0,0.0,-110536.21804738541
4.0,1.0,0.1,-123378.08452730878
4.0,1.0,0.2,-136219.95100723216
4.0,1.0,0.30000000000000004,-149061.81748715552
4.0,1.0,0.4,-161903.6839670789
4.0,1.0,0.5,-174745.5504470023
4.0,1.0,0.6000000000000001,-187587.41692692568
4.0,1.0,0.7000000000000001,-200429.28340684905
4.0,1.0,0.8,-213271.14988677241
4.0,1.0,0.9,-226113.0163666958
4.0,1.0,1.0,-238954.88284661915
4.0,1.25,0.0,-89158.75543126161
4.0,1.25,0.1,-102000.62191118496
4.0,1.25,0.2,-114842.48839110835
4.0,1.25,0.30000000000000004,-127684.35487103173
4.0,1.25,0.4,-140526.2213509551
4.0,1.25,0.5,-153368.08783087847
4.0,1.25,0.6000000000000001,-166209.95431080187
4.0,1.25,0.7000000000000001,-179051.82079072524
4.0,1.25,0.8,-191893.6872706486
4.0,1.25,0.9,-204735.55375057197
4.0,1.25,1.0,-217577.42023049534
4.0,1.5,0.0,-67781.29281513777
4.0,1.5,0.1,-80623.15929506114
4.0,1.5,0.2,-93465.02577498452
4.0,1.5,0.30000000000000004,-106306.89225490789
4.0,1.5,0.4,-119148.75873483128
4.0,1.5,0.5,-131990.62521475466
4.0,1.5,0.6000000000000001,-144832.49169467803
4.0,1.5,0.7000000000000001,-157674.3581746014
4.0,1.5,0.8,-170516.2246545248
4.0,1.5,0.9,-183358.0911344482
4.0,1.5,1.0,-196199.9576143715
4.0,2.0,0.0,-25026.367582890136
4.0,2.0,0.1,-37868.234062813506
4.0,2.0,0.2,-50710.10054273688
4.0,2.0,0.30000000000000004,-63551.96702266027
4.0,2.0,0.4,-76393.83350258364
4.0,2.0,0.5,-89235.69998250702
4.0,2.0,0.6000000000000001,-102077.5664624304
4.0,2.0,0.7000000000000001,-114919.43294235377
4.0,2.0,0.8,-127761.29942227715
4.0,2.0,0.9,-140603.1659022005
4.0,2.0,1.0,-153445.0323821239
4.0,3.0,0.0,60483.48288160513
4.0,3.0,0.1,47641.616401681764
4.0,3.0,0.2,34799.74992175838
4.0,3.0,0.30000000000000004,21957.88344183501
4.0,3.0,0.4,9116.016961911635
4.0,3.0,0.5,-3725.849518011736
4.0,3.0,0.6000000000000001,-16567.715997935124
4.0,3.0,0.7000000000000001,-29409.582477858494
4.0,3.0,0.8,-42251.44895778186
4.0,3.0,0.9,-55093.315437705234
4.0,3.0,1.0,-67935.18191762861
4.0,4.0,0.0,145993.3333461004
4.0,4.0,0.1,133151.466866177
4.0,4.0,0.2,120309.60038625365
4.0,4.0,0.30000000000000004,107467.73390633028
4.0,4.0,0.4,94625.8674264069
4.0,4.0,0.5,81784.00094648355
4.0,4.0,0.6000000000000001,68942.13446656015
4.0,4.0,0.7000000000000001,56100.267986636776
4.0,4.0,0.8,43258.40150671341
4.0,4.0,0.9,30416.535026790032
4.0,4.0,1.0,17574.668546866662
4.0,5.0,0.0,231503.18381059563
4.0,5.0,0.1,218661.31733067226
4.0,5.0,0.2,205819.45085074886
4.0,5.0,0.30000000000000004,192977.58437082553
4.0,5.0,0.4,180135.71789090213
4.0,5.0,0.5,167293.85141097876
4.0,5.0,0.6000000000000001,154451.98493105537
4.0,5.0,0.7000000000000001,141610.11845113203
4.0,5.0,0.8,128768.25197120864
4.0,5.0,0.9,115926.38549128525
4.0,5.0,1.0,103084.51901136189
5.0,0.1,0.0,-229299.2663401194
5.0,0.1,0.1,-242141.13282004275
5.0,0.1,0.2,-254982.99929996612
5.0,0.1,0.30000000000000004,-267824.8657798895
5.0,0.1,0.4,-280666.7322598129
5.0,0.1,0.5,-293508.59873973625
5.0,0.1,0.6000000000000001,-306350.4652196597
5.0,0.1,0.7000000000000001,-319192.33169958304
5.0,0.1,0.8,-332034.1981795064
5.0,0.1,0.9,-344876.0646594298
5.0,0.1,1.0,-357717.93113935314
5.0,0.5,0.0,-195095.32615432126
5.0,0.5,0.1,-207937.19263424468
5.0,0.5,0.2,-220779.05911416805
5.0,0.5,0.30000000000000004,-233620.92559409142
5.0,0.5,0.4,-246462.79207401478
5.0,0.5,0.5,-259304.65855393818
5.0,0.5,0.6000000000000001,-272146.5250338616
5.0,0.5,0.7000000000000001,-284988.39151378494
5.0,0.5,0.8,-297830.2579937083
5.0,0.5,0.9,-310672.1244736317
5.0,0.5,1.0,-323513.99095355504
5.0,0.75,0.0,-173717.8635381975
5.0,0.75,0.1,-186559.73001812084
5.0,0.75,0.2,-199401.5964980442
5.0,0.75,0.30000000000000004,-212243.4629779676
5.0,0.75,0.4,-225085.329457891
5.0,0.75,0.5,-237927.19593781437
5.0,0.75,0.6000000000000001,-250769.0624177378
5.0,0.75,0.7000000000000001,-263610.9288976611
5.0,0.75,0.8,-276452.7953775845
5.0,0.75,0.9,-289294.66185750783
5.0,0.75,1.0,-302136.52833743114
5.0,1.0,0.0,-152340.40092207363
5.0,1.0,0.1,-165182.2674019971
5.0,1.0,0.2,-178024.1338819204
5.0,1.0,0.30000000000000004,-190866.0003618438
5.0,1.0,0.4,-203707.86684176713
5.0,1.0,0.5,-216549.73332169052
5.0,1.0,0.6000000000000001,-229391.59980161392
5.0,1.0,0.7000000000000001,-242233.46628153732
5.0,1.0,0.8,-255075.33276146062
5.0,1.0,0.9,-267917.19924138405
5.0,1.0,1.0,-280759.0657213074
5.0,1.25,0.0,-130962.93830594985
5.0,1.25,0.1,-143804.80478587325
5.0,1.25,0.2,-156646.67126579658
5.0,1.25,0.30000000000000004,-169488.53774571998
5.0,1.25,0.4,-182330.40422564335
5.0,1.25,0.5,-195172.27070556674
5.0,1.25,0.6000000000000001,-208014.1371854901
5.0,1.25,0.7000000000000001,-220856.00366541347
5.0,1.25,0.8,-233697.87014533684
5.0,1.25,0.9,-246539.7366252602
5.0,1.25,1.0,-259381.6031051836
5.0,1.5,0.0,-109585.47568982602
5.0,1.5,0.1,-122427.3421697494
5.0,1.5,0.2,-135269.20864967277
5.0,1.5,0.30000000000000004,-148111.07512959614
5.0,1.5,0.4,-160952.9416095195
5.0,1.5,0.5,-173794.8080894429
5.0,1.5,0.6000000000000001,-186636.6745693663
5.0,1.5,0.7000000000000001,-199478.5410492897
5.0,1.5,0.8,-212320.40752921306
5.0,1.5,0.9,-225162.27400913637
5.0,1.5,1.0,-238004.14048905973
5.0,2.0,0.0,-66830.55045757839
5.0,2.0,0.1,-79672.41693750177
5.0,2.0,0.2,-92514.28341742513
5.0,2.0,0.30000000000000004,-105356.14989734853
5.0,2.0,0.4,-118198.01637727191
5.0,2.0,0.5,-131039.88285719525
5.0,2.0,0.6000000000000001,-143881.74933711867
5.0,2.0,0.7000000000000001,-156723.615817042
5.0,2.0,0.8,-169565.4822969654
5.0,2.0,0.9,-182407.34877688877
5.0,2.0,1.0,-195249.21525681217
5.0,3.0,0.0,18679.300006916885
5.0,3.0,0.1,5837.433526993506
5.0,3.0,0.2,-7004.432952929868
5.0,3.0,0.30000000000000004,-19846.299432853248
5.0,3.0,0.4,-32688.165912776618
5.0,3.0,0.5,-45530.0323927
5.0,3.0,0.6000000000000001,-58371.89887262337
5.0,3.0,0.7000000000000001,-71213.76535254675
5.0,3.0,0.8,-84055.63183247013
5.0,3.0,0.9,-96897.4983123935
5.0,3.0,1.0,-109739.36479231685
5.0,4.0,0.0,104189.15047141214
5.0,4.0,0.1,91347.28399148879
5.0,4.0,0.2,78505.4175115654
5.0,4.0,0.30000000000000004,65663.55103164201
5.0,4.0,0.4,52821.68455171865
5.0,4.0,0.5,39979.81807179528
5.0,4.0,0.6000000000000001,27137.951591871897
5.0,4.0,0.7000000000000001,14296.08511194852
5.0,4.0,0.8,1454.2186320251503
5.0,4.0,0.9,-11387.647847898223
5.0,4.0,1.0,-24229.51432782159
5.0,5.0,0.0,189699.0009359074
5.0,5.0,0.1,176857.134455984
5.0,5.0,0.2,164015.26797606066
5.0,5.0,0.30000000000000004,151173.40149613726
5.0,5.0,0.4,138331.5350162139
5.0,5.0,0.5,125489.66853629051
5.0,5.0,0.6000000000000001,112647.80205636713
5.0,5.0,0.7000000000000001,99805.93557644375
5.0,5.0,0.8,86964.06909652038
5.0,5.0,0.9,74122.202616597
5.0,5.0,1.0,61280.336136673635
