,full_id,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1846983.2309463136,-7117592.199611279,-5270608.968664966,0.16888711210711024
1,w24853840,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-135770.4884970877,-643090.7915086905,-507320.3030116027,0.16888711210711024
2,w24853841,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-571361.1872066937,-2746392.471478347,-2175031.2842716537,0.16888711210711024
3,w25538793,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-51481.62126278791,-299662.39123996574,-248180.76997717784,0.18346112685747
4,w27689586,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-591319.9373990663,-222303.23728136194,0.16888711210711024
5,w28994179,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-1489477.4021214219,-559960.2303373105,0.16888711210711024
6,w28994181,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-801214.2805045493,-301211.77563477826,0.16888711210711024
7,w29249266,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-6666899.4924428845,-2506381.4799116277,0.16888711210711024
8,w30213059,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-307897.93044858123,-964007.9511856919,-656110.0207371106,0.16888711210711024
9,w50930444,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-509368.99338712863,-2612717.496848084,-2103348.5034609553,0.16888711210711024
10,w50930445,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-311811.26197281596,-1777880.5288407218,-1466069.2668679059,0.16888711210711024
11,w50930458,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-93405.72722596636,-899788.0833682806,-806382.3561423142,0.16888711210711024
12,w50930471,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-398187.53235364717,-1890155.0403351488,-1491967.5079815015,0.16888711210711024
13,w50930472,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-2616249.0099739637,-983563.359979969,0.16888711210711024
14,w50930478,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1683011.8342222045,-632718.3567936127,0.16888711210711024
15,w50930479,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-286197.7398739402,-1426766.0599821112,-1140568.320108171,0.16888711210711024
