,full_id,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,consumer_size_renovated,consumer_size_unrenovated,npv_unrenovated_25years_ir_0.05_gas,npv_renovated_25years_ir_0.05_dh,savings_npv_25years_ir_0.05,NFA
28,w98916079,trade,133751.88480733606,167189.85600917006,503916.8562605286,559907.618067254,nr2,nr2,-777293.7327178841,-971401.272726604,-194107.5400087199,3334.9361924076916
29,w98916080,other,104082.21116258297,130102.76395322871,385409.83654958865,428233.15172176517,nr2,nr2,-594496.188718355,-695801.2705259558,-101305.0818076008,2976.303781049745
30,w98916086,other,20686.516731325537,25858.14591415692,84265.32015590335,93628.13350655927,nr1,nr2,-129979.58776117284,-181363.94701483016,-51384.35925365733,294.4025758753764
31,w98916091,trade,65522.69205707044,81903.36507133805,65522.69205707044,72802.99117452271,nr2,nr2,-101069.01020281287,0.0,101069.01020281287,1116.7099465291947
32,w98916094,trade,13612.2294499376,17015.286812422,46278.56665361178,51420.6296151242,nr1,nr1,-77544.98685809471,-130523.89600060837,-52978.90914251366,150.05011938810347
33,w98916098,trade,1389797.224493673,1737246.5306170913,1389797.224493673,1544219.1383263033,nr2,nr2,-2143767.6849395363,0.0,2143767.6849395363,15131.85493721813
34,w98916102,trade,73425.17962658805,91781.47453323506,284238.58921225026,315820.65468027804,nr2,nr2,-438439.1417877663,-606996.0812086799,-168556.93942091364,1892.1415951219387
35,w98916109,sfh,9629.8057932929,12037.257241616126,38719.86130122445,43022.068112471614,r1,r1,-69427.1486342374,-85442.35249398966,-16015.203859752262,81.43322088830173
36,w98916113,trade,50271.6825643969,62839.60320549612,173540.7692960107,192823.07699556745,nr2,nr2,-267687.31918562605,-307608.5463491852,-39921.227163559175,559.2398283889517
37,w98916116,other,358101.17313169746,447626.4664146218,1062734.6846249367,1180816.3162499296,nr2,nr2,-1639272.4308349062,-1559190.7919339028,80081.6389010034,6987.1012714248145
38,w98916121,other,22475.134293848154,28093.917867310192,80557.30305057266,89508.1145006363,nr1,nr2,-124259.95679234069,-161735.805325398,-37475.8485330573,458.57296650111675
39,w98916126,trade,54455.49615433791,68069.37019292239,194117.59848031573,215686.22053368413,nr2,nr2,-299427.15913235256,-386070.6381992473,-86643.47906689474,1235.1179318586364
40,w99055014,mfh,51250.231128429565,64062.788910536954,138482.6158739089,153869.5731932321,r2,r2,-228573.52136756424,-212532.92671131794,16040.594656246307,379.03616306802724
41,w99055018,mfh,39011.950831555296,48764.93853944412,74738.71105496878,83043.01228329864,r1,r2,-123360.54067509662,-154446.81401238087,-31086.27333728425,363.825429549627
42,w99055022,sfh,3912.1656857345315,4890.207107168164,8121.358728508361,9023.731920564845,r0,r1,-14562.107420004644,-37621.7158834171,-23059.608463412456,32.828185592684896
43,w99055023,sfh,7638.842228320924,9548.552785401154,23689.428722857134,26321.58746984126,r1,r1,-42476.63689203258,-50638.11128467484,-8161.47439264226,57.57688737055287
44,w99055025,trade,131771.14343422168,164713.9292927771,357208.00610134704,396897.78455705225,nr2,nr2,-550994.7543324071,-708552.578653088,-157557.8243206808,2922.078992408514
45,w99055028,ab,18863.996140229203,23579.9951752865,43794.80756460522,48660.897294005794,r1,r1,-78526.84674000934,-86782.58418672603,-8255.737446716696,168.94065034445376
46,w99055030,other,33719.73290267432,42149.66612834289,116326.93155687526,129252.14617430585,nr1,nr2,-179434.74944746352,-238614.4541097347,-59179.70466227119,502.22660109587014
47,w99055036,other,94056.81089942587,117571.01362428232,328535.37354705296,365039.3039411699,nr2,nr2,-506767.1058461794,-649208.3456938169,-142441.23984763748,2513.4158389533286
48,w99055038,other,24561.514626422148,30701.893283027683,86262.38089475907,95847.08988306564,nr1,nr2,-133060.0618054206,-195080.16045190874,-62020.09864648813,337.97397138923407
49,w99055039,other,95255.37369289662,119069.21711612078,312686.9164410429,347429.90715671435,nr2,nr2,-482320.79842720146,-540369.8069521264,-58049.00852492498,2475.299022556655
50,w99055040,trade,7536.8851086504455,9421.106385813056,35391.70019666166,39324.111329624066,nr1,nr1,-59302.80743519024,-83763.55446174524,-24460.747026555,101.95110847079195
51,w99055041,ab,21595.11692946048,26993.8961618256,64982.981209910264,72203.31245545585,r1,r2,-107258.14753265315,-122833.09445578967,-15574.946923136522,189.90211718752977
52,w99055043,sfh,29155.98911223378,36444.98639029222,86320.99151306404,95912.21279229339,r1,r2,-142477.760645754,-153356.1922691477,-10878.431623393699,190.2007592998445
53,w99055048,sfh,5769.180841789516,7211.476052236895,24285.63485393199,26984.0387265911,r1,r1,-43545.67201477638,-56713.1553066607,-13167.483291884324,47.74609960326925
54,w99055050,trade,16984.909900636445,21231.137375795555,65308.77244341692,72565.3027149077,nr1,nr2,-100739.0383573933,-139752.63823466102,-39013.59987726771,194.95880112051967
55,w99055053,ab,14174.508663259385,17718.13582907423,49059.40863841541,54510.454042683785,r1,r1,-87966.6078591905,-110205.16899662335,-22238.56113743286,122.33706042193808
56,w99055057,ab,36040.58788819037,45050.73486023796,87681.8017174346,97424.2241304829,r1,r2,-144723.8561456332,-159342.18955348246,-14618.333407849248,303.91877080444243
57,w99055067,sfh,21931.666176569037,27414.582720711296,33001.382887256914,36668.203208063234,r1,r1,-59173.5568736789,-113674.87129603174,-54501.314422352836,194.8848727118224
58,w99055068,ab,40200.04013772175,50250.05017215219,132493.30677667502,147214.7853074167,r1,r2,-218687.82226898547,-265515.4900247769,-46827.66775579142,348.37368724122643
59,w99055094,other,16614.595860209945,20768.24482526243,66091.27134448045,73434.74593831161,nr1,nr2,-101946.04598990016,-154638.6520633311,-52692.60607343094,263.70872883694244
60,w99055100,sfh,12089.433153049305,15111.79144131163,15744.323611141372,17493.69290126819,r1,r1,-28230.563301673767,-83241.12766755292,-55010.56436587915,85.6876405166462
61,w99055110,sfh,12604.978915374657,15756.22364421832,52473.960066172556,58304.40007352506,r1,r2,-86611.28876527665,-107677.5721187471,-21066.283353470455,94.65369866762775
62,w99055113,education,39333.930829421224,49167.41353677653,153671.86244078857,170746.51382309842,nr1,nr2,-237039.45221581208,-276353.0137596089,-39313.56154379682,801.3236896117684
63,w99055118,other,6219.479772060365,7774.349715075456,24020.58101149931,26689.534457221456,nr1,nr1,-40249.20764729739,-56144.55519837549,-15895.347551078099,54.3237798044458
64,w99055131,th,69240.53713621371,86550.67142026713,174492.9614592318,193881.0682880353,r2,r2,-288010.66764153907,-328822.16772623424,-40811.50008469517,500.74276516167447
65,w99055135,ab,68880.52212837798,86100.65266047248,134760.33544465396,149733.70604961552,r2,r2,-222429.68345792333,-219437.03227431563,2992.651183607697,663.0715527065098
66,w99055142,sfh,9032.758360397225,11290.947950496531,30373.370700461764,33748.18966717974,r1,r1,-54461.365595776675,-60308.44179665608,-5847.0762008794045,64.54166975589469
67,w99055146,sfh,17342.70904751041,21678.38630938801,45007.11390865703,50007.90434295226,r1,r1,-80700.5883266315,-73979.96453313896,6720.623793492545,149.08371188635937
68,w99055147,sfh,7330.462267285426,9163.077834106782,9628.24002989865,10698.044477665168,r1,r1,-17264.040447912168,-62699.78093251203,-45435.74048459987,57.659734526090325
69,w99055152,other,76892.01538215307,96115.01922769133,264252.3847284261,293613.76080936234,nr2,nr2,-407610.3427644949,-470000.724471488,-62390.381706993096,1635.3717537612654
70,w99055158,trade,39120.40099323338,48900.50124154172,144743.79539184985,160826.4393242776,nr1,nr2,-223267.8736781867,-277914.29392382514,-54646.42024563844,567.1104306213557
71,w99055160,ab,41269.65009818708,51587.06262273384,101699.20767706775,112999.1196411864,r1,r2,-167860.39079594155,-217652.53594754252,-49792.14515160097,362.3993257842958
72,w99055171,sfh,16885.70894548665,21107.136181858314,36534.23113964701,40593.59015516334,r1,r1,-65508.17617442358,-88878.13133271958,-23369.955158296005,150.93386064656082
73,w99055172,sfh,9019.499646113589,11274.374557641986,34959.915482691984,38844.350536324426,r1,r1,-62685.32910215973,-76674.41058862733,-13989.0814864676,71.28885925472714
74,w99055173,ab,46033.80958093352,57542.2619761669,103778.03118873315,115308.92354303683,r2,r2,-171291.60855106896,-180581.32361299076,-9289.715061921801,413.9677898917347
