,full_id,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1231322.153964209,-3416391.072038793,-2185068.918074584,0.194950625974576
1,w24853840,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-90513.65899805847,-251136.59776442157,-160622.9387663631,0.194950625974576
2,w24853841,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-380907.4581377957,-1056854.8897340654,-675947.4315962697,0.194950625974576
3,w25538793,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-34321.08084185861,-95226.28484621228,-60905.20400435367,0.2117737764393871
4,w27689586,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-246011.13341180288,-682575.4227716575,-436564.2893598546,0.194950625974576
5,w28994179,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-619678.114522741,-1719341.0929686413,-1099662.9784459004,0.194950625974576
6,w28994181,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-333335.00324651395,-924861.7231673024,-591526.7199207884,0.194950625974576
7,w29249266,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-2773678.675020838,-7695769.162877435,-4922090.487856597,0.194950625974576
8,w30213059,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-205265.28696572076,-569496.1506378307,-364230.86367210996,0.194950625974576
9,w50930444,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-339579.3289247525,-942187.0497923086,-602607.720867556,0.194950625974576
10,w50930445,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-207874.17464854405,-576761.7126763412,-368887.5380277971,0.194950625974576
11,w50930458,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-62270.48481731089,-172773.89811957523,-110503.41330226434,0.194950625974576
12,w50930471,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-265458.3549024314,-736533.1247935407,-471074.76989110926,0.194950625974576
13,w50930472,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1088457.0999959963,-3020001.797865522,-1931544.6978695258,0.194950625974576
14,w50930478,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-700195.6516190612,-1942742.738096856,-1242547.0864777947,0.194950625974576
15,w50930479,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-190798.4932492935,-529384.0176567532,-338585.52440745966,0.194950625974576
16,w50930480,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-173481.2936373079,-481336.21314302017,-307854.9195057122,0.194950625974576
17,w50930481,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-63839.7751992198,-177128.0061269146,-113288.2309276948,0.194950625974576
18,w50930482,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-65175.805543017166,-180834.91753415865,-115659.11199114149,0.194950625974576
19,w50930483,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-50406.585262119304,-139856.6632680534,-89450.0780059341,0.2117737764393871
20,w50930486,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-34032.87558093554,-94426.63880950108,-60393.763228565535,0.2117737764393871
21,w98916060,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-233026.27176522184,-646547.9987070304,-413521.7269418086,0.194950625974576
22,w98916062,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-12390.650966481764,-34378.74418352063,-21988.093217038862,0.2117737764393871
23,w98916065,other,20948.500685227787,23276.111872475318,26185.625856534734,nr1,-23401.059104985583,-64927.90627143115,-41526.84716644557,0.2117737764393871
24,w98916067,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-3120360.0245540906,-8657661.275006354,-5537301.250452263,0.194950625974576
25,w98916074,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-505039.2966568161,-1401267.5225343592,-896228.2258775432,0.194950625974576
26,w98916075,sfh,8538.96409194254,9487.737879936156,10673.705114928174,r1,-10207.266749256378,-28319.44557291755,-18112.178823661172,0.21178222650938286
27,w98916076,sfh,13728.213996145805,15253.571106828673,17160.267495182256,r1,-16410.367901858375,-45529.575354938985,-29119.20745308061,0.21178222650938286
28,w98916079,trade,133751.88480733606,148613.2053414845,167189.85600917006,nr2,-137541.87224647545,-381619.7271051598,-244077.85485868432,0.194950625974576
29,w98916080,other,104082.21116258297,115646.90129175886,130102.76395322871,nr2,-107031.48005335232,-296966.4695012056,-189934.9894478533,0.194950625974576
30,w98916086,other,20686.516731325537,22985.018590361706,25858.14591415692,nr1,-23108.403220827367,-64115.91166335979,-41007.50844253242,0.2117737764393871
31,w98916091,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-67379.34013520858,-186948.78130527234,-119569.44117006376,0.194950625974576
32,w98916094,trade,13612.2294499376,15124.699388819556,17015.286812422,nr1,-15205.889466506778,-42189.824042825196,-26983.934576318417,0.2117737764393871
33,w98916098,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-1429178.4566263577,-3965357.484918926,-2536179.0282925684,0.194950625974576
34,w98916102,trade,73425.17962658805,81583.53291843117,91781.47453323506,nr2,-75505.75223984262,-209496.09085590244,-133990.3386160598,0.194950625974576
35,w98916109,sfh,9629.8057932929,10699.784214769888,12037.257241616126,r1,-11511.231973492704,-31937.218391427275,-20425.98641793457,0.21178222650938286
36,w98916113,trade,50271.6825643969,55857.425071552105,62839.60320549612,nr2,-51696.17871813645,-143434.7322206118,-91738.55350247535,0.194950625974576
37,w98916116,other,358101.17313169746,397890.1923685527,447626.4664146218,nr2,-368248.3119930691,-1021731.1865429538,-653482.8745498848,0.194950625974576
38,w98916121,other,22475.134293848154,24972.371437609057,28093.917867310192,nr1,-25106.424269003008,-69659.56345972896,-44553.13919072595,0.2117737764393871
39,w98916126,trade,54455.49615433791,60506.10683815323,68069.37019292239,nr2,-55998.54466325675,-155371.9531633448,-99373.40850008804,0.194950625974576
40,w99055014,mfh,51250.231128429565,56944.70125381063,64062.788910536954,r2,-56394.30251949666,-156462.58886492622,-100068.28634542956,0.194950625974576
41,w99055018,mfh,39011.950831555296,43346.61203506144,48764.93853944412,r1,-46633.922365630984,-129383.00318068606,-82749.08081505509,0.21178222650938286
42,w99055022,sfh,3912.1656857345315,4346.850761927257,4890.207107168164,r0,-5738.420300935892,-15920.90080321632,-10182.480502280428,0.25987251375168813
43,w99055023,sfh,7638.842228320924,8487.602475912137,9548.552785401154,r1,-9131.283307951913,-25334.194452131243,-16202.91114417933,0.21178222650938286
44,w99055025,trade,131771.14343422168,146412.38159357963,164713.9292927771,nr2,-135505.00467420428,-375968.2928591105,-240463.28818490624,0.194950625974576
45,w99055028,ab,18863.996140229203,20959.99571136578,23579.9951752865,r1,-22549.55501475341,-62562.37949109559,-40012.82447634218,0.21178222650938286
46,w99055030,other,33719.73290267432,37466.369891860355,42149.66612834289,nr1,-37667.49107807229,-104511.13854398143,-66843.64746590913,0.2117737764393871
47,w99055036,other,94056.81089942587,104507.56766602874,117571.01362428232,nr2,-96722.00049572815,-268362.0837158611,-171640.08322013292,0.194950625974576
48,w99055038,other,24561.514626422148,27290.57180713572,30701.893283027683,nr1,-27437.068844080994,-76126.10293744189,-48689.0340933609,0.2117737764393871
49,w99055039,other,95255.37369289662,105839.30410321847,119069.21711612078,nr2,-97954.52571102807,-271781.8127673175,-173827.28705628944,0.194950625974576
50,w99055040,trade,7536.8851086504455,8374.316787389384,9421.106385813056,nr1,-8419.270502704094,-23359.866047983007,-14940.595545278913,0.2117737764393871
51,w99055041,ab,21595.11692946048,23994.5743660672,26993.8961618256,r1,-25814.2693430908,-71620.1323649695,-45805.8630218787,0.21178222650938286
52,w99055043,sfh,29155.98911223378,32395.543458037533,36444.98639029222,r1,-34852.349184581566,-96695.73942436451,-61843.390239782944,0.21178222650938286
53,w99055048,sfh,5769.180841789516,6410.2009353216845,7211.476052236895,r1,-6896.336270158578,-19133.468777968512,-12237.132507809933,0.21178222650938286
54,w99055050,trade,16984.909900636445,18872.122111818273,21231.137375795555,nr1,-18973.428525981715,-52643.12967442495,-33669.70114844323,0.2117737764393871
55,w99055053,ab,14174.508663259385,15749.454070288204,17718.13582907423,r1,-16943.857522724382,-47009.71011118331,-30065.85258845893,0.21178222650938286
56,w99055057,ab,36040.58788819037,40045.09765354486,45050.73486023796,r1,-43082.028500612796,-119528.4880139799,-76446.45951336711,0.21178222650938286
57,w99055067,sfh,21931.666176569037,24368.517973965598,27414.582720711296,r1,-26216.571999772535,-72736.29680640226,-46519.72480662972,0.21178222650938286
58,w99055068,ab,40200.04013772175,44666.71126413528,50250.05017215219,r1,-48054.13497449103,-133323.29735214124,-85269.16237765021,0.21178222650938286
59,w99055094,other,16614.595860209945,18460.66206689994,20768.24482526243,nr1,-18559.759744733932,-51495.37615883507,-32935.61641410114,0.2117737764393871
60,w99055100,sfh,12089.433153049305,13432.703503388117,15111.79144131163,r1,-14451.409762563531,-40094.56422334239,-25643.15446077886,0.21178222650938286
61,w99055110,sfh,12604.978915374657,14005.532128194063,15756.22364421832,r1,-15067.68043203141,-41804.37000297997,-26736.68957094856,0.21178222650938286
62,w99055113,education,39333.930829421224,43704.367588245805,49167.41353677653,nr1,-43938.97463123825,-121911.81662850577,-77972.84199726752,0.2117737764393871
63,w99055118,other,6219.479772060365,6910.533080067072,7774.349715075456,nr1,-6947.629137529577,-19276.69219698175,-12329.063059452172,0.2117737764393871
64,w99055131,th,69240.53713621371,76933.93015134857,86550.67142026713,r2,-76190.32562188819,-211385.46024469472,-135195.13462280654,0.194950625974576
65,w99055135,ab,68880.52212837798,76533.91347597554,86100.65266047248,r2,-75794.1753057546,-210286.3651008104,-134492.18979505578,0.194950625974576
66,w99055142,sfh,9032.758360397225,10036.398178219139,11290.947950496531,r1,-10797.53622024841,-29957.112596592768,-19159.576376344357,0.21178222650938286
67,w99055146,sfh,17342.70904751041,19269.67671945601,21678.38630938801,r1,-20731.046002374023,-57517.035985823735,-36785.98998344971,0.21178222650938286
68,w99055147,sfh,7330.462267285426,8144.958074761584,9163.077834106782,r1,-8762.653520014888,-24311.453352825774,-15548.799832810886,0.21178222650938286
69,w99055152,other,76892.01538215307,85435.57264683674,96115.01922769133,nr2,-79070.8240986676,-219387.63680953794,-140316.81271087035,0.194950625974576
70,w99055158,trade,39120.40099323338,43467.11221470375,48900.50124154172,nr1,-43700.445660005804,-121250.00099795162,-77549.55533794581,0.2117737764393871
71,w99055160,ab,41269.65009818708,45855.16677576342,51587.06262273384,r1,-49332.720300131805,-136870.65517371014,-87537.93487357834,0.21178222650938286
72,w99055171,sfh,16885.70894548665,18761.8988283185,21107.136181858314,r1,-20184.75936905798,-56001.39669085447,-35816.63732179649,0.21178222650938286
73,w99055172,sfh,9019.499646113589,10021.666273459543,11274.374557641986,r1,-10781.68708070548,-29913.140115448758,-19131.453034743277,0.21178222650938286
74,w99055173,ab,46033.80958093352,51148.67731214836,57542.2619761669,r1,-55027.67886334665,-152670.9740085964,-97643.29514524974,0.21178222650938286
75,w99055181,other,15209.502381678169,16899.44709075352,19011.87797709771,nr1,-16990.164095230557,-47140.42116479856,-30150.257069568,0.2117737764393871
76,w99055182,sfh,9995.399856476368,11105.999840529297,12494.24982059546,r1,-11948.254085856359,-33149.709867281534,-21201.455781425175,0.21178222650938286
77,w99055185,education,10840.570650859518,12045.07850095502,13550.713313574397,nr1,-12109.737032943045,-33599.32845428745,-21489.59142134441,0.2117737764393871
78,w99055186,sfh,5137.404922484948,5708.227691649942,6421.756153106185,r1,-6141.126942110991,-17038.18607524485,-10897.059133133858,0.21178222650938286
79,w99055192,ab,18121.209085465063,20134.67676162785,22651.511356831328,r1,-21661.64571753241,-60098.92873252993,-38437.28301499752,0.21178222650938286
80,w99055193,other,9055.86994602939,10062.077717810433,11319.837432536737,nr1,-10116.091410949208,-28067.816589694667,-17951.72517874546,0.2117737764393871
81,w99055199,ab,69499.33638341566,77221.48487046185,86874.17047926957,r2,-76475.10098225586,-212175.55229544154,-135700.45131318568,0.194950625974576
82,w99055201,sfh,16186.140935837673,17984.601039819638,20232.67616979709,r1,-19348.51305078719,-53681.28174945278,-34332.76869866559,0.21178222650938286
83,w99055202,ab,74224.65462412336,82471.83847124818,92780.8182801542,r2,-81674.7073157294,-226601.54626411383,-144926.83894838442,0.194950625974576
84,w99055209,other,19092.937557201116,21214.375063556796,23866.171946501392,nr1,-21328.25479863234,-59176.76299547365,-37848.50819684131,0.2117737764393871
85,w99055216,education,30329.625776782435,33699.58419642493,37912.03222097804,nr1,-33880.48510483951,-94003.82057276093,-60123.335467921424,0.2117737764393871
86,w99055219,other,89363.99007406665,99293.3223045185,111704.9875925833,nr2,-91896.2041088816,-254972.56770786855,-163076.36359898694,0.194950625974576
87,w99055224,ab,39326.77401159415,43696.415568437944,49158.46751449268,r1,-47010.25421840667,-130427.11319405596,-83416.85897564929,0.21178222650938286
88,w99055226,ab,28811.221455015977,32012.468283351085,36014.02681876997,r1,-34440.22244346329,-95552.31865355991,-61112.09621009662,0.21178222650938286
89,w99055235,trade,149404.7926523063,166005.3251692292,186755.99081538286,nr2,-153638.32018961996,-426280.4691111829,-272642.14892156294,0.194950625974576
90,w99055245,ab,47895.25638616388,53216.95154018208,59869.07048270485,r1,-57252.80639356616,-158844.45605161664,-101591.64965805048,0.21178222650938286
91,w99055249,sfh,9527.919340341607,10586.577044824007,11909.899175427008,r1,-11389.439424395237,-31599.312314307866,-20209.87288991263,0.21178222650938286
92,w99055257,trade,8302.741753787854,9225.268615319837,10378.427192234816,nr1,-9274.7902789449,-25733.566639734625,-16458.776360789725,0.2117737764393871
93,w99055287,mfh,29327.158711257514,32585.731901397237,36658.94838907189,r1,-35056.96109508803,-97263.42282144834,-62206.461726360314,0.21178222650938286
94,w99055292,trade,5742.2884325185605,6380.320480576178,7177.8605406482,nr1,-6414.570332567968,-17797.68255171596,-11383.112219147992,0.2117737764393871
95,w99055300,other,76273.07353797425,84747.85948663806,95341.34192246781,nr2,-78434.34394601278,-217621.677264297,-139187.33331828422,0.194950625974576
96,w99389931,mfh,51882.65252404952,57647.39169338835,64853.315655061895,r2,-57090.2011080322,-158393.31750036016,-101303.11639232797,0.194950625974576
97,w99389943,ab,329651.0091598724,366278.89906652493,412063.7614498405,r2,-362738.63214065996,-1006396.443087995,-643657.8109473351,0.194950625974576
98,w99389949,ab,284257.7582638273,315841.9536264748,355322.1978297841,r2,-312789.1847526082,-867814.7158291976,-555025.5310765894,0.194950625974576
99,w99389956,education,46899.24791118664,52110.27545687404,58624.0598889833,nr1,-52390.00579754935,-145359.80490123696,-92969.7991036876,0.2117737764393871
100,w99389960,ab,80098.50062143736,88998.33402381929,100123.12577679669,r2,-88138.12105713025,-244533.89761352705,-156395.7765563968,0.194950625974576
101,w99389971,education,79005.85520261421,87784.28355846023,98757.31900326777,nr2,-81244.56158994991,-225418.82640055116,-144174.26481060125,0.194950625974576
102,w99389974,education,10047.192716967635,11163.547463297371,12558.990896209543,nr1,-11223.473896379415,-31140.328218252478,-19916.854321873063,0.2117737764393871
103,w99389975,mfh,111466.82540481444,123852.0282275716,139333.53175601806,r2,-122654.937048274,-340298.7204425982,-217643.78339432421,0.194950625974576
104,w99389979,ab,21228.517390207166,23587.241544674627,26535.646737758954,r1,-25376.045309470133,-70404.30623112532,-45028.26092165518,0.21178222650938286
105,w99389992,other,222880.7619206125,247645.2910229028,278600.9524007656,nr2,-229196.30124420195,-635921.4725359076,-406725.1712917057,0.194950625974576
106,w99390006,education,13943.155864366083,15492.395404851202,17428.944830457604,nr1,-15575.559291560308,-43215.4993186651,-27639.94002710479,0.2117737764393871
107,w99390011,ab,247425.31787724234,274917.0198636026,309281.6473465529,r2,-272259.8107389139,-755368.4136328871,-483108.6028939732,0.194950625974576
108,w99390014,trade,43622.5019390578,48469.44659895311,54528.12742382225,nr1,-48729.63280389248,-135203.83915693444,-86474.20635304195,0.2117737764393871
109,w99390021,other,56431.07453005592,62701.19392228436,70538.8431625699,nr2,-58030.102939667675,-161008.65638963846,-102978.55344997079,0.194950625974576
110,w99390022,education,501507.8998853299,557230.9998725888,626884.8748566624,nr2,-515718.60535637767,-1430898.0256315928,-915179.4202752152,0.194950625974576
111,w99390025,education,22880.136119028128,25422.373465586807,28600.170148785157,nr1,-25558.84192843708,-70914.82849946458,-45355.986571027504,0.2117737764393871
112,w99390027,mfh,12111.38188864718,13457.090987385754,15139.227360808974,r1,-14477.646738927891,-40167.35713082691,-25689.710391899018,0.21178222650938286
113,w99390046,mfh,104637.32667388588,116263.69630431764,130796.65834235735,r2,-115139.95011049107,-319448.8427237432,-204308.8926132521,0.194950625974576
114,w99390052,education,80452.87476272321,89392.08306969245,100566.093453404,nr2,-82732.58383174002,-229547.45016118122,-146814.8663294412,0.194950625974576
115,w99390065,education,86800.34062073754,96444.82291193059,108500.42577592192,nr2,-89259.91119904739,-247657.98514193305,-158398.07394288568,0.194950625974576
116,w99390082,education,9140.033185312222,10155.592428124692,11425.041481640277,nr1,-10210.108112503101,-28328.672628690776,-18118.564516187675,0.2117737764393871
117,w99390107,education,26712.358260262183,29680.39806695798,33390.44782532773,nr1,-29839.72380050779,-82792.44035035979,-52952.716549852,0.2117737764393871
118,w99390110,mfh,111016.92938734422,123352.1437637158,138771.16173418026,r2,-122159.88421528378,-338925.22623460105,-216765.34201931726,0.194950625974576
119,w99390116,ab,76366.64546448652,84851.8282938739,95458.30683060814,r2,-84031.69335824548,-233140.86179165426,-149109.16843340878,0.194950625974576
120,w99390122,other,23978.9127918091,26643.236435343442,29973.640989761374,nr1,-26786.258546422465,-74320.38338358406,-47534.124837161595,0.2117737764393871
121,w99390129,trade,62972.859261591475,69969.84362399053,78716.07407698935,nr2,-64757.2553914248,-179673.62030865438,-114916.36491722958,0.194950625974576
122,w99390130,education,49512.76423577884,55014.18248419871,61890.95529472355,nr1,-55309.50113053776,-153460.15277394353,-98150.65164340576,0.2117737764393871
123,w99390133,education,680645.1328091653,756272.3697879614,850806.4160114565,nr2,-699931.862918232,-1942010.8375462845,-1242078.9746280527,0.194950625974576
124,w99390139,ab,101272.3942615666,112524.88251285178,126590.49282695825,r2,-111437.27380562799,-309175.9907776196,-197738.71697199158,0.194950625974576
125,w99390141,other,7161.259483685899,7956.954981873221,8951.574354607374,nr1,-7999.668279937814,-22195.649776025944,-14195.98149608813,0.2117737764393871
126,w99758761,trade,18702.739494504167,20780.821660560185,23378.424368130207,nr1,-20892.3740611502,-57967.38082427383,-37075.00676312363,0.2117737764393871
127,w99758765,trade,17633.22369336,19592.4707704,22041.529616699998,nr1,-19697.6440490907,-54652.51725785777,-34954.873208767065,0.2117737764393871
128,w99758770,mfh,67803.20632134694,75336.89591260771,84754.00790168367,r2,-74608.72750985104,-206997.4117345166,-132388.68422466554,0.194950625974576
129,w99758771,mfh,93790.2658837786,104211.40653753177,117237.83235472324,r2,-103204.15169210403,-286333.69035413826,-183129.53866203423,0.194950625974576
130,w99758774,ab,21548.287941595398,23942.54215732822,26935.359926994246,r1,-25758.291127748773,-71464.82418486703,-45706.53305711826,0.21178222650938286
131,w99758775,sfh,27414.764697100116,30460.849663444573,34268.45587137514,r1,-32770.93252979575,-90920.97453208175,-58150.042002286,0.21178222650938286
