,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price
0,w24853838,27974.42320393324,trade,3363349.9875081507,3737055.541675723,4204187.484385188,nr2,-7781970.8759908285,-3800249.4583392637,3981721.417651565,0.07215226918953686
1,w24853840,937.1926232803613,trade,272349.6863526429,302610.7626140477,340437.1079408036,nr2,-630150.6935505527,-307727.93550614436,322422.75804440834,0.07215226918953686
2,w24853841,8998.296452549099,trade,1188350.4419802595,1320389.379978066,1485438.0524753244,nr2,-2749552.8459149976,-1342717.273024136,1406835.5728908617,0.07215226918953686
3,w25538793,404.8852469230536,trade,112230.46580400888,124700.51756000987,140288.0822550111,nr2,-259673.90236802265,-126809.2135712696,132864.68879675306,0.07215226918953686
4,w27689586,5481.69515059907,office,818145.3088975507,909050.3432195007,1022681.6361219384,nr2,-1892988.5351855105,-924422.4593124334,968566.0758730771,0.07215226918953686
5,w28994179,8336.082743907347,other,2201757.672994403,2446397.414438226,2752197.091243004,nr2,-5094329.805363517,-2487766.19598558,2606563.6093779374,0.07215226918953686
6,w28994181,1422.5013561584055,trade,420750.2233605851,467500.24817842786,525937.7792007313,nr2,-973513.311555351,-475405.71583715174,498107.59571819927,0.07215226918953686
7,w29249266,23411.247439788887,trade,2692049.9258480393,2991166.584275599,3365062.407310049,nr2,-6228746.397928039,-3041747.4573039724,3186998.940624066,0.07215226918953686
8,w30213059,1747.46707642246,ab,433572.30468412075,481747.0052045786,541965.3808551509,r2,-1073454.0341800228,-524185.9237654896,549268.1104145332,0.07215226918953686
9,w50930444,8762.936898044496,other,1098863.243386893,1220959.15931877,1373579.0542336162,nr2,-2542501.3122316045,-1241605.679153201,1300895.6330784035,0.07215226918953686
10,w50930445,4934.112452852726,other,688308.3291655973,764787.0324062193,860385.4114569966,nr2,-1592577.4573454512,-777719.6440445158,814857.8133009354,0.07215226918953686
11,w50930458,1974.6456010334193,other,322603.8818012126,358448.7575569029,403254.8522515157,nr2,-746426.6347489477,-364510.1555373684,381916.4792115793,0.07215226918953686
12,w50930471,7086.712400933168,other,741559.2688132944,823954.7431258826,926949.086016618,nr2,-1715787.1331141465,-837887.8856202748,877899.2474938717,0.07215226918953686
13,w50930472,6477.305229391343,other,1142425.6414889656,1269361.8238766284,1428032.051861207,nr2,-2643294.067840664,-1290826.8367509008,1352467.2310897633,0.07215226918953686
14,w50930478,6019.835157379508,trade,845863.988064798,939848.8756275532,1057329.9850809975,nr2,-1957122.792637636,-955741.7974373528,1001380.9952002831,0.07215226918953686
15,w50930479,4489.048651921749,other,601355.6698929445,668172.9665477161,751694.5873661806,nr2,-1391390.2289681076,-679471.8263837445,711918.4025843631,0.07215226918953686
16,w50930480,4441.97852948606,other,567543.7161703141,630604.1290781267,709429.6452128926,nr2,-1313157.6215656283,-641267.6967816934,671889.924783935,0.07215226918953686
17,w50930481,1370.623297881335,other,209694.20956148568,232993.56617942854,262117.7619518571,nr2,-485181.21448324126,-236933.50655229273,248247.70793094853,0.07215226918953686
18,w50930482,786.6849797132425,other,244449.91309214005,271611.0145468223,305562.391365175,nr2,-565597.4285717754,-276203.97914870107,289393.4494230744,0.07215226918953686
19,w50930483,1057.3881191070657,other,141593.14798462993,157325.71998292214,176991.4349807874,nr2,-327611.9814912896,-159986.11085128324,167625.87064000638,0.07215226918953686
20,w50930486,509.32494937628496,trade,79565.05589646377,88405.61766273752,99456.31987057971,nr2,-184094.11748183783,-89900.56393069231,94193.55355114552,0.07215226918953686
21,w98916060,5426.03009034004,other,674562.9876004758,749514.4306671954,843203.7345005947,nr2,-1560774.0922072397,-762188.7813535823,798585.3108536574,0.07215226918953686
22,w98916062,151.14776481509907,trade,44636.284751773725,49595.871946415245,55795.355939717156,nr1,-112189.73592174758,-54786.761600873,57402.97432087458,0.078378607139903
23,w98916065,222.67857759937178,other,73750.5768182926,81945.08535365843,92188.22102286573,nr2,-170640.83221166302,-83330.7834887479,87310.04872291512,0.07215226918953686
24,w98916067,36008.87229184061,trade,3131751.8703745524,3479724.300416169,3914689.83796819,nr2,-7246109.366138485,-3538566.7246189397,3707542.6415195456,0.07215226918953686
25,w98916074,4745.314506876469,trade,489677.5280019927,544086.1422244363,612096.9100024909,nr2,-1132994.269312407,-553286.6836523275,579707.5856600794,0.07215226918953686
26,w98916075,67.06430839556852,sfh,28006.37749434393,31118.1972159377,35007.97186792991,r1,-75325.79667110875,-36782.871976048526,38542.924695060225,0.07838173455599594
27,w98916076,98.82164086105185,sfh,45724.46230850625,50804.9581205625,57155.57788563281,r1,-122980.25874434861,-60053.359046778096,62926.899697570516,0.07838173455599594
