,full_id,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_delivered_renovated_DH,consumer_size_renovated,npv_Gas_25years_ir_0.09526315789473684,npv_DH_25years_ir_0.09526315789473684,savings_npv_25years_ir_0.09526315789473684,operator_selling_price
0,w24853838,trade,1197392.8826751309,1330436.536305701,1496741.1033439136,nr2,-1234211.35896994,-2292751.09911905,-1058539.7401491099,0.195788590289208
1,w24853840,trade,88019.54120636193,97799.49022929103,110024.4265079524,nr2,-90726.04250453749,-168538.5830872637,-77812.5405827262,0.195788590289208
2,w24853841,trade,370411.49455784855,411568.3272864984,463014.36819731066,nr2,-381801.22889569926,-709258.7350080763,-327457.50611237704,0.195788590289208
3,w25538793,trade,30724.044681390333,34137.827423767034,38405.05585173791,nr1,-34401.61268176025,-63906.66777965919,-29505.05509789894,0.2126840523953833
4,w27689586,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-246588.38006965813,-458078.5740835694,-211490.19401391127,0.195788590289208
5,w28994179,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-621132.1427026588,-1153855.3688796312,-532723.2261769724,0.195788590289208
6,w28994181,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-334117.1488100164,-620677.6939794358,-286560.54516941943,0.195788590289208
7,w29249266,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-2780186.903827052,-5164655.577976342,-2384468.67414929,0.195788590289208
8,w30213059,ab,186541.77691087977,207268.64101208863,233177.2211385997,r2,-205746.9265534557,-382190.7087878398,-176443.7822343841,0.195788590289208
9,w50930444,other,330222.16830016905,366913.5203335212,412777.7103752113,nr2,-340376.1263297317,-632304.7767180563,-291928.6503883246,0.195788590289208
10,w50930445,other,202146.16980193532,224606.85533548368,252682.71225241915,nr2,-208361.9357953919,-387066.65097310353,-178704.71517771162,0.195788590289208
11,w50930458,other,60554.61203303029,67282.90225892254,75693.26504128786,nr2,-62416.59783563374,-115949.1218832692,-53532.52404763546,0.195788590289208
12,w50930471,other,258143.60911438576,286826.2323493175,322679.5113929822,nr2,-266081.2330057191,-494289.7624422792,-228208.52943656011,0.195788590289208
13,w50930472,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1091011.0828766807,-2026732.9750588506,-935721.89218217,0.195788590289208
14,w50930478,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-701838.6081557694,-1303780.9355411348,-601942.3273853654,0.195788590289208
15,w50930479,other,185541.01142931575,206156.6793659064,231926.26428664467,nr2,-191246.18759151502,-355271.3265973543,-164025.1390058393,0.195788590289208
16,w50930480,other,168700.98991545063,187445.54435050068,210876.23739431327,nr2,-173888.35447054633,-323026.28957254486,-149137.93510199853,0.195788590289208
17,w50930481,other,62080.660377160784,68978.51153017864,77600.82547145098,nr2,-63989.57043962584,-118871.17785081187,-54881.607411186036,0.195788590289208
18,w50930482,other,63379.87619939754,70422.08466599727,79224.84524924692,nr2,-65328.73567833651,-121358.89808660555,-56030.16240826904,0.195788590289208
19,w50930483,other,45123.70064816985,50137.445164633165,56404.62581021231,nr1,-50524.860530693215,-93858.25910017811,-43333.398569484896,0.2126840523953833
20,w50930486,trade,30466.044901173256,33851.16100130362,38082.55612646657,nr1,-34112.73116882641,-63370.02273788368,-29257.29156905727,0.2126840523953833
21,w98916060,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-233573.05041992513,-433900.4532593316,-200327.40283940645,0.195788590289208
22,w98916062,trade,11092.043274505519,12324.492527228354,13865.054093131897,nr1,-12419.724698876953,-23071.686423200124,-10651.961724323171,0.2126840523953833
23,w98916065,other,20948.500685227787,23276.111872475318,26185.625856534734,nr1,-23455.967933587322,-43573.32791485297,-20117.359981265647,0.2126840523953833
24,w98916067,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-3127681.7151235323,-5810184.485766579,-2682502.770643047,0.195788590289208
25,w98916074,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-506224.3334559138,-940395.1669189936,-434170.83346307976,0.195788590289208
26,w98916075,sfh,8538.96409194254,9487.737879936156,10673.705114928174,r1,-10231.21733448043,-19005.27152619006,-8774.054191709629,0.2126925387866634
27,w98916076,sfh,13728.213996145805,15253.571106828673,17160.267495182256,r1,-16448.873598304504,-30555.04529086729,-14106.171692562784,0.2126925387866634
28,w98916079,trade,133751.88480733606,148613.2053414845,167189.85600917006,nr2,-137864.60392519395,-256106.23324914588,-118241.62932395193,0.195788590289208
29,w98916080,other,104082.21116258297,115646.90129175886,130102.76395322871,nr2,-107282.62138703611,-199295.15825132726,-92012.53686429115,0.195788590289208
30,w98916086,other,20686.516731325537,22985.018590361706,25858.14591415692,nr1,-23162.625354364976,-43028.39570689489,-19865.77035252991,0.2126840523953833
31,w98916091,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-67537.44069904134,-125461.93183933097,-57924.491140289625,0.195788590289208
32,w98916094,trade,13612.2294499376,15124.699388819556,17015.286812422,nr1,-15241.568944717892,-28313.727382533205,-13072.158437815313,0.2126840523953833
33,w98916098,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-1432531.9165943067,-2661164.234492117,-1228632.3178978104,0.195788590289208
34,w98916102,trade,73425.17962658805,81583.53291843117,91781.47453323506,nr2,-75682.92081967405,-140593.504210387,-64910.583390712956,0.195788590289208
35,w98916109,sfh,9629.8057932929,10699.784214769888,12037.257241616126,r1,-11538.242215233966,-21433.17056675605,-9894.928351522083,0.2126925387866634
36,w98916113,trade,50271.6825643969,55857.425071552105,62839.60320549612,nr2,-51817.47992095227,-96259.51274787783,-44442.03282692556,0.195788590289208
37,w98916116,other,358101.17313169746,397890.1923685527,447626.4664146218,nr2,-369112.3790147961,-685687.1041852343,-316574.7251704382,0.195788590289208
38,w98916121,other,22475.134293848154,24972.371437609057,28093.917867310192,nr1,-25165.33460894978,-46748.7583589591,-21583.423750009322,0.2126840523953833
39,w98916126,trade,54455.49615433791,60506.10683815323,68069.37019292239,nr2,-56129.94104480795,-104270.62033473414,-48140.679289926185,0.195788590289208
40,w99055014,mfh,51250.231128429565,56944.70125381063,64062.788910536954,r2,-56526.62751715019,-105002.5494818405,-48475.92196469031,0.195788590289208
41,w99055018,mfh,39011.950831555296,43346.61203506144,48764.93853944412,r1,-46743.345363911234,-86829.35193739815,-40086.00657348692,0.2126925387866634
42,w99055022,sfh,3912.1656857345315,4346.850761927257,4890.207107168164,r0,-5751.885073420553,-10684.568026855295,-4932.682953434742,0.2609895344936786
43,w99055023,sfh,7638.842228320924,8487.602475912137,9548.552785401154,r1,-9152.70917879907,-17001.859842923765,-7849.150664124694,0.2126925387866634
44,w99055025,trade,131771.14343422168,146412.38159357963,164713.9292927771,nr2,-135822.95699606085,-252313.53744646785,-116490.580450407,0.195788590289208
45,w99055028,ab,18863.996140229203,20959.99571136578,23579.9951752865,r1,-22602.465852925117,-41985.815241026285,-19383.349388101167,0.2126925387866634
46,w99055030,other,33719.73290267432,37466.369891860355,42149.66612834289,nr1,-37755.875018396706,-70137.76312906129,-32381.888110664586,0.2126840523953833
47,w99055036,other,94056.81089942587,104507.56766602874,117571.01362428232,nr2,-96948.9514095056,-180098.6624269085,-83149.71101740291,0.195788590289208
48,w99055038,other,24561.514626422148,27290.57180713572,30701.893283027683,nr1,-27501.447866574574,-51088.47391914971,-23587.026052575133,0.2126840523953833
49,w99055039,other,95255.37369289662,105839.30410321847,119069.21711612078,nr2,-98184.36865270435,-182393.65365481182,-84209.28500210747,0.195788590289208
50,w99055040,trade,7536.8851086504455,8374.316787389384,9421.106385813056,nr1,-8439.025688950605,-15676.881664728415,-7237.855975777809,0.2126840523953833
51,w99055041,ab,21595.11692946048,23994.5743660672,26993.8961618256,r1,-25874.84058836989,-48064.50249293096,-22189.661904561068,0.2126925387866634
52,w99055043,sfh,29155.98911223378,32395.543458037533,36444.98639029222,r1,-34934.12760577004,-64892.823500161496,-29958.695894391458,0.2126925387866634
