,time,G(i),H_sun,T2m,WS10m,Int
2073,20190328:0910,106.71,34.35,9.38,1.24,0.0
2074,20190328:1010,51.98,39.92,10.99,1.72,0.0
2075,20190328:1110,102.6,42.7,12.22,2.41,0.0
2076,20190328:1210,97.13,42.16,12.6,2.41,0.0
2077,20190328:1310,107.16,38.4,12.63,2.48,0.0
2078,20190328:1410,82.99,32.11,12.61,2.34,0.0
2079,20190328:1510,49.7,24.11,12.59,2.21,0.0
2080,20190328:1610,49.7,15.09,12.06,1.52,0.0
2081,20190328:1710,15.05,5.57,11.66,1.52,0.0
2082,20190328:1810,0.0,0.0,10.75,1.93,0.0
2083,20190328:1910,0.0,0.0,10.22,2.0,0.0
2084,20190328:2010,0.0,0.0,9.51,2.14,0.0
2085,20190328:2110,0.0,0.0,9.08,2.14,0.0
2086,20190328:2210,0.0,0.0,8.35,2.21,0.0
2087,20190328:2310,0.0,0.0,7.66,2.21,0.0
2088,20190329:0010,0.0,0.0,7.27,2.14,0.0
2089,20190329:0110,0.0,0.0,6.94,2.07,0.0
2090,20190329:0210,0.0,0.0,6.84,2.0,0.0
2091,20190329:0310,0.0,0.0,6.81,1.93,0.0
2092,20190329:0410,0.0,0.0,6.68,1.93,0.0
2093,20190329:0510,0.0,0.0,6.46,1.93,0.0
2094,20190329:0610,405.5,8.99,6.36,1.72,0.0
2095,20190329:0710,407.76,18.41,8.07,1.31,0.0
2096,20190329:0810,277.73,27.18,10.25,2.0,0.0
2097,20190329:0910,48.79,34.73,11.83,2.21,0.0
2098,20190329:1010,103.97,40.32,13.28,2.69,0.0
2099,20190329:1110,156.41,43.1,14.03,2.76,0.0
2100,20190329:1210,45.14,42.53,14.26,2.83,0.0
2101,20190329:1310,32.83,38.74,14.82,2.76,0.0
2102,20190329:1410,33.29,32.41,14.76,2.48,0.0
2103,20190329:1510,32.38,24.38,14.78,2.21,0.0
2104,20190329:1610,31.92,15.34,14.61,1.86,0.0
2105,20190329:1710,13.68,5.82,13.66,1.66,0.0
2106,20190329:1810,0.0,0.0,11.82,2.21,0.0
2107,20190329:1910,0.0,0.0,11.2,2.0,0.0
2108,20190329:2010,0.0,0.0,9.48,2.07,0.0
2109,20190329:2110,0.0,0.0,7.88,2.0,0.0
2110,20190329:2210,0.0,0.0,6.67,1.86,0.0
2111,20190329:2310,0.0,0.0,6.32,1.52,0.0
2112,20190330:0010,0.0,0.0,6.83,1.17,0.0
2113,20190330:0110,0.0,0.0,6.37,1.1,0.0
2114,20190330:0210,0.0,0.0,5.36,1.17,0.0
2115,20190330:0310,0.0,0.0,4.21,1.38,0.0
2116,20190330:0410,0.0,0.0,3.68,1.38,0.0
2117,20190330:0510,0.0,0.0,3.47,1.38,0.0
2118,20190330:0610,385.95,9.34,3.84,1.24,0.0
2119,20190330:0710,403.75,18.76,6.71,1.03,0.0
2120,20190330:0810,278.51,27.55,10.3,1.24,0.0
2121,20190330:0910,49.25,35.12,12.77,1.66,0.0
2122,20190330:1010,48.34,40.71,14.72,2.28,0.0
2123,20190330:1110,31.92,43.49,16.18,2.69,0.0
2124,20190330:1210,48.34,42.9,17.15,2.9,0.0
2125,20190330:1310,44.69,39.08,17.75,3.45,0.0
2126,20190330:1410,45.6,32.71,17.97,3.72,0.0
2127,20190330:1510,37.39,24.65,17.72,2.97,0.0
2128,20190330:1610,31.46,15.6,17.28,1.93,0.0
2129,20190330:1710,16.87,6.07,16.15,1.66,0.0
2130,20190330:1810,0.0,0.0,14.34,2.14,0.0
2131,20190330:1910,0.0,0.0,12.81,1.72,0.0
2132,20190330:2010,0.0,0.0,11.13,1.66,0.0
2133,20190330:2110,0.0,0.0,10.41,1.38,0.0
2134,20190330:2210,0.0,0.0,10.73,1.03,0.0
2135,20190330:2310,0.0,0.0,10.48,0.69,0.0
2136,20190331:0010,0.0,0.0,9.71,0.41,0.0
2137,20190331:0110,0.0,0.0,8.82,0.21,0.0
2138,20190331:0210,0.0,0.0,8.03,0.28,0.0
2139,20190331:0310,0.0,0.0,7.33,0.41,0.0
2140,20190331:0410,0.0,0.0,6.75,0.48,0.0
2141,20190331:0510,0.0,0.0,5.97,0.76,0.0
2142,20190331:0610,367.35,9.69,5.49,0.97,0.0
2143,20190331:0710,387.23,19.12,7.65,0.48,0.0
2144,20190331:0810,276.8,27.91,11.07,0.97,0.0
2145,20190331:0910,55.18,35.5,13.04,1.59,0.0
2146,20190331:1010,55.18,41.11,14.68,2.28,0.0
2147,20190331:1110,59.74,43.88,15.75,2.69,0.0
2148,20190331:1210,71.59,43.28,16.23,2.76,0.0
2149,20190331:1310,102.6,39.41,16.55,2.69,0.0
2150,20190331:1410,106.25,33.01,16.32,2.83,0.0
2151,20190331:1510,68.4,24.92,15.65,2.97,0.0
2152,20190331:1610,51.53,15.85,14.9,2.97,0.0
2153,20190331:1710,12.31,6.31,13.75,3.24,0.0
2154,20190331:1810,0.0,0.0,12.19,3.31,0.0
2155,20190331:1910,0.0,0.0,11.12,3.86,0.0
2156,20190331:2010,0.0,0.0,10.02,3.66,0.0
2157,20190331:2110,0.0,0.0,9.14,3.45,0.0
2158,20190331:2210,0.0,0.0,8.43,3.31,0.0
2159,20190331:2310,0.0,0.0,7.81,3.24,0.0
2160,20190401:0010,0.0,0.0,7.24,3.17,0.0
2161,20190401:0110,0.0,0.0,6.61,3.03,0.0
2162,20190401:0210,0.0,0.0,6.07,2.83,0.0
2163,20190401:0310,0.0,0.0,5.57,2.69,0.0
2164,20190401:0410,0.0,0.0,5.17,2.69,0.0
2165,20190401:0510,0.0,0.0,4.79,2.62,0.0
2166,20190401:0610,326.89,10.04,4.95,2.62,0.0
2167,20190401:0710,379.43,19.47,6.33,2.48,0.0
2168,20190401:0810,279.81,28.28,8.03,3.03,0.0
2169,20190401:0910,53.35,35.88,9.65,3.1,0.0
2170,20190401:1010,61.56,41.5,11.22,3.1,0.0
2171,20190401:1110,52.9,44.28,12.65,3.03,0.0
2172,20190401:1210,52.9,43.65,13.85,3.03,0.0
2173,20190401:1310,51.98,39.75,14.76,2.97,0.0
2174,20190401:1410,44.69,33.31,15.25,2.97,0.0
2175,20190401:1510,47.42,25.19,15.42,2.83,0.0
2176,20190401:1610,39.67,16.1,15.2,2.55,0.0
2177,20190401:1710,16.87,6.56,14.34,1.93,0.0
2178,20190401:1810,0.0,0.0,12.87,2.07,0.0
2179,20190401:1910,0.0,0.0,11.44,2.34,0.0
2180,20190401:2010,0.0,0.0,10.39,2.41,0.0
2181,20190401:2110,0.0,0.0,9.54,2.48,0.0
2182,20190401:2210,0.0,0.0,9.0,2.62,0.0
2183,20190401:2310,0.0,0.0,8.51,2.62,0.0
2184,20190402:0010,0.0,0.0,7.97,2.55,0.0
2185,20190402:0110,0.0,0.0,7.44,2.34,0.0
2186,20190402:0210,0.0,0.0,6.87,2.21,0.0
2187,20190402:0310,0.0,0.0,6.27,2.14,0.0
2188,20190402:0410,0.0,0.0,5.7,2.14,0.0
2189,20190402:0510,0.0,0.0,5.26,2.21,0.0
2190,20190402:0610,55.06,10.38,5.56,2.07,0.0
2191,20190402:0710,336.02,19.82,7.98,1.79,0.0
2192,20190402:0810,250.73,28.64,10.42,2.28,0.0
2193,20190402:0910,91.2,36.26,12.59,2.48,0.0
2194,20190402:1010,119.47,41.89,14.75,2.76,0.0
2195,20190402:1110,84.36,44.67,16.52,3.17,0.0
2196,20190402:1210,154.13,44.01,17.68,3.72,0.0
2197,20190402:1310,143.64,40.08,18.24,4.28,0.0
2198,20190402:1410,122.21,33.61,18.37,4.55,0.0
2199,20190402:1510,92.11,25.46,17.81,4.07,0.0
2200,20190402:1610,55.18,16.35,17.05,3.03,0.0
2201,20190402:1710,19.61,6.8,15.93,2.69,0.0
2202,20190402:1810,0.0,0.0,14.49,2.48,0.0
2203,20190402:1910,0.0,0.0,13.64,2.14,0.0
2204,20190402:2010,0.0,0.0,12.62,2.21,0.0
2205,20190402:2110,0.0,0.0,12.0,2.14,0.0
2206,20190402:2210,0.0,0.0,11.45,2.14,0.0
2207,20190402:2310,0.0,0.0,10.85,2.14,0.0
2208,20190403:0010,0.0,0.0,10.11,2.21,0.0
2209,20190403:0110,0.0,0.0,9.54,2.21,0.0
2210,20190403:0210,0.0,0.0,9.28,2.14,0.0
2211,20190403:0310,0.0,0.0,9.08,2.14,0.0
2212,20190403:0410,0.0,0.0,8.97,2.07,0.0
2213,20190403:0510,0.0,0.0,8.65,1.93,0.0
2214,20190403:0610,23.94,10.73,8.62,1.66,0.0
2215,20190403:0710,52.67,20.17,9.31,2.21,0.0
2216,20190403:0810,95.22,29.01,10.21,2.55,0.0
2217,20190403:0910,53.81,36.64,11.16,4.07,0.0
2218,20190403:1010,41.95,42.28,11.61,3.72,0.0
2219,20190403:1110,139.08,45.05,11.11,3.17,0.0
2220,20190403:1210,119.47,44.38,11.28,2.9,0.0
2221,20190403:1310,67.03,40.41,11.7,2.69,0.0
2222,20190403:1410,77.52,33.9,12.0,2.14,0.0
2223,20190403:1510,36.48,25.73,11.94,1.24,0.0
2224,20190403:1610,18.7,16.6,11.11,1.17,0.0
2225,20190403:1710,18.24,7.05,9.99,2.14,0.0
2226,20190403:1810,0.0,0.0,8.9,3.03,0.0
2227,20190403:1910,0.0,0.0,6.93,2.0,0.0
2228,20190403:2010,0.0,0.0,6.43,1.45,0.0
2229,20190403:2110,0.0,0.0,6.39,1.31,0.0
2230,20190403:2210,0.0,0.0,6.26,1.45,0.0
2231,20190403:2310,0.0,0.0,6.06,1.38,0.0
2232,20190404:0010,0.0,0.0,5.53,1.52,0.0
2233,20190404:0110,0.0,0.0,4.99,1.38,0.0
2234,20190404:0210,0.0,0.0,4.32,1.17,0.0
2235,20190404:0310,0.0,0.0,3.78,0.9,0.0
2236,20190404:0410,0.0,0.0,4.17,0.48,0.0
2237,20190404:0510,0.0,0.0,4.05,0.41,0.0
2238,20190404:0610,7.78,11.07,3.9,0.62,0.0
2239,20190404:0710,79.27,20.52,5.13,1.31,0.0
2240,20190404:0810,41.89,29.37,5.3,2.41,0.0
2241,20190404:0910,35.57,37.01,5.16,2.76,0.0
2242,20190404:1010,35.57,42.67,5.23,2.69,0.0
2243,20190404:1110,66.12,45.44,5.4,2.9,0.0
2244,20190404:1210,57.46,44.75,5.64,2.97,0.0
2245,20190404:1310,35.11,40.74,5.66,2.76,0.0
2246,20190404:1410,49.7,34.19,5.94,2.62,0.0
2247,20190404:1510,32.83,25.99,6.19,2.48,0.0
2248,20190404:1610,28.73,16.85,6.53,2.34,0.0
2249,20190404:1710,3.19,7.29,6.49,1.93,0.0
2250,20190404:1810,0.0,0.0,6.13,1.45,0.0
2251,20190404:1910,0.0,0.0,5.05,1.79,0.0
2252,20190404:2010,0.0,0.0,4.86,1.59,0.0
2253,20190404:2110,0.0,0.0,4.6,1.38,0.0
2254,20190404:2210,0.0,0.0,4.29,1.17,0.0
2255,20190404:2310,0.0,0.0,3.9,1.03,0.0
2256,20190405:0010,0.0,0.0,3.2,0.83,0.0
2257,20190405:0110,0.0,0.0,2.93,0.76,0.0
2258,20190405:0210,0.0,0.0,2.45,0.76,0.0
2259,20190405:0310,0.0,0.0,2.89,0.55,0.0
2260,20190405:0410,0.0,0.0,3.22,0.28,0.0
2261,20190405:0510,0.0,0.0,3.36,0.14,0.0
2262,20190405:0610,17.36,11.41,3.38,0.41,0.0
2263,20190405:0710,52.67,20.87,5.03,0.55,0.0
2264,20190405:0810,56.26,29.72,5.96,1.1,0.0
2265,20190405:0910,104.74,37.39,6.92,1.38,0.0
2266,20190405:1010,67.94,43.05,7.46,1.66,0.0
2267,20190405:1110,117.65,45.83,8.16,1.66,0.0
2268,20190405:1210,66.12,45.11,8.89,1.66,0.0
2269,20190405:1310,51.98,41.06,9.22,1.52,0.0
2270,20190405:1410,39.67,34.48,9.41,1.45,0.0
2271,20190405:1510,50.16,26.25,9.67,1.45,0.0
2272,20190405:1610,35.57,17.09,9.76,1.45,0.0
2273,20190405:1710,22.34,7.53,9.53,1.03,0.0
2274,20190405:1810,0.0,0.0,9.05,1.17,0.0
2275,20190405:1910,0.0,0.0,8.47,1.1,0.0
2276,20190405:2010,0.0,0.0,8.17,1.24,0.0
2277,20190405:2110,0.0,0.0,7.83,1.1,0.0
2278,20190405:2210,0.0,0.0,7.4,1.03,0.0
2279,20190405:2310,0.0,0.0,7.24,1.24,0.0
2280,20190406:0010,0.0,0.0,6.9,1.24,0.0
2281,20190406:0110,0.0,0.0,6.39,1.17,0.0
2282,20190406:0210,0.0,0.0,5.81,1.1,0.0
2283,20190406:0310,0.0,0.0,5.18,1.03,0.0
2284,20190406:0410,0.0,0.0,4.8,0.97,0.0
2285,20190406:0510,0.0,0.0,4.69,0.83,0.0
2286,20190406:0610,309.71,11.75,5.11,0.41,0.0
2287,20190406:0710,124.63,21.21,6.58,0.55,0.0
2288,20190406:0810,286.11,30.08,9.18,0.83,0.0
2289,20190406:0910,119.41,37.76,10.96,1.1,0.0
2290,20190406:1010,152.76,43.44,12.85,1.45,0.0
2291,20190406:1110,165.53,46.21,14.32,2.41,0.0
2292,20190406:1210,161.88,45.47,15.23,2.14,0.0
2293,20190406:1310,149.57,41.39,15.52,2.28,0.0
2294,20190406:1410,82.99,34.77,15.69,2.28,0.0
2295,20190406:1510,76.15,26.52,15.8,2.34,0.0
2296,20190406:1610,44.69,17.34,15.98,2.14,0.0
2297,20190406:1710,22.34,7.77,15.18,1.79,0.0
2298,20190406:1810,0.0,0.0,13.86,2.0,0.0
2299,20190406:1910,0.0,0.0,13.08,2.14,0.0
2300,20190406:2010,0.0,0.0,12.64,2.0,0.0
2301,20190406:2110,0.0,0.0,11.93,2.07,0.0
2302,20190406:2210,0.0,0.0,11.35,2.41,0.0
2303,20190406:2310,0.0,0.0,10.97,2.55,0.0
2304,20190407:0010,0.0,0.0,10.49,2.55,0.0
2305,20190407:0110,0.0,0.0,9.81,2.48,0.0
2306,20190407:0210,0.0,0.0,9.13,2.48,0.0
2307,20190407:0310,0.0,0.0,8.69,2.34,0.0
2308,20190407:0410,0.0,0.0,7.96,2.28,0.0
2309,20190407:0510,0.0,0.0,7.41,2.14,0.0
2310,20190407:0610,455.03,12.09,7.7,1.93,0.0
2311,20190407:0710,438.25,21.55,9.73,1.79,0.0
2312,20190407:0810,299.66,30.43,11.4,2.41,0.0
2313,20190407:0910,99.64,38.13,12.86,2.55,0.0
2314,20190407:1010,49.7,43.82,14.15,2.41,0.0
2315,20190407:1110,46.51,46.59,15.28,2.48,0.0
2316,20190407:1210,38.76,45.83,16.23,2.76,0.0
2317,20190407:1310,42.86,41.71,16.86,2.9,0.0
2318,20190407:1410,50.62,35.06,16.9,2.48,0.0
2319,20190407:1510,78.89,26.77,16.76,1.66,0.0
2320,20190407:1610,57.0,17.58,16.08,0.55,0.0
2321,20190407:1710,24.17,8.01,16.02,0.83,0.0
2322,20190407:1810,0.0,0.0,14.59,1.31,0.0
2323,20190407:1910,0.0,0.0,15.2,0.76,0.0
2324,20190407:2010,0.0,0.0,14.46,0.28,0.0
2325,20190407:2110,0.0,0.0,13.25,0.14,0.0
2326,20190407:2210,0.0,0.0,12.05,0.41,0.0
2327,20190407:2310,0.0,0.0,10.9,0.62,0.0
2328,20190408:0010,0.0,0.0,10.16,0.83,0.0
2329,20190408:0110,0.0,0.0,9.48,0.9,0.0
2330,20190408:0210,0.0,0.0,9.13,0.83,0.0
2331,20190408:0310,0.0,0.0,8.62,0.9,0.0
2332,20190408:0410,0.0,0.0,8.21,0.83,0.0
2333,20190408:0510,2.39,2.82,7.72,0.9,0.0
2334,20190408:0610,31.12,12.42,7.95,0.76,0.0
2335,20190408:0710,236.57,21.89,9.95,1.24,0.0
2336,20190408:0810,224.63,30.78,11.31,0.83,0.0
2337,20190408:0910,188.73,38.49,12.69,0.69,0.0
2338,20190408:1010,158.69,44.2,14.01,0.76,0.0
2339,20190408:1110,139.54,46.97,15.02,0.97,0.0
2340,20190408:1210,88.46,46.19,15.4,1.1,0.0
2341,20190408:1310,144.55,42.03,15.71,1.17,0.0
2342,20190408:1410,69.31,35.34,15.29,1.1,0.0
2343,20190408:1510,62.02,27.03,14.97,1.1,0.0
2344,20190408:1610,39.22,17.83,14.59,1.1,0.0
2345,20190408:1710,24.17,8.25,13.84,1.17,0.0
2346,20190408:1810,0.0,0.0,12.92,1.38,0.0
2347,20190408:1910,0.0,0.0,11.62,1.66,0.0
2348,20190408:2010,0.0,0.0,10.93,1.59,0.0
2349,20190408:2110,0.0,0.0,9.99,1.45,0.0
2350,20190408:2210,0.0,0.0,9.63,0.76,0.0
2351,20190408:2310,0.0,0.0,9.0,0.97,0.0
2352,20190409:0010,0.0,0.0,7.76,1.24,0.0
2353,20190409:0110,0.0,0.0,7.26,1.1,0.0
2354,20190409:0210,0.0,0.0,7.44,0.83,0.0
2355,20190409:0310,0.0,0.0,7.44,0.55,0.0
2356,20190409:0410,0.0,0.0,7.31,0.41,0.0
2357,20190409:0510,4.79,3.15,7.11,0.62,0.0
2358,20190409:0610,271.45,12.75,7.51,0.21,0.0
2359,20190409:0710,144.96,22.23,8.39,0.62,0.0
2360,20190409:0810,198.15,31.13,9.55,0.48,0.0
2361,20190409:0910,153.52,38.86,11.11,0.55,0.0
2362,20190409:1010,127.68,44.58,13.02,0.97,0.0
2363,20190409:1110,134.98,47.35,14.24,1.45,0.0
2364,20190409:1210,117.19,46.54,15.14,1.66,0.0
2365,20190409:1310,150.03,42.35,15.86,2.14,0.0
2366,20190409:1410,113.55,35.62,16.13,2.62,0.0
2367,20190409:1510,39.67,27.29,15.79,2.83,0.0
2368,20190409:1610,25.99,18.07,14.32,2.83,0.0
2369,20190409:1710,6.84,8.49,13.47,2.83,0.0
2370,20190409:1810,0.0,0.0,12.37,3.31,0.0
2371,20190409:1910,0.0,0.0,11.54,3.1,0.0
2372,20190409:2010,0.0,0.0,10.92,3.31,0.0
2373,20190409:2110,0.0,0.0,10.11,3.17,0.0
2374,20190409:2210,0.0,0.0,9.28,3.03,0.0
2375,20190409:2310,0.0,0.0,8.64,2.97,0.0
2376,20190410:0010,0.0,0.0,8.23,2.9,0.0
2377,20190410:0110,0.0,0.0,7.47,2.76,0.0
2378,20190410:0210,0.0,0.0,7.0,2.62,0.0
2379,20190410:0310,0.0,0.0,6.8,2.69,0.0
2380,20190410:0410,0.0,0.0,6.54,2.76,0.0
2381,20190410:0510,1.2,3.49,6.15,2.76,0.0
2382,20190410:0610,27.53,13.08,6.38,2.83,0.0
2383,20190410:0710,67.03,22.56,7.22,2.76,0.0
2384,20190410:0810,139.22,31.48,8.29,3.24,0.0
2385,20190410:0910,162.39,39.22,9.55,3.45,0.0
2386,20190410:1010,155.5,44.96,10.9,3.72,0.0
2387,20190410:1110,119.47,47.72,12.04,3.79,0.0
2388,20190410:1210,108.99,46.89,13.0,3.86,0.0
2389,20190410:1310,147.75,42.67,13.58,3.93,0.0
2390,20190410:1410,95.3,35.9,13.63,4.14,0.0
2391,20190410:1510,59.28,27.54,13.28,4.28,0.0
2392,20190410:1610,40.13,18.31,12.59,4.21,0.0
2393,20190410:1710,21.43,8.72,11.59,3.86,0.0
2394,20190410:1810,0.0,0.0,10.21,3.79,0.0
2395,20190410:1910,0.0,0.0,9.25,3.66,0.0
2396,20190410:2010,0.0,0.0,8.25,3.59,0.0
2397,20190410:2110,0.0,0.0,7.31,3.45,0.0
2398,20190410:2210,0.0,0.0,6.46,3.31,0.0
2399,20190410:2310,0.0,0.0,5.71,3.17,0.0
2400,20190411:0010,0.0,0.0,5.07,3.03,0.0
2401,20190411:0110,0.0,0.0,4.41,2.97,0.0
2402,20190411:0210,0.0,0.0,3.83,2.97,0.0
2403,20190411:0310,0.0,0.0,3.35,2.97,0.0
2404,20190411:0410,0.0,0.0,2.91,2.97,0.0
2405,20190411:0510,23.82,3.81,2.57,2.97,0.0
2406,20190411:0610,530.69,13.41,3.17,2.69,0.0
2407,20190411:0710,475.76,22.9,4.39,3.66,0.0
2408,20190411:0810,323.15,31.82,5.92,4.14,0.0
2409,20190411:0910,110.24,39.58,7.32,4.41,0.0
2410,20190411:1010,50.62,45.33,8.36,4.55,0.0
2411,20190411:1110,43.32,48.1,9.12,4.48,0.0
2412,20190411:1210,35.11,47.24,9.7,4.34,0.0
2413,20190411:1310,46.97,42.98,10.15,4.21,0.0
2414,20190411:1410,36.48,36.18,10.35,4.21,0.0
2415,20190411:1510,38.3,27.8,10.22,4.14,0.0
2416,20190411:1610,34.66,18.55,9.71,4.07,0.0
2417,20190411:1710,18.7,8.96,8.91,3.52,0.0
2418,20190411:1810,0.0,0.0,7.61,3.24,0.0
2419,20190411:1910,0.0,0.0,6.67,3.59,0.0
2420,20190411:2010,0.0,0.0,5.82,3.59,0.0
2421,20190411:2110,0.0,0.0,4.98,3.52,0.0
2422,20190411:2210,0.0,0.0,4.23,3.31,0.0
2423,20190411:2310,0.0,0.0,3.48,3.1,0.0
2424,20190412:0010,0.0,0.0,2.86,2.97,0.0
2425,20190412:0110,0.0,0.0,2.4,2.83,0.0
2426,20190412:0210,0.0,0.0,2.05,2.76,0.0
2427,20190412:0310,0.0,0.0,2.09,2.76,0.0
2428,20190412:0410,0.0,0.0,1.89,2.76,0.0
2429,20190412:0510,5.98,4.14,1.91,2.76,0.0
2430,20190412:0610,125.86,13.73,2.32,2.48,0.0
2431,20190412:0710,218.68,23.22,3.26,3.17,0.0
2432,20190412:0810,259.13,32.16,4.09,3.45,0.0
2433,20190412:0910,198.39,39.93,5.22,3.52,0.0
2434,20190412:1010,166.9,45.7,6.19,3.38,0.0
2435,20190412:1110,175.56,48.47,6.63,3.1,0.0
2436,20190412:1210,0.0,0.0,6.86,2.97,0.0
2437,20190412:1310,114.46,43.29,6.8,2.9,0.0
2438,20190412:1410,88.01,36.46,6.82,2.97,0.0
2439,20190412:1510,83.9,28.05,6.81,3.03,0.0
2440,20190412:1610,52.9,18.78,6.64,3.1,0.0
2441,20190412:1710,25.08,9.19,6.21,2.83,0.0
2442,20190412:1810,0.0,0.0,5.66,2.83,0.0
2443,20190412:1910,0.0,0.0,4.94,2.9,0.0
2444,20190412:2010,0.0,0.0,4.61,2.83,0.0
2445,20190412:2110,0.0,0.0,4.03,2.69,0.0
2446,20190412:2210,0.0,0.0,3.4,2.55,0.0
2447,20190412:2310,0.0,0.0,2.99,2.41,0.0
2448,20190413:0010,0.0,0.0,2.55,2.28,0.0
2449,20190413:0110,0.0,0.0,1.97,2.28,0.0
2450,20190413:0210,0.0,0.0,1.42,2.34,0.0
2451,20190413:0310,0.0,0.0,0.91,2.41,0.0
2452,20190413:0410,0.0,0.0,0.4,2.48,0.0
2453,20190413:0510,5.98,4.46,0.15,2.41,0.0
2454,20190413:0610,121.4,14.05,0.75,2.55,0.0
2455,20190413:0710,148.65,23.55,2.09,3.03,0.0
2456,20190413:0810,212.12,32.5,3.34,3.03,0.0
2457,20190413:0910,203.57,40.29,4.25,2.97,0.0
2458,20190413:1010,159.6,46.07,5.18,2.55,0.0
2459,20190413:1110,174.65,48.83,5.75,2.41,0.0
2460,20190413:1210,171.46,47.94,6.13,2.0,0.0
2461,20190413:1310,159.6,43.6,6.58,1.86,0.0
2462,20190413:1410,128.14,36.73,6.77,1.79,0.0
2463,20190413:1510,70.68,28.3,6.89,1.93,0.0
2464,20190413:1610,67.49,19.02,6.55,1.86,0.0
2465,20190413:1710,26.9,9.43,6.19,1.93,0.0
2466,20190413:1810,0.0,0.0,5.52,1.72,0.0
2467,20190413:1910,0.0,0.0,3.82,1.86,0.0
2468,20190413:2010,0.0,0.0,3.31,2.0,0.0
2469,20190413:2110,0.0,0.0,3.1,2.07,0.0
2470,20190413:2210,0.0,0.0,2.61,2.0,0.0
2471,20190413:2310,0.0,0.0,2.63,2.0,0.0
2472,20190414:0010,0.0,0.0,2.32,2.07,0.0
2473,20190414:0110,0.0,0.0,1.86,2.14,0.0
2474,20190414:0210,0.0,0.0,1.67,2.28,0.0
2475,20190414:0310,0.0,0.0,1.61,2.34,0.0
2476,20190414:0410,0.0,0.0,1.5,2.28,0.0
2477,20190414:0510,35.84,4.78,1.28,2.34,0.0
2478,20190414:0610,223.49,14.37,2.0,2.21,0.0
2479,20190414:0710,154.26,23.87,3.38,2.9,0.0
2480,20190414:0810,264.89,32.83,5.04,3.31,0.0
2481,20190414:0910,135.35,40.64,6.93,3.59,0.0
2482,20190414:1010,69.77,46.43,8.45,3.79,0.0
2483,20190414:1110,74.78,49.2,9.63,4.41,0.0
2484,20190414:1210,118.11,48.28,10.19,4.62,0.0
2485,20190414:1310,85.73,43.91,10.21,4.69,0.0
2486,20190414:1410,84.82,37.01,10.13,4.62,0.0
2487,20190414:1510,90.29,28.54,9.74,4.69,0.0
2488,20190414:1610,62.47,19.25,9.0,4.48,0.0
2489,20190414:1710,21.89,9.66,8.11,3.93,0.0
2490,20190414:1810,0.0,0.0,7.28,3.52,0.0
2491,20190414:1910,0.0,0.0,6.19,3.1,0.0
2492,20190414:2010,0.0,0.0,5.54,2.9,0.0
2493,20190414:2110,0.0,0.0,4.72,2.41,0.0
2494,20190414:2210,0.0,0.0,4.18,2.0,0.0
2495,20190414:2310,0.0,0.0,3.84,1.93,0.0
2496,20190415:0010,0.0,0.0,3.57,2.0,0.0
2497,20190415:0110,0.0,0.0,3.43,1.86,0.0
2498,20190415:0210,0.0,0.0,2.74,1.79,0.0
2499,20190415:0310,0.0,0.0,2.12,1.72,0.0
2500,20190415:0410,0.0,0.0,1.82,1.66,0.0
2501,20190415:0510,10.17,5.1,1.64,1.72,0.0
2502,20190415:0610,461.53,14.69,3.35,1.45,0.0
2503,20190415:0710,450.67,24.19,6.13,1.86,0.0
2504,20190415:0810,319.74,33.16,8.17,2.14,0.0
2505,20190415:0910,125.28,40.98,10.12,2.28,0.0
2506,20190415:1010,73.42,46.79,11.86,2.48,0.0
2507,20190415:1110,64.75,49.56,13.38,2.9,0.0
2508,20190415:1210,53.35,48.62,14.5,3.24,0.0
2509,20190415:1310,52.44,44.21,15.32,3.86,0.0
2510,20190415:1410,45.14,37.28,15.59,3.86,0.0
2511,20190415:1510,40.58,28.79,15.5,3.45,0.0
2512,20190415:1610,38.3,19.49,15.27,2.97,0.0
2513,20190415:1710,23.26,9.89,14.39,2.62,0.0
2514,20190415:1810,0.0,0.0,12.64,2.69,0.0
2515,20190415:1910,0.0,0.0,11.59,2.9,0.0
2516,20190415:2010,0.0,0.0,10.44,3.1,0.0
2517,20190415:2110,0.0,0.0,9.55,3.24,0.0
2518,20190415:2210,0.0,0.0,8.74,3.1,0.0
2519,20190415:2310,0.0,0.0,8.01,2.9,0.0
2520,20190416:0010,0.0,0.0,7.31,2.69,0.0
2521,20190416:0110,0.0,0.0,6.65,2.48,0.0
2522,20190416:0210,0.0,0.0,6.02,2.48,0.0
2523,20190416:0310,0.0,0.0,5.47,2.48,0.0
2524,20190416:0410,0.0,0.0,4.99,2.34,0.0
2525,20190416:0510,59.41,5.41,4.45,2.07,0.0
2526,20190416:0610,523.77,15.0,5.35,1.59,0.0
2527,20190416:0710,467.82,24.51,8.3,2.14,0.0
2528,20190416:0810,319.72,33.49,10.16,2.48,0.0
2529,20190416:0910,153.78,41.33,12.05,2.48,0.0
2530,20190416:1010,70.68,47.15,13.82,2.48,0.0
2531,20190416:1110,61.1,49.92,15.29,2.55,0.0
2532,20190416:1210,41.95,48.96,16.32,2.55,0.0
2533,20190416:1310,86.18,44.51,16.95,2.34,0.0
2534,20190416:1410,133.15,37.54,17.2,2.14,0.0
2535,20190416:1510,105.34,29.03,17.2,2.0,0.0
2536,20190416:1610,69.31,19.72,16.2,2.21,0.0
2537,20190416:1710,29.64,10.12,14.48,2.62,0.0
