,time,G(i),H_sun,T2m,WS10m,Int
0,20200101:0010,0.0,0.0,-1.16,1.38,0.0
1,20200101:0110,0.0,0.0,-1.5,1.45,0.0
2,20200101:0210,0.0,0.0,-1.98,1.66,0.0
3,20200101:0310,0.0,0.0,-2.1,1.38,0.0
4,20200101:0410,0.0,0.0,-1.96,1.24,0.0
5,20200101:0510,0.0,0.0,-1.99,1.31,0.0
6,20200101:0610,0.0,0.0,-2.27,1.52,0.0
7,20200101:0710,0.0,0.0,-2.66,1.66,0.0
8,20200101:0810,14.59,4.78,-2.43,1.45,0.0
9,20200101:0910,22.34,10.75,-0.67,1.1,0.0
10,20200101:1010,31.46,14.87,1.39,1.24,0.0
11,20200101:1110,27.82,16.78,2.36,1.59,0.0
12,20200101:1210,25.08,16.31,2.77,1.52,0.0
13,20200101:1310,26.9,13.49,3.13,1.31,0.0
14,20200101:1410,18.7,8.59,2.94,1.03,0.0
15,20200101:1510,0.0,0.0,1.97,1.66,0.0
16,20200101:1610,0.0,0.0,0.37,1.86,0.0
17,20200101:1710,0.0,0.0,-0.73,1.72,0.0
18,20200101:1810,0.0,0.0,-1.63,1.52,0.0
19,20200101:1910,0.0,0.0,-1.33,1.17,0.0
20,20200101:2010,0.0,0.0,-1.91,1.31,0.0
21,20200101:2110,0.0,0.0,-2.3,1.38,0.0
22,20200101:2210,0.0,0.0,-2.41,1.31,0.0
23,20200101:2310,0.0,0.0,-1.75,1.03,0.0
24,20200102:0010,0.0,0.0,-1.44,0.9,0.0
25,20200102:0110,0.0,0.0,-1.63,0.97,0.0
26,20200102:0210,0.0,0.0,-2.19,1.03,0.0
27,20200102:0310,0.0,0.0,-2.83,1.17,0.0
28,20200102:0410,0.0,0.0,-3.12,1.24,0.0
29,20200102:0510,0.0,0.0,-3.03,1.24,0.0
30,20200102:0610,0.0,0.0,-2.96,1.17,0.0
31,20200102:0710,0.0,0.0,-2.08,1.72,0.0
32,20200102:0810,10.03,4.81,-1.69,1.66,0.0
33,20200102:0910,25.08,10.79,-1.02,1.59,0.0
34,20200102:1010,25.08,14.93,-0.09,1.79,0.0
35,20200102:1110,38.76,16.86,0.78,1.93,0.0
36,20200102:1210,40.13,16.4,1.49,1.79,0.0
37,20200102:1310,38.3,13.6,2.11,1.72,0.0
38,20200102:1410,22.34,8.71,2.16,1.52,0.0
39,20200102:1510,0.0,0.0,1.99,1.72,0.0
40,20200102:1610,0.0,0.0,1.24,1.93,0.0
41,20200102:1710,0.0,0.0,1.11,1.93,0.0
42,20200102:1810,0.0,0.0,1.18,2.07,0.0
43,20200102:1910,0.0,0.0,1.3,2.28,0.0
44,20200102:2010,0.0,0.0,1.54,2.41,0.0
45,20200102:2110,0.0,0.0,1.59,2.62,0.0
46,20200102:2210,0.0,0.0,1.8,2.62,0.0
47,20200102:2310,0.0,0.0,1.81,2.76,0.0
48,20200103:0010,0.0,0.0,1.83,2.9,0.0
49,20200103:0110,0.0,0.0,1.8,3.03,0.0
50,20200103:0210,0.0,0.0,1.93,2.97,0.0
51,20200103:0310,0.0,0.0,1.95,2.97,0.0
52,20200103:0410,0.0,0.0,2.0,2.97,0.0
53,20200103:0510,0.0,0.0,1.97,3.03,0.0
54,20200103:0610,0.0,0.0,2.12,3.1,0.0
55,20200103:0710,0.0,0.0,3.35,3.72,0.0
56,20200103:0810,3.19,4.84,3.71,3.86,0.0
57,20200103:0910,25.54,10.84,4.52,4.07,0.0
58,20200103:1010,48.34,15.0,5.36,4.28,0.0
59,20200103:1110,21.43,16.95,5.93,4.41,0.0
60,20200103:1210,19.61,16.51,6.22,4.55,0.0
61,20200103:1310,44.69,13.71,6.42,4.62,0.0
62,20200103:1410,15.96,8.84,6.67,4.55,0.0
63,20200103:1510,0.0,0.0,6.84,4.55,0.0
64,20200103:1610,0.0,0.0,6.86,4.76,0.0
65,20200103:1710,0.0,0.0,7.15,5.24,0.0
66,20200103:1810,0.0,0.0,7.4,5.1,0.0
67,20200103:1910,0.0,0.0,7.92,5.31,0.0
68,20200103:2010,0.0,0.0,7.92,4.83,0.0
69,20200103:2110,0.0,0.0,7.83,4.14,0.0
70,20200103:2210,0.0,0.0,7.63,3.52,0.0
71,20200103:2310,0.0,0.0,7.12,3.45,0.0
72,20200104:0010,0.0,0.0,6.25,3.31,0.0
73,20200104:0110,0.0,0.0,5.31,2.9,0.0
74,20200104:0210,0.0,0.0,4.58,2.97,0.0
75,20200104:0310,0.0,0.0,4.11,2.69,0.0
76,20200104:0410,0.0,0.0,3.67,2.28,0.0
77,20200104:0510,0.0,0.0,3.15,2.14,0.0
78,20200104:0610,0.0,0.0,2.27,2.34,0.0
79,20200104:0710,0.0,0.0,2.21,2.62,0.0
80,20200104:0810,11.4,4.88,2.48,2.97,0.0
81,20200104:0910,35.11,10.9,3.05,3.24,0.0
82,20200104:1010,25.54,15.07,3.73,3.52,0.0
83,20200104:1110,29.18,17.05,4.34,3.72,0.0
84,20200104:1210,22.34,16.62,4.83,4.21,0.0
85,20200104:1310,41.95,13.84,4.98,4.07,0.0
86,20200104:1410,18.24,8.97,4.93,4.0,0.0
87,20200104:1510,2.74,2.39,4.97,4.0,0.0
88,20200104:1610,0.0,0.0,5.03,3.86,0.0
89,20200104:1710,0.0,0.0,5.03,3.79,0.0
90,20200104:1810,0.0,0.0,5.13,3.93,0.0
91,20200104:1910,0.0,0.0,5.24,4.07,0.0
92,20200104:2010,0.0,0.0,5.23,3.93,0.0
93,20200104:2110,0.0,0.0,5.19,3.66,0.0
94,20200104:2210,0.0,0.0,5.15,3.24,0.0
95,20200104:2310,0.0,0.0,5.08,2.69,0.0
96,20200105:0010,0.0,0.0,5.05,2.21,0.0
97,20200105:0110,0.0,0.0,5.05,1.86,0.0
98,20200105:0210,0.0,0.0,5.01,1.59,0.0
99,20200105:0310,0.0,0.0,5.0,1.38,0.0
100,20200105:0410,0.0,0.0,4.93,1.24,0.0
101,20200105:0510,0.0,0.0,4.85,1.24,0.0
102,20200105:0610,0.0,0.0,4.8,1.38,0.0
103,20200105:0710,0.0,0.0,4.67,1.52,0.0
104,20200105:0810,9.12,4.92,4.67,1.38,0.0
105,20200105:0910,30.55,10.96,4.87,1.31,0.0
106,20200105:1010,32.38,15.16,5.24,1.38,0.0
107,20200105:1110,36.02,17.15,5.7,1.45,0.0
108,20200105:1210,36.48,16.74,6.04,1.66,0.0
109,20200105:1310,27.82,13.97,6.15,1.72,0.0
110,20200105:1410,17.78,9.11,6.12,1.79,0.0
111,20200105:1510,1.37,2.54,5.91,1.66,0.0
112,20200105:1610,0.0,0.0,5.51,1.66,0.0
113,20200105:1710,0.0,0.0,5.26,1.72,0.0
114,20200105:1810,0.0,0.0,5.11,1.72,0.0
115,20200105:1910,0.0,0.0,4.67,1.52,0.0
116,20200105:2010,0.0,0.0,4.36,1.59,0.0
117,20200105:2110,0.0,0.0,4.03,1.59,0.0
118,20200105:2210,0.0,0.0,3.82,1.45,0.0
119,20200105:2310,0.0,0.0,3.65,1.31,0.0
120,20200106:0010,0.0,0.0,3.27,1.1,0.0
121,20200106:0110,0.0,0.0,2.97,1.03,0.0
122,20200106:0210,0.0,0.0,2.59,1.1,0.0
123,20200106:0310,0.0,0.0,2.11,1.1,0.0
124,20200106:0410,0.0,0.0,1.73,1.03,0.0
125,20200106:0510,0.0,0.0,1.5,0.83,0.0
126,20200106:0610,0.0,0.0,1.48,0.69,0.0
127,20200106:0710,0.0,0.0,0.3,1.24,0.0
128,20200106:0810,14.14,4.98,-0.24,1.38,0.0
129,20200106:0910,38.3,11.03,1.41,1.03,0.0
130,20200106:1010,43.78,15.25,2.7,1.17,0.0
131,20200106:1110,39.67,17.26,3.66,1.38,0.0
132,20200106:1210,35.11,16.87,4.44,1.45,0.0
133,20200106:1310,27.36,14.11,4.79,1.45,0.0
134,20200106:1410,19.61,9.26,4.82,1.52,0.0
135,20200106:1510,1.82,2.69,4.03,1.59,0.0
136,20200106:1610,0.0,0.0,2.7,1.93,0.0
137,20200106:1710,0.0,0.0,1.69,2.07,0.0
138,20200106:1810,0.0,0.0,1.21,2.14,0.0
139,20200106:1910,0.0,0.0,0.61,2.14,0.0
140,20200106:2010,0.0,0.0,0.53,2.28,0.0
141,20200106:2110,0.0,0.0,0.54,2.48,0.0
142,20200106:2210,0.0,0.0,0.68,2.69,0.0
143,20200106:2310,0.0,0.0,0.83,2.83,0.0
144,20200107:0010,0.0,0.0,0.86,2.76,0.0
145,20200107:0110,0.0,0.0,0.84,2.69,0.0
146,20200107:0210,0.0,0.0,1.09,2.83,0.0
147,20200107:0310,0.0,0.0,1.47,2.83,0.0
148,20200107:0410,0.0,0.0,2.25,2.69,0.0
149,20200107:0510,0.0,0.0,2.78,2.62,0.0
150,20200107:0610,0.0,0.0,3.17,2.62,0.0
151,20200107:0710,0.0,0.0,2.93,2.21,0.0
152,20200107:0810,14.14,5.03,3.21,2.14,0.0
153,20200107:0910,21.43,11.11,3.7,2.07,0.0
154,20200107:1010,32.38,15.35,4.43,2.14,0.0
155,20200107:1110,34.2,17.38,5.13,2.07,0.0
156,20200107:1210,62.47,17.0,5.62,2.55,0.0
157,20200107:1310,51.07,14.26,5.82,2.41,0.0
158,20200107:1410,21.43,9.41,5.76,2.28,0.0
159,20200107:1510,3.65,2.84,5.25,2.0,0.0
160,20200107:1610,0.0,0.0,4.72,2.07,0.0
161,20200107:1710,0.0,0.0,4.6,2.07,0.0
162,20200107:1810,0.0,0.0,4.42,2.21,0.0
163,20200107:1910,0.0,0.0,4.44,2.48,0.0
164,20200107:2010,0.0,0.0,4.12,2.69,0.0
165,20200107:2110,0.0,0.0,3.93,2.9,0.0
166,20200107:2210,0.0,0.0,3.73,2.9,0.0
167,20200107:2310,0.0,0.0,3.48,2.9,0.0
168,20200108:0010,0.0,0.0,3.04,2.76,0.0
169,20200108:0110,0.0,0.0,2.73,2.83,0.0
170,20200108:0210,0.0,0.0,2.78,2.9,0.0
171,20200108:0310,0.0,0.0,3.0,2.9,0.0
172,20200108:0410,0.0,0.0,3.07,3.03,0.0
173,20200108:0510,0.0,0.0,3.34,3.03,0.0
174,20200108:0610,0.0,0.0,3.58,3.1,0.0
175,20200108:0710,0.0,0.0,4.02,3.59,0.0
176,20200108:0810,6.38,5.1,4.4,3.52,0.0
177,20200108:0910,11.4,11.2,4.87,3.45,0.0
178,20200108:1010,20.52,15.45,5.41,3.31,0.0
179,20200108:1110,15.96,17.5,5.93,3.17,0.0
180,20200108:1210,10.94,17.14,6.46,3.17,0.0
181,20200108:1310,25.54,14.41,6.86,3.24,0.0
182,20200108:1410,30.1,9.57,7.27,3.24,0.0
183,20200108:1510,0.91,3.01,7.53,3.1,0.0
184,20200108:1610,0.0,0.0,7.65,2.97,0.0
185,20200108:1710,0.0,0.0,7.74,3.03,0.0
186,20200108:1810,0.0,0.0,7.82,3.03,0.0
187,20200108:1910,0.0,0.0,6.92,2.55,0.0
188,20200108:2010,0.0,0.0,7.04,2.55,0.0
189,20200108:2110,0.0,0.0,7.16,2.62,0.0
190,20200108:2210,0.0,0.0,7.26,2.69,0.0
191,20200108:2310,0.0,0.0,7.34,2.76,0.0
192,20200109:0010,0.0,0.0,7.38,2.76,0.0
193,20200109:0110,0.0,0.0,7.46,2.76,0.0
194,20200109:0210,0.0,0.0,7.53,2.97,0.0
195,20200109:0310,0.0,0.0,7.66,3.1,0.0
196,20200109:0410,0.0,0.0,7.85,3.24,0.0
197,20200109:0510,0.0,0.0,8.09,3.31,0.0
198,20200109:0610,0.0,0.0,8.39,3.45,0.0
199,20200109:0710,0.0,0.0,8.52,3.66,0.0
200,20200109:0810,7.3,5.17,8.84,3.79,0.0
201,20200109:0910,23.71,11.29,9.19,3.93,0.0
202,20200109:1010,32.38,15.56,9.52,4.0,0.0
203,20200109:1110,15.05,17.63,9.9,4.07,0.0
204,20200109:1210,34.66,17.29,10.19,4.0,0.0
205,20200109:1310,32.38,14.57,10.39,4.0,0.0
206,20200109:1410,24.17,9.73,10.27,3.93,0.0
207,20200109:1510,1.82,3.17,10.08,3.86,0.0
208,20200109:1610,0.0,0.0,9.8,3.72,0.0
209,20200109:1710,0.0,0.0,9.56,3.72,0.0
210,20200109:1810,0.0,0.0,9.39,3.72,0.0
211,20200109:1910,0.0,0.0,9.18,3.86,0.0
212,20200109:2010,0.0,0.0,8.98,3.86,0.0
213,20200109:2110,0.0,0.0,8.82,3.86,0.0
214,20200109:2210,0.0,0.0,8.67,3.86,0.0
215,20200109:2310,0.0,0.0,8.39,4.07,0.0
216,20200110:0010,0.0,0.0,8.0,4.34,0.0
217,20200110:0110,0.0,0.0,7.59,4.34,0.0
218,20200110:0210,0.0,0.0,7.49,4.34,0.0
219,20200110:0310,0.0,0.0,7.37,4.34,0.0
220,20200110:0410,0.0,0.0,7.53,4.34,0.0
221,20200110:0510,0.0,0.0,7.74,4.14,0.0
222,20200110:0610,0.0,0.0,7.64,4.0,0.0
223,20200110:0710,0.0,0.0,7.96,3.86,0.0
224,20200110:0810,15.05,5.26,8.12,3.93,0.0
225,20200110:0910,35.57,11.39,8.36,4.14,0.0
226,20200110:1010,55.18,15.68,9.03,4.34,0.0
227,20200110:1110,34.2,17.77,9.7,3.72,0.0
228,20200110:1210,61.56,17.44,10.01,4.76,0.0
229,20200110:1310,19.15,14.73,9.88,4.07,0.0
230,20200110:1410,6.38,9.9,9.38,3.79,0.0
231,20200110:1510,6.38,3.35,8.81,3.38,0.0
232,20200110:1610,0.0,0.0,8.13,3.1,0.0
233,20200110:1710,0.0,0.0,7.56,3.38,0.0
234,20200110:1810,0.0,0.0,7.07,3.1,0.0
235,20200110:1910,0.0,0.0,6.9,2.97,0.0
236,20200110:2010,0.0,0.0,6.62,2.83,0.0
237,20200110:2110,0.0,0.0,6.3,2.97,0.0
238,20200110:2210,0.0,0.0,5.94,2.9,0.0
239,20200110:2310,0.0,0.0,5.74,2.76,0.0
240,20200111:0010,0.0,0.0,5.4,2.48,0.0
241,20200111:0110,0.0,0.0,4.99,2.41,0.0
242,20200111:0210,0.0,0.0,4.62,2.07,0.0
243,20200111:0310,0.0,0.0,4.37,1.72,0.0
244,20200111:0410,0.0,0.0,3.92,1.59,0.0
245,20200111:0510,0.0,0.0,3.89,1.17,0.0
246,20200111:0610,0.0,0.0,3.42,0.76,0.0
247,20200111:0710,0.0,0.0,2.04,1.59,0.0
248,20200111:0810,15.5,5.34,1.84,1.59,0.0
249,20200111:0910,25.54,11.5,2.76,1.17,0.0
250,20200111:1010,29.18,15.81,4.27,1.45,0.0
251,20200111:1110,38.3,17.92,4.86,2.14,0.0
252,20200111:1210,55.63,17.6,5.32,2.62,0.0
253,20200111:1310,53.35,14.9,5.46,2.69,0.0
254,20200111:1410,33.74,10.08,5.45,2.9,0.0
255,20200111:1510,7.3,3.52,5.17,2.41,0.0
256,20200111:1610,0.0,0.0,4.67,2.14,0.0
257,20200111:1710,0.0,0.0,4.23,2.0,0.0
258,20200111:1810,0.0,0.0,3.91,1.86,0.0
259,20200111:1910,0.0,0.0,3.04,1.86,0.0
260,20200111:2010,0.0,0.0,2.74,1.93,0.0
261,20200111:2110,0.0,0.0,2.12,2.07,0.0
262,20200111:2210,0.0,0.0,1.83,2.21,0.0
263,20200111:2310,0.0,0.0,1.45,2.28,0.0
264,20200112:0010,0.0,0.0,1.03,2.21,0.0
265,20200112:0110,0.0,0.0,0.72,2.21,0.0
266,20200112:0210,0.0,0.0,0.34,2.28,0.0
267,20200112:0310,0.0,0.0,0.15,2.41,0.0
268,20200112:0410,0.0,0.0,0.1,2.41,0.0
269,20200112:0510,0.0,0.0,0.05,2.41,0.0
270,20200112:0610,0.0,0.0,-0.01,2.41,0.0
271,20200112:0710,0.0,0.0,0.07,2.69,0.0
272,20200112:0810,13.22,5.44,0.34,2.9,0.0
273,20200112:0910,35.11,11.61,1.55,2.9,0.0
274,20200112:1010,27.36,15.95,2.73,3.45,0.0
275,20200112:1110,24.17,18.07,4.05,4.07,0.0
276,20200112:1210,22.34,17.77,5.18,4.62,0.0
277,20200112:1310,33.74,15.08,5.77,4.62,0.0
278,20200112:1410,32.83,10.26,5.99,4.28,0.0
279,20200112:1510,7.3,3.7,5.65,3.93,0.0
280,20200112:1610,0.0,0.0,5.63,3.93,0.0
281,20200112:1710,0.0,0.0,5.84,4.07,0.0
282,20200112:1810,0.0,0.0,5.91,4.07,0.0
283,20200112:1910,0.0,0.0,4.73,4.0,0.0
284,20200112:2010,0.0,0.0,4.74,3.79,0.0
285,20200112:2110,0.0,0.0,4.9,3.66,0.0
286,20200112:2210,0.0,0.0,5.04,3.45,0.0
287,20200112:2310,0.0,0.0,5.06,3.24,0.0
288,20200113:0010,0.0,0.0,5.16,3.03,0.0
289,20200113:0110,0.0,0.0,5.24,2.83,0.0
290,20200113:0210,0.0,0.0,5.0,2.62,0.0
291,20200113:0310,0.0,0.0,4.98,2.55,0.0
292,20200113:0410,0.0,0.0,4.81,2.48,0.0
293,20200113:0510,0.0,0.0,4.91,2.41,0.0
294,20200113:0610,0.0,0.0,5.01,2.48,0.0
295,20200113:0710,0.0,0.0,4.82,2.34,0.0
296,20200113:0810,13.22,5.54,4.84,2.21,0.0
297,20200113:0910,35.11,11.73,5.12,2.14,0.0
298,20200113:1010,58.82,16.09,5.57,2.14,0.0
299,20200113:1110,53.35,18.23,5.9,2.0,0.0
300,20200113:1210,55.18,17.95,6.56,2.28,0.0
301,20200113:1310,23.26,15.27,6.52,2.28,0.0
302,20200113:1410,20.06,10.45,6.62,2.55,0.0
303,20200113:1510,7.75,3.89,6.65,2.69,0.0
304,20200113:1610,0.0,0.0,6.34,2.62,0.0
305,20200113:1710,0.0,0.0,6.13,2.55,0.0
306,20200113:1810,0.0,0.0,6.07,2.76,0.0
307,20200113:1910,0.0,0.0,5.86,2.83,0.0
308,20200113:2010,0.0,0.0,6.15,2.9,0.0
309,20200113:2110,0.0,0.0,6.42,2.97,0.0
310,20200113:2210,0.0,0.0,6.22,2.9,0.0
311,20200113:2310,0.0,0.0,6.03,3.24,0.0
312,20200114:0010,0.0,0.0,6.0,3.52,0.0
313,20200114:0110,0.0,0.0,5.88,3.72,0.0
314,20200114:0210,0.0,0.0,5.83,3.93,0.0
315,20200114:0310,0.0,0.0,6.11,4.14,0.0
316,20200114:0410,0.0,0.0,6.08,4.21,0.0
317,20200114:0510,0.0,0.0,6.05,4.34,0.0
318,20200114:0610,0.0,0.0,6.18,4.34,0.0
319,20200114:0710,0.0,0.0,6.88,4.69,0.0
320,20200114:0810,14.59,5.65,6.7,4.83,0.0
321,20200114:0910,34.2,11.86,7.26,5.03,0.0
322,20200114:1010,57.46,16.24,8.04,5.1,0.0
323,20200114:1110,61.1,18.4,8.61,5.03,0.0
324,20200114:1210,57.91,18.13,9.28,5.1,0.0
325,20200114:1310,47.42,15.46,9.75,5.1,0.0
326,20200114:1410,27.82,10.64,10.08,5.17,0.0
327,20200114:1510,10.03,4.08,9.92,5.03,0.0
328,20200114:1610,0.0,0.0,10.1,4.97,0.0
329,20200114:1710,0.0,0.0,10.3,4.97,0.0
330,20200114:1810,0.0,0.0,10.36,5.03,0.0
331,20200114:1910,0.0,0.0,9.45,4.9,0.0
332,20200114:2010,0.0,0.0,9.46,4.97,0.0
333,20200114:2110,0.0,0.0,9.73,4.62,0.0
334,20200114:2210,0.0,0.0,9.69,4.28,0.0
335,20200114:2310,0.0,0.0,9.2,4.21,0.0
336,20200115:0010,0.0,0.0,9.17,4.14,0.0
337,20200115:0110,0.0,0.0,9.27,3.93,0.0
338,20200115:0210,0.0,0.0,9.28,3.79,0.0
339,20200115:0310,0.0,0.0,8.83,3.79,0.0
340,20200115:0410,0.0,0.0,8.43,3.86,0.0
341,20200115:0510,0.0,0.0,7.87,3.93,0.0
342,20200115:0610,0.0,0.0,7.38,4.0,0.0
343,20200115:0710,0.0,0.0,6.67,3.72,0.0
344,20200115:0810,16.42,5.76,6.54,3.72,0.0
345,20200115:0910,34.66,11.99,7.23,3.93,0.0
346,20200115:1010,36.48,16.39,8.36,3.38,0.0
347,20200115:1110,29.64,18.57,9.52,4.07,0.0
348,20200115:1210,66.58,18.32,10.4,4.28,0.0
349,20200115:1310,31.92,15.65,10.96,4.14,0.0
350,20200115:1410,24.17,10.84,11.16,4.83,0.0
351,20200115:1510,9.58,4.28,10.94,4.62,0.0
352,20200115:1610,0.0,0.0,10.38,4.48,0.0
353,20200115:1710,0.0,0.0,10.05,4.34,0.0
354,20200115:1810,0.0,0.0,9.89,4.34,0.0
355,20200115:1910,0.0,0.0,9.47,4.41,0.0
356,20200115:2010,0.0,0.0,9.88,4.48,0.0
357,20200115:2110,0.0,0.0,9.99,4.28,0.0
358,20200115:2210,0.0,0.0,10.3,4.0,0.0
359,20200115:2310,0.0,0.0,10.46,3.79,0.0
360,20200116:0010,0.0,0.0,10.36,3.38,0.0
361,20200116:0110,0.0,0.0,10.08,2.9,0.0
362,20200116:0210,0.0,0.0,9.38,2.41,0.0
363,20200116:0310,0.0,0.0,8.92,2.07,0.0
364,20200116:0410,0.0,0.0,8.47,1.93,0.0
365,20200116:0510,0.0,0.0,8.09,1.79,0.0
366,20200116:0610,0.0,0.0,7.63,1.79,0.0
367,20200116:0710,0.0,0.0,6.62,2.07,0.0
368,20200116:0810,17.78,5.88,6.28,1.93,0.0
369,20200116:0910,41.5,12.13,7.21,1.52,0.0
370,20200116:1010,33.29,16.55,9.17,1.72,0.0
371,20200116:1110,31.01,18.75,10.07,2.07,0.0
372,20200116:1210,39.22,18.51,10.81,2.14,0.0
373,20200116:1310,32.83,15.85,11.25,2.07,0.0
374,20200116:1410,23.26,11.04,11.27,1.72,0.0
375,20200116:1510,10.03,4.48,10.57,1.66,0.0
376,20200116:1610,0.0,0.0,9.12,2.07,0.0
377,20200116:1710,0.0,0.0,7.97,2.28,0.0
378,20200116:1810,0.0,0.0,7.31,2.41,0.0
379,20200116:1910,0.0,0.0,7.15,2.41,0.0
380,20200116:2010,0.0,0.0,6.7,2.48,0.0
381,20200116:2110,0.0,0.0,6.28,2.55,0.0
382,20200116:2210,0.0,0.0,5.91,2.62,0.0
383,20200116:2310,0.0,0.0,5.52,2.48,0.0
384,20200117:0010,0.0,0.0,5.08,2.41,0.0
385,20200117:0110,0.0,0.0,4.55,2.21,0.0
386,20200117:0210,0.0,0.0,3.75,2.0,0.0
387,20200117:0310,0.0,0.0,2.84,2.0,0.0
388,20200117:0410,0.0,0.0,2.16,2.0,0.0
389,20200117:0510,0.0,0.0,1.63,2.0,0.0
390,20200117:0610,0.0,0.0,1.2,1.93,0.0
391,20200117:0710,0.0,0.0,1.18,2.07,0.0
392,20200117:0810,15.5,6.01,1.37,2.07,0.0
393,20200117:0910,39.67,12.28,3.65,1.93,0.0
394,20200117:1010,34.66,16.72,6.37,2.28,0.0
395,20200117:1110,44.23,18.94,7.8,2.9,0.0
396,20200117:1210,59.74,18.71,8.8,3.17,0.0
397,20200117:1310,38.76,16.06,9.27,3.1,0.0
398,20200117:1410,29.18,11.25,9.24,3.31,0.0
399,20200117:1510,6.84,4.69,9.17,3.52,0.0
400,20200117:1610,0.0,0.0,8.8,3.45,0.0
401,20200117:1710,0.0,0.0,8.68,3.45,0.0
402,20200117:1810,0.0,0.0,8.43,3.38,0.0
403,20200117:1910,0.0,0.0,7.63,3.1,0.0
404,20200117:2010,0.0,0.0,7.34,3.1,0.0
405,20200117:2110,0.0,0.0,6.89,2.97,0.0
406,20200117:2210,0.0,0.0,6.25,2.9,0.0
407,20200117:2310,0.0,0.0,5.34,2.76,0.0
408,20200118:0010,0.0,0.0,4.59,2.55,0.0
409,20200118:0110,0.0,0.0,4.07,2.34,0.0
410,20200118:0210,0.0,0.0,3.46,2.34,0.0
411,20200118:0310,0.0,0.0,3.13,2.34,0.0
412,20200118:0410,0.0,0.0,3.05,2.41,0.0
413,20200118:0510,0.0,0.0,3.2,2.55,0.0
414,20200118:0610,0.0,0.0,3.42,2.69,0.0
415,20200118:0710,0.0,0.0,2.65,2.76,0.0
416,20200118:0810,17.78,6.14,2.51,2.9,0.0
417,20200118:0910,43.78,12.44,3.18,2.83,0.0
418,20200118:1010,46.06,16.9,4.45,4.28,0.0
419,20200118:1110,15.5,19.14,5.12,4.48,0.0
420,20200118:1210,27.36,18.92,5.45,4.14,0.0
421,20200118:1310,58.82,16.28,5.68,3.66,0.0
422,20200118:1410,36.02,11.47,5.61,2.76,0.0
423,20200118:1510,11.86,4.9,4.94,2.62,0.0
424,20200118:1610,0.0,0.0,3.94,1.86,0.0
425,20200118:1710,0.0,0.0,3.15,1.79,0.0
426,20200118:1810,0.0,0.0,2.15,1.79,0.0
427,20200118:1910,0.0,0.0,1.67,1.86,0.0
428,20200118:2010,0.0,0.0,0.74,1.86,0.0
429,20200118:2110,0.0,0.0,0.26,1.72,0.0
430,20200118:2210,0.0,0.0,-0.47,1.66,0.0
431,20200118:2310,0.0,0.0,-0.52,1.59,0.0
432,20200119:0010,0.0,0.0,-0.79,1.59,0.0
433,20200119:0110,0.0,0.0,-0.7,1.59,0.0
434,20200119:0210,0.0,0.0,-0.64,1.59,0.0
435,20200119:0310,0.0,0.0,-0.8,1.52,0.0
436,20200119:0410,0.0,0.0,-0.64,1.38,0.0
437,20200119:0510,0.0,0.0,-0.25,1.31,0.0
438,20200119:0610,0.0,0.0,0.08,1.31,0.0
439,20200119:0710,0.0,0.0,0.59,1.38,0.0
440,20200119:0810,18.7,6.29,0.39,1.31,0.0
441,20200119:0910,43.32,12.6,1.73,1.24,0.0
442,20200119:1010,62.02,17.08,2.67,2.07,0.0
443,20200119:1110,70.22,19.34,3.44,2.41,0.0
444,20200119:1210,40.13,19.13,3.88,2.48,0.0
445,20200119:1310,60.65,16.49,4.15,2.0,0.0
446,20200119:1410,37.85,11.69,4.18,1.45,0.0
447,20200119:1510,14.14,5.12,4.17,1.52,0.0
448,20200119:1610,0.0,0.0,3.69,1.52,0.0
449,20200119:1710,0.0,0.0,3.27,1.59,0.0
450,20200119:1810,0.0,0.0,2.75,1.79,0.0
451,20200119:1910,0.0,0.0,2.12,1.72,0.0
452,20200119:2010,0.0,0.0,1.94,1.66,0.0
453,20200119:2110,0.0,0.0,1.94,1.59,0.0
454,20200119:2210,0.0,0.0,1.53,1.31,0.0
455,20200119:2310,0.0,0.0,0.75,1.31,0.0
456,20200120:0010,0.0,0.0,0.47,1.31,0.0
457,20200120:0110,0.0,0.0,0.24,1.31,0.0
458,20200120:0210,0.0,0.0,-0.32,1.45,0.0
459,20200120:0310,0.0,0.0,-0.74,1.52,0.0
460,20200120:0410,0.0,0.0,-0.87,1.59,0.0
461,20200120:0510,0.0,0.0,-0.7,1.52,0.0
462,20200120:0610,0.0,0.0,-0.71,1.52,0.0
463,20200120:0710,0.0,0.0,-0.65,1.66,0.0
464,20200120:0810,13.68,6.43,-0.7,1.59,0.0
465,20200120:0910,23.26,12.77,0.92,1.52,0.0
466,20200120:1010,30.55,17.27,2.81,2.41,0.0
467,20200120:1110,42.86,19.54,3.55,2.07,0.0
468,20200120:1210,50.62,19.35,4.05,1.86,0.0
469,20200120:1310,62.02,16.72,4.47,1.72,0.0
470,20200120:1410,41.04,11.91,4.38,1.72,0.0
471,20200120:1510,10.94,5.34,4.27,1.79,0.0
472,20200120:1610,0.0,0.0,3.45,1.93,0.0
473,20200120:1710,0.0,0.0,2.55,2.0,0.0
474,20200120:1810,0.0,0.0,1.86,1.93,0.0
475,20200120:1910,0.0,0.0,1.53,2.0,0.0
476,20200120:2010,0.0,0.0,1.11,1.86,0.0
477,20200120:2110,0.0,0.0,0.45,1.79,0.0
478,20200120:2210,0.0,0.0,-0.57,1.79,0.0
479,20200120:2310,0.0,0.0,-1.47,1.79,0.0
