,south G(i) [kWh/m2],south_east G(i) [kWh/m2],east G(i) [kWh/m2],north_east G(i) [kWh/m2],north G(i) [kWh/m2],north_west G(i) [kWh/m2],west G(i) [kWh/m2],south_west G(i) [kWh/m2],T2m
2574,77.49,502.25,666.4,473.77,36.94,36.94,36.94,36.94,9.37
2575,256.05,702.18,784.97,455.91,48.79,48.79,48.79,48.79,12.87
2576,356.26,576.38,547.51,286.56,104.88,104.88,104.88,104.88,14.61
2577,560.17,754.23,587.69,158.11,85.27,85.27,85.27,85.27,16.78
2578,700.95,746.51,425.98,61.1,61.1,61.1,61.1,316.0,18.55
2579,756.32,613.78,181.3,54.26,54.26,54.26,54.26,525.42,19.81
2580,749.78,420.8,42.41,42.41,42.41,42.41,307.94,703.03,20.9
2581,648.45,202.31,63.38,63.38,63.38,63.38,532.87,785.37,21.46
2582,483.14,84.36,84.36,84.36,84.36,243.92,639.02,738.11,21.48
2583,306.69,81.62,81.62,81.62,81.62,346.67,625.22,608.66,21.49
2584,160.27,41.95,41.95,41.95,41.95,489.84,756.01,619.5,21.17
2585,31.92,31.92,31.92,31.92,46.78,101.23,120.05,93.55,20.4
2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.42
2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86
2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91
2589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29
2590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18
2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06
2592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28
2593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59
2594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88
2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43
2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2597,2.74,3.59,3.59,3.59,3.59,2.74,2.74,2.74,8.07
2598,64.95,97.12,109.65,95.19,47.88,47.88,47.88,47.88,10.09
2599,134.48,183.5,192.78,156.88,86.64,86.64,86.64,86.64,13.87
2600,274.1,388.84,374.42,239.3,122.67,122.67,122.67,122.67,16.0
2601,451.22,574.25,470.04,199.63,129.96,129.96,129.96,129.96,17.92
2602,251.18,254.44,231.82,158.23,158.23,158.23,158.23,223.94,19.75
2603,367.71,339.08,252.44,177.39,177.39,177.39,177.39,321.57,20.88
2604,659.36,404.96,104.43,104.43,104.43,104.43,321.27,624.69,21.77
2605,626.96,204.36,73.42,73.42,73.42,73.42,522.05,758.55,22.33
2606,500.8,65.21,65.21,65.21,65.21,240.75,679.53,787.25,21.02
2607,205.16,106.25,106.25,106.25,106.25,220.19,312.38,306.15,20.56
2608,80.3,58.82,58.82,58.82,58.82,90.39,98.31,94.14,19.67
2609,29.64,29.64,29.64,29.64,41.69,70.08,79.77,65.79,18.78
2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.63
2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9
2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.57
2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4
2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.53
2615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67
2616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62
2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.82
2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23
2619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97
2620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3
2621,18.24,156.91,250.62,212.4,68.56,18.24,18.24,18.24,10.27
2622,79.02,446.33,590.35,426.71,43.78,43.78,43.78,43.78,11.28
2623,159.62,254.18,272.43,203.66,91.66,91.66,91.66,91.66,12.48
2624,106.83,107.72,107.61,106.57,80.71,80.71,80.71,80.71,13.51
2625,147.3,148.62,147.52,144.62,109.9,109.9,109.9,109.9,14.57
2626,306.16,312.63,268.51,168.72,168.72,168.72,168.72,252.89,15.68
2627,405.07,368.51,258.18,177.84,177.84,177.84,177.84,346.45,16.29
2628,71.82,71.82,54.72,54.72,54.72,54.72,71.82,71.82,16.84
2629,425.99,245.0,154.13,154.13,154.13,154.13,383.0,483.15,16.75
2630,509.47,54.72,54.72,54.72,54.72,241.87,703.37,814.22,17.29
2631,333.92,55.63,55.63,55.63,55.63,400.76,766.53,738.84,17.32
2632,153.59,44.69,44.69,44.69,44.69,483.31,735.45,598.87,17.26
2633,24.62,24.62,24.62,24.62,74.6,478.82,615.08,413.63,16.4
2634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11
2635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85
2636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.78
2637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93
2638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2
2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57
2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03
2641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58
2642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19
2643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82
2644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.48
2645,16.87,293.4,486.31,409.12,115.09,16.87,16.87,16.87,8.24
2646,69.36,611.42,825.48,586.15,29.64,29.64,29.64,29.64,8.76
2647,264.47,772.16,871.97,505.45,41.04,41.04,41.04,41.04,9.59
2648,453.62,848.14,802.93,344.46,51.07,51.07,51.07,51.07,10.99
2649,612.65,850.11,654.27,139.83,54.26,54.26,54.26,54.26,12.51
2650,718.3,767.38,438.18,59.28,59.28,59.28,59.28,319.7,13.93
2651,770.54,624.27,184.06,56.54,56.54,56.54,56.54,537.17,15.15
2652,762.67,423.55,43.78,43.78,43.78,43.78,321.36,720.35,16.19
2653,678.27,184.91,43.78,43.78,43.78,43.78,566.33,836.26,17.0
2654,532.87,49.7,49.7,49.7,49.7,252.58,746.89,862.99,17.42
2655,354.31,43.78,43.78,43.78,43.78,438.68,855.45,820.5,17.45
2656,157.64,38.76,38.76,38.76,38.76,547.18,837.26,675.91,17.02
2657,23.26,23.26,23.26,23.26,82.25,544.77,698.77,465.57,16.12
2658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81
2659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99
2660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.11
2661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33
2662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63
2663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.44
2665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91
2666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45
2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02
2668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65
2669,15.5,341.99,572.69,482.15,132.94,15.5,15.5,15.5,8.44
2670,69.35,606.63,820.31,585.22,31.92,31.92,31.92,31.92,9.1
2671,263.56,770.29,871.78,508.58,43.32,43.32,43.32,43.32,10.11
2672,451.48,844.48,801.6,347.96,53.81,53.81,53.81,53.81,11.79
2673,604.01,835.07,647.09,150.19,64.3,64.3,64.3,64.3,13.65
2674,703.6,751.06,437.89,74.33,74.33,74.33,74.33,323.3,15.43
2675,762.34,619.06,188.88,64.3,64.3,64.3,64.3,534.8,16.94
2676,751.43,421.64,56.09,56.09,56.09,56.09,326.72,712.11,18.07
2677,668.3,188.29,54.72,54.72,54.72,54.72,564.43,824.1,18.82
2678,527.32,55.63,55.63,55.63,55.63,259.28,742.9,853.93,19.15
2679,350.45,48.34,48.34,48.34,48.34,440.97,848.35,810.85,19.08
2680,155.12,38.76,38.76,38.76,38.76,555.66,846.27,680.36,18.66
2681,23.71,23.71,23.71,23.71,86.46,551.05,703.82,466.89,17.78
2682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46
2683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7
2684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72
2685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8
2686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95
2687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21
2688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52
2689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87
2690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28
2691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77
2692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32
2693,16.87,342.79,574.89,485.54,136.65,16.87,16.87,16.87,9.03
2694,68.36,598.73,811.15,581.18,56.72,33.29,33.29,33.29,9.88
2695,260.89,766.78,869.95,509.96,43.78,43.78,43.78,43.78,11.39
2696,449.04,845.91,804.79,349.77,51.07,51.07,51.07,51.07,13.07
2697,604.58,840.84,651.27,146.91,57.46,57.46,57.46,57.46,14.87
2698,712.9,762.99,438.02,59.74,59.74,59.74,59.74,317.1,16.59
2699,766.82,619.91,179.9,51.98,51.98,51.98,51.98,534.57,18.09
2700,754.36,416.42,43.32,43.32,43.32,43.32,323.64,715.93,19.26
2701,667.32,180.18,47.42,47.42,47.42,47.42,566.96,827.53,20.03
2702,523.72,52.9,52.9,52.9,52.9,261.62,745.7,854.26,20.37
2703,346.91,46.51,46.51,46.51,46.51,445.59,853.38,812.5,20.33
2704,151.12,36.48,36.48,36.48,36.48,566.88,860.92,688.71,19.89
2705,23.71,23.71,23.71,23.71,90.45,559.67,712.04,470.07,18.96
2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36
2707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12
2708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84
2709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.76
2710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81
2711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98
2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.23
2713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53
2714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87
2715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32
2716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79
2717,18.24,317.16,531.29,450.46,130.8,18.24,18.24,18.24,8.53
2718,68.04,577.59,783.08,564.15,61.68,35.57,35.57,35.57,9.77
2719,255.83,749.3,851.73,503.13,46.06,46.06,46.06,46.06,11.97
2720,439.0,822.06,784.47,348.24,57.0,57.0,57.0,57.0,13.82
2721,593.18,824.41,641.46,151.5,61.1,61.1,61.1,61.1,15.64
2722,699.83,749.28,433.89,63.84,63.84,63.84,63.84,314.51,17.22
2723,745.36,605.36,186.99,64.75,64.75,64.75,64.75,524.98,18.4
2724,731.11,411.03,60.65,60.65,60.65,60.65,327.33,696.44,19.3
2725,652.46,181.26,55.63,55.63,55.63,55.63,560.22,809.43,19.91
2726,512.64,56.09,56.09,56.09,56.09,264.26,734.08,836.96,20.27
2727,337.66,51.07,51.07,51.07,51.07,439.71,829.5,787.23,20.36
2728,147.7,41.04,41.04,41.04,41.04,548.18,824.41,658.53,20.13
2729,25.08,25.08,25.08,25.08,93.5,547.36,692.91,456.28,19.49
2730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6
2731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86
2732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.88
2733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.77
2734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56
2735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66
2736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76
2737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82
2738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9
2739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24
2740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25
2741,20.52,47.74,63.04,57.38,34.68,20.52,20.52,20.52,8.23
2742,84.89,214.0,266.43,211.47,84.5,61.1,61.1,61.1,9.94
2743,237.91,617.84,698.09,431.64,69.77,69.77,69.77,69.77,13.06
2744,225.08,282.15,276.86,212.31,130.87,130.87,130.87,130.87,15.55
2745,514.28,683.47,551.49,195.66,112.18,112.18,112.18,112.18,17.79
2746,661.63,706.78,423.78,85.27,85.27,85.27,85.27,314.77,19.56
2747,720.98,587.97,191.33,73.42,73.42,73.42,73.42,512.45,20.68
2748,576.68,383.48,146.38,146.38,146.38,146.38,335.44,556.78,21.14
2749,593.52,205.37,95.76,95.76,95.76,95.76,521.46,724.45,21.33
2750,490.01,67.94,67.94,67.94,67.94,266.91,699.33,791.74,21.32
2751,323.61,59.74,59.74,59.74,59.74,424.19,781.34,739.68,21.01
2752,143.38,47.42,47.42,47.42,47.42,510.27,757.2,605.23,20.5
2753,36.02,36.02,36.02,36.02,84.23,348.91,432.73,293.24,19.65
2754,2.28,2.28,2.28,2.28,2.99,2.99,2.99,2.99,18.03
2755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.56
2756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17
2757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.96
2758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86
2759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82
2760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77
2761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69
2762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67
2763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08
2765,19.15,338.4,571.26,486.77,143.88,19.15,19.15,19.15,6.94
2766,65.75,571.87,778.79,565.3,68.99,37.39,37.39,37.39,8.0
2767,250.14,732.39,836.0,500.26,49.7,49.7,49.7,49.7,8.85
2768,432.92,816.46,783.0,352.15,57.0,57.0,57.0,57.0,10.03
2769,586.38,818.07,639.92,156.28,61.56,61.56,61.56,61.56,11.3
2770,691.63,741.92,432.26,64.3,64.3,64.3,64.3,310.87,12.58
2771,743.66,601.94,180.2,56.54,56.54,56.54,56.54,522.33,13.8
2772,728.12,403.31,52.44,52.44,52.44,52.44,326.63,696.36,14.88
2773,642.92,174.74,55.63,55.63,55.63,55.63,560.67,802.78,15.7
2774,506.27,53.35,53.35,53.35,53.35,270.41,739.1,836.8,16.18
2775,331.88,46.51,46.51,46.51,46.51,450.61,844.44,795.26,16.35
2776,140.93,38.76,38.76,38.76,38.76,565.93,845.17,669.13,16.18
2777,24.62,24.62,24.62,24.62,101.75,571.12,717.88,467.9,15.67
2778,5.02,5.02,5.02,5.02,6.58,6.58,6.58,6.58,14.65
2779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3
2780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.93
2781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78
2782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91
2783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42
2784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95
2785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36
2786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
2787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
2788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88
2789,19.15,343.74,582.6,497.66,148.3,19.15,19.15,19.15,5.67
2790,61.44,584.97,800.45,581.66,69.7,35.11,35.11,35.11,8.66
2791,247.21,738.1,845.33,506.09,46.51,46.51,46.51,46.51,10.67
2792,429.5,814.88,783.37,353.41,55.18,55.18,55.18,55.18,12.8
2793,579.16,809.13,634.87,158.45,62.02,62.02,62.02,62.02,14.74
2794,677.12,726.29,428.87,72.05,72.05,72.05,72.05,310.16,15.96
2795,725.02,589.79,188.1,69.31,69.31,69.31,69.31,514.58,16.91
2796,716.35,398.37,57.0,57.0,57.0,57.0,327.24,686.88,17.68
2797,631.55,173.55,59.28,59.28,59.28,59.28,555.6,789.8,18.27
2798,495.09,59.74,59.74,59.74,59.74,274.04,724.64,816.2,18.58
2799,323.87,53.81,53.81,53.81,53.81,443.67,816.57,766.94,18.69
2800,137.68,40.58,40.58,40.58,40.58,558.64,828.76,654.39,18.48
2801,25.08,25.08,25.08,25.08,104.78,568.44,711.6,462.09,18.03
2802,5.02,5.02,5.02,5.02,12.69,25.32,26.68,16.31,16.57
2803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.32
2804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84
2805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57
2806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.03
2807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42
2808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53
2810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07
2811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61
2812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28
2813,22.34,306.49,516.22,443.13,138.45,22.34,22.34,22.34,7.73
2814,40.58,547.78,747.88,547.93,76.98,40.58,40.58,40.58,9.58
2815,242.61,710.1,813.9,493.21,52.44,52.44,52.44,52.44,12.93
2816,420.44,792.83,764.4,351.79,60.65,60.65,60.65,60.65,15.09
2817,572.03,800.51,629.93,160.21,62.02,62.02,62.02,62.02,17.02
2818,678.23,729.27,426.16,60.65,60.65,60.65,60.65,302.95,18.64
2819,725.99,587.98,178.75,57.46,57.46,57.46,57.46,511.94,19.65
2820,713.9,392.56,49.25,49.25,49.25,49.25,324.56,685.73,20.3
2821,624.06,170.86,60.19,60.19,60.19,60.19,553.3,782.47,20.85
2822,468.71,82.99,82.99,82.99,82.99,280.32,674.49,752.52,21.12
2823,318.62,54.26,54.26,54.26,54.26,443.71,810.47,758.66,21.24
2824,135.25,44.69,44.69,44.69,44.69,540.58,794.73,626.83,20.93
2825,28.27,28.27,28.27,28.27,106.88,539.4,671.25,436.14,20.28
2826,5.47,5.47,5.47,5.47,12.98,24.77,25.97,16.22,18.79
2827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02
2828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.39
2829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92
2830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.03
2831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.66
2832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72
2833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.44
2834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.89
2835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99
2836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83
2837,15.5,20.35,20.35,20.35,20.35,15.5,15.5,15.5,8.85
2838,48.34,71.59,74.91,71.65,63.91,48.34,48.34,48.34,11.38
2839,66.43,66.43,66.43,66.43,50.62,50.62,50.62,50.62,13.46
2840,99.35,99.35,99.35,99.35,75.7,75.7,75.7,75.7,14.17
2841,99.95,99.95,99.95,99.95,76.15,76.15,76.15,76.15,14.63
2842,224.59,226.43,215.7,155.04,155.04,155.04,155.04,211.25,15.19
2843,168.35,167.94,166.7,126.77,126.77,126.77,126.77,167.71,15.78
2844,143.64,143.64,109.44,109.44,109.44,109.44,143.64,143.64,16.23
2845,80.8,80.8,61.56,61.56,61.56,61.56,80.8,80.8,14.38
2846,183.59,127.23,127.23,127.23,127.23,175.16,193.26,196.75,14.51
2847,178.95,111.72,111.72,111.72,111.72,196.48,245.06,237.8,15.16
2848,96.99,70.68,70.68,70.68,70.68,120.36,134.68,125.0,16.21
2849,41.5,41.5,41.5,41.5,78.24,220.06,262.74,184.89,16.24
2850,5.47,5.47,5.47,5.47,7.18,7.18,7.18,7.18,15.63
2851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.48
2852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68
2853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.14
2854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72
2855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15
2856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.91
2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54
2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56
2859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.35
2860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.12
2861,4.56,5.98,5.98,5.98,5.98,4.56,4.56,4.56,11.11
2862,42.41,55.66,55.66,55.66,55.66,42.41,42.41,42.41,11.67
2863,217.41,500.9,565.88,374.27,88.92,88.92,88.92,88.92,12.77
2864,286.84,411.88,403.68,267.04,134.07,134.07,134.07,134.07,13.95
2865,451.8,581.58,487.57,224.85,139.08,139.08,139.08,139.08,14.99
2866,212.54,213.77,206.75,151.39,151.39,151.39,151.39,203.79,15.93
2867,639.66,535.21,226.44,120.39,120.39,120.39,120.39,478.61,16.51
2868,587.88,379.72,138.17,138.17,138.17,138.17,340.55,571.65,17.03
2869,387.71,245.09,168.27,168.27,168.27,168.27,368.14,438.68,17.12
2870,203.62,135.89,135.89,135.89,135.89,191.06,218.78,223.98,17.48
2871,83.79,63.84,63.84,63.84,63.84,83.79,83.79,83.79,17.44
2872,62.24,47.42,47.42,47.42,47.42,62.24,62.24,62.24,16.94
2873,41.04,41.04,41.04,41.04,62.61,112.54,127.37,99.7,16.47
2874,6.84,6.84,6.84,6.84,14.31,24.8,25.77,16.96,15.67
2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.87
2876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02
2877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47
2878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41
2879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26
2880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05
2881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98
2882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85
2883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52
2884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22
2885,28.27,80.21,113.67,102.71,55.07,28.27,28.27,28.27,11.03
2886,14.59,19.15,19.15,19.15,19.15,14.59,14.59,14.59,11.17
2887,92.7,94.15,94.48,93.51,70.22,70.22,70.22,70.22,11.55
2888,116.86,117.69,117.64,116.74,88.46,88.46,88.46,88.46,12.24
2889,143.32,143.73,143.44,142.6,108.53,108.53,108.53,108.53,13.27
2890,146.03,146.03,146.03,111.27,111.27,111.27,111.27,146.03,14.19
2891,215.47,212.9,205.32,155.04,155.04,155.04,155.04,211.52,15.05
2892,376.35,308.01,185.14,185.14,185.14,185.14,295.92,371.34,15.67
2893,140.65,140.65,107.16,107.16,107.16,107.16,140.65,140.65,15.06
2894,120.3,91.66,91.66,91.66,91.66,120.3,120.3,120.3,14.42
2895,83.79,63.84,63.84,63.84,63.84,83.79,83.79,83.79,14.31
2896,44.89,34.2,34.2,34.2,34.2,44.89,44.89,44.89,12.59
2897,32.83,32.83,32.83,32.83,44.42,51.59,53.69,49.68,11.44
2898,7.75,7.75,7.75,7.75,15.34,25.33,26.21,17.75,10.93
2899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81
2900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72
2901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.41
2902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27
2903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13
2904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01
2905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.79
2906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4
2907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21
2908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08
2909,5.02,6.58,6.58,6.58,6.58,5.02,5.02,5.02,9.17
2910,23.26,30.52,30.52,30.52,30.52,23.26,23.26,23.26,9.69
2911,116.74,128.72,131.55,123.58,85.73,85.73,85.73,85.73,10.5
2912,32.32,32.32,32.32,32.32,24.62,24.62,24.62,24.62,10.9
2913,523.94,718.36,581.84,194.33,95.76,95.76,95.76,95.76,11.36
2914,123.29,123.29,123.29,93.94,93.94,93.94,93.94,123.29,12.19
2915,109.53,109.53,109.53,83.45,83.45,83.45,83.45,109.53,12.73
2916,354.91,298.01,186.05,186.05,186.05,186.05,288.57,351.0,13.07
2917,123.89,123.89,94.39,94.39,94.39,94.39,123.89,123.89,13.54
2918,105.93,80.71,80.71,80.71,80.71,105.93,105.93,105.93,14.31
2919,174.07,113.55,113.55,113.55,113.55,190.22,228.7,222.01,14.57
2920,132.19,71.59,71.59,71.59,71.59,390.82,539.31,432.18,12.25
2921,35.57,35.57,35.57,35.57,113.52,469.98,573.25,371.92,11.65
2922,9.58,9.58,9.58,9.58,27.8,56.82,59.25,34.47,11.42
2923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89
2924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27
2925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8
2926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48
2927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14
2928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79
