,south G(i) [kWh/m2],south_east G(i) [kWh/m2],east G(i) [kWh/m2],north_east G(i) [kWh/m2],north G(i) [kWh/m2],north_west G(i) [kWh/m2],west G(i) [kWh/m2],south_west G(i) [kWh/m2],T2m
4466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61
4467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5
4468,13.68,120.49,343.88,377.57,207.46,13.68,13.68,13.68,17.96
4469,34.66,308.87,595.84,564.94,243.71,34.66,34.66,34.66,18.52
4470,51.98,480.39,732.48,604.04,181.64,51.98,51.98,51.98,20.95
4471,147.29,623.2,794.22,560.17,60.19,60.19,60.19,60.19,22.77
4472,305.39,697.71,750.15,431.99,64.3,64.3,64.3,64.3,24.43
4473,442.79,699.53,623.15,258.38,68.86,68.86,68.86,68.86,25.96
4474,533.51,622.99,437.27,86.18,86.18,86.18,86.18,221.23,27.45
4475,542.72,484.95,266.18,138.63,138.63,138.63,138.63,405.64,28.69
4476,539.3,354.08,132.24,132.24,132.24,132.24,325.18,527.33,29.53
4477,482.24,126.31,126.31,126.31,126.31,193.0,482.25,602.06,30.17
4478,396.18,70.22,70.22,70.22,70.22,324.08,671.94,701.81,30.4
4479,254.68,110.35,110.35,110.35,110.35,414.31,611.73,545.61,30.48
4480,65.66,65.66,65.66,65.66,65.66,86.18,86.18,86.18,29.95
4481,55.18,55.18,55.18,55.18,75.24,84.19,86.18,80.29,29.03
4482,17.78,17.78,17.78,17.78,23.34,23.34,23.34,23.34,28.12
4483,5.93,5.93,5.93,5.93,74.79,130.17,112.26,33.37,25.5
4484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.62
4485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5
4486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.34
4487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
4488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.72
4489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.71
4490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05
4491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.44
4492,10.94,17.85,25.41,26.54,20.78,10.94,10.94,10.94,17.02
4493,18.24,23.94,23.94,23.94,23.94,18.24,18.24,18.24,16.77
4494,67.03,100.98,108.87,104.83,91.58,67.03,67.03,67.03,16.76
4495,48.48,48.48,48.48,48.48,36.94,36.94,36.94,36.94,17.27
4496,89.18,89.18,89.18,89.18,67.94,67.94,67.94,67.94,17.21
4497,110.72,110.72,110.72,110.72,84.36,84.36,84.36,84.36,17.12
4498,348.9,369.74,326.43,191.98,191.98,191.98,191.98,276.11,18.28
4499,472.71,434.81,290.76,179.21,179.21,179.21,179.21,382.25,19.5
4500,434.56,340.51,189.24,189.24,189.24,189.24,325.04,428.16,20.65
4501,468.75,203.63,135.43,135.43,135.43,135.43,467.37,577.99,21.39
4502,386.71,98.04,98.04,98.04,98.04,322.55,621.33,647.91,22.14
4503,252.25,82.54,82.54,82.54,82.54,454.53,708.45,624.66,22.54
4504,86.64,86.64,86.64,86.64,86.64,127.17,132.38,126.99,22.38
4505,68.86,68.86,68.86,68.86,130.31,260.29,289.48,204.19,22.0
4506,25.08,25.08,25.08,25.08,35.27,38.79,38.82,35.43,21.32
4507,0.91,0.91,0.91,0.91,1.2,1.2,1.2,1.2,20.07
4508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.15
4509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2
4510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.27
4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46
4512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.42
4513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.19
4514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13
4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.29
4516,14.14,37.15,77.44,83.46,52.7,14.14,14.14,14.14,12.0
4517,36.94,290.59,553.42,524.47,229.36,36.94,36.94,36.94,13.64
4518,55.63,465.05,703.86,581.01,179.24,55.63,55.63,55.63,14.88
4519,169.8,514.81,638.2,467.7,92.57,92.57,92.57,92.57,15.64
4520,285.84,472.08,496.53,344.87,139.54,139.54,139.54,139.54,16.93
4521,435.94,656.55,590.07,275.45,104.88,104.88,104.88,104.88,18.0
4522,537.12,626.37,440.44,89.83,89.83,89.83,89.83,224.98,19.32
4523,550.71,491.58,266.09,136.35,136.35,136.35,136.35,408.83,20.15
4524,544.5,357.62,132.24,132.24,132.24,132.24,325.31,531.12,20.91
4525,402.98,251.48,180.12,180.12,180.12,180.12,401.38,465.08,21.46
4526,346.65,155.95,155.95,155.95,155.95,309.83,475.42,490.67,21.36
4527,212.08,139.08,139.08,139.08,139.08,252.93,305.02,288.09,20.92
4528,104.43,104.43,104.43,104.43,104.43,219.35,251.59,218.57,19.79
4529,68.4,68.4,68.4,68.4,145.83,330.76,372.63,251.78,18.99
4530,27.82,27.82,27.82,27.82,43.72,54.58,54.67,44.26,18.28
4531,5.02,5.02,5.02,5.02,20.44,32.01,28.35,11.98,17.15
4532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57
4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.92
4534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14
4535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.61
4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.96
4537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.38
4538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76
4539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.28
4540,10.03,16.77,24.55,25.7,19.76,10.03,10.03,10.03,11.65
4541,40.13,69.33,87.32,85.31,65.08,40.13,40.13,40.13,12.58
4542,76.15,331.05,471.63,398.91,161.84,76.15,76.15,76.15,13.82
4543,166.44,254.17,285.47,241.98,117.19,117.19,117.19,117.19,14.65
4544,267.21,399.28,416.44,308.62,147.75,147.75,147.75,147.75,16.0
4545,350.32,443.09,414.92,282.31,171.46,171.46,171.46,171.46,17.12
4546,362.63,385.6,337.59,194.71,194.71,194.71,194.71,282.11,17.8
4547,396.08,375.35,296.05,202.01,202.01,202.01,202.01,346.09,18.44
4548,405.88,332.8,198.36,198.36,198.36,198.36,319.55,400.39,19.44
4549,365.03,257.85,187.87,187.87,187.87,187.87,363.31,408.72,20.48
4550,270.58,167.35,167.35,167.35,167.35,257.03,315.91,321.53,20.88
4551,249.12,129.51,129.51,129.51,129.51,357.18,497.18,452.42,21.3
4552,89.38,89.38,89.38,89.38,89.38,452.14,584.58,450.3,20.74
4553,67.94,67.94,67.94,67.94,144.82,330.41,372.8,252.02,20.0
4554,34.2,34.2,34.2,34.2,137.65,278.9,280.49,145.56,19.19
4555,5.02,5.02,5.02,5.02,35.09,59.01,51.53,17.81,18.08
4556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.35
4557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.46
4558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97
4559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.98
4560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85
4561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15
4562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07
4563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21
4564,14.14,57.6,141.79,154.22,89.74,14.14,14.14,14.14,12.04
4565,34.2,305.29,586.36,554.52,237.73,34.2,34.2,34.2,12.83
4566,60.19,440.31,659.22,545.28,175.14,60.19,60.19,60.19,14.85
4567,161.52,569.79,714.96,511.98,77.98,77.98,77.98,77.98,16.09
4568,308.59,632.63,674.22,408.99,97.13,97.13,97.13,97.13,17.84
4569,437.25,660.72,592.27,272.01,101.23,101.23,101.23,101.23,19.29
4570,533.88,619.81,439.6,98.95,98.95,98.95,98.95,232.15,20.55
4571,574.19,506.34,246.05,108.53,108.53,108.53,108.53,409.88,21.69
4572,572.7,350.71,95.3,95.3,95.3,95.3,308.6,555.26,22.69
4573,519.65,138.53,66.12,66.12,66.12,66.12,511.4,674.1,23.49
4574,405.36,60.19,60.19,60.19,60.19,317.82,685.43,721.69,24.09
4575,255.34,59.28,59.28,59.28,59.28,484.9,787.31,692.22,24.36
4576,61.1,61.1,61.1,61.1,61.1,573.47,769.4,572.83,24.34
4577,54.26,54.26,54.26,54.26,174.4,522.24,602.38,376.99,24.06
4578,32.83,32.83,32.83,32.83,160.21,339.78,342.25,171.35,23.63
4579,1.37,1.37,1.37,1.37,1.8,1.8,1.8,1.8,22.53
4580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62
4581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54
4582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.63
4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95
4584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.21
4585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.32
4586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63
4587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.61
4588,9.58,16.35,24.43,25.62,19.41,9.58,9.58,9.58,16.24
4589,13.68,17.95,17.95,17.95,17.95,13.68,13.68,13.68,16.19
4590,17.78,23.34,23.34,23.34,23.34,17.78,17.78,17.78,17.3
4591,108.97,112.98,114.4,112.4,82.54,82.54,82.54,82.54,18.11
4592,94.56,94.56,94.56,94.56,72.05,72.05,72.05,72.05,18.87
4593,122.69,122.69,122.69,122.69,93.48,93.48,93.48,93.48,19.6
4594,128.08,128.08,128.08,97.58,97.58,97.58,97.58,128.08,19.67
4595,131.07,131.07,131.07,99.87,99.87,99.87,99.87,131.07,19.41
4596,87.38,87.38,66.58,66.58,66.58,66.58,87.38,87.38,19.23
4597,113.71,113.71,86.64,86.64,86.64,86.64,113.71,113.71,18.89
4598,64.04,48.79,48.79,48.79,48.79,64.04,64.04,64.04,18.75
4599,81.99,62.47,62.47,62.47,62.47,81.99,81.99,81.99,18.93
4600,51.47,39.22,39.22,39.22,39.22,51.47,51.47,51.47,19.28
4601,51.98,51.98,51.98,51.98,70.27,77.07,78.65,74.26,19.39
4602,24.62,24.62,24.62,24.62,37.07,44.36,44.47,37.57,19.26
4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.21
4604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68
4605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.99
4606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.81
4607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71
4608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.31
4609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.87
4610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.33
4611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94
4612,3.65,4.79,4.79,4.79,4.79,3.65,3.65,3.65,14.71
4613,42.86,188.82,331.03,314.39,153.37,42.86,42.86,42.86,15.64
4614,41.04,53.86,53.86,53.86,53.86,41.04,41.04,41.04,17.32
4615,26.33,26.33,26.33,26.33,20.06,20.06,20.06,20.06,17.98
4616,58.05,58.05,58.05,58.05,44.23,44.23,44.23,44.23,19.28
4617,68.83,68.83,68.83,68.83,52.44,52.44,52.44,52.44,20.94
4618,344.55,364.94,321.77,189.24,189.24,189.24,189.24,272.53,22.07
4619,154.41,154.41,154.41,117.65,117.65,117.65,117.65,154.41,23.09
4620,56.26,56.26,42.86,42.86,42.86,42.86,56.26,56.26,23.53
4621,47.28,47.28,36.02,36.02,36.02,36.02,47.28,47.28,23.73
4622,47.28,36.02,36.02,36.02,36.02,47.28,47.28,47.28,23.25
4623,209.7,134.98,134.98,134.98,134.98,250.7,306.66,289.68,21.14
4624,139.79,102.6,102.6,102.6,102.6,253.64,301.7,254.54,21.36
4625,12.31,12.31,12.31,12.31,16.16,16.16,16.16,16.16,19.08
4626,15.96,15.96,15.96,15.96,20.95,20.95,20.95,20.95,19.0
4627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.29
4628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.49
4629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73
4630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25
4631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71
4632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37
4633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17
4634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17
4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97
4636,1.82,2.39,2.39,2.39,2.39,1.82,1.82,1.82,14.97
4637,39.67,74.56,98.53,95.68,68.46,39.67,39.67,39.67,15.25
4638,74.33,139.27,164.18,150.93,108.41,74.33,74.33,74.33,15.56
4639,95.76,95.76,95.76,95.76,72.96,72.96,72.96,72.96,16.57
4640,174.3,188.99,190.79,178.65,126.31,126.31,126.31,126.31,17.32
4641,130.47,130.47,130.47,130.47,99.41,99.41,99.41,99.41,18.21
4642,77.8,77.8,77.8,59.28,59.28,59.28,59.28,77.8,19.58
4643,295.82,288.52,260.35,189.7,189.7,189.7,189.7,277.97,20.48
4644,432.55,339.36,186.51,186.51,186.51,186.51,319.33,424.26,21.51
4645,157.5,156.9,119.47,119.47,119.47,119.47,157.47,157.73,21.77
4646,303.37,162.34,162.34,162.34,162.34,276.12,379.76,391.05,22.16
4647,214.61,135.43,135.43,135.43,135.43,259.98,323.08,304.28,21.15
4648,54.46,41.5,41.5,41.5,41.5,54.46,54.46,54.46,19.75
4649,31.01,31.01,31.01,31.01,40.7,40.7,40.7,40.7,19.66
4650,27.82,27.82,27.82,27.82,46.3,61.57,61.9,47.53,19.61
4651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.19
4652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16
4653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.27
4654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.31
4655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6
4656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.08
4657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.77
4658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62
4659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5
4660,8.66,15.46,24.11,25.34,18.66,8.66,8.66,8.66,14.38
4661,26.45,34.71,34.71,34.71,34.71,26.45,26.45,26.45,14.87
4662,55.63,74.91,76.03,75.43,73.51,55.63,55.63,55.63,15.6
4663,130.79,147.67,153.58,145.06,97.58,97.58,97.58,97.58,15.97
4664,127.37,128.19,128.29,127.61,96.67,96.67,96.67,96.67,16.77
4665,141.84,141.84,141.84,141.84,108.07,108.07,108.07,108.07,17.74
4666,171.41,171.71,171.08,129.51,129.51,129.51,129.51,170.36,18.4
4667,253.5,250.2,237.46,176.93,176.93,176.93,176.93,245.42,19.24
4668,266.52,252.64,181.49,181.49,181.49,181.49,249.55,265.23,19.82
4669,305.25,248.55,183.77,183.77,183.77,183.77,302.71,327.69,20.08
4670,229.95,155.5,155.5,155.5,155.5,221.98,251.34,254.65,20.26
4671,183.65,128.59,128.59,128.59,128.59,201.35,226.44,219.11,20.61
4672,128.45,96.22,96.22,96.22,96.22,167.84,184.86,168.54,20.31
4673,63.84,63.84,63.84,63.84,96.85,142.86,153.85,124.58,19.82
4674,11.4,11.4,11.4,11.4,14.96,14.96,14.96,14.96,19.11
4675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.35
4676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57
4677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78
4678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1
4679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62
4680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13
4681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75
4682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42
4683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09
4684,3.19,4.19,4.19,4.19,4.19,3.19,3.19,3.19,13.03
4685,19.15,25.14,25.14,25.14,25.14,19.15,19.15,19.15,13.67
4686,68.86,110.28,122.04,115.68,95.45,68.86,68.86,68.86,14.9
4687,147.94,189.91,204.54,183.26,107.62,107.62,107.62,107.62,16.03
4688,306.25,594.78,628.94,388.71,107.16,107.16,107.16,107.16,17.42
4689,440.56,664.47,591.97,265.53,98.04,98.04,98.04,98.04,18.59
4690,307.41,319.97,292.85,188.33,188.33,188.33,188.33,262.53,19.22
4691,220.45,219.13,214.02,161.43,161.43,161.43,161.43,217.21,20.17
4692,264.5,251.36,181.03,181.03,181.03,181.03,248.32,263.24,21.28
4693,246.31,225.57,169.63,169.63,169.63,169.63,245.25,254.46,21.87
4694,214.62,150.03,150.03,150.03,150.03,209.01,229.02,231.34,22.69
4695,213.73,136.35,136.35,136.35,136.35,254.46,313.36,296.49,22.92
4696,141.12,103.06,103.06,103.06,103.06,246.18,292.11,248.59,23.08
4697,62.02,62.02,62.02,62.02,149.34,394.12,453.14,298.22,22.82
4698,32.38,32.38,32.38,32.38,129.17,266.98,270.71,142.14,22.08
4699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57
4700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14
4701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.11
4702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.42
4703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86
4704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25
4705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.41
4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4
4707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.09
4708,8.66,15.76,24.96,26.24,19.1,8.66,8.66,8.66,11.88
4709,38.76,227.23,413.34,389.8,176.62,38.76,38.76,38.76,12.72
4710,56.09,443.57,661.9,542.67,165.77,56.09,56.09,56.09,14.97
4711,157.18,603.5,758.32,530.96,64.75,64.75,64.75,64.75,15.54
4712,307.97,609.41,644.36,392.35,101.69,101.69,101.69,101.69,16.96
4713,440.04,662.34,589.39,263.91,98.04,98.04,98.04,98.04,18.23
4714,546.13,636.89,439.35,78.43,78.43,78.43,78.43,220.23,19.69
4715,588.52,515.28,231.73,87.55,87.55,87.55,87.55,408.56,20.83
4716,587.58,349.56,71.59,71.59,71.59,71.59,292.58,563.98,22.04
4717,522.47,154.12,74.33,74.33,74.33,74.33,501.48,666.34,22.94
4718,412.19,64.3,64.3,64.3,64.3,306.61,672.29,716.02,23.61
4719,264.17,64.75,64.75,64.75,64.75,465.13,761.79,678.55,23.96
4720,116.26,70.22,70.22,70.22,70.22,519.36,697.77,530.8,24.29
4721,63.84,63.84,63.84,63.84,140.36,347.04,397.35,267.2,24.05
4722,31.92,31.92,31.92,31.92,123.8,255.03,258.95,137.04,23.58
4723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.94
4724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.43
4725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.16
4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.13
4727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23
4728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.31
4729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.52
4730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94
4731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.33
4732,5.47,7.18,7.18,7.18,7.18,5.47,5.47,5.47,13.9
4733,41.04,190.04,333.08,314.59,150.19,41.04,41.04,41.04,14.42
4734,59.28,426.08,630.63,517.82,163.19,59.28,59.28,59.28,15.95
4735,167.25,546.72,677.68,483.41,80.71,80.71,80.71,80.71,17.0
4736,313.18,646.89,684.72,404.51,89.83,89.83,89.83,89.83,18.72
4737,440.94,660.76,587.59,264.29,100.32,100.32,100.32,100.32,20.48
4738,549.66,640.57,440.97,78.43,78.43,78.43,78.43,221.5,21.81
4739,583.78,513.55,241.62,100.78,100.78,100.78,100.78,411.15,22.8
4740,535.2,364.66,143.64,143.64,143.64,143.64,322.48,517.73,23.77
4741,438.06,241.79,164.16,164.16,164.16,164.16,425.68,514.23,24.52
4742,345.39,153.67,153.67,153.67,153.67,296.61,460.59,480.8,25.03
4743,267.76,83.45,83.45,83.45,83.45,443.04,707.34,634.74,25.31
4744,117.77,70.22,70.22,70.22,70.22,520.24,700.61,533.9,25.18
4745,51.53,51.53,51.53,51.53,162.82,515.37,602.01,381.14,24.88
4746,30.55,30.55,30.55,30.55,152.43,333.94,339.89,171.99,24.17
4747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88
4748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16
4749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.81
4750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.73
4751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71
4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37
4753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51
4754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97
4755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.56
4756,7.75,14.87,24.6,25.92,18.32,7.75,7.75,7.75,13.32
4757,40.58,104.8,158.59,151.47,89.43,40.58,40.58,40.58,14.38
4758,76.15,206.77,269.11,234.37,125.79,76.15,76.15,76.15,17.15
4759,167.92,304.16,350.92,280.8,110.81,110.81,110.81,110.81,17.78
4760,299.29,555.2,583.51,367.65,113.55,113.55,113.55,113.55,19.69
4761,437.3,655.27,581.63,259.5,97.58,97.58,97.58,97.58,21.77
4762,501.77,568.73,420.31,133.61,133.61,133.61,133.61,258.64,23.7
4763,586.12,513.31,231.4,88.01,88.01,88.01,88.01,407.17,25.21
4764,546.38,360.83,127.23,127.23,127.23,127.23,313.47,526.76,26.12
4765,344.01,253.02,182.86,182.86,182.86,182.86,337.71,379.09,27.0
4766,379.67,126.31,126.31,126.31,126.31,305.19,548.29,579.13,27.42
4767,255.48,117.19,117.19,117.19,117.19,365.74,535.68,490.01,27.27
4768,64.64,49.25,49.25,49.25,49.25,64.64,64.64,64.64,27.03
4769,16.42,16.42,16.42,16.42,21.55,21.55,21.55,21.55,25.8
4770,23.26,23.26,23.26,23.26,32.97,36.94,37.08,33.43,24.33
4771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3
4772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.19
4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.77
4774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85
4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.13
4776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.59
4777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25
4778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98
4779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75
4780,3.19,4.19,4.19,4.19,4.19,3.19,3.19,3.19,18.73
4781,16.87,22.14,22.14,22.14,22.14,16.87,16.87,16.87,18.68
4782,37.39,49.08,49.08,49.08,49.08,37.39,37.39,37.39,18.83
4783,43.09,43.09,43.09,43.09,32.83,32.83,32.83,32.83,18.02
4784,110.72,110.72,110.72,110.72,84.36,84.36,84.36,84.36,18.49
4785,291.33,341.68,324.41,249.62,167.35,167.35,167.35,167.35,19.12
4786,351.99,374.12,324.56,185.14,185.14,185.14,185.14,271.12,21.25
4787,496.84,452.48,280.79,163.25,163.25,163.25,163.25,387.88,22.87
4788,453.9,345.82,177.39,177.39,177.39,177.39,317.4,442.12,23.95
4789,363.31,251.08,178.75,178.75,178.75,178.75,354.85,406.29,25.06
4790,262.49,159.6,159.6,159.6,159.6,243.65,303.42,311.23,25.7
4791,242.96,125.4,125.4,125.4,125.4,325.42,455.41,421.26,25.96
4792,115.32,86.64,86.64,86.64,86.64,135.99,145.49,136.93,25.88
4793,60.19,60.19,60.19,60.19,89.53,129.43,139.43,114.7,25.67
4794,27.36,27.36,27.36,27.36,53.72,82.9,84.02,57.27,24.81
4795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3
4796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.05
4797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9
4798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.98
4799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.17
4800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5
4801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84
4802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.09
4803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.41
4804,9.12,32.93,75.86,81.54,47.76,9.12,9.12,9.12,15.89
4805,32.83,263.1,490.32,458.81,194.72,32.83,32.83,32.83,16.88
4806,54.26,428.85,634.93,517.54,155.08,54.26,54.26,54.26,20.28
4807,154.53,613.25,768.81,530.1,55.63,55.63,55.63,55.63,22.42
4808,312.15,680.05,718.58,405.18,67.03,67.03,67.03,67.03,24.66
4809,429.19,630.78,560.47,259.43,106.71,106.71,106.71,106.71,26.65
4810,535.92,619.48,430.34,88.92,88.92,88.92,88.92,228.62,28.25
4811,467.62,430.33,286.15,175.56,175.56,175.56,175.56,376.15,29.05
4812,469.86,350.43,171.46,171.46,171.46,171.46,318.12,456.47,29.74
4813,492.98,197.35,115.83,115.83,115.83,115.83,468.84,605.43,29.11
4814,387.77,114.0,114.0,114.0,114.0,300.67,569.31,605.39,25.8
4815,150.56,110.81,110.81,110.81,110.81,155.67,163.91,161.8,26.68
4816,139.18,99.41,99.41,99.41,99.41,252.47,305.26,258.33,27.74
4817,38.76,38.76,38.76,38.76,50.87,50.87,50.87,50.87,27.64
4818,22.34,22.34,22.34,22.34,34.28,42.44,42.78,35.33,26.34
4819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71
4820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44
