,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-5195708.774105346,-5777756.21309517,-582047.4389898246,0.10953442768506014,-20.806414300187896
1,w24853840,937.1926232803613,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-417538.5745038599,-464313.1857331588,-46774.61122929887,0.10953442768506014,-49.909282326165126
2,w24853841,8998.296452549099,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-1834977.1117649244,-2040539.7741355896,-205562.66237066523,0.10953442768506014,-22.84461991829932
3,w25538793,404.8852469230536,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-173921.53374292093,-193405.03208770274,-19483.49834478181,0.10953442768506014,-48.121037980137984
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-410355.66551900713,-41338.96540130279,0.10953442768506014,-7.541274052203549
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-1033646.004414298,-104128.83263018657,0.10953442768506014,-6.245669328695901
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-556015.1087513389,-56012.60388156789,0.10953442768506014,-19.68806695300278
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-4626598.572345128,-466080.5598138715,0.10953442768506014,-19.908403471988354
8,w30213059,1747.46707642246,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-585394.8598899484,-650942.6310642218,-65547.77117427345,0.10953442768506014,-37.51016088295498
9,w50930444,8762.936898044496,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-1670249.912742452,-1857359.068865646,-187109.1561231939,0.10953442768506014,-21.35233407477218
10,w50930445,4934.112452852726,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-1024589.1751075892,-1139368.4153067782,-114779.24019918893,0.10953442768506014,-23.262388382094475
11,w50930458,1974.6456010334193,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-520232.89098216186,-578511.7967175164,-58278.90573535452,0.10953442768506014,-29.51360269653177
12,w50930471,4724.4749339554455,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-1243237.0308080602,-1382510.2197607546,-139273.1889526944,0.10953442768506014,-29.47908305147711
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-1815586.6828599246,-182901.03286592988,0.10953442768506014,-18.82480716785332
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1167952.2330100755,-117658.75558148371,0.10953442768506014,-19.545178980067238
15,w50930479,4489.048651921749,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-934099.6680345847,-1038741.853187542,-104642.18515295722,0.10953442768506014,-23.310548240139966
16,w50930480,4441.97852948606,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-882012.7152975801,-980819.8779803686,-98807.16268278845,0.10953442768506014,-22.243953235456203
17,w50930481,1370.623297881335,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-338407.55095482233,-376317.53723999276,-37909.986285170424,0.10953442768506014,-27.65893907083766
18,w50930482,1573.369959426485,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-357213.39819830074,-397230.1028739733,-40016.704675672576,0.10953442768506014,-25.43375411226182
19,w50930483,704.9254127380437,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-237768.69971492764,-264404.6542608682,-26635.954545940564,0.10953442768506014,-37.78549342189584
20,w50930486,509.32494937628496,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-163623.66946556754,-181953.55320447098,-18329.883738903445,0.10953442768506014,-35.988584029410035
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-388696.43624446995,-39157.02859663719,0.10953442768506014,-14.433030390431647
22,w98916062,151.14776481509907,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-74779.72132959885,-83156.89318056747,-8377.171850968618,0.11898663718072522,-55.42372301182565
23,w98916065,222.67857759937178,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-114708.68993059207,-127558.89037614645,-12850.20044555438,0.10953442768506014,-57.70739414670409
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-5204875.88011481,-524335.8432836728,0.10953442768506014,-12.134413222619491
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-842424.2180371016,-84865.2730518775,0.10953442768506014,-17.884014416515203
26,w98916075,67.06430839556852,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-25770.898517721274,-28656.514833711102,-2885.616315989828,0.11899138491403594,-43.02760119390874
27,w98916076,98.82164086105185,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-54735.2996005342,-60864.11476308208,-6128.815162547879,0.11899138491403594,-62.01895768119554
28,w98916079,3334.9361924076916,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-777293.7327178841,-864369.788390229,-87076.05567234487,0.10953442768506014,-26.110261380886993
29,w98916080,2976.303781049745,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-594496.188718355,-661094.4141341578,-66598.2254158028,0.10953442768506014,-22.37615186992557
30,w98916086,294.4025758753764,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-129979.58776117284,-144540.50513868136,-14560.917377508522,0.10953442768506014,-49.459205084103296
31,w98916091,1116.7099465291947,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-101069.01020281287,-112391.23034782347,-11322.220145010593,0.10953442768506014,-10.138908657705406
32,w98916094,150.05011938810347,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-77544.98685809471,-86231.93660250671,-8686.949744412006,0.11898663718072522,-57.89365433254523
33,w98916098,15131.85493721813,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-2143767.6849395363,-2383922.5021277,-240154.81718816375,0.10953442768506014,-15.870811489044996
34,w98916102,1892.1415951219387,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-438439.1417877663,-487555.13167971483,-49115.98989194853,0.10953442768506014,-25.957882865940196
35,w98916109,81.43322088830173,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-69427.1486342374,-77201.03795881188,-7773.889324574484,0.11899138491403594,-95.46336543948786
36,w98916113,559.2398283889517,trade,173540.7692960107,192823.07699556745,216925.96162001335,nr2,-267687.31918562605,-297674.89650300075,-29987.5773173747,0.10953442768506014,-53.622034402954434
37,w98916116,6987.1012714248145,other,1062734.6846249367,1180816.3162499296,1328418.3557811708,nr2,-1639272.4308349062,-1822911.345496434,-183638.91466152784,0.10953442768506014,-26.28256089725748
38,w98916121,458.57296650111675,other,80557.30305057266,89508.1145006363,100696.62881321582,nr2,-124259.95679234069,-138180.13453217602,-13920.17773983533,0.10953442768506014,-30.355425977343195
39,w98916126,1235.1179318586364,trade,194117.59848031573,215686.22053368413,242646.99810039465,nr2,-299427.15913235256,-332970.3808012758,-33543.221668923215,0.10953442768506014,-27.15791002924436
40,w99055014,379.03616306802724,mfh,138482.6158739089,153869.5731932321,173103.2698423861,r2,-228573.52136756424,-254167.33146339533,-25593.810095831082,0.10953442768506014,-67.5233990568801
41,w99055018,363.825429549627,mfh,74738.71105496878,83043.01228329864,93423.38881871097,r2,-123360.54067509662,-137173.45405398417,-13812.913378887548,0.10953442768506014,-37.96577220010791
42,w99055022,32.828185592684896,sfh,8121.358728508361,9023.731920564845,10151.69841063545,r1,-14562.107420004644,-16192.654167820461,-1630.546747815817,0.11899138491403594,-49.66910958914378
43,w99055023,57.57688737055287,sfh,23689.428722857134,26321.58746984126,29611.785903571417,r1,-42476.63689203258,-47232.82637373569,-4756.189481703113,0.11899138491403594,-82.60588056963321
44,w99055025,2922.078992408514,trade,357208.00610134704,396897.78455705225,446510.0076266838,nr2,-550994.7543324071,-612719.7469367565,-61724.99260434939,0.10953442768506014,-21.12365639830728
