,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,3363349.9875081507,3737055.541675723,4204187.484385188,nr2,-5187980.583993886,-9170112.922440598,-3982132.338446712,0.1741055326319362,-142.34904181641247
1,w24853840,937.1926232803613,trade,272349.6863526429,302610.7626140477,340437.1079408036,nr2,-420100.46236703516,-742556.4950186327,-322456.0326515976,0.1741055326319362,-344.0659098691335
2,w24853841,8998.296452549099,trade,1188350.4419802595,1320389.379978066,1485438.0524753244,nr2,-1833035.2306099986,-3240015.9914564244,-1406980.7608464258,0.1741055326319362,-156.3607920972471
3,w25538793,404.8852469230536,trade,112230.46580400888,124700.51756000987,140288.0822550111,nr2,-173115.9349120151,-305994.33558306587,-132878.40067105077,0.1741055326319362,-328.1878055099983
4,w27689586,5481.69515059907,office,818145.3088975507,909050.3432195007,1022681.6361219384,nr2,-1261992.3567903403,-2230658.3904204536,-968666.0336301134,0.1741055326319362,-176.70921257345952
5,w28994179,8336.082743907347,other,2201757.672994403,2446397.414438226,2752197.091243004,nr2,-3396219.870242344,-6003052.481662016,-2606832.611419672,0.1741055326319362,-312.7167389653068
6,w28994181,1422.5013561584055,trade,420750.2233605851,467500.24817842786,525937.7792007313,nr2,-649008.874370234,-1147167.8756861214,-498159.00131588744,0.1741055326319362,-350.19931556424746
7,w29249266,23411.247439788887,trade,2692049.9258480393,2991166.584275599,3365062.407310049,nr2,-4152497.5986186927,-7339825.443252219,-3187327.844633526,0.1741055326319362,-136.14515214667554
8,w30213059,1747.46707642246,ab,433572.30468412075,481747.0052045786,541965.3808551509,r2,-715636.0227866818,-1264875.941955664,-549239.9191689822,0.1741055326319362,-314.30630458195844
9,w50930444,8762.936898044496,other,1098863.243386893,1220959.15931877,1373579.0542336162,nr2,-1695000.8748210697,-2996030.762663149,-1301029.8878420792,0.1741055326319362,-148.4696173188708
10,w50930445,4934.112452852726,other,688308.3291655973,764787.0324062193,860385.4114569966,nr2,-1061718.304896968,-1876660.2129864267,-814941.9080894587,0.1741055326319362,-165.16484289252236
11,w50930458,1974.6456010334193,other,322603.8818012126,358448.7575569029,403254.8522515157,nr2,-497617.75649929856,-879573.6501768476,-381955.89367754903,0.1741055326319362,-193.43009878717206
12,w50930471,7086.712400933168,other,741559.2688132944,823954.7431258826,926949.086016618,nr2,-1143858.0887427644,-2021847.9370142897,-877989.8482715252,0.1741055326319362,-123.89240575868618
13,w50930472,6477.305229391343,other,1142425.6414889656,1269361.8238766284,1428032.051861207,nr2,-1762196.0452271104,-3114802.8533620057,-1352606.8081348953,0.1741055326319362,-208.82245937667452
14,w50930478,6019.835157379508,trade,845863.988064798,939848.8756275532,1057329.9850809975,nr2,-1304748.5284250907,-2306232.8679409684,-1001484.3395158777,0.1741055326319362,-166.36408030013789
15,w50930479,4489.048651921749,other,601355.6698929445,668172.9665477161,751694.5873661806,nr2,-927593.4859787384,-1639585.3598197233,-711991.8738409849,0.1741055326319362,-158.60640617832982
16,w50930480,4441.97852948606,other,567543.7161703141,630604.1290781267,709429.6452128926,nr2,-875438.4143770856,-1547397.6794069053,-671959.2650298197,0.1741055326319362,-151.27476654137854
17,w50930481,1370.623297881335,other,209694.20956148568,232993.56617942854,262117.7619518571,nr2,-323454.14298882755,-571727.470528693,-248273.3275398655,0.1741055326319362,-181.1389956114407
18,w50930482,786.6849797132425,other,244449.91309214005,271611.0145468223,305562.391365175,nr2,-377064.9523811837,-666488.2677275293,-289423.3153463456,0.1741055326319362,-367.90242957459844
19,w50930483,1057.3881191070657,other,141593.14798462993,157325.71998292214,176991.4349807874,nr2,-218407.98766085977,-386051.15759150597,-167643.1699306462,0.1741055326319362,-158.54459389255868
20,w50930486,509.32494937628496,trade,79565.05589646377,88405.61766273752,99456.31987057971,nr2,-122729.41165455856,-216932.68614945258,-94203.27449489402,0.1741055326319362,-184.9571174753064
21,w98916060,5426.03009034004,other,674562.9876004758,749514.4306671954,843203.7345005947,nr2,-1040516.0614714932,-1839183.7877622214,-798667.7262907282,0.1741055326319362,-147.1919088160967
22,w98916062,151.14776481509907,trade,44636.284751773725,49595.871946415245,55795.355939717156,nr1,-74793.15728116504,-132202.05569199412,-57408.898410829075,0.18912986793519973,-379.8196981679358
23,w98916065,222.67857759937178,other,73750.5768182926,81945.08535365843,92188.22102286573,nr2,-113760.55480777535,-201079.61408438883,-87319.05927661348,0.1741055326319362,-392.1304878896434
24,w98916067,36008.87229184061,trade,3131751.8703745524,3479724.300416169,3914689.83796819,nr2,-4830739.577425657,-8538664.843998665,-3707925.266573008,0.1741055326319362,-102.9725462247592
25,w98916074,4745.314506876469,trade,489677.5280019927,544086.1422244363,612096.9100024909,nr2,-755329.512874938,-1335096.9253980913,-579767.4125231534,0.1741055326319362,-122.17681497886142
26,w98916075,67.06430839556852,sfh,28006.37749434393,31118.1972159377,35007.97186792991,r1,-50217.197780739174,-88758.14425599432,-38540.94647525515,0.1891374144815626,-574.6864076779455
27,w98916076,98.82164086105185,sfh,45724.46230850625,50804.9581205625,57155.57788563281,r1,-81986.83916289908,-144910.5091304935,-62923.669967594426,0.1891374144815626,-636.7397810775905
28,w98916079,3334.9361924076916,trade,505098.5125556637,561220.569506293,631373.1406945796,nr2,-779116.4422006573,-1377141.9609304015,-598025.5187297441,0.1741055326319362,-179.3214275257223
29,w98916080,1488.1518905248724,other,425989.1748285403,473321.30536504474,532486.4685356753,nr2,-657089.9776146738,-1161451.782129034,-504361.80451436015,0.1741055326319362,-338.9182298699841
30,w98916086,294.4025758753764,other,84011.4414641592,93346.046071288,105014.301830199,nr2,-129587.97888063698,-229055.67599704972,-99467.69711641275,0.1741055326319362,-337.86286285252623
