,0
0,0.1
1,0.2
2,0.3
3,0.4
4,0.5
5,0.6
6,0.7
7,0.7999999999999999
8,0.8999999999999999
9,0.9999999999999999
10,1.0999999999999999
11,1.2
12,1.3
13,1.4
14,1.5
15,1.5999999999999999
16,1.7
17,1.8
18,1.9
19,2.0
