,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-5195708.774105346,-13509901.684229556,-8314192.910124211,0.2561200740366266,-297.2069468426153
1,w24853840,937.1926232803613,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-417538.5745038599,-1085685.3869550875,-668146.8124512276,0.2561200740366266,-712.9236784990692
2,w24853841,8998.296452549099,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-1834977.1117649244,-4771314.454017743,-2936337.342252818,0.2561200740366266,-326.3214718182565
3,w25538793,404.8852469230536,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-173921.53374292093,-452231.4324751327,-278309.8987322118,0.2561200740366266,-687.3796979446455
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-959518.624922823,-590501.9248051187,0.2561200740366266,-107.72250345599488
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-2416934.079752918,-1487416.9079688066,0.2561200740366266,-89.21557964716256
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-1300108.4118349697,-800105.9069651987,0.2561200740366266,-281.2320366168077
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-10818194.735027656,-6657676.7224964,0.2561200740366266,-284.37940949619195
8,w30213059,1747.46707642246,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-585394.8598899484,-1522073.7295595016,-936678.8696695532,0.2561200740366266,-536.020896935689
9,w50930444,8762.936898044496,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-1670249.912742452,-4342990.165596609,-2672740.2528541572,0.2561200740366266,-305.0050780863886
10,w50930445,4934.112452852726,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-1024589.1751075892,-2664140.6638140306,-1639551.4887064414,0.2561200740366266,-332.2890396951759
11,w50930458,1974.6456010334193,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-520232.89098216186,-1352711.5386257826,-832478.6476436207,0.2561200740366266,-421.5838260840061
12,w50930471,4724.4749339554455,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-1243237.0308080602,-3232669.648483616,-1989432.6176755556,0.2561200740366266,-421.0907339940005
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-4245315.426954312,-2612629.7769603175,0.2561200740366266,-268.9008967397203
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-2730977.0883167204,-1680683.6108881286,0.2561200740366266,-279.19096901313594
15,w50930479,4489.048651921749,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-934099.6680345847,-2428849.503904631,-1494749.8358700462,0.2561200740366266,-332.9769739140938
16,w50930480,4441.97852948606,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-882012.7152975801,-2293412.8116067233,-1411400.0963091431,0.2561200740366266,-317.74131435805094
17,w50930481,1370.623297881335,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-338407.55095482233,-879928.5990365746,-541521.0480817523,0.2561200740366266,-395.09108660185325
18,w50930482,1573.369959426485,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-357213.39819830074,-928827.6344510029,-571614.2362527022,0.2561200740366266,-363.3056757109202
19,w50930483,704.9254127380437,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-237768.69971492764,-618247.0758840579,-380478.37616913026,0.2561200740366266,-539.7427434078323
20,w50930486,509.32494937628496,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-163623.66946556754,-425454.886676809,-261831.21721124146,0.2561200740366266,-514.0749879460603
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-908873.6950810307,-559334.287433198,0.2561200740366266,-206.16704224658858
22,w98916062,151.14776481509907,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-74779.72132959885,-194442.51536421492,-119662.79403461608,0.278221806313899,-791.6941026617301
23,w98916065,222.67857759937178,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-114708.68993059207,-298265.97114383447,-183557.2812132424,0.2561200740366266,-824.3149529340277
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-12170357.977305438,-7489817.940474302,0.2561200740366266,-173.33269700338658
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-1969807.6454489785,-1212248.7004637546,0.2561200740366266,-255.46224569669226
26,w98916075,67.06430839556852,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-25770.898517721274,-67006.40936331697,-41235.510845595694,0.2782329077532614,-614.8652216373331
27,w98916076,98.82164086105185,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-54735.2996005342,-142316.18230676634,-87580.88270623214,0.2782329077532614,-886.2520591959733
28,w98916079,3334.9361924076916,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-777293.7327178841,-2021122.1154508668,-1243828.3827329827,0.2561200740366266,-372.969169714455
29,w98916080,2976.303781049745,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-594496.188718355,-1545811.2474013956,-951315.0586830406,0.2561200740366266,-319.62969127684636
30,w98916086,294.4025758753764,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-129979.58776117284,-337973.4176714903,-207993.82991031744,0.2561200740366266,-706.4945994166958
31,w98916091,1116.7099465291947,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-101069.01020281287,-262800.0241213504,-161731.0139185375,0.2561200740366266,-144.82813054652888
32,w98916094,150.05011938810347,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-77544.98685809471,-201632.76929202492,-124087.78243393022,0.278221806313899,-826.9755661638504
33,w98916098,15131.85493721813,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-2143767.6849395363,-5574232.87496489,-3430465.190025354,0.2561200740366266,-226.7048689178101
34,w98916102,1892.1415951219387,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-438439.1417877663,-1140031.121372972,-701591.9795852057,0.2561200740366266,-370.7925355026042
35,w98916109,81.43322088830173,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-69427.1486342374,-180516.17172426436,-111089.02309002697,0.2782329077532614,-1364.173268332377
36,w98916113,559.2398283889517,trade,173540.7692960107,192823.07699556745,216925.96162001335,nr2,-267687.31918562605,-696041.5838425243,-428354.2646568983,0.2561200740366266,-765.9580790068078
37,w98916116,6987.1012714248145,other,1062734.6846249367,1180816.3162499296,1328418.3557811708,nr2,-1639272.4308349062,-4262442.399509004,-2623169.968674098,0.2561200740366266,-375.43036328986534
38,w98916121,458.57296650111675,other,80557.30305057266,89508.1145006363,100696.62881321582,nr2,-124259.95679234069,-323101.2115070286,-198841.25471468794,0.2561200740366266,-433.60875856209833
39,w98916126,1235.1179318586364,trade,194117.59848031573,215686.22053368413,242646.99810039465,nr2,-299427.15913235256,-778571.6361985272,-479144.4770661746,0.2561200740366266,-387.93419211811295
40,w99055014,379.03616306802724,mfh,138482.6158739089,153869.5731932321,173103.2698423861,r2,-228573.52136756424,-594309.5438382936,-365736.0224707294,0.2561200740366266,-964.9106288707583
41,w99055018,363.825429549627,mfh,74738.71105496878,83043.01228329864,93423.38881871097,r2,-123360.54067509662,-320747.3298640164,-197386.78918891976,0.2561200740366266,-542.5315911349609
42,w99055022,32.828185592684896,sfh,8121.358728508361,9023.731920564845,10151.69841063545,r1,-14562.107420004644,-37862.65078442849,-23300.54336442385,0.2782329077532614,-709.7725001778932
43,w99055023,57.57688737055287,sfh,23689.428722857134,26321.58746984126,29611.785903571417,r1,-42476.63689203258,-110442.67307976558,-67966.036187733,0.2782329077532614,-1180.4395703143473
44,w99055025,2922.078992408514,trade,357208.00610134704,396897.78455705225,446510.0076266838,nr2,-550994.7543324071,-1432698.6525219185,-881703.8981895114,0.2561200740366266,-301.7385568563189
45,w99055028,168.94065034445376,ab,43794.80756460522,48660.897294005794,54743.50945575652,r1,-78526.84674000934,-204176.11885178377,-125649.27211177444,0.2782329077532614,-743.7480076913854
46,w99055030,502.22660109587014,other,116326.93155687526,129252.14617430585,145408.66444609407,nr2,-179434.74944746352,-466566.9168855625,-287132.1674380989,0.2561200740366266,-571.7183574338154
47,w99055036,2513.4158389533286,other,328535.37354705296,365039.3039411699,410669.2169338162,nr2,-506767.1058461794,-1317697.752981223,-810930.6471350435,0.2561200740366266,-322.64085972846516
48,w99055038,337.97397138923407,other,86262.38089475907,95847.08988306564,107827.97611844883,nr2,-133060.0618054206,-345983.27797890804,-212923.21617348742,0.2561200740366266,-629.9988584868579
49,w99055039,2475.299022556655,other,312686.9164410429,347429.90715671435,390858.64555130363,nr2,-482320.79842720146,-1254132.371599794,-771811.5731725924,0.2561200740366266,-311.8053884154221
50,w99055040,101.95110847079195,trade,35391.70019666166,39324.111329624066,44239.62524582707,nr1,-59302.80743519024,-154199.38508508363,-94896.57764989338,0.278221806313899,-930.8047658655951
51,w99055041,189.90211718752977,ab,64982.981209910264,72203.31245545585,81228.72651238783,r2,-107258.14753265315,-278879.81228834117,-171621.66475568802,0.2561200740366266,-903.7375006525616
52,w99055043,190.2007592998445,sfh,86320.99151306404,95912.21279229339,107901.23939133005,r2,-142477.760645754,-370453.63972983597,-227975.87908408197,0.2561200740366266,-1198.6065666787713
53,w99055048,47.74609960326925,sfh,24285.63485393199,26984.0387265911,30357.04356741499,r1,-43545.67201477638,-113222.25040063694,-69676.57838586057,0.2782329077532614,-1459.3145610807067
54,w99055050,194.95880112051967,trade,65308.77244341692,72565.3027149077,81635.96555427114,nr2,-100739.0383573933,-261942.03007587965,-161202.99171848636,0.2561200740366266,-826.8567040419676
55,w99055053,122.33706042193808,ab,49059.40863841541,54510.454042683785,61324.260798019255,r1,-87966.6078591905,-228720.25717155647,-140753.64931236597,0.2782329077532614,-1150.5397369113616
56,w99055057,303.91877080444243,ab,87681.8017174346,97424.2241304829,109602.25214679325,r2,-144723.8561456332,-376293.6687234126,-231569.8125777794,0.2561200740366266,-761.9463976010346
57,w99055067,194.8848727118224,sfh,33001.382887256914,36668.203208063234,41251.72860907114,r1,-59173.5568736789,-153856.00826586326,-94682.45139218436,0.2782329077532614,-485.83786968520616
58,w99055068,348.37368724122643,ab,132493.30677667502,147214.7853074167,165616.63347084375,r2,-218687.82226898547,-568605.9308972686,-349918.10862828314,0.2561200740366266,-1004.4332320253202
59,w99055094,263.70872883694244,other,66091.27134448045,73434.74593831161,82614.08918060057,nr2,-101946.04598990016,-265080.4959053256,-163134.44991542542,0.2561200740366266,-618.6160413988247
60,w99055100,85.6876405166462,sfh,15744.323611141372,17493.69290126819,19680.404513926715,r1,-28230.563301673767,-73401.73567670576,-45171.172375031994,0.2782329077532614,-527.1608846115535
61,w99055110,94.65369866762775,sfh,52473.960066172556,58304.40007352506,65592.45008271569,r2,-86611.28876527665,-225196.3184946701,-138585.02972939343,0.2561200740366266,-1464.1269351346596
62,w99055113,801.3236896117684,education,153671.86244078857,170746.51382309842,192089.8280509857,nr2,-237039.45221581208,-616350.883767667,-379311.43155185494,0.2561200740366266,-473.3560688011442
63,w99055118,54.3237798044458,other,24020.58101149931,26689.534457221456,30025.726264374138,nr1,-40249.20764729739,-104656.14256387175,-64406.934916574355,0.278221806313899,-1185.6121784681736
