,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.052631578947368425,npv_DH_25years_ir_0.052631578947368425,savings_npv_25years_ir_0.052631578947368425,operator_selling_price
0,w24853838,27974.42320393324,trade,3363349.9875081507,3737055.541675723,4204187.484385188,nr2,-5053864.664394878,-6939427.395826769,-1885562.7314318912,0.13524968393089717
1,w24853840,937.1926232803613,trade,272349.6863526429,302610.7626140477,340437.1079408036,nr2,-409240.32923389424,-561925.1287376699,-152684.79950377566,0.13524968393089717
2,w24853841,8998.296452549099,trade,1188350.4419802595,1320389.379978066,1485438.0524753244,nr2,-1785648.9303664875,-2451862.471508751,-666213.5411422637,0.13524968393089717
3,w25538793,404.8852469230536,trade,112230.46580400888,124700.51756000987,140288.0822550111,nr2,-168640.6670438973,-231559.35954906364,-62918.69250516634,0.13524968393089717
4,w27689586,5481.69515059907,office,818145.3088975507,909050.3432195007,1022681.6361219384,nr2,-1229368.2436662393,-1688037.2222389951,-458668.9785727558,0.13524968393089717
5,w28994179,8336.082743907347,other,2201757.672994403,2446397.414438226,2752197.091243004,nr2,-3308423.2519467287,-4542773.595283513,-1234350.3433367843,0.13524968393089717
6,w28994181,1422.5013561584055,trade,420750.2233605851,467500.24817842786,525937.7792007313,nr2,-632231.1666273356,-868112.3396711628,-235881.17304382718,0.13524968393089717
7,w29249266,23411.247439788887,trade,2692049.9258480393,2991166.584275599,3365062.407310049,nr2,-4045150.235795163,-5554368.43496741,-1509218.1991722467,0.13524968393089717
8,w30213059,1747.46707642246,ab,433572.30468412075,481747.0052045786,541965.3808551509,r2,-697135.9182199207,-957187.2056721866,-260051.28745226585,0.13524968393089717
9,w50930444,8762.936898044496,other,1098863.243386893,1220959.15931877,1373579.0542336162,nr2,-1651182.9388501628,-2267228.1278332425,-616045.1889830797,0.13524968393089717
10,w50930445,4934.112452852726,other,688308.3291655973,764787.0324062193,860385.4114569966,nr2,-1034271.5316272924,-1420151.246206256,-385879.7145789637,0.13524968393089717
11,w50930458,1974.6456010334193,other,322603.8818012126,358448.7575569029,403254.8522515157,nr2,-484753.70237627375,-665612.0307687636,-180858.32839248987,0.13524968393089717
12,w50930471,7086.712400933168,other,741559.2688132944,823954.7431258826,926949.086016618,nr2,-1114287.897224353,-1530021.1767270833,-415733.27950273035,0.13524968393089717
13,w50930472,6477.305229391343,other,1142425.6414889656,1269361.8238766284,1428032.051861207,nr2,-1716641.028338934,-2357108.187874631,-640467.159535697,0.13524968393089717
14,w50930478,6019.835157379508,trade,845863.988064798,939848.8756275532,1057329.9850809975,nr2,-1271019.113693844,-1745227.7502255987,-474208.63653175463,0.13524968393089717
15,w50930479,4489.048651921749,other,601355.6698929445,668172.9665477161,751694.5873661806,nr2,-903614.0104637553,-1240746.2874188158,-337132.2769550604,0.13524968393089717
16,w50930480,4441.97852948606,other,567543.7161703141,630604.1290781267,709429.6452128926,nr2,-852807.2140293592,-1170983.8187965462,-318176.60476718703,0.13524968393089717
17,w50930481,1370.623297881335,other,209694.20956148568,232993.56617942854,262117.7619518571,nr2,-315092.4405628597,-432651.2994430637,-117558.85888020397,0.13524968393089717
18,w50930482,786.6849797132425,other,244449.91309214005,271611.0145468223,305562.391365175,nr2,-367317.34210808814,-504360.9586036157,-137043.61649552756,0.13524968393089717
19,w50930483,1057.3881191070657,other,141593.14798462993,157325.71998292214,176991.4349807874,nr2,-212761.86242221147,-292141.8745700826,-79380.01214787111,0.13524968393089717
20,w50930486,509.32494937628496,trade,79565.05589646377,88405.61766273752,99456.31987057971,nr2,-119556.69972177316,-164162.49593087312,-44605.796209099964,0.13524968393089717
21,w98916060,5426.03009034004,other,674562.9876004758,749514.4306671954,843203.7345005947,nr2,-1013617.3932551296,-1391791.1884732605,-378173.7952181309,0.13524968393089717
22,w98916062,151.14776481509907,trade,44636.284751773725,49595.871946415245,55795.355939717156,nr1,-72859.65870574157,-100043.10468288924,-27183.44597714767,0.14692097645285276
23,w98916065,222.67857759937178,other,73750.5768182926,81945.08535365843,92188.22102286573,nr2,-110819.69927157502,-152165.77969337662,-41346.0804218016,0.13524968393089717
24,w98916067,36008.87229184061,trade,3131751.8703745524,3479724.300416169,3914689.83796819,nr2,-4705858.79379886,-6461582.888169835,-1755724.0943709752,0.13524968393089717
25,w98916074,4745.314506876469,trade,489677.5280019927,544086.1422244363,612096.9100024909,nr2,-735803.2809279579,-1010326.5094499842,-274523.22852202633,0.13524968393089717
26,w98916075,67.06430839556852,sfh,28006.37749434393,31118.1972159377,35007.97186792991,r1,-48919.01912509271,-67167.18791384995,-18248.16878875724,0.14692683880538643
27,w98916076,98.82164086105185,sfh,45724.46230850625,50804.9581205625,57155.57788563281,r1,-79867.37472942131,-109660.14982678264,-29792.77509736133,0.14692683880538643
28,w98916079,3334.9361924076916,trade,505098.5125556637,561220.569506293,631373.1406945796,nr2,-758975.2877709682,-1042143.8353541642,-283168.5475831961,0.13524968393089717
29,w98916080,1488.1518905248724,other,425989.1748285403,473321.30536504474,532486.4685356753,nr2,-640103.3630388649,-878921.599331074,-238818.23629220913,0.13524968393089717
30,w98916086,294.4025758753764,other,84011.4414641592,93346.046071288,105014.301830199,nr2,-126237.96423135817,-173336.4950494527,-47098.53081809453,0.13524968393089717
31,w98916091,1488.9465953722595,trade,203377.83561937796,225975.37291041994,254222.29452422244,nr2,-305601.2787177692,-419619.04929397255,-114017.77057620336,0.13524968393089717
32,w98916094,150.05011938810347,trade,59712.69870596085,66347.44300662317,74640.87338245106,nr2,-89725.98722302371,-123202.14631778348,-33476.15909475977,0.13524968393089717
33,w98916098,17023.336804370396,trade,1160795.6547794726,1289772.9497549694,1450994.5684743407,nr2,-1744244.3290356128,-2395010.093404329,-650765.7643687162,0.13524968393089717
34,w98916102,2270.5699141463265,trade,277707.36496159376,308563.7388462153,347134.2062019922,nr2,-417290.92840006127,-572979.3520135931,-155688.4236135318,0.13524968393089717
35,w98916109,81.43322088830173,sfh,33514.377689912006,37238.19743323556,41892.97211239,r1,-58539.89804677495,-80376.92502604729,-21837.02697927234,0.14692683880538643
36,w98916113,559.2398283889517,trade,173096.7032610543,192329.6702900603,216370.87907631785,nr2,-260099.9941675465,-357141.5431633387,-97041.54899579217,0.13524968393089717
