,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,3368360.1466045496,3742622.385116166,4210450.183255686,nr2,-5195708.774105346,-6807507.6089347,-1611798.8348293537,0.1290564057057892,-57.616874638642514
1,w24853840,937.1926232803613,trade,270688.823253195,300765.35917021666,338361.0290664937,nr2,-417538.5745038599,-547066.2707511374,-129527.69624727749,0.1290564057057892,-138.20819010920582
2,w24853841,8998.296452549099,trade,1189609.3568609958,1321788.1742899953,1487011.6960762446,nr2,-1834977.1117649244,-2404218.78778448,-569241.6760195557,0.1290564057057892,-63.26104935765891
3,w25538793,404.8852469230536,trade,112752.73275817276,125280.81417574751,140940.91594771593,nr2,-173921.53374292093,-227875.00527613715,-53953.471533216216,0.1290564057057892,-133.2562051673614
4,w27689586,5481.69515059907,office,239232.2588022705,265813.6208914117,299040.3235028381,nr2,-369016.70011770434,-483492.0706863146,-114475.37056861026,0.1290564057057892,-20.883206275361694
5,w28994179,16672.165487814695,other,602602.7887910821,669558.6542123135,753253.4859888526,nr2,-929517.1717841114,-1217869.4947438375,-288352.3229597261,0.1290564057057892,-17.295433107983257
6,w28994181,2845.002712316811,trade,324149.90597616514,360166.56219573907,405187.3824702064,nr2,-500002.504869771,-655111.9403287715,-155109.43545900047,0.1290564057057892,-54.51996048632517
7,w29249266,23411.247439788887,trade,2697249.5326306587,2996943.9251451762,3371561.915788323,nr2,-4160518.012531257,-5451182.746918554,-1290664.7343872976,0.1290564057057892,-55.13011375009995
8,w30213059,1747.46707642246,ab,354664.9280794791,394072.1423105323,443331.1600993488,r2,-585394.8598899484,-766958.0976618944,-181563.237771946,0.1290564057057892,-103.9008060418828
9,w50930444,8762.936898044496,other,1082817.2797117848,1203130.310790872,1353521.599639731,nr2,-1670249.912742452,-2188390.359075623,-518140.4463331711,0.1290564057057892,-59.12862917554472
10,w50930445,4934.112452852726,other,664237.6418930636,738041.8243256261,830297.0523663294,nr2,-1024589.1751075892,-1342434.4798420807,-317845.3047344915,0.1290564057057892,-64.41792881123429
11,w50930458,1974.6456010334193,other,337265.1957843652,374739.10642707243,421581.49473045644,nr2,-520232.89098216186,-681618.1425389794,-161385.25155681756,0.1290564057057892,-81.7287170276821
12,w50930471,4724.4749339554455,other,805986.2955036239,895540.3283373598,1007482.8693795298,nr2,-1243237.0308080602,-1628910.6866642209,-385673.6558561607,0.1290564057057892,-81.63312563778707
13,w50930472,9715.957844087014,other,1058464.4972369291,1176071.663596588,1323080.6215461614,nr2,-1632685.6499939947,-2139173.0115293916,-506487.3615353969,0.1290564057057892,-52.12943177225059
14,w50930478,6019.835157379508,trade,680901.6527717811,756557.3919686456,851127.0659647263,nr2,-1050293.4774285918,-1376112.7018595787,-325819.2244309869,0.1290564057057892,-54.124276813722446
15,w50930479,4489.048651921749,other,605573.605365519,672859.5615172433,756967.0067068987,nr2,-934099.6680345847,-1223873.5606854248,-289773.8926508401,0.1290564057057892,-64.5512925164642
16,w50930480,4441.97852948606,other,571805.8128687943,635339.7920764381,714757.2660859928,nr2,-882012.7152975801,-1155628.333229535,-273615.6179319549,0.1290564057057892,-61.59769033453937
17,w50930481,1370.623297881335,other,219388.45256825408,243764.94729806008,274235.5657103176,nr2,-338407.55095482233,-443387.4334002851,-104979.88244546275,0.1290564057057892,-76.59280460775564
18,w50930482,1573.369959426485,other,231580.2187222324,257311.35413581377,289475.2734027905,nr2,-357213.39819830074,-468027.180115975,-110813.78191767423,0.1290564057057892,-70.43084892638181
19,w50930483,704.9254127380437,other,154144.6310888841,171271.81232098234,192680.78886110513,nr2,-237768.69971492764,-311528.6677619052,-73759.96804697753,0.1290564057057892,-104.63513829141434
20,w50930486,509.32494937628496,trade,106076.66272902593,117862.95858780658,132595.82841128242,nr2,-163623.66946556754,-214382.56517378922,-50758.89570822168,0.1290564057057892,-99.65915820613264
21,w98916060,2713.01504517002,other,226605.19701500298,251783.55223889218,283256.4962687537,nr2,-349539.40764783276,-457972.58480771503,-108433.17715988227,0.1290564057057892,-39.96777583409492
22,w98916062,151.14776481509907,trade,44628.266224654115,49586.962471837905,55785.33278081764,nr1,-74779.72132959885,-97977.68583226972,-23197.964502670875,0.14019325289867454,-153.4787135691304
23,w98916065,222.67857759937178,other,74365.24956076973,82628.05506752193,92956.56195096216,nr2,-114708.68993059207,-150293.31193565554,-35584.62200506347,0.1290564057057892,-159.80262847324684
24,w98916067,43210.64675020873,trade,3034378.024269405,3371531.1380771166,3792972.530336756,nr2,-4680540.036831137,-6132524.608278868,-1451984.571447731,0.1290564057057892,-33.60247255361243
25,w98916074,4745.314506876469,trade,491122.8611791089,545692.0679767877,613903.5764738861,nr2,-757558.944985224,-992566.848223987,-235007.90323876298,0.1290564057057892,-49.524199691761496
26,w98916075,67.06430839556852,sfh,14372.556497617988,15969.507219575542,17965.695622022486,r1,-25770.898517721274,-33763.87572980228,-7992.9772120810085,0.1401988468056249,-119.18377156647409
27,w98916076,98.82164086105185,sfh,30526.14503843407,33917.93893159341,38157.68129804259,r1,-54735.2996005342,-71711.73533104057,-16976.435730506375,0.1401988468056249,-171.78864449717133
28,w98916079,3334.9361924076916,trade,503916.8562605286,559907.618067254,629896.0703256608,nr2,-777293.7327178841,-1018423.7088548887,-241129.97613700456,0.1290564057057892,-72.30422479625264
29,w98916080,2976.303781049745,other,385409.83654958865,428233.15172176517,481762.2956869858,nr2,-594496.188718355,-778919.2012363599,-184423.01251800486,0.1290564057057892,-61.9637732183906
30,w98916086,294.4025758753764,other,84265.32015590335,93628.13350655927,105331.65019487918,nr2,-129979.58776117284,-170301.5067165193,-40321.91895534647,0.1290564057057892,-136.96184157170944
31,w98916091,1116.7099465291947,trade,65522.69205707044,72802.99117452271,81903.36507133805,nr2,-101069.01020281287,-132422.3673605763,-31353.357157763414,0.1290564057057892,-28.076545082464463
32,w98916094,150.05011938810347,trade,46278.56665361178,51420.6296151242,57848.20831701472,nr1,-77544.98685809471,-101600.78461328283,-24055.79775518812,0.14019325289867454,-160.31841796118792
33,w98916098,15131.85493721813,trade,1389797.224493673,1544219.1383263033,1737246.5306170913,nr2,-2143767.6849395363,-2808801.544025556,-665033.8590860199,0.1290564057057892,-43.94926212584226
34,w98916102,1892.1415951219387,trade,284238.58921225026,315820.65468027804,355298.2365153128,nr2,-438439.1417877663,-574450.555937665,-136011.41414989874,0.1290564057057892,-71.88226002776156
35,w98916109,81.43322088830173,sfh,38719.86130122445,43022.068112471614,48399.826626530565,r1,-69427.1486342374,-90960.33718610826,-21533.18855187086,0.1401988468056249,-264.4275679750769
36,w98916113,559.2398283889517,trade,173540.7692960107,192823.07699556745,216925.96162001335,nr2,-267687.31918562605,-350728.56108746445,-83041.2419018384,0.1290564057057892,-148.48949893476322
37,w98916116,6987.1012714248145,other,1062734.6846249367,1180816.3162499296,1328418.3557811708,nr2,-1639272.4308349062,-2147803.1258491864,-508530.69501428027,0.1290564057057892,-72.7813545645919
38,w98916121,458.57296650111675,other,80557.30305057266,89508.1145006363,100696.62881321582,nr2,-124259.95679234069,-162807.54717539245,-38547.59038305176,0.1290564057057892,-84.05988402929087
39,w98916126,1235.1179318586364,trade,194117.59848031573,215686.22053368413,242646.99810039465,nr2,-299427.15913235256,-392314.6490184445,-92887.48988609196,0.1290564057057892,-75.20536095392328
40,w99055014,379.03616306802724,mfh,138482.6158739089,153869.5731932321,173103.2698423861,r2,-228573.52136756424,-299466.7789821459,-70893.25761458164,0.1290564057057892,-187.03560378184318
41,w99055018,363.825429549627,mfh,74738.71105496878,83043.01228329864,93423.38881871097,r2,-123360.54067509662,-161621.44918816254,-38260.90851306592,0.1290564057057892,-105.16282097276272
42,w99055022,32.828185592684896,sfh,8121.358728508361,9023.731920564845,10151.69841063545,r1,-14562.107420004644,-19078.620210116896,-4516.512790112252,0.1401988468056249,-137.5803355735465
43,w99055023,57.57688737055287,sfh,23689.428722857134,26321.58746984126,29611.785903571417,r1,-42476.63689203258,-55650.985100745194,-13174.348208712618,0.1401988468056249,-228.8131368395317
44,w99055025,2922.078992408514,trade,357208.00610134704,396897.78455705225,446510.0076266838,nr2,-550994.7543324071,-721922.8685978148,-170928.11426540767,0.1290564057057892,-58.4953776778364
45,w99055028,168.94065034445376,ab,43794.80756460522,48660.897294005794,54743.50945575652,r1,-78526.84674000934,-102882.35363465105,-24355.506894641716,0.1401988468056249,-144.166053847805
46,w99055030,502.22660109587014,other,116326.93155687526,129252.14617430585,145408.66444609407,nr2,-179434.74944746352,-235098.51596353785,-55663.766516074335,0.1290564057057892,-110.83396696752959
47,w99055036,2513.4158389533286,other,328535.37354705296,365039.3039411699,410669.2169338162,nr2,-506767.1058461794,-663975.037669372,-157207.93182319263,0.1290564057057892,-62.54752173785112
48,w99055038,337.97397138923407,other,86262.38089475907,95847.08988306564,107827.97611844883,nr2,-133060.0618054206,-174337.59715327664,-41277.53534785603,0.1290564057057892,-122.13229077430339
