,full_id,NFA,building_usage,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,yearly_demand_delivered_unrenovated_DH,consumer_size_unrenovated,npv_Gas_25years_ir_0.05,npv_DH_25years_ir_0.05,savings_npv_25years_ir_0.05,operator_selling_price,savings/NFA [€/m2]
0,w24853838,27974.42320393324,trade,3363349.9875081507,3737055.541675723,4204187.484385188,nr2,-5187980.583993886,-6994048.577331543,-1806067.9933376573,0.1327903552670599,-64.5614023985925
1,w24853840,937.1926232803613,trade,272349.6863526429,302610.7626140477,340437.1079408036,nr2,-420100.46236703516,-566348.1182291849,-146247.65586214972,0.1327903552670599,-156.0486630275148
2,w24853841,8998.296452549099,trade,1188350.4419802595,1320389.379978066,1485438.0524753244,nr2,-1833035.2306099986,-2471161.4161394797,-638126.1855294812,0.1327903552670599,-70.91633276304299
3,w25538793,404.8852469230536,trade,112230.46580400888,124700.51756000987,140288.0822550111,nr2,-173115.9349120151,-233381.9949173168,-60266.0600053017,0.1327903552670599,-148.84726095429937
4,w27689586,5481.69515059907,office,818145.3088975507,909050.3432195007,1022681.6361219384,nr2,-1261992.3567903403,-1701323.9939340458,-439331.6371437055,0.1327903552670599,-80.14521513398878
5,w28994179,8336.082743907347,other,2201757.672994403,2446397.414438226,2752197.091243004,nr2,-3396219.870242344,-4578530.387152579,-1182310.5169102345,0.1327903552670599,-141.83046800661356
6,w28994181,1422.5013561584055,trade,420750.2233605851,467500.24817842786,525937.7792007313,nr2,-649008.874370234,-874945.3705492186,-225936.49617898464,0.1327903552670599,-158.83042585572412
7,w29249266,23411.247439788887,trade,2692049.9258480393,2991166.584275599,3365062.407310049,nr2,-4152497.5986186927,-5598087.62808314,-1445590.029464447,0.1327903552670599,-61.74767206157395
8,w30213059,1747.46707642246,ab,433572.30468412075,481747.0052045786,541965.3808551509,r2,-715636.0227866818,-964721.3569951776,-249085.3342084958,0.1327903552670599,-142.54078807506988
9,w50930444,8762.936898044496,other,1098863.243386893,1220959.15931877,1373579.0542336162,nr2,-1695000.8748210697,-2285073.7903093104,-590072.9154882408,0.1327903552670599,-67.33734618355169
10,w50930445,4934.112452852726,other,688308.3291655973,764787.0324062193,860385.4114569966,nr2,-1061718.304896968,-1431329.450769634,-369611.14587266603,0.1327903552670599,-74.90934781167587
11,w50930458,1974.6456010334193,other,322603.8818012126,358448.7575569029,403254.8522515157,nr2,-497617.75649929856,-670851.1540379609,-173233.39753866236,0.1327903552670599,-87.72885496415239
12,w50930471,7086.712400933168,other,741559.2688132944,823954.7431258826,926949.086016618,nr2,-1143858.0887427644,-1542064.182530475,-398206.09378771065,0.1327903552670599,-56.19052548756959
13,w50930472,6477.305229391343,other,1142425.6414889656,1269361.8238766284,1428032.051861207,nr2,-1762196.0452271104,-2375661.3085879786,-613465.2633608682,0.1327903552670599,-94.70995138182087
14,w50930478,6019.835157379508,trade,845863.988064798,939848.8756275532,1057329.9850809975,nr2,-1304748.5284250907,-1758964.6763831612,-454216.1479580705,0.1327903552670599,-75.45325346679346
15,w50930479,4489.048651921749,other,601355.6698929445,668172.9665477161,751694.5873661806,nr2,-927593.4859787384,-1250512.3710307335,-322918.88505199505,0.1327903552670599,-71.93481516707429
16,w50930480,4441.97852948606,other,567543.7161703141,630604.1290781267,709429.6452128926,nr2,-875438.4143770856,-1180200.7924828914,-304762.3781058057,0.1327903552670599,-68.60960179856315
17,w50930481,1370.623297881335,other,209694.20956148568,232993.56617942854,262117.7619518571,nr2,-323454.14298882755,-436056.75695521635,-112602.6139663888,0.1327903552670599,-82.15431194001026
18,w50930482,786.6849797132425,other,244449.91309214005,271611.0145468223,305562.391365175,nr2,-377064.9523811837,-508330.8526442071,-131265.9002630234,0.1327903552670599,-166.8595481648469
19,w50930483,1057.3881191070657,other,141593.14798462993,157325.71998292214,176991.4349807874,nr2,-218407.98766085977,-294441.3631944081,-76033.37553354836,0.1327903552670599,-71.90678064148895
